Date,NVDA
2020-01-01,442.95490423707747
2020-01-02,438.07399277116826
2020-01-03,440.50801701323974
2020-01-06,450.0166463978438
2020-01-07,443.96514855406446
2020-01-08,433.18213314901067
2020-01-09,430.9390382400301
2020-01-10,437.0921922899905
2020-01-13,437.9959278469649
2020-01-14,430.0470842651195
2020-01-15,436.8159401425874
2020-01-16,430.4127542872046
2020-01-17,436.99797008838493
2020-01-20,440.76617803192204
2020-01-21,436.7266798250136
2020-01-22,429.2831625980246
2020-01-23,424.17723014038506
2020-01-24,417.62967759774034
2020-01-27,429.8691821333198
2020-01-28,434.0063759028507
2020-01-29,423.5381053761148
2020-01-30,425.3557327095928
2020-01-31,422.6738236435877
2020-02-03,420.80077658694097
2020-02-04,418.68148802412975
2020-02-05,427.07229835963244
2020-02-06,422.7372592861585
2020-02-07,415.023027769315
2020-02-10,412.70307326924785
2020-02-11,408.5400370074543
2020-02-12,410.98835764300446
2020-02-13,418.50079552913843
2020-02-14,414.37133849293434
2020-02-17,411.9756706329674
2020-02-18,408.32143803083574
2020-02-19,397.26039916176694
2020-02-20,391.6849459048343
2020-02-21,386.6512272557897
2020-02-24,382.8967909565424
2020-02-25,381.96461745622645
2020-02-26,380.7951030538058
2020-02-27,386.19375679531026
2020-02-28,390.7244912485844
2020-03-02,391.74175111217136
2020-03-03,380.71595735635367
2020-03-04,381.19193088198017
2020-03-05,375.2192422023778
2020-03-06,370.5144400432888
2020-03-09,375.5889004427524
2020-03-10,372.3557347610476
2020-03-11,377.46294261518017
2020-03-12,373.21986188793045
2020-03-13,383.53379001226773
2020-03-16,394.08410150876205
2020-03-17,405.52163108789955
2020-03-18,399.71282010216095
2020-03-19,390.6701024304261
2020-03-20,389.5998861269197
2020-03-23,386.1184664262094
2020-03-24,387.961878997463
2020-03-25,383.5408691236218
2020-03-26,392.4248789087559
2020-03-27,378.3991606063149
2020-03-30,376.3475369773515
2020-03-31,365.6698187534992
2020-04-01,372.8031195701688
2020-04-02,370.36635421546833
2020-04-03,366.73932158859753
2020-04-06,359.0924114920939
2020-04-07,362.1161818073215
2020-04-08,361.18578609764046
2020-04-09,365.6303423108991
2020-04-10,380.44267486726864
2020-04-13,377.4583523506121
2020-04-14,376.2884575306556
2020-04-15,377.4690842916034
2020-04-16,389.48126789149364
2020-04-17,386.2118630245607
2020-04-20,391.53330302050296
2020-04-21,397.7634206569988
2020-04-22,403.20854833621433
2020-04-23,401.9847910054643
2020-04-24,406.71525819065687
2020-04-27,412.7002003277075
2020-04-28,416.09004217238464
2020-04-29,417.87020498200616
2020-04-30,417.4436386409405
2020-05-01,419.94379321601986
2020-05-04,416.9507746501843
2020-05-05,422.0800911044958
2020-05-06,425.86841037226657
2020-05-07,410.50762626097287
2020-05-08,413.20101640541725
2020-05-11,416.80436203425955
2020-05-12,414.84124467728725
2020-05-13,419.18025259904704
2020-05-14,415.41901017061275
2020-05-15,417.17047399583646
2020-05-18,426.60640010514595
2020-05-19,437.1963970062508
2020-05-20,437.03452482256944
2020-05-21,430.03143370019836
2020-05-22,434.08460899900723
2020-05-25,434.7122574386636
2020-05-26,442.20825001999555
2020-05-27,436.6582330352114
2020-05-28,419.13838980106334
2020-05-29,415.565793874368
2020-06-01,422.2300882924901
2020-06-02,419.85137179587883
2020-06-03,424.62225910918676
2020-06-04,419.9694339603432
2020-06-05,423.22240269284197
2020-06-08,427.1405254315922
2020-06-09,443.5650218654602
2020-06-10,446.9897786235627
2020-06-11,437.0631685673667
2020-06-12,445.25945384563227
2020-06-15,444.53721596580453
2020-06-16,440.52892740199667
2020-06-17,436.3547439657999
2020-06-18,439.68244381218324
2020-06-19,452.8447762968712
2020-06-22,447.58601843916546
2020-06-23,437.35664474131937
2020-06-24,442.66981881602396
2020-06-25,446.3455379565653
2020-06-26,459.0637406888141
2020-06-29,463.1664102549158
2020-06-30,461.01075170560426
2020-07-01,454.70738741283236
2020-07-02,458.2046915817399
2020-07-03,461.08470499606426
2020-07-06,461.3459267629454
2020-07-07,444.50079031698186
2020-07-08,444.61883787951234
2020-07-09,434.6582221079908
2020-07-10,441.4720479226924
2020-07-13,440.93671005122
2020-07-14,432.65276142362274
2020-07-15,442.75630418220345
2020-07-16,435.02402318697403
2020-07-17,449.51668792516944
2020-07-20,451.99414782419444
2020-07-21,457.9464516897034
2020-07-22,453.7772944053791
2020-07-23,456.337020236095
2020-07-24,454.57227619794804
2020-07-27,460.3417172393448
2020-07-28,460.04560271558944
2020-07-29,453.9470501447553
2020-07-30,451.3554557218074
2020-07-31,456.0255228458177
2020-08-03,454.5924384803064
2020-08-04,457.8631545999644
2020-08-05,462.4735632834967
2020-08-06,455.2584643892412
2020-08-07,454.1294479704717
2020-08-10,452.18988246639617
2020-08-11,466.6151487004877
2020-08-12,470.41805287237526
2020-08-13,456.18132878949433
2020-08-14,461.7502503861546
2020-08-17,455.41568533846464
2020-08-18,444.435726158995
2020-08-19,442.4658200279504
2020-08-20,447.3482213627344
2020-08-21,449.741661770901
2020-08-24,458.93751070161454
2020-08-25,452.4494528031588
2020-08-26,454.3754284128906
2020-08-27,450.89738939260565
2020-08-28,444.2566577619674
2020-08-31,436.6102131885095
2020-09-01,427.40562388076415
2020-09-02,421.8576491993863
2020-09-03,424.2310324121508
2020-09-04,433.49259751914747
2020-09-07,450.99774830958046
2020-09-08,449.23431026897583
2020-09-09,442.4281102855014
2020-09-10,436.8928968846549
2020-09-11,428.45519131459827
2020-09-14,422.15366056165834
2020-09-15,432.99580672512445
2020-09-16,440.1462983068178
2020-09-17,446.4107578107374
2020-09-18,462.5647689195163
2020-09-21,452.53972458625634
2020-09-22,457.8212177627034
2020-09-23,464.0384824266638
2020-09-24,465.80377367650203
2020-09-25,466.286693863379
2020-09-28,467.8094968241804
2020-09-29,471.7144114097239
2020-09-30,479.3773681069459
2020-10-01,486.60752445728593
2020-10-02,498.3051752040785
2020-10-05,486.22598445087857
2020-10-06,486.4309165113752
2020-10-07,487.0812262927513
2020-10-08,482.16734015269805
2020-10-09,469.9357975459572
2020-10-12,469.1619168822515
2020-10-13,463.80089526498426
2020-10-14,460.5297804904902
2020-10-15,461.2831708709622
2020-10-16,456.46118177435625
2020-10-19,472.66614111828824
2020-10-20,457.63383552866975
2020-10-21,462.466977425446
2020-10-22,461.3609729195433
2020-10-23,467.15403217915184
2020-10-26,471.57953770501365
2020-10-27,472.27718413370695
2020-10-28,479.65727865045153
2020-10-29,492.03236279067016
2020-10-30,501.25789012023336
2020-11-02,503.94779338861264
2020-11-03,489.06365474306034
2020-11-04,484.0783564908131
2020-11-05,475.12889174198585
2020-11-06,475.9284859134546
2020-11-09,480.37798350559177
2020-11-10,476.42584018738864
2020-11-11,469.72687756223945
2020-11-12,464.04781668381406
2020-11-13,462.12097613099485
2020-11-16,462.72245317780124
2020-11-17,464.4117441493637
2020-11-18,455.29333953775887
2020-11-19,449.5242343721257
2020-11-20,451.8921299533712
2020-11-23,466.15074321051065
2020-11-24,463.82962824402955
2020-11-25,471.6236643200525
2020-11-26,478.1956126326412
2020-11-27,485.36829564178305
2020-11-30,481.4003635749017
2020-12-01,476.9857518110421
2020-12-02,476.43488832945667
2020-12-03,493.8457698220413
2020-12-04,476.83579975928967
2020-12-07,479.27150498498133
2020-12-08,474.902575112615
2020-12-09,472.931997245508
2020-12-10,460.4812756554562
2020-12-11,465.1246199177197
2020-12-14,470.4047614357796
2020-12-15,469.2744581585376
2020-12-16,475.5081747619004
2020-12-17,482.07947405450653
2020-12-18,472.25044610798136
2020-12-21,473.63371291883936
2020-12-22,483.82486233201433
2020-12-23,488.18907998297095
2020-12-24,483.1336517185411
2020-12-25,481.0485297138516
2020-12-28,492.3749213860444
2020-12-29,497.79805922811954
2020-12-30,492.26437050411164
2020-12-31,495.30738877406094
2021-01-01,489.59866766440337
2021-01-04,513.8029422013102
2021-01-05,529.4137927636998
2021-01-06,532.2012043214205
2021-01-07,520.7058376940388
2021-01-08,522.3117399091145
2021-01-11,532.3631621005023
2021-01-12,525.0854208217171
2021-01-13,531.3088343088715
2021-01-14,541.7320452709755
2021-01-15,538.1327337409593
2021-01-18,539.9578140619403
2021-01-19,540.3931676019191
2021-01-20,531.3459320421283
2021-01-21,534.029254585235
2021-01-22,537.6087419783532
2021-01-25,536.9232861096755
2021-01-26,531.7297405215147
2021-01-27,513.9597369830515
2021-01-28,516.5081150684628
2021-01-29,509.1789456041959
2021-02-01,503.10261549286093
2021-02-02,503.74873057511127
2021-02-03,507.1771678963024
2021-02-04,522.3596640036802
2021-02-05,522.7311236841625
2021-02-08,508.19627959231843
2021-02-09,507.99132802943194
2021-02-10,499.17716194465606
2021-02-11,505.08970782639244
2021-02-12,508.21658700206575
2021-02-15,510.97919272219525
2021-02-16,511.2482996240276
2021-02-17,502.59780359407637
2021-02-18,500.11363199868805
2021-02-19,508.6217100347539
2021-02-22,511.6854978909852
2021-02-23,498.90009410060435
2021-02-24,507.9164641630643
2021-02-25,513.130235902189
2021-02-26,500.8767351084813
2021-03-01,518.3454498890461
2021-03-02,528.9194255281367
2021-03-03,515.0779453589423
2021-03-04,519.5527433716175
2021-03-05,512.280623850737
2021-03-08,505.3304497908074
2021-03-09,504.83462561739645
2021-03-10,503.1701113077722
2021-03-11,515.305481472256
2021-03-12,515.9094486438674
2021-03-15,504.62999675030835
2021-03-16,509.9932099502757
2021-03-17,504.50865578144527
2021-03-18,503.47380669070446
2021-03-19,498.0240738840397
2021-03-22,493.8616937587967
2021-03-23,506.85946050928993
2021-03-24,509.21287885294777
2021-03-25,515.1197590325446
2021-03-26,517.8616191593992
2021-03-29,516.8917487906987
2021-03-30,509.91054589494854
2021-03-31,516.0845695237373
2021-04-01,526.7404681738096
2021-04-02,524.9339827245027
2021-04-05,516.0294630154389
2021-04-06,516.262983494072
2021-04-07,497.9152700044928
2021-04-08,497.8833250431552
2021-04-09,498.65488717873785
2021-04-12,499.01266641336684
2021-04-13,509.545682018794
2021-04-14,516.4174701123926
2021-04-15,512.6738731079594
2021-04-16,519.3252885484636
2021-04-19,519.1787041264948
2021-04-20,509.9339247400708
2021-04-21,520.1220640195942
2021-04-22,511.8903343090577
2021-04-23,521.686537138304
2021-04-26,508.57396691794537
2021-04-27,502.5821655456621
2021-04-28,491.73319698461995
2021-04-29,480.0547661970058
2021-04-30,476.4077262102301
2021-05-03,471.2230935921939
2021-05-04,473.93591901894104
2021-05-05,472.67660686606706
2021-05-06,472.4929579492932
2021-05-07,464.0469270633193
2021-05-10,463.2898488408286
2021-05-11,473.8149553090532
2021-05-12,473.16271776248743
2021-05-13,476.60635521150846
2021-05-14,474.4325808077493
2021-05-17,473.06467806132133
2021-05-18,471.61380547675793
2021-05-19,467.7437849906388
2021-05-20,458.55055126945797
2021-05-21,457.0486259705062
2021-05-24,465.34293908803954
2021-05-25,476.28991872088636
2021-05-26,477.68192130225736
2021-05-27,459.0058798503209
2021-05-28,451.95081827722703
2021-05-31,444.1418138914549
2021-06-01,449.5184384727893
2021-06-02,457.98373454871137
2021-06-03,462.0749753600101
2021-06-04,491.8172519756622
2021-06-07,493.28574147006844
2021-06-08,503.5113182519536
2021-06-09,501.06605226558406
2021-06-10,492.5024049357701
2021-06-11,503.519195528211
2021-06-14,508.7126855205643
2021-06-15,512.6948315832645
2021-06-16,505.6138633636705
2021-06-17,513.8598710024586
2021-06-18,509.1375551031767
2021-06-21,510.65360670696
2021-06-22,500.09567671152195
2021-06-23,487.5174563208677
2021-06-24,495.3107514742153
2021-06-25,495.21232683571856
2021-06-28,491.77973628291556
2021-06-29,503.89294725974605
2021-06-30,512.46972848972
2021-07-01,497.4171971035594
2021-07-02,491.52899697753986
2021-07-05,490.4399430004266
2021-07-06,491.43591016182177
2021-07-07,504.93401961964605
2021-07-08,514.9908546115989
2021-07-09,515.4598166013693
2021-07-12,514.4365187405626
2021-07-13,510.46519480981453
2021-07-14,496.4951618585997
2021-07-15,494.42862589765224
2021-07-16,493.4599035433622
2021-07-19,498.44005556107766
2021-07-20,493.26361768012333
2021-07-21,493.5581099032736
2021-07-22,489.31472571239294
2021-07-23,493.4593121751273
2021-07-26,508.5875873260339
2021-07-27,498.3610694349166
2021-07-28,489.5228616012558
2021-07-29,493.37818703945686
2021-07-30,488.6056307196668
2021-08-02,487.77019747928114
2021-08-03,480.1292747791486
2021-08-04,481.02489886900844
2021-08-05,486.466512203086
2021-08-06,486.90349058137326
2021-08-09,487.414015974013
2021-08-10,485.37876330369227
2021-08-11,484.63915868914006
2021-08-12,495.0121148951769
2021-08-13,492.4386985908865
2021-08-16,484.95629074707347
2021-08-17,483.3321423828989
2021-08-18,472.14484782803163
2021-08-19,471.4724700305929
2021-08-20,459.87813401549136
2021-08-23,459.2686764028538
2021-08-24,467.2842064977849
2021-08-25,469.3898317418848
2021-08-26,475.5393173701522
2021-08-27,485.5860341169623
2021-08-30,478.2960918474543
2021-08-31,485.63946074517804
2021-09-01,482.87095665492194
2021-09-02,481.4240022980898
2021-09-03,478.5550969675338
2021-09-06,478.0382578831678
2021-09-07,470.5106438768832
2021-09-08,468.71968173015523
2021-09-09,454.68077148943144
2021-09-10,457.5758877261261
2021-09-13,453.77480346723627
2021-09-14,450.6684277005798
2021-09-15,447.5721514910923
2021-09-16,446.17356925023006
2021-09-17,441.5489555292331
2021-09-20,436.7755412205231
2021-09-21,439.5916111060485
2021-09-22,442.2416426744987
2021-09-23,431.335723902768
2021-09-24,441.4421725379988
2021-09-27,442.8411855365294
2021-09-28,446.02516763346625
2021-09-29,449.34279935929897
2021-09-30,446.95157696056657
2021-10-01,440.35330232160135
2021-10-04,444.6449811024346
2021-10-05,441.90664177915016
2021-10-06,456.759792085696
2021-10-07,456.967823375872
2021-10-08,451.10966790437146
2021-10-11,459.69157084554
2021-10-12,459.92866947511385
2021-10-13,471.33504950287374
2021-10-14,475.96745070559405
2021-10-15,477.94036832811514
2021-10-18,502.447276325469
2021-10-19,498.8774991396787
2021-10-20,490.7985827935697
2021-10-21,481.2851598194935
2021-10-22,482.6772734096287
2021-10-25,488.74755862998126
2021-10-26,493.6324795636261
2021-10-27,486.57220489574513
2021-10-28,487.57062032752816
2021-10-29,486.7798861334543
2021-11-01,486.6582145151633
2021-11-02,501.85729879284753
2021-11-03,513.3169515448249
2021-11-04,507.70703835808337
2021-11-05,515.2682004242386
2021-11-08,523.4860592298521
2021-11-09,501.12159646161473
2021-11-10,494.5987560306757
2021-11-11,493.0775721029779
2021-11-12,484.6301321803868
2021-11-15,477.42444227700673
2021-11-16,494.31870951850254
2021-11-17,502.6983855913801
2021-11-18,497.94527640672726
2021-11-19,486.2176498684241
2021-11-22,480.51571675239603
2021-11-23,486.95766890746745
2021-11-24,485.485218235832
2021-11-25,495.3489415209027
2021-11-26,493.16324892695536
2021-11-29,483.5273428482057
2021-11-30,489.09821304041037
2021-12-01,484.3794032223022
2021-12-02,466.8584303750814
2021-12-03,458.79318902612374
2021-12-06,460.23452783591097
2021-12-07,457.2089740193077
2021-12-08,459.5463239244054
2021-12-09,457.3660047483618
2021-12-10,464.05209746878626
2021-12-13,461.3739496334467
2021-12-14,455.5676559952053
2021-12-15,453.24605305578854
2021-12-16,444.44287920063675
2021-12-17,447.0204939232573
2021-12-20,451.768554073363
2021-12-21,467.5413821684911
2021-12-22,468.96082579874644
2021-12-23,457.51676435245696
2021-12-24,463.26781762678456
2021-12-27,474.79033728406307
2021-12-28,477.1077054179498
2021-12-29,480.61551353124116
2021-12-30,478.20233284353264
2021-12-31,480.1526408712537
2022-01-03,483.01012283855033
2022-01-04,469.2745902353804
2022-01-05,456.62381396515036
2022-01-06,457.94069267102117
2022-01-07,451.9561121881704
2022-01-10,440.0241038152896
2022-01-11,434.53622400052876
2022-01-12,424.84718576649516
2022-01-13,427.3426278308357
2022-01-14,422.66692036212913
2022-01-17,430.0749965545187
2022-01-18,431.77580286347734
2022-01-19,433.12213209076754
2022-01-20,442.93594189079477
2022-01-21,467.2599203496253
2022-01-24,461.01830369564806
2022-01-25,461.18857589728276
2022-01-26,464.53454624328634
2022-01-27,467.4075427965587
2022-01-28,463.1344478386187
2022-01-31,475.2443652678119
2022-02-01,461.66462781106645
2022-02-02,463.74477686335996
2022-02-03,464.93698326491415
2022-02-04,463.0667781551734
2022-02-07,465.68651200901115
2022-02-08,463.83403605328533
2022-02-09,456.2358235534897
2022-02-10,465.1298125435103
2022-02-11,474.0277187657287
2022-02-14,465.4365068131683
2022-02-15,466.0693678045592
2022-02-16,467.18980171110223
2022-02-17,466.4044721361724
2022-02-18,466.00128050067536
2022-02-21,463.1504393520591
2022-02-22,457.06425015375567
2022-02-23,448.5155648884229
2022-02-24,444.14182944907907
2022-02-25,438.6249838285033
2022-02-28,426.32493941513616
2022-03-01,433.6723059693071
2022-03-02,439.35077333899926
2022-03-03,441.82521838968995
2022-03-04,431.9743953929355
