Date,EOG
2020-01-01,62.895522805726266
2020-01-02,62.64929631667155
2020-01-03,62.46405061066101
2020-01-06,62.134116109468046
2020-01-07,61.815383536136025
2020-01-08,63.871871662809134
2020-01-09,63.29381033297271
2020-01-10,63.229756745043716
2020-01-13,62.45784970059433
2020-01-14,64.4551904907886
2020-01-15,64.2822174341897
2020-01-16,64.13523427134044
2020-01-17,64.14211721678176
2020-01-20,64.12464305310701
2020-01-21,65.68586655107919
2020-01-22,66.04758610829634
2020-01-23,66.99499119255609
2020-01-24,67.02049687927246
2020-01-27,69.83766085597073
2020-01-28,69.60913398503564
2020-01-29,69.73769035281654
2020-01-30,68.9744922005058
2020-01-31,68.67269331260002
2020-02-03,69.27704820292995
2020-02-04,68.69747194129741
2020-02-05,66.76473012604322
2020-02-06,67.66298053386603
2020-02-07,67.33963283706252
2020-02-10,66.88438939576355
2020-02-11,68.35644383317745
2020-02-12,66.85444248340251
2020-02-13,67.10400450954945
2020-02-14,66.88742531830002
2020-02-17,68.72775874779673
2020-02-18,68.73364083167874
2020-02-19,67.41175723311659
2020-02-20,67.08796348617201
2020-02-21,65.21043776666508
2020-02-24,64.0957612769402
2020-02-25,64.65426540173088
2020-02-26,64.14868591311374
2020-02-27,65.77361206970814
2020-02-28,67.13057036612334
2020-03-02,67.6561860590181
2020-03-03,69.24194905513502
2020-03-04,68.32857557263628
2020-03-05,68.17116584912807
2020-03-06,68.22278377012758
2020-03-09,68.34787092337119
2020-03-10,69.19052781592052
2020-03-11,68.66681510588161
2020-03-12,69.17243760514083
2020-03-13,69.95972652644538
2020-03-16,70.05600339327076
2020-03-17,70.54079462637532
2020-03-18,68.62596065309627
2020-03-19,69.38547018882122
2020-03-20,69.79050973956578
2020-03-23,69.28649171646872
2020-03-24,70.04962338180073
2020-03-25,70.98775463962802
2020-03-26,70.92858990210242
2020-03-27,69.87274639728994
2020-03-30,68.86832380316835
2020-03-31,68.72163715688478
2020-04-01,67.62981248737891
2020-04-02,66.88115379564232
2020-04-03,65.8597107342867
2020-04-06,66.79299615339997
2020-04-07,67.24740662738914
2020-04-08,67.15988039559038
2020-04-09,70.09401555348815
2020-04-10,73.6957383742655
2020-04-13,74.0810814747224
2020-04-14,73.06203077979401
2020-04-15,75.61839053116695
2020-04-16,74.9570569222552
2020-04-17,76.37383235950506
2020-04-20,77.09679307047982
2020-04-21,76.55412210461847
2020-04-22,78.76668875484368
2020-04-23,79.69488484062418
2020-04-24,83.26611288150924
2020-04-27,82.5185411324918
2020-04-28,83.39391488865236
2020-04-29,83.16760058168963
2020-04-30,84.03266176203755
2020-05-01,83.3542216719332
2020-05-04,81.901872602625
2020-05-05,84.40546077029359
2020-05-06,85.33011428609178
2020-05-07,84.72149138395727
2020-05-08,85.98218902835528
2020-05-11,88.59414055252624
2020-05-12,88.83314407645892
2020-05-13,88.4145357008655
2020-05-14,88.68595388500634
2020-05-15,86.67663218929643
2020-05-18,85.95584143859745
2020-05-19,85.86803780807844
2020-05-20,85.75269174884752
2020-05-21,82.17613366166297
2020-05-22,82.52476691341634
2020-05-25,83.06805122587353
2020-05-26,83.21062079782922
2020-05-27,81.51285751521499
2020-05-28,80.85449003346517
2020-05-29,80.99132743123313
2020-06-01,80.53524944715666
2020-06-02,80.85161000750301
2020-06-03,80.17344973880563
2020-06-04,80.22653042152092
2020-06-05,77.22037545839862
2020-06-08,78.90383046850309
2020-06-09,82.33621654064414
2020-06-10,81.47899337623163
2020-06-11,82.91116430611181
2020-06-12,84.10934463677705
2020-06-15,83.7040555513775
2020-06-16,81.9710844973783
2020-06-17,80.57315347869927
2020-06-18,80.51290663850408
2020-06-19,79.80294520740215
2020-06-22,80.41373482469206
2020-06-23,81.2849076826962
2020-06-24,79.91302748553609
2020-06-25,82.07510861502249
2020-06-26,83.2193968548741
2020-06-29,84.39429608257427
2020-06-30,83.28837794204892
2020-07-01,80.75720286645867
2020-07-02,77.8762896457179
2020-07-03,76.9577417946856
2020-07-06,77.68671933002909
2020-07-07,74.75619509981071
2020-07-08,76.45491220542063
2020-07-09,76.86851403880283
2020-07-10,76.17112348859125
2020-07-13,76.70041730610875
2020-07-14,75.42368508814423
2020-07-15,76.49175357204291
2020-07-16,76.75432684180501
2020-07-17,76.0356982505312
2020-07-20,80.8361768668724
2020-07-21,82.72829540658091
2020-07-22,81.40351950748976
2020-07-23,81.46362942077066
2020-07-24,81.69537623877252
2020-07-27,81.31042564794285
2020-07-28,79.64604434364632
2020-07-29,80.79762173094105
2020-07-30,79.99156352668108
2020-07-31,81.71656754047088
2020-08-03,80.74001345875233
2020-08-04,81.90075513886282
2020-08-05,80.53090736768807
2020-08-06,82.09467820607559
2020-08-07,80.08394581630343
2020-08-10,81.80603776639921
2020-08-11,81.81684711303474
2020-08-12,80.14201231152023
2020-08-13,81.35863547632009
2020-08-14,80.19341895270173
2020-08-17,79.00632871410035
2020-08-18,77.19794192238253
2020-08-19,78.7727923484976
2020-08-20,77.69929031034036
2020-08-21,78.34810437611529
2020-08-24,77.36027318645165
2020-08-25,75.9004353653812
2020-08-26,74.80131341939416
2020-08-27,75.68776669859662
2020-08-28,76.72770706296342
2020-08-31,77.63592879994636
2020-09-01,78.29581428205073
2020-09-02,76.51424781947418
2020-09-03,77.90545419484323
2020-09-04,77.29341744682864
2020-09-07,77.18388809474841
2020-09-08,77.29596565173028
2020-09-09,75.71609570329775
2020-09-10,75.12096421080564
2020-09-11,75.38531591553283
2020-09-14,73.77473856026977
2020-09-15,72.9503051260966
2020-09-16,71.2124200822779
2020-09-17,71.82819691165393
2020-09-18,71.44896848507477
2020-09-21,71.33889548359633
2020-09-22,70.35908125074315
2020-09-23,70.55875035728279
2020-09-24,70.41995953442468
2020-09-25,68.32241121232305
2020-09-28,68.58577243947649
2020-09-29,67.81019297920908
2020-09-30,67.24964984435
2020-10-01,67.27922927861827
2020-10-02,65.85483184466354
2020-10-05,63.0538681426201
2020-10-06,61.86769136735677
2020-10-07,61.106744802090375
2020-10-08,59.68515723936365
2020-10-09,61.49986677321477
2020-10-12,61.55580894925702
2020-10-13,60.29961212146786
2020-10-14,58.95729236760633
2020-10-15,59.01332003864668
2020-10-16,60.26675507148825
2020-10-19,61.407049019513
2020-10-20,59.85701565020865
2020-10-21,59.06642682926288
2020-10-22,57.74289609124348
2020-10-23,55.79760103586011
2020-10-26,55.04486331658775
2020-10-27,55.81538135705627
2020-10-28,55.292687126722655
2020-10-29,54.61188605070748
2020-10-30,54.229550742101445
2020-11-02,53.48667398278268
2020-11-03,53.52336306668966
2020-11-04,53.21368700137837
2020-11-05,53.074897091995496
2020-11-06,55.51511232300671
2020-11-09,54.7604363606335
2020-11-10,54.93676608103002
2020-11-11,54.17781737036419
2020-11-12,54.60120842527878
2020-11-13,54.56891756870767
2020-11-16,54.68396643622165
2020-11-17,54.44571984818865
2020-11-18,52.769472893990084
2020-11-19,52.70773783042005
2020-11-20,53.031335766780444
2020-11-23,53.37565178707464
2020-11-24,53.24402470525876
2020-11-25,52.11549186124559
2020-11-26,51.25698890815205
2020-11-27,50.28141078746204
2020-11-30,49.305475897120466
2020-12-01,50.02099014962097
2020-12-02,51.2659216434208
2020-12-03,52.52993899149865
2020-12-04,51.54491913812096
2020-12-07,51.629138545833364
2020-12-08,51.41599833894851
2020-12-09,52.12401365065331
2020-12-10,52.049841055106704
2020-12-11,51.44543068044818
2020-12-14,51.62871237429665
2020-12-15,50.90404610101467
2020-12-16,50.62029675612437
2020-12-17,50.59305315318471
2020-12-18,50.65661941653797
2020-12-21,51.58074522042701
2020-12-22,52.0421489203386
2020-12-23,51.30838367390386
2020-12-24,50.92396144287973
2020-12-25,51.69774281727913
2020-12-28,52.394171499198706
2020-12-29,51.143469550684294
2020-12-30,49.8525987495638
2020-12-31,50.67571529847829
2021-01-01,51.46778392101505
2021-01-04,51.08875590589552
