Date,NEE
2020-01-01,111.77459876913466
2020-01-02,110.86180642296098
2020-01-03,109.70162316728593
2020-01-06,111.73635378937308
2020-01-07,115.32549420902441
2020-01-08,117.27216714719734
2020-01-09,118.0339325544226
2020-01-10,120.01399012866628
2020-01-13,123.14780027608533
2020-01-14,123.45631877342845
2020-01-15,118.92739916938918
2020-01-16,117.66331214577235
2020-01-17,116.45030120467007
2020-01-20,116.47798911556075
2020-01-21,116.09193139377508
2020-01-22,114.4483878111781
2020-01-23,117.09788733358229
2020-01-24,115.24123210108314
2020-01-27,115.45358498168886
2020-01-28,115.38169595808908
2020-01-29,116.13967417175161
2020-01-30,113.53456286569445
2020-01-31,108.8042835396795
2020-02-03,109.68613126021346
2020-02-04,111.0193996382284
2020-02-05,112.04641233072985
2020-02-06,108.27423117203672
2020-02-07,109.37555059284692
2020-02-10,106.35606077460017
2020-02-11,103.19236318557009
2020-02-12,104.99522296570173
2020-02-13,104.37080646327648
2020-02-14,103.26686985417986
2020-02-17,101.1582659593888
2020-02-18,100.34474564334502
2020-02-19,96.41164694224412
2020-02-20,96.11106902398609
2020-02-21,95.28488637107947
2020-02-24,95.14670682818223
2020-02-25,93.58497762312992
2020-02-26,94.30820708635132
2020-02-27,93.82692525700907
2020-02-28,91.51690270329718
2020-03-02,92.57590552083497
2020-03-03,90.94238978056843
2020-03-04,90.84885743734297
2020-03-05,88.25259371619384
2020-03-06,90.03883852883015
2020-03-09,89.32272837434482
2020-03-10,88.51606669644264
2020-03-11,88.8893398093956
2020-03-12,87.96630095650353
2020-03-13,87.76430046648922
2020-03-16,85.18254378413003
2020-03-17,84.71637821167934
2020-03-18,85.6411382394392
2020-03-19,85.77836385258142
2020-03-20,85.79689375381888
2020-03-23,87.73302743016494
2020-03-24,87.62734230661572
2020-03-25,87.02787623369751
2020-03-26,88.1262917564601
2020-03-27,88.50584531203245
2020-03-30,90.20191836774062
2020-03-31,89.26394878941123
2020-04-01,90.3005002359258
2020-04-02,90.69995773978181
2020-04-03,89.80416128784957
2020-04-06,93.84590771368916
2020-04-07,92.68629771971592
2020-04-08,90.98098835691742
2020-04-09,90.36335612067616
2020-04-10,90.9004559845669
2020-04-13,91.92032488543089
2020-04-14,92.1835569518483
2020-04-15,92.21695150488797
2020-04-16,91.48505141112813
2020-04-17,94.66961136727201
2020-04-20,93.23818908534575
2020-04-21,90.67564174578898
2020-04-22,90.87566543506843
2020-04-23,92.83367062803504
2020-04-24,95.7815222950552
2020-04-27,96.9132193255109
2020-04-28,99.20109130885868
2020-04-29,99.19767549150625
2020-04-30,98.67577087196861
2020-05-01,100.59190410877807
2020-05-04,98.60474318927692
2020-05-05,97.77563805175012
2020-05-06,96.70521949689979
2020-05-07,98.17336548591443
2020-05-08,97.3359080814483
2020-05-11,98.95556697565405
2020-05-12,99.61084203368766
2020-05-13,104.2296252218091
2020-05-14,104.03298522971913
2020-05-15,104.4897802526327
2020-05-18,105.10597313242135
2020-05-19,103.94015545977922
2020-05-20,102.17865527421607
2020-05-21,100.28622000975413
2020-05-22,102.57185905365739
2020-05-25,101.43958787629381
2020-05-26,101.584638446637
2020-05-27,98.93858743562195
2020-05-28,99.96165710873171
2020-05-29,99.53726972417198
2020-06-01,100.19595672199365
2020-06-02,99.35602096180916
2020-06-03,101.99274710388478
2020-06-04,101.66454215972584
2020-06-05,101.60683098450839
2020-06-08,102.28888189603826
2020-06-09,99.56708180315023
2020-06-10,99.90242870702133
2020-06-11,102.55125250244578
2020-06-12,99.24797037003009
2020-06-15,100.62165167212035
2020-06-16,98.93798451200654
2020-06-17,98.0365353855408
2020-06-18,96.34070938733596
2020-06-19,95.10236659903612
2020-06-22,93.84622196387672
2020-06-23,92.61319929400427
2020-06-24,94.66255976254273
2020-06-25,94.64453537392639
2020-06-26,90.72005079220502
2020-06-29,90.57103943048905
2020-06-30,91.08277921192212
2020-07-01,90.27529138554438
2020-07-02,90.2456812708881
2020-07-03,92.31024502482559
2020-07-06,92.73535902807421
2020-07-07,93.70907776881728
2020-07-08,92.89841750264647
2020-07-09,90.78427880896355
2020-07-10,90.51154092978527
2020-07-13,92.45627505907723
2020-07-14,92.81517650859742
2020-07-15,96.91033106785875
2020-07-16,95.37044169451325
2020-07-17,90.77509860634039
2020-07-20,90.73509953111044
2020-07-21,91.99887263374767
2020-07-22,89.43111056085941
2020-07-23,89.72079591236707
2020-07-24,91.17462681374708
2020-07-27,88.7532463973966
2020-07-28,88.88631317437144
2020-07-29,87.90428314895108
2020-07-30,88.08571520301024
2020-07-31,86.47094170424133
2020-08-03,86.93479637338513
2020-08-04,85.60425294188775
2020-08-05,86.65992647871283
2020-08-06,84.55451212052627
2020-08-07,84.47925114953229
2020-08-10,84.85417774759696
2020-08-11,84.23623586157156
2020-08-12,83.29348557460554
2020-08-13,83.19959061412229
2020-08-14,81.52221285975908
2020-08-17,80.30603797270463
2020-08-18,77.32778384614204
2020-08-19,76.8484965489457
2020-08-20,74.97203400836246
2020-08-21,74.57318703815251
2020-08-24,72.91927791265886
2020-08-25,73.30491817250459
2020-08-26,74.27072669775096
2020-08-27,76.84628901384137
2020-08-28,76.84579130837314
2020-08-31,75.30256095137119
2020-09-01,71.39555451760205
