Date,WMT
2020-01-01,244.88581729457192
2020-01-02,241.92038375639618
2020-01-03,246.2153050045634
2020-01-06,246.2482200925319
2020-01-07,250.43953419354122
2020-01-08,253.46660311660716
2020-01-09,254.07540884139695
2020-01-10,248.969798041847
2020-01-13,252.22702507773033
2020-01-14,253.76082639510517
2020-01-15,255.71226641932577
2020-01-16,254.52201797375628
2020-01-17,254.95019945450858
2020-01-20,249.25670979261503
2020-01-21,249.36948815137998
2020-01-22,245.83624161671636
2020-01-23,245.80223200227388
2020-01-24,252.9514627811209
2020-01-27,253.66108835762722
2020-01-28,257.44869097710966
2020-01-29,257.8230585359978
2020-01-30,260.8589517025557
2020-01-31,263.93755738049987
2020-02-03,268.533046870424
2020-02-04,260.4170685545095
2020-02-05,264.0243842159632
2020-02-06,262.4717677567736
2020-02-07,262.92226748209214
2020-02-10,259.32458886985756
2020-02-11,256.1313970934415
2020-02-12,256.595163375866
2020-02-13,258.5101391385046
2020-02-14,261.24825842568345
2020-02-17,260.0992132992623
2020-02-18,257.2097075229115
2020-02-19,256.16953203493324
2020-02-20,254.85303476664123
2020-02-21,255.70575874293672
2020-02-24,253.23290635206573
2020-02-25,255.22744460226534
2020-02-26,254.91990787778306
2020-02-27,256.40762253194714
2020-02-28,253.7786010956747
2020-03-02,259.5616542934061
2020-03-03,258.8456477416237
2020-03-04,257.24865321676356
2020-03-05,251.52664921321758
2020-03-06,255.10280017888257
2020-03-09,259.27976953202295
2020-03-10,252.79706560167136
2020-03-11,254.06979690393854
2020-03-12,258.7406980668825
2020-03-13,259.705343572976
2020-03-16,254.9152401216111
2020-03-17,258.22676582405137
2020-03-18,256.95526846356654
2020-03-19,260.06937717317624
2020-03-20,264.3977742420608
2020-03-23,266.9001977681297
2020-03-24,268.55635733209755
2020-03-25,269.4826753583971
2020-03-26,267.037310904678
2020-03-27,276.54734956725434
2020-03-30,268.3294986318379
2020-03-31,267.92660553989896
2020-04-01,272.7673028295459
2020-04-02,270.6481805112588
2020-04-03,274.4448489159034
2020-04-06,275.7396185402383
2020-04-07,274.24820253931995
2020-04-08,276.49903506279514
2020-04-09,275.4314140601928
2020-04-10,277.74385678563306
2020-04-13,272.024285086031
2020-04-14,268.8007137388217
2020-04-15,269.2660550358663
2020-04-16,262.38987671915925
2020-04-17,261.77726708880846
2020-04-20,265.20950997103125
2020-04-21,261.7642988870942
2020-04-22,259.01386797074906
2020-04-23,259.1739749939463
2020-04-24,253.88334114312528
2020-04-27,250.8409727363535
2020-04-28,250.27557261514528
2020-04-29,252.0566186340676
2020-04-30,249.78458297374178
2020-05-01,247.3856422143875
2020-05-04,247.79948571884114
2020-05-05,248.06204018770933
2020-05-06,253.32026425130994
2020-05-07,255.45075552886303
2020-05-08,258.93376937159064
2020-05-11,251.1832948437041
2020-05-12,254.28115085863473
2020-05-13,253.77703561355165
2020-05-14,252.17417070234671
2020-05-15,251.88782630579715
2020-05-18,252.5187930151954
2020-05-19,254.97334101490068
2020-05-20,255.0559047277494
2020-05-21,256.6919623855581
2020-05-22,255.45333047185255
2020-05-25,255.7056494525013
2020-05-26,257.01068054593253
2020-05-27,258.46050818559723
2020-05-28,260.4670622485225
2020-05-29,257.65228992650094
2020-06-01,252.84430341742714
2020-06-02,254.4251842828799
2020-06-03,246.03500888783043
2020-06-04,250.65528490937908
2020-06-05,248.36600368287841
2020-06-08,246.7496359077816
2020-06-09,248.04823835891312
2020-06-10,246.47753302829912
2020-06-11,238.32500648174047
2020-06-12,236.83717247778517
2020-06-15,240.17122135439192
2020-06-16,243.04342001235594
2020-06-17,244.36885573090157
2020-06-18,245.143664890686
2020-06-19,246.67209855659357
2020-06-22,250.08194983525425
2020-06-23,245.02791623276406
2020-06-24,242.09330359872146
2020-06-25,240.85407862309282
2020-06-26,242.26094568256784
2020-06-29,237.64142085048798
2020-06-30,242.3735308483245
2020-07-01,239.79960498384992
2020-07-02,243.47920885548575
2020-07-03,243.91453707330442
2020-07-06,243.00702395864047
2020-07-07,244.8179532370364
2020-07-08,242.91696155535485
2020-07-09,243.91147268086496
2020-07-10,239.84066315817782
2020-07-13,233.61494976598607
2020-07-14,235.82897778168052
2020-07-15,236.0803983501403
2020-07-16,238.47530707368117
2020-07-17,238.2316633579322
2020-07-20,244.95919569394943
2020-07-21,242.31225236607233
2020-07-22,238.80705314486346
2020-07-23,236.64206486530313
2020-07-24,237.58477717947082
2020-07-27,240.4015695628616
2020-07-28,242.7622450989266
2020-07-29,244.2574655541812
2020-07-30,244.20315888275263
2020-07-31,236.8977139173764
2020-08-03,242.15745500705685
2020-08-04,239.2767591550288
2020-08-05,243.7774850553777
2020-08-06,240.12085304819226
2020-08-07,237.23729452372754
2020-08-10,241.83150165271616
2020-08-11,241.49551566650334
2020-08-12,243.56184981483153
2020-08-13,239.6511077389563
2020-08-14,240.89415835926195
2020-08-17,247.72414977141815
2020-08-18,251.9625522993811
2020-08-19,249.33925584964317
2020-08-20,257.30491423231786
2020-08-21,261.90797437269634
2020-08-24,256.7036664265693
2020-08-25,260.12816282873723
2020-08-26,256.1370794852448
2020-08-27,259.93636857844706
2020-08-28,256.0416039337265
2020-08-31,255.0400861240865
2020-09-01,253.23906325420572
2020-09-02,254.41859888213938
2020-09-03,256.53271859350565
2020-09-04,255.9815896485643
2020-09-07,259.4246112744883
2020-09-08,259.5687279228813
2020-09-09,260.6806479135844
2020-09-10,258.056377630372
2020-09-11,261.7354686310645
2020-09-14,262.45282700610954
2020-09-15,255.32572156432803
2020-09-16,249.905327114556
2020-09-17,257.1360491636556
2020-09-18,259.12574145233725
2020-09-21,260.58824668136526
2020-09-22,263.9264591900347
2020-09-23,265.4045193854186
2020-09-24,262.6860291542736
2020-09-25,263.69059649512303
2020-09-28,260.81246969384404
2020-09-29,257.80957235371545
2020-09-30,257.68396467683624
2020-10-01,262.5371141828114
2020-10-02,260.6491881388156
2020-10-05,256.9951989779871
2020-10-06,250.40307899750243
2020-10-07,247.46043577423495
2020-10-08,249.29337265439483
2020-10-09,245.42717676979342
2020-10-12,241.57137020498345
2020-10-13,239.58916125118668
2020-10-14,236.90042295118533
2020-10-15,242.16562750142032
2020-10-16,244.64000630824
2020-10-19,239.36038850002802
2020-10-20,238.83852924523615
2020-10-21,238.6670236029911
2020-10-22,243.02559466361757
2020-10-23,240.64832770342917
2020-10-26,240.3678317322175
2020-10-27,237.747540576493
2020-10-28,235.5631536516916
2020-10-29,232.94925267040776
2020-10-30,239.345646844146
2020-11-02,237.54785422884117
2020-11-03,234.88734773249857
2020-11-04,235.69741547519027
2020-11-05,232.6895330022411
2020-11-06,235.39981454102687
2020-11-09,237.3156083816623
2020-11-10,233.81812614990253
2020-11-11,233.34933320960675
2020-11-12,236.9090134497589
2020-11-13,236.18765191746436
2020-11-16,238.09230460247832
2020-11-17,239.0324900455809
2020-11-18,237.45911715028743
2020-11-19,241.73719532076223
2020-11-20,239.74279460848453
2020-11-23,245.0927682737032
2020-11-24,242.06535710977516
2020-11-25,238.44251881272237
2020-11-26,237.12833184911
2020-11-27,234.55787060102938
2020-11-30,235.90958962279356
2020-12-01,236.18694512073628
2020-12-02,231.41146128984
2020-12-03,230.04121548510483
2020-12-04,236.51365303528488
2020-12-07,231.07416347837693
2020-12-08,230.78332722509688
2020-12-09,230.72777226560547
2020-12-10,231.2965408450901
2020-12-11,237.34218224773338
2020-12-14,241.59508588482623
2020-12-15,235.67928303524465
2020-12-16,237.09670059983534
2020-12-17,235.50593825358524
2020-12-18,239.88824562560998
2020-12-21,235.5683333690805
2020-12-22,234.07865272248264
2020-12-23,233.84078294477854
2020-12-24,232.39782598769875
2020-12-25,231.0437706506162
2020-12-28,227.63207802383948
2020-12-29,227.53625463301213
2020-12-30,232.88915434522966
2020-12-31,232.57394707570612
2021-01-01,231.77983907821303
2021-01-04,227.8382135764655
2021-01-05,226.7188279435787
2021-01-06,227.83138315248956
2021-01-07,231.69744053729775
2021-01-08,234.42834204128894
2021-01-11,241.1644919457529
2021-01-12,242.29425895006676
2021-01-13,243.02074421915356
2021-01-14,246.48080640244584
2021-01-15,242.83948713199726
2021-01-18,239.9153033396838
2021-01-19,238.69736342218053
2021-01-20,237.77000787063596
2021-01-21,235.11599117166463
2021-01-22,245.48378926966564
2021-01-25,250.53719215180217
2021-01-26,256.66245377917096
2021-01-27,256.9773010575568
2021-01-28,254.593513057625
2021-01-29,259.8664905137382
2021-02-01,260.4611318405356
2021-02-02,263.13271492407137
2021-02-03,266.781730917384
2021-02-04,265.3611211182146
2021-02-05,265.43675577756727
2021-02-08,268.5335558449583
2021-02-09,264.6178520786176
2021-02-10,269.2043805197897
2021-02-11,266.4720907484827
2021-02-12,265.33385211936513
2021-02-15,273.4192391689501
2021-02-16,271.3498000027513
2021-02-17,269.03381413199133
2021-02-18,273.66796708904815
2021-02-19,273.77872061886853
2021-02-22,269.85373282009596
2021-02-23,273.0151790628625
2021-02-24,272.0116164103502
2021-02-25,276.50180589079076
2021-02-26,276.72473230779036
2021-03-01,285.62357593480414
2021-03-02,281.35991955467864
2021-03-03,277.0149579699922
2021-03-04,277.8415576515102
2021-03-05,276.4638875058674
2021-03-08,274.415794450573
2021-03-09,273.00107988931046
2021-03-10,270.7853709247457
2021-03-11,276.09360832035134
2021-03-12,285.1520523341996
2021-03-15,285.9971660535306
2021-03-16,290.7041206984781
2021-03-17,294.62887410594624
2021-03-18,296.0412114132554
2021-03-19,306.7079420109207
2021-03-22,303.93069654202037
2021-03-23,298.55625216493564
2021-03-24,300.40087647953527
2021-03-25,301.37295141040784
2021-03-26,301.16187478698004
2021-03-29,302.03398593422486
2021-03-30,306.76261313670966
2021-03-31,303.2436713201548
2021-04-01,298.5411760722525
2021-04-02,299.51361516288057
2021-04-05,295.864940394841
2021-04-06,296.54524836912225
2021-04-07,291.58314910522483
2021-04-08,297.1625812246163
2021-04-09,298.4562296619832
2021-04-12,304.1349921679241
2021-04-13,308.09689499254927
2021-04-14,302.03731546006895
2021-04-15,299.4411648664773
2021-04-16,302.0104301712398
2021-04-19,305.9498582801303
2021-04-20,302.40349712907386
2021-04-21,296.518676093388
2021-04-22,299.5374223951879
2021-04-23,300.69312360688485
2021-04-26,305.03551066998335
2021-04-27,304.64568653611667
2021-04-28,304.7885385706072
2021-04-29,300.9670353871038
2021-04-30,303.9365388978459
2021-05-03,303.939216349613
2021-05-04,303.58994730412127
2021-05-05,297.4171260327328
2021-05-06,289.46810830494616
2021-05-07,294.06571929566803
2021-05-10,296.16849481490044
2021-05-11,293.2678584572878
2021-05-12,293.0387010658157
2021-05-13,291.6634728979528
2021-05-14,296.1215690226284
2021-05-17,292.80486362810933
2021-05-18,298.4891654083603
2021-05-19,299.6517675471018
2021-05-20,301.58855039580465
2021-05-21,299.50751926016846
2021-05-24,291.57622417904776
2021-05-25,292.3794440837524
2021-05-26,290.14163245677884
2021-05-27,291.4844768081753
2021-05-28,290.34426653134915
2021-05-31,287.3933518225505
2021-06-01,284.29434936107833
2021-06-02,281.0941244816938
2021-06-03,276.5386742625629
2021-06-04,277.283873118677
2021-06-07,281.0837102863058
2021-06-08,276.14012323897185
2021-06-09,279.92377021310045
2021-06-10,279.0260389121551
2021-06-11,285.24100536416034
2021-06-14,284.0993457944155
2021-06-15,281.7702600126605
2021-06-16,278.91659139135396
2021-06-17,275.6194378667852
2021-06-18,281.0038304220614
2021-06-21,279.7071264898898
2021-06-22,285.4621597269339
2021-06-23,279.4582273754489
2021-06-24,283.730688311047
2021-06-25,288.7890963437453
2021-06-28,283.49281939895735
2021-06-29,277.58977938303036
2021-06-30,282.9815237202644
2021-07-01,278.3579805110241
2021-07-02,274.5864668083011
2021-07-05,274.270645440984
2021-07-06,271.8398678031918
2021-07-07,273.7027033762107
2021-07-08,281.3382263325387
2021-07-09,278.92626371012415
2021-07-12,274.8233473005947
2021-07-13,278.88298787600166
2021-07-14,278.2496341423162
2021-07-15,282.67130586335975
2021-07-16,283.4714349843851
2021-07-19,284.3556228377643
2021-07-20,285.5874967228245
2021-07-21,284.97240952351535
2021-07-22,288.41245514422917
2021-07-23,285.3011989146537
2021-07-26,281.9282447556682
2021-07-27,287.53902655313374
2021-07-28,289.35732870111514
2021-07-29,292.201678013889
2021-07-30,297.3612863259423
2021-08-02,299.96713176068874
2021-08-03,302.23451209660226
2021-08-04,299.1467147688494
2021-08-05,299.9219581268515
2021-08-06,305.7485221222631
2021-08-09,305.1270617351652
2021-08-10,301.95622032128773
2021-08-11,304.0992809474612
2021-08-12,302.58973033889765
2021-08-13,303.83803738315913
2021-08-16,302.7002996836865
2021-08-17,301.5731527550548
2021-08-18,308.1478186466523
2021-08-19,312.7719547119768
2021-08-20,312.3898544001866
2021-08-23,315.5429830641722
2021-08-24,321.0725802241737
2021-08-25,320.18156471350113
2021-08-26,316.3373881661742
2021-08-27,323.95841121439554
2021-08-30,320.5027278016105
2021-08-31,316.33033499816946
2021-09-01,315.1655889009491
2021-09-02,314.1550975330966
2021-09-03,314.2916346450601
2021-09-06,314.6597578510947
2021-09-07,317.0256214840236
2021-09-08,311.686555226233
2021-09-09,308.3510469715311
2021-09-10,308.7110135399591
2021-09-13,312.800361376369
2021-09-14,313.32042717951606
2021-09-15,311.13116801234526
2021-09-16,309.07037118474534
2021-09-17,309.9322497615832
2021-09-20,312.8863560469812
2021-09-21,316.0192202367504
2021-09-22,312.6995768158018
2021-09-23,313.1670951169048
2021-09-24,315.05684404706255
2021-09-27,317.8362331653459
2021-09-28,320.195998865287
2021-09-29,324.7896411224386
2021-09-30,329.56938047671906
2021-10-01,334.89095366277553
2021-10-04,333.57878397239887
2021-10-05,336.4421618843243
2021-10-06,334.84712451895297
2021-10-07,323.65308344775787
2021-10-08,326.6326328616838
2021-10-11,324.83362210952964
2021-10-12,325.7458206126091
2021-10-13,324.04577872755425
2021-10-14,322.04162834278293
2021-10-15,325.41195626158407
2021-10-18,325.7395583999563
2021-10-19,318.2897861314212
2021-10-20,315.4579195007556
2021-10-21,310.5291891676139
2021-10-22,313.1832825923488
2021-10-25,313.5812393534261
2021-10-26,316.1051654275906
2021-10-27,318.3221320565893
2021-10-28,322.39178723971673
2021-10-29,324.1778106822828
2021-11-01,330.65876549534715
2021-11-02,328.1759383236491
2021-11-03,337.0683799063423
2021-11-04,334.34812518970114
2021-11-05,330.74628083490904
2021-11-08,327.97765990963296
2021-11-09,327.7842097525703
2021-11-10,326.1440778022567
2021-11-11,320.69882770482565
2021-11-12,318.9441366953792
2021-11-15,309.8970203532157
2021-11-16,307.83821074744054
2021-11-17,311.6703594227851
2021-11-18,315.3708080486638
2021-11-19,311.9774998066712
2021-11-22,312.85361106008503
2021-11-23,310.41710631916186
2021-11-24,317.6777112475858
2021-11-25,323.23211514948673
2021-11-26,321.9631733712158
2021-11-29,318.9713166774585
2021-11-30,316.2374458934425
2021-12-01,322.9676661215698
2021-12-02,324.1834513172787
2021-12-03,318.828639931533
2021-12-06,315.5635653812511
2021-12-07,317.97982032118455
2021-12-08,317.11823888838023
2021-12-09,314.83051478352576
2021-12-10,308.8875505364939
2021-12-13,309.50142991565133
2021-12-14,307.0515292068911
2021-12-15,310.1474031974104
2021-12-16,315.729946402397
2021-12-17,313.373275219011
2021-12-20,310.98641073157796
2021-12-21,314.59604224463095
2021-12-22,316.52124859308725
2021-12-23,309.57404064363647
2021-12-24,311.1458101601985
2021-12-27,316.2066508653433
2021-12-28,312.4195587616973
2021-12-29,318.26800519071236
2021-12-30,324.2132314083515
2021-12-31,326.4497005626662
2022-01-03,328.63177000608283
2022-01-04,329.3172460314257
2022-01-05,334.6259258177074
2022-01-06,328.9850803042187
2022-01-07,326.5495112882155
2022-01-10,328.7617907741358
2022-01-11,326.6843904879284
2022-01-12,330.4205959128134
2022-01-13,328.7223866366405
2022-01-14,328.44476047039507
2022-01-17,319.1996469851312
2022-01-18,318.38082639644966
2022-01-19,311.9545830966573
2022-01-20,311.3833909456512
2022-01-21,309.3978300833529
2022-01-24,308.0853834476833
2022-01-25,310.32926250703133
2022-01-26,303.66678913630386
2022-01-27,304.7956905495119
2022-01-28,308.759029738543
2022-01-31,312.0861694869477
2022-02-01,310.3476841268302
2022-02-02,313.39575974435604
2022-02-03,310.80190776524927
2022-02-04,314.7943515332266
2022-02-07,309.41454562596203
2022-02-08,307.8926907087009
2022-02-09,300.7367517618237
2022-02-10,305.3940673173929
2022-02-11,302.68323637457763
2022-02-14,308.3821110400118
2022-02-15,305.61798545964643
2022-02-16,303.56142321205414
2022-02-17,297.337924124485
2022-02-18,291.18867533281207
2022-02-21,291.98745599766175
2022-02-22,289.81325107688474
2022-02-23,298.1734665835981
2022-02-24,299.17122819173755
2022-02-25,301.2437344144032
2022-02-28,302.0506071524002
2022-03-01,299.3559977523796
2022-03-02,296.53027899070776
2022-03-03,296.26882715037675
2022-03-04,294.4580966117577
2022-03-07,297.8246661978647
2022-03-08,299.01301659679547
2022-03-09,296.00263716147975
2022-03-10,290.45702148131346
2022-03-11,294.94474684209024
2022-03-14,293.00507997950575
2022-03-15,289.6586931629195
2022-03-16,293.94909350379476
2022-03-17,295.83831966296526
2022-03-18,289.869654342765
2022-03-21,295.3875299132589
2022-03-22,298.4973014405291
2022-03-23,300.7080945986393
2022-03-24,301.105744619654
2022-03-25,296.59309687355153
2022-03-28,294.0108013366753
2022-03-29,284.69204332165066
2022-03-30,286.17732823207666
2022-03-31,284.2858105977911
2022-04-01,276.65907601968155
2022-04-04,281.34345418374244
2022-04-05,283.0880270564722
2022-04-06,284.71918899237585
2022-04-07,293.18991342976966
2022-04-08,298.40490713348674
2022-04-11,296.12084220579345
2022-04-12,301.99770309410866
2022-04-13,304.84223498165085
2022-04-14,304.0098299084705
2022-04-15,298.2643557684638
2022-04-18,295.43026678623744
2022-04-19,291.513350456439
2022-04-20,285.9753937473721
2022-04-21,288.0555455415122
2022-04-22,288.6404889447626
2022-04-25,289.80405205867
2022-04-26,291.0042773020133
2022-04-27,285.551268875505
2022-04-28,286.36930234133933
2022-04-29,289.8769757210127
2022-05-02,288.8134270269891
2022-05-03,292.62658877938776
2022-05-04,301.6933876193007
2022-05-05,305.89033867577285
2022-05-06,304.56430471867577
2022-05-09,295.95227916600714
2022-05-10,297.2918637115455
2022-05-11,294.66983957018465
2022-05-12,295.8137641190696
2022-05-13,295.6028473788795
2022-05-16,295.40945980422435
2022-05-17,298.5644558878287
2022-05-18,302.67821668340116
2022-05-19,302.6970945960189
2022-05-20,298.38679373137614
2022-05-23,296.6499623345858
2022-05-24,297.89277185014055
2022-05-25,296.4424765242391
2022-05-26,296.3908093340388
2022-05-27,302.7902466150824
2022-05-30,302.5328005676939
2022-05-31,307.6477399994969
2022-06-01,306.3634259771014
2022-06-02,309.8145116673628
2022-06-03,308.97380746142716
2022-06-06,311.5747272803824
2022-06-07,318.72383658986655
2022-06-08,315.49692862353066
2022-06-09,321.72509940857276
2022-06-10,313.7895736056388
2022-06-13,311.20064221458983
2022-06-14,312.61633481542157
2022-06-15,304.18287648112903
2022-06-16,302.86592181941575
2022-06-17,303.69246843876016
2022-06-20,304.93673801426803
2022-06-21,300.6844961281803
2022-06-22,305.0836727057424
2022-06-23,303.5794345082823
2022-06-24,303.0407325771672
2022-06-27,304.0975064335582
2022-06-28,302.9463258585739
2022-06-29,305.2292349724384
2022-06-30,303.83921988205634
2022-07-01,308.02366715394595
2022-07-04,308.94381785020084
