Date,SRE
2020-01-01,438.8314997312231
2020-01-02,433.0110095020744
2020-01-03,433.18687306192965
2020-01-06,438.72690207929446
2020-01-07,426.97550365523335
2020-01-08,443.3040949228274
2020-01-09,439.28367593071033
2020-01-10,440.5276183196419
2020-01-13,438.94726252019893
2020-01-14,439.6834236027284
2020-01-15,440.0231856885946
2020-01-16,438.51739993182605
2020-01-17,448.8726608424867
2020-01-20,437.5420309449169
2020-01-21,452.3672553667385
2020-01-22,457.2882095616334
2020-01-23,458.9992107131135
2020-01-24,458.19188854838006
2020-01-27,464.2051250982994
2020-01-28,469.8012803095064
2020-01-29,458.7346617791811
2020-01-30,448.32282054904715
2020-01-31,451.3670925549996
2020-02-03,455.93840939372154
2020-02-04,450.2084488440156
2020-02-05,448.0076544034773
2020-02-06,441.70341255438296
2020-02-07,443.24423130678
2020-02-10,442.41793106875815
2020-02-11,429.9098530590508
2020-02-12,425.82988551419805
2020-02-13,425.27153735044527
2020-02-14,424.5493138914824
2020-02-17,424.21428754140067
2020-02-18,425.56607722904874
2020-02-19,419.4201368057891
2020-02-20,423.5280155860872
2020-02-21,432.64039156275595
2020-02-24,447.3142902075611
2020-02-25,446.7628727049546
2020-02-26,448.34025685519714
2020-02-27,458.1278722540748
2020-02-28,452.58416379635105
2020-03-02,450.56585908607855
2020-03-03,458.4608625173046
2020-03-04,465.61056400483153
2020-03-05,469.2157991619149
2020-03-06,475.56829397756354
2020-03-09,475.4090675363625
2020-03-10,490.54585030795727
2020-03-11,483.9364966630621
2020-03-12,488.955827224688
2020-03-13,496.96289338372395
2020-03-16,513.5685220379623
2020-03-17,512.0043607618912
2020-03-18,508.502726778604
2020-03-19,507.83169922504
2020-03-20,496.8930103868457
2020-03-23,490.42443907565473
2020-03-24,484.56483768666004
2020-03-25,483.56311222246563
2020-03-26,478.3446182122836
2020-03-27,468.8486212944926
2020-03-30,479.550415742578
2020-03-31,477.22325102901095
2020-04-01,484.9856316452964
2020-04-02,479.26593083063017
2020-04-03,480.8405435986525
2020-04-06,480.94653643372965
2020-04-07,482.4842429111507
2020-04-08,469.18750709630723
2020-04-09,462.90826325748935
2020-04-10,460.83816660800386
2020-04-13,467.7297157351342
2020-04-14,472.1444800216675
2020-04-15,468.7867120672944
2020-04-16,467.21685317895736
2020-04-17,464.08713577142015
2020-04-20,469.0066725703457
2020-04-21,476.4281233865031
2020-04-22,481.6871380646831
2020-04-23,487.2521268369212
2020-04-24,490.07333821651247
2020-04-27,491.5786003150254
2020-04-28,491.83953509850636
2020-04-29,497.0137460216497
2020-04-30,504.64041632318765
2020-05-01,513.7474380808096
2020-05-04,534.2802504727518
2020-05-05,530.6227912603116
2020-05-06,528.3948530526669
2020-05-07,540.5255320154763
2020-05-08,525.7525480940775
2020-05-11,514.3841180939439
2020-05-12,510.76726801201255
2020-05-13,514.8013430164683
2020-05-14,500.7298711516304
2020-05-15,511.7403585072537
2020-05-18,515.3441517190756
2020-05-19,519.4446134312099
2020-05-20,523.1088789153129
2020-05-21,504.27557259463725
2020-05-22,494.5072889340116
2020-05-25,485.1056288312274
2020-05-26,489.74289047165115
2020-05-27,504.6423624571836
2020-05-28,506.09889046813333
2020-05-29,498.32246060118064
2020-06-01,496.29919196286005
2020-06-02,501.99464919537786
2020-06-03,511.3129171397071
2020-06-04,508.7596583563409
2020-06-05,504.7540155187965
2020-06-08,505.41401374348857
2020-06-09,514.721699279299
2020-06-10,494.0167040200795
2020-06-11,501.1311112790344
2020-06-12,516.5497906852083
2020-06-15,513.2334073652562
2020-06-16,521.629928453983
2020-06-17,514.4878747911624
2020-06-18,508.6707386602778
2020-06-19,509.9954313255272
2020-06-22,508.5856093395045
2020-06-23,512.7361666314424
2020-06-24,494.23530811891135
2020-06-25,490.3729798128416
2020-06-26,478.6465696280387
2020-06-29,472.1536241779145
2020-06-30,477.5366112518167
2020-07-01,467.79147296592475
2020-07-02,472.10770637886384
2020-07-03,473.660639794751
2020-07-06,470.4312078398138
2020-07-07,458.85869119434864
2020-07-08,463.4470455481487
2020-07-09,475.15970853418946
2020-07-10,478.995100128459
2020-07-13,479.90764949590533
2020-07-14,489.8311943943678
2020-07-15,492.11636700823226
2020-07-16,482.9489644125515
2020-07-17,480.41060588504416
2020-07-20,480.12635186187066
2020-07-21,481.071938109987
2020-07-22,479.51378828456876
2020-07-23,477.604070991293
2020-07-24,477.09530135888224
2020-07-27,469.54037376630527
2020-07-28,464.84377529464746
2020-07-29,473.1460952748212
2020-07-30,475.21160458163
2020-07-31,473.5657969202342
2020-08-03,478.1560186527238
2020-08-04,465.2959621862373
2020-08-05,457.82278081479785
2020-08-06,449.73322870719636
2020-08-07,451.45145468474345
2020-08-10,448.57770837493126
2020-08-11,455.17500908678664
2020-08-12,450.8024289798305
2020-08-13,458.23377469788903
2020-08-14,469.69505396230187
2020-08-17,467.94854200708227
2020-08-18,470.1580325455369
2020-08-19,464.3038145050593
2020-08-20,465.41925538522
2020-08-21,463.9790894221683
2020-08-24,468.1566700347926
2020-08-25,454.9258923076242
2020-08-26,445.8834617473089
2020-08-27,433.86769985927015
2020-08-28,436.0913737511293
2020-08-31,440.2374655608882
2020-09-01,436.66802492941696
2020-09-02,434.08338277003975
2020-09-03,418.7814885769509
2020-09-04,419.1950559683665
2020-09-07,417.38768305983024
2020-09-08,411.89323370602324
2020-09-09,412.32483389179254
2020-09-10,417.75682062044865
2020-09-11,420.6858824777717
2020-09-14,425.41701789090655
2020-09-15,422.90016701424304
2020-09-16,421.42876026911387
2020-09-17,411.9462773261798
2020-09-18,411.27950521222425
2020-09-21,408.10398844801097
2020-09-22,410.5628035493106
2020-09-23,409.560243597674
2020-09-24,411.2253587962336
2020-09-25,398.08723578300095
2020-09-28,399.3198014412503
2020-09-29,406.6587881364726
2020-09-30,417.9932589963132
2020-10-01,414.5157991253768
2020-10-02,410.1994315157995
2020-10-05,413.46741332113646
2020-10-06,414.4925305530511
2020-10-07,428.58174297842567
2020-10-08,436.24394083293186
2020-10-09,431.0217317983107
2020-10-12,429.0187474375558
2020-10-13,437.71759706239624
2020-10-14,436.7411016502308
2020-10-15,426.63710570658515
2020-10-16,429.50973236931594
2020-10-19,435.73734339505313
2020-10-20,435.66668281286314
2020-10-21,441.57719343199676
2020-10-22,452.8607400371798
2020-10-23,462.3542999045205
2020-10-26,479.95786231974273
2020-10-27,485.66123747344125
2020-10-28,498.3589588959347
2020-10-29,505.04054692654887
2020-10-30,518.8349365054869
2020-11-02,525.7422941118051
2020-11-03,527.570004329025
2020-11-04,527.1229059483159
2020-11-05,527.3164541682465
2020-11-06,530.9993380201855
2020-11-09,529.3548641555819
2020-11-10,530.2918048937925
2020-11-11,522.3436888483646
2020-11-12,533.894667848622
2020-11-13,533.6727314232485
2020-11-16,539.6401752901287
2020-11-17,546.233551917528
2020-11-18,547.3761245314853
2020-11-19,536.067361412343
2020-11-20,541.0422739715586
2020-11-23,533.1689855233798
2020-11-24,534.3645838290514
2020-11-25,535.1818006426721
2020-11-26,532.2336757744262
2020-11-27,536.9480774952106
2020-11-30,543.8322743931122
2020-12-01,540.6758187328073
2020-12-02,535.2988065335143
2020-12-03,523.2899987911549
2020-12-04,527.4482579124954
2020-12-07,532.394530104213
2020-12-08,517.6882603029519
2020-12-09,506.9404934348381
2020-12-10,516.2697278299827
2020-12-11,521.3905297839141
2020-12-14,514.6598760625733
2020-12-15,529.3509463787168
2020-12-16,527.8644796333967
2020-12-17,521.0926906660983
2020-12-18,530.900844016597
2020-12-21,537.327737296942
2020-12-22,538.097840114479
2020-12-23,558.5429490957074
2020-12-24,555.8587491342802
2020-12-25,544.2851439931112
2020-12-28,546.3853640732243
2020-12-29,537.4036517136024
2020-12-30,529.3199111213038
2020-12-31,522.4393735712001
2021-01-01,546.2827517914172
2021-01-04,532.5096557906346
2021-01-05,536.0913898351529
2021-01-06,541.4355156299471
2021-01-07,543.7610781805017
2021-01-08,550.7263088524722
2021-01-11,552.3984496433585
2021-01-12,551.3372174544354
2021-01-13,553.4464313892181
2021-01-14,564.0777186411136
2021-01-15,573.7487051114612
2021-01-18,567.4467424202113
2021-01-19,560.8450193141198
2021-01-20,556.1780198210953
2021-01-21,551.5201119682239
2021-01-22,545.5112507565807
2021-01-25,534.5907436656397
2021-01-26,532.8197558368837
2021-01-27,533.2193303360622
2021-01-28,521.297885908482
2021-01-29,531.0853846766544
2021-02-01,533.0354272458916
2021-02-02,533.7777441536498
2021-02-03,557.1312629246394
2021-02-04,541.8697276270104
2021-02-05,540.2917227760083
2021-02-08,539.8447928462352
2021-02-09,542.0842007790837
2021-02-10,543.3335870943657
2021-02-11,542.7819657286499
2021-02-12,532.522374788287
2021-02-15,538.8514818358686
2021-02-16,536.7039069984239
2021-02-17,549.0954730410965
2021-02-18,543.0579375187633
2021-02-19,534.9614072897589
2021-02-22,526.4962831609769
2021-02-23,521.7328832772951
2021-02-24,518.9320906857562
2021-02-25,533.7224073662978
2021-02-26,534.5353682075747
2021-03-01,536.2660743397298
2021-03-02,537.6876708726923
2021-03-03,538.055337895382
2021-03-04,538.0160008750565
2021-03-05,527.0473343355324
2021-03-08,545.5744368806484
2021-03-09,541.8492730915685
2021-03-10,545.2499934369556
2021-03-11,541.0362171603048
2021-03-12,537.8462302516333
2021-03-15,533.2326807940917
2021-03-16,514.5818469200453
2021-03-17,509.0818137781486
2021-03-18,506.294841397201
2021-03-19,506.2805840715523
2021-03-22,514.3902922805166
2021-03-23,511.0389912609832
2021-03-24,517.5073222893257
2021-03-25,513.7931555404881
2021-03-26,503.4226899098195
2021-03-29,510.06477225749376
2021-03-30,510.37783575388045
2021-03-31,515.3415106690779
2021-04-01,519.6381865943323
2021-04-02,523.257982925183
2021-04-05,520.7147793729782
2021-04-06,509.00309011260697
2021-04-07,503.28951848368547
2021-04-08,497.6485862762989
2021-04-09,504.2031020519846
2021-04-12,521.5136652911865
2021-04-13,525.5910994878539
2021-04-14,523.9215233425944
2021-04-15,527.3935047529147
2021-04-16,530.3583407118716
2021-04-19,528.4804626445214
2021-04-20,538.8055478924889
2021-04-21,535.7854500009375
2021-04-22,551.6596537428461
2021-04-23,555.3843393358142
2021-04-26,549.8162856891018
2021-04-27,547.8615000215277
2021-04-28,558.2960783106955
2021-04-29,551.2100928126135
2021-04-30,555.4148041937401
2021-05-03,559.2964222286561
2021-05-04,546.6815789795526
2021-05-05,548.0970085188108
2021-05-06,550.7263606434108
2021-05-07,556.5603851884766
2021-05-10,569.3326903343884
2021-05-11,570.2915612266822
2021-05-12,565.4689722968726
2021-05-13,567.1335665646498
2021-05-14,573.9921602662685
2021-05-17,568.3029248276421
2021-05-18,571.3463729084032
2021-05-19,563.9346077975806
2021-05-20,570.2244825562243
2021-05-21,571.8259284342856
2021-05-24,573.8364907833788
2021-05-25,568.1775339237971
2021-05-26,565.7019247687108
2021-05-27,563.7013680484704
2021-05-28,565.244024145041
2021-05-31,561.1836639200109
2021-06-01,554.62694685711
2021-06-02,533.4372811502581
2021-06-03,540.7786163082097
2021-06-04,525.8561938689554
2021-06-07,534.5792005467997
2021-06-08,531.1385216028
2021-06-09,550.641486306056
2021-06-10,550.2843319518496
2021-06-11,555.2766136133912
2021-06-14,557.9336110983832
2021-06-15,552.3481474357268
2021-06-16,562.8273027083196
2021-06-17,549.0186804210157
2021-06-18,550.3011559194036
2021-06-21,547.5922144282684
2021-06-22,552.4648088554509
2021-06-23,575.5999815350891
2021-06-24,576.4989786661777
2021-06-25,601.5270759481231
2021-06-28,608.2543190156209
2021-06-29,615.0864952286464
2021-06-30,623.3915715606404
2021-07-01,619.606231302132
2021-07-02,631.0474747869679
2021-07-05,625.6654660028688
2021-07-06,626.2772392643318
2021-07-07,647.8415699912894
2021-07-08,647.1846853005951
2021-07-09,641.8558688379425
2021-07-12,626.6486179193263
2021-07-13,621.7454473303328
2021-07-14,631.2436159240145
2021-07-15,607.4953789346421
2021-07-16,606.970415611623
2021-07-19,620.5758904673169
2021-07-20,625.7407547197753
2021-07-21,617.508702730871
2021-07-22,615.4388760157635
2021-07-23,641.0009997927339
2021-07-26,642.523654251798
2021-07-27,652.8323557636974
2021-07-28,671.025040178321
2021-07-29,650.5976967337238
2021-07-30,641.5854838303235
2021-08-02,629.3902432798311
2021-08-03,617.4926889277497
2021-08-04,632.0377441474337
2021-08-05,637.4204780524567
2021-08-06,638.0815328706443
2021-08-09,640.7721929767345
2021-08-10,633.2406705479051
2021-08-11,644.1753483710587
2021-08-12,615.7317687004532
2021-08-13,625.9368909846029
2021-08-16,622.7352133557042
2021-08-17,626.9758515983784
2021-08-18,627.7907832560246
2021-08-19,640.3503351510934
2021-08-20,661.0169640193492
2021-08-23,669.3431448321788
2021-08-24,671.3733616225492
2021-08-25,663.8975009395677
2021-08-26,649.2221459350378
2021-08-27,660.0947800119948
2021-08-30,678.1061766078836
2021-08-31,667.787070064608
2021-09-01,684.4884370321917
2021-09-02,661.1079061729332
2021-09-03,660.9340588146388
2021-09-06,657.4230183864343
2021-09-07,647.3321218896483
2021-09-08,645.0863914294193
2021-09-09,644.1152769920035
2021-09-10,637.0958718760672
2021-09-13,616.3366193302504
2021-09-14,616.5547711382355
2021-09-15,621.061133172842
2021-09-16,606.1881189374848
2021-09-17,605.2094225015145
2021-09-20,596.3150234402445
2021-09-21,597.5241366087615
2021-09-22,593.6913977559605
2021-09-23,599.3074109912844
2021-09-24,597.0710047344364
2021-09-27,591.1813995050585
2021-09-28,584.2885939907135
2021-09-29,593.6914652534567
2021-09-30,592.8112387159666
2021-10-01,596.9571001821457
2021-10-04,588.3307774607379
2021-10-05,587.9355618593655
2021-10-06,595.5542258532034
2021-10-07,586.9287314772318
2021-10-08,576.3554889008581
2021-10-11,587.2306067485648
2021-10-12,580.1099399636585
2021-10-13,595.533842722444
2021-10-14,610.0792890860344
2021-10-15,626.7499384298536
2021-10-18,619.997874643747
2021-10-19,613.1401691740167
2021-10-20,606.0675890303171
2021-10-21,603.1472285822437
2021-10-22,597.9476763834539
2021-10-25,609.8573460881101
2021-10-26,606.1406880770273
2021-10-27,590.7086485388414
2021-10-28,597.7648822590575
2021-10-29,598.9636365944199
2021-11-01,597.2113972334334
2021-11-02,593.8621126408069
2021-11-03,596.9994604067344
2021-11-04,578.5542143567069
2021-11-05,572.1725672160395
2021-11-08,585.7599880182703
2021-11-09,597.8018069478572
2021-11-10,596.0915453665523
2021-11-11,602.6094182932538
2021-11-12,602.284073186343
2021-11-15,595.5877873370542
2021-11-16,600.4203456377674
2021-11-17,597.8690369329001
2021-11-18,596.2383783203593
2021-11-19,606.1453610082436
2021-11-22,621.4171446576718
2021-11-23,619.7921561065583
2021-11-24,640.0844595056627
2021-11-25,621.6331019611274
2021-11-26,619.186852271677
2021-11-29,619.2941725840027
2021-11-30,607.783599437121
2021-12-01,607.9330927226804
2021-12-02,622.5948337009246
2021-12-03,630.6769224689576
2021-12-06,636.1686707705167
2021-12-07,649.2480057459304
2021-12-08,646.9281444947832
2021-12-09,641.9329015134261
2021-12-10,649.9577760504011
2021-12-13,645.3204041855162
2021-12-14,649.0556127597775
2021-12-15,653.6679192352701
2021-12-16,640.1599191772154
2021-12-17,670.7121408387719
2021-12-20,665.5143841786561
2021-12-21,660.5564843083326
2021-12-22,664.3927586411005
2021-12-23,661.7099817528426
2021-12-24,665.4632704512936
2021-12-27,654.0602825958817
2021-12-28,654.3108236035209
