Date,ABBV
2020-01-01,346.30145908806196
2020-01-02,346.8896856455783
2020-01-03,347.3947365608464
2020-01-06,350.1496181660378
2020-01-07,347.7014348025115
2020-01-08,354.6297005813104
2020-01-09,352.55811870688706
2020-01-10,360.42100314355986
2020-01-13,357.18904652020274
2020-01-14,357.6142842461879
2020-01-15,364.9937021165867
2020-01-16,378.2106124283094
2020-01-17,380.10038325831795
2020-01-20,373.8936190105989
2020-01-21,363.0615331672115
2020-01-22,366.42554187990584
2020-01-23,359.18474203735605
2020-01-24,358.3480289346891
2020-01-27,362.7125749592271
2020-01-28,360.7519720145502
2020-01-29,365.75284670894433
2020-01-30,357.44018150113465
2020-01-31,361.3530076581938
2020-02-03,355.2636649769511
2020-02-04,362.3689110589099
2020-02-05,373.72378944752654
2020-02-06,370.6720605519641
2020-02-07,376.11949678562775
2020-02-10,381.20637044888207
2020-02-11,379.14444808324095
2020-02-12,374.00018429534305
2020-02-13,367.17922749348156
2020-02-14,360.5532904532668
2020-02-17,353.2766059007681
2020-02-18,356.901166892208
2020-02-19,352.8202843924922
2020-02-20,352.5274717228251
2020-02-21,354.722269810514
2020-02-24,348.59355773489335
2020-02-25,352.7659399392227
2020-02-26,352.5528625739837
2020-02-27,356.0194933996056
2020-02-28,365.0634872313079
2020-03-02,366.1698795290293
2020-03-03,362.41379205871215
2020-03-04,366.5632272531909
2020-03-05,370.54266802568
2020-03-06,372.4069461049211
2020-03-09,371.1151189714859
2020-03-10,370.62877530635865
2020-03-11,362.2965740621611
2020-03-12,360.10853689961675
2020-03-13,357.52236415887
2020-03-16,353.4807103025086
2020-03-17,355.27239267462335
2020-03-18,360.3507023851125
2020-03-19,364.4640400965416
2020-03-20,369.15945742592265
2020-03-23,371.21883723519517
2020-03-24,371.50916774773475
2020-03-25,370.59219725045745
2020-03-26,369.2490212478202
2020-03-27,368.54745943574954
2020-03-30,367.04841087312315
2020-03-31,361.7409699259395
2020-04-01,364.78982679485927
2020-04-02,364.3006745391477
2020-04-03,355.7421014193059
2020-04-06,362.9687330079363
2020-04-07,366.576802134341
2020-04-08,370.0004466763823
2020-04-09,375.57637772339933
2020-04-10,380.4802808721754
2020-04-13,381.46290317826407
2020-04-14,374.3561754165478
2020-04-15,368.2517094806087
2020-04-16,364.59212592762935
2020-04-17,362.83262904028425
2020-04-20,352.99670143494063
2020-04-21,351.11782669365846
2020-04-22,348.76894522411
2020-04-23,353.4232627116106
2020-04-24,355.37883422955383
2020-04-27,355.6533203807919
2020-04-28,345.8003762192257
2020-04-29,348.7794247362959
2020-04-30,359.87071093447383
2020-05-01,362.92517864882666
2020-05-04,363.8884597284619
2020-05-05,347.17988219137624
2020-05-06,355.98643159617063
2020-05-07,357.9562115938664
2020-05-08,366.6546499199647
2020-05-11,364.73018961491937
2020-05-12,372.5456142479511
2020-05-13,372.66821318953254
2020-05-14,379.41150231619645
2020-05-15,378.1466142265657
2020-05-18,377.62334403633594
2020-05-19,377.6505247657118
2020-05-20,387.09949621386323
2020-05-21,389.0707310113204
2020-05-22,398.6638516389683
2020-05-25,396.58292430322365
2020-05-26,399.889574729952
2020-05-27,396.30735445130654
2020-05-28,394.38002428784574
2020-05-29,383.34611346984167
2020-06-01,373.3042443806366
2020-06-02,365.6331978254706
2020-06-03,360.9436484033963
2020-06-04,357.18452901148675
2020-06-05,356.22451130263255
2020-06-08,346.11370091232175
2020-06-09,351.30606431441555
2020-06-10,349.06683648142376
2020-06-11,347.79540253522885
2020-06-12,346.87323998242266
2020-06-15,355.0340374789923
2020-06-16,360.3882315175323
2020-06-17,363.26579352146626
2020-06-18,353.29008528260266
2020-06-19,351.6983603559897
2020-06-22,356.2501709702389
2020-06-23,357.87091288829095
2020-06-24,347.43705545901395
2020-06-25,340.4067723046777
2020-06-26,335.854220472339
2020-06-29,338.6161029746061
2020-06-30,334.36458935835225
2020-07-01,328.19304159307836
2020-07-02,319.72026834850124
2020-07-03,318.51048041524
2020-07-06,312.24831528169534
2020-07-07,303.0809944866122
2020-07-08,303.7329559029213
2020-07-09,299.79907157850556
2020-07-10,305.00510794167303
2020-07-13,298.46974707845436
2020-07-14,296.82471823041107
2020-07-15,296.44508770285137
2020-07-16,291.02785524271764
2020-07-17,285.3963501335891
2020-07-20,291.39190501323344
2020-07-21,288.78174228712084
2020-07-22,295.99998305119044
2020-07-23,300.0221602787235
2020-07-24,297.92367789920553
2020-07-27,296.67364415312545
2020-07-28,299.0914971759858
2020-07-29,298.73903881204234
2020-07-30,302.28038298214113
2020-07-31,308.2261835106064
2020-08-03,313.22954801108386
2020-08-04,309.8444312848093
2020-08-05,305.6024930003904
2020-08-06,299.36952508290074
2020-08-07,303.97339350210865
2020-08-10,309.6104966132525
2020-08-11,302.7182168379136
2020-08-12,303.84340638209113
2020-08-13,300.18344064186965
2020-08-14,303.9017641398404
2020-08-17,301.824082883497
2020-08-18,304.93116551267093
2020-08-19,304.07669263887334
2020-08-20,310.9112163475201
2020-08-21,313.47523459677603
2020-08-24,309.91257565613535
2020-08-25,309.3515031704784
2020-08-26,310.44278269000506
2020-08-27,317.3195017981379
2020-08-28,315.1847119767395
2020-08-31,310.63408785729916
2020-09-01,310.2254190763548
2020-09-02,315.6411935864582
2020-09-03,306.74614423814523
2020-09-04,305.037024697052
2020-09-07,308.06751954582865
2020-09-08,310.59801570092355
2020-09-09,307.8775356529375
2020-09-10,308.8914520923076
2020-09-11,313.24122808848983
2020-09-14,312.29590519457315
2020-09-15,317.79914628510795
2020-09-16,315.18280184397156
2020-09-17,314.63443901471913
2020-09-18,319.00176028265236
2020-09-21,312.2957253674147
2020-09-22,311.58582969635097
2020-09-23,313.30017885695264
2020-09-24,320.5637011328592
2020-09-25,321.23345427586844
2020-09-28,312.63179714110913
2020-09-29,314.81856254183623
2020-09-30,306.73848116893726
2020-10-01,316.24306558027945
2020-10-02,319.02827269166073
2020-10-05,319.79122159893114
2020-10-06,322.30277520801275
2020-10-07,324.266661481791
2020-10-08,326.7305090676101
2020-10-09,331.12831969784077
2020-10-12,325.4286307795543
2020-10-13,327.62234883637007
2020-10-14,331.95991015234245
2020-10-15,338.3774662719387
2020-10-16,348.62575559327837
2020-10-19,350.6723030962767
2020-10-20,356.7751546048593
2020-10-21,371.58023847272057
2020-10-22,369.58664717680705
2020-10-23,367.21677075517414
2020-10-26,383.97478077420675
2020-10-27,382.39504730858494
2020-10-28,388.84853384582914
2020-10-29,387.7247724688071
2020-10-30,384.4476431193273
2020-11-02,379.91626836537534
2020-11-03,370.781991884762
2020-11-04,361.07435885511927
2020-11-05,366.9624929177956
2020-11-06,371.154533596506
2020-11-09,373.574412976225
2020-11-10,368.36508115720915
2020-11-11,369.40926965305374
2020-11-12,360.03135527156866
2020-11-13,351.72311676536344
2020-11-16,350.33947283476954
2020-11-17,350.3560487696241
2020-11-18,351.562112980732
2020-11-19,341.60061481780383
2020-11-20,345.25024093056095
2020-11-23,340.95331803427774
2020-11-24,342.0558411749264
2020-11-25,335.9888592521595
2020-11-26,344.20514716819287
2020-11-27,352.7096757746048
2020-11-30,365.0634569230061
2020-12-01,376.00903847102137
2020-12-02,369.27947279982567
2020-12-03,367.830532673804
2020-12-04,375.55541434868053
2020-12-07,382.26922284175
2020-12-08,374.2468510593185
2020-12-09,377.0340569143245
2020-12-10,387.5159984396067
2020-12-11,388.64446793476293
2020-12-14,391.32707078428973
2020-12-15,392.4278521400572
2020-12-16,390.81028419761634
2020-12-17,395.70320896167516
2020-12-18,395.21311635438184
2020-12-21,389.74008476593207
2020-12-22,402.50078192269257
2020-12-23,403.5979401740411
2020-12-24,400.01949650616865
2020-12-25,408.76107421062466
2020-12-28,403.8995021673751
2020-12-29,402.8591719811254
2020-12-30,409.658412534314
2020-12-31,406.6969027753597
2021-01-01,394.7202339679273
2021-01-04,400.610817241514
2021-01-05,411.19363882183467
2021-01-06,405.5258599197006
2021-01-07,405.42507514951586
2021-01-08,390.47492619170197
2021-01-11,375.14777905975626
2021-01-12,381.2915270974684
2021-01-13,389.2975452484582
2021-01-14,394.32204477270636
2021-01-15,390.53446654180476
2021-01-18,391.4979944565248
2021-01-19,394.71984685175426
2021-01-20,399.8372897362042
2021-01-21,406.72858567867377
2021-01-22,390.11029845908166
2021-01-25,384.42629318847906
2021-01-26,393.7521312522516
2021-01-27,402.5611614413937
2021-01-28,407.90523396699916
2021-01-29,404.2439825226033
2021-02-01,400.3963123745247
2021-02-02,393.9459608847737
2021-02-03,398.807250278774
2021-02-04,395.4081261793458
2021-02-05,384.13284126955034
2021-02-08,395.40269637854146
2021-02-09,392.40792451155176
2021-02-10,392.7155061869781
2021-02-11,387.54034264066894
2021-02-12,382.16674231967187
2021-02-15,379.1110095038226
2021-02-16,380.08123169914705
2021-02-17,381.75115130660845
2021-02-18,376.18521190291307
2021-02-19,377.08462609331474
2021-02-22,375.50890630233084
2021-02-23,375.01240365759224
2021-02-24,372.42848410455457
2021-02-25,374.7568190161729
2021-02-26,385.17881629993025
2021-03-01,385.746456034434
2021-03-02,378.64092189173664
2021-03-03,375.5858543617496
2021-03-04,365.2131432063221
2021-03-05,360.5156778718696
2021-03-08,358.2329555138277
2021-03-09,357.18714485236154
2021-03-10,364.70393620033747
2021-03-11,373.4060892390403
2021-03-12,374.21323786003796
2021-03-15,367.57762403483906
2021-03-16,376.45513622367775
2021-03-17,370.7495218779459
2021-03-18,356.73550065871956
2021-03-19,354.4762055170357
2021-03-22,357.0941582669551
2021-03-23,364.8430823336206
2021-03-24,370.0590049071816
2021-03-25,372.95913689576804
2021-03-26,367.10283744813296
2021-03-29,361.761982020495
2021-03-30,366.41022620869404
2021-03-31,373.6839359772876
2021-04-01,379.44101901788764
2021-04-02,387.00791849621817
2021-04-05,378.58404458121026
2021-04-06,368.9376877195177
2021-04-07,363.73443326696
2021-04-08,361.77975239160236
2021-04-09,358.3192789090104
2021-04-12,357.6685971678254
2021-04-13,356.4125596960187
2021-04-14,350.83153250754793
2021-04-15,355.1842796727845
2021-04-16,358.60585009020843
2021-04-19,346.4661562877759
2021-04-20,341.42300641925715
2021-04-21,337.6713200303485
2021-04-22,349.7269689098599
2021-04-23,336.2989601041155
2021-04-26,345.1062124685058
2021-04-27,336.4129154034834
2021-04-28,345.0798776532204
2021-04-29,340.2513784896407
2021-04-30,344.40880025319177
2021-05-03,339.0022945578501
2021-05-04,342.6792377488831
2021-05-05,335.3531532325375
2021-05-06,334.45062589457797
2021-05-07,332.81710341299686
2021-05-10,337.6119598961004
2021-05-11,331.22112831039504
2021-05-12,325.5872421491232
2021-05-13,328.67289756016436
2021-05-14,330.9393888254114
2021-05-17,329.4439135138382
2021-05-18,333.0766947692837
2021-05-19,340.98320200147884
2021-05-20,345.9373791339125
2021-05-21,341.8897006964216
2021-05-24,348.71596833883535
2021-05-25,345.76885067463667
2021-05-26,342.93636113387265
2021-05-27,340.542825568439
2021-05-28,340.1959802819524
2021-05-31,335.67059751687486
2021-06-01,329.98879907854734
2021-06-02,339.05450444610136
2021-06-03,337.3356193889579
2021-06-04,339.6651002480734
2021-06-07,341.56617191634456
2021-06-08,333.08057700505066
2021-06-09,328.01244634604996
2021-06-10,329.79431528038947
2021-06-11,331.63895732709506
2021-06-14,332.3349131262107
2021-06-15,334.9475882794741
2021-06-16,333.36041728414494
2021-06-17,335.9881008447969
2021-06-18,332.6521019953958
2021-06-21,334.01506171806716
2021-06-22,334.0736582845964
2021-06-23,331.2178413621636
2021-06-24,339.00300540979623
2021-06-25,322.67069176623426
2021-06-28,321.13477047955695
2021-06-29,321.15297806504213
2021-06-30,318.844911120344
2021-07-01,311.0637403431024
2021-07-02,311.2034491048551
2021-07-05,307.69883773525635
2021-07-06,310.3192384433553
2021-07-07,316.86363421719733
2021-07-08,306.3136742662705
2021-07-09,310.86279330832764
2021-07-12,308.41450110261115
2021-07-13,311.4545706284687
2021-07-14,306.115608817665
2021-07-15,299.56514792560796
2021-07-16,301.26794271861644
2021-07-19,296.4387012417298
2021-07-20,302.0294908352759
2021-07-21,302.7658047925319
2021-07-22,297.67407014105567
2021-07-23,298.4556651011881
2021-07-26,295.10567797153044
2021-07-27,293.5583524671109
2021-07-28,289.8820844323122
2021-07-29,288.41878059123286
2021-07-30,285.21399184635095
2021-08-02,287.6437446174844
2021-08-03,287.3462289048438
2021-08-04,290.19006813777867
2021-08-05,280.58898803955486
2021-08-06,278.31338242272926
2021-08-09,278.7505933639639
2021-08-10,275.17928540121676
2021-08-11,275.7143434188107
2021-08-12,268.85920295574493
2021-08-13,263.0704153657003
2021-08-16,258.97260356156977
2021-08-17,261.4334306257837
2021-08-18,261.7207640518474
2021-08-19,264.6133466321671
2021-08-20,273.4025126237073
2021-08-23,277.89381322355916
2021-08-24,274.97168057030507
2021-08-25,269.898825199822
2021-08-26,266.87795273300964
2021-08-27,270.45471947831396
2021-08-30,267.4234346647053
2021-08-31,259.5065990199398
2021-09-01,268.0750609109545
2021-09-02,258.2398695684887
2021-09-03,248.59465824790476
2021-09-06,243.80571321596346
2021-09-07,242.214162333744
2021-09-08,237.6789995683829
2021-09-09,236.41004489501634
2021-09-10,231.3252443093314
2021-09-13,234.77392697235555
2021-09-14,235.9341669198654
2021-09-15,233.78343798202314
2021-09-16,230.65086068639113
2021-09-17,233.04296796145448
2021-09-20,227.25355053847022
2021-09-21,220.02330543429633
2021-09-22,217.00234156698502
2021-09-23,217.81486782706045
2021-09-24,209.5766809760294
2021-09-27,212.88255110958428
2021-09-28,208.16025900934858
2021-09-29,208.33236559093
2021-09-30,210.1888213103429
2021-10-01,215.3337931940882
2021-10-04,219.59271288819585
2021-10-05,215.19580036713776
2021-10-06,220.51035029765964
2021-10-07,225.27605076848684
2021-10-08,224.40335469641118
2021-10-11,226.51370841897543
2021-10-12,227.9759533001016
2021-10-13,232.87082156936142
2021-10-14,224.99286369279932
2021-10-15,224.44179182164717
2021-10-18,224.6271273530226
2021-10-19,222.56957640692636
2021-10-20,220.68141064040523
2021-10-21,211.49090100877882
2021-10-22,212.11856162870114
2021-10-25,214.357440689435
2021-10-26,217.53482203964884
2021-10-27,221.55743660739495
2021-10-28,224.3059361260072
2021-10-29,221.32501501921917
2021-11-01,220.7480957742342
2021-11-02,220.12323832185473
2021-11-03,222.09676679686734
2021-11-04,221.32329890397094
2021-11-05,218.60633400430956
2021-11-08,215.4669394901494
2021-11-09,219.15081814570112
2021-11-10,222.34524603432246
2021-11-11,218.1109902670606
2021-11-12,217.02144103395173
2021-11-15,211.9340755051925
2021-11-16,212.13870282202026
2021-11-17,207.34576090221464
2021-11-18,207.35554289642647
2021-11-19,209.81415820656053
2021-11-22,212.32858126498562
2021-11-23,209.74867442140962
2021-11-24,208.95335875131116
2021-11-25,212.14765159441228
2021-11-26,213.29096685792044
2021-11-29,212.63631000838336
2021-11-30,210.07730512477673
2021-12-01,214.1900606274354
2021-12-02,209.20781305630217
2021-12-03,208.42652724283013
2021-12-06,199.98379221038468
2021-12-07,198.926653230113
2021-12-08,198.86226232335116
2021-12-09,201.42005452402316
2021-12-10,203.00837914389356
2021-12-13,203.22630711988535
2021-12-14,200.01696432382613
2021-12-15,201.5627844093214
2021-12-16,204.1006773097936
2021-12-17,207.17840391754936
2021-12-20,207.19562862571058
2021-12-21,207.46958575249977
2021-12-22,209.95138768287876
2021-12-23,213.69983788919768
2021-12-24,210.79887768803914
2021-12-27,206.16110775736342
2021-12-28,206.0804023885405
2021-12-29,211.03226178961538
2021-12-30,214.34209916170462
2021-12-31,205.5654955474232
2022-01-03,198.81008544643524
