Date,DD
2020-01-01,277.20439260508107
2020-01-02,275.043578102023
2020-01-03,276.4040045839844
2020-01-06,270.82291527099653
2020-01-07,269.4674213410703
2020-01-08,273.9694489597399
2020-01-09,281.1865227739853
2020-01-10,278.07328902535363
2020-01-13,278.90305378387495
2020-01-14,285.3175625148785
2020-01-15,284.6847653017669
2020-01-16,284.6185513210209
2020-01-17,284.4635042908622
2020-01-20,280.2399729134562
2020-01-21,281.0001613800243
2020-01-22,282.36806524751944
2020-01-23,281.4035853718432
2020-01-24,279.83770391752034
2020-01-27,281.08235036484814
2020-01-28,282.85845934432155
2020-01-29,281.616522114527
2020-01-30,288.15238082606203
2020-01-31,285.239605391184
2020-02-03,285.5973399635459
2020-02-04,293.9353136405934
2020-02-05,297.9301944206935
2020-02-06,286.14167314198784
2020-02-07,282.22869240263674
2020-02-10,288.74279127667285
2020-02-11,293.8498583695635
2020-02-12,299.308023025786
2020-02-13,294.487476188018
2020-02-14,291.7557937155256
2020-02-17,297.5186078822626
2020-02-18,305.85994038600677
2020-02-19,311.30993835706744
2020-02-20,303.41296397172124
2020-02-21,304.31094675058904
2020-02-24,305.47026746446204
2020-02-25,305.73345924310706
2020-02-26,303.9554422106292
2020-02-27,314.6994710636973
2020-02-28,307.1202051132584
2020-03-02,307.24889982361657
2020-03-03,305.1429639665584
2020-03-04,311.9303750834994
2020-03-05,324.666340155576
2020-03-06,319.6367615228536
2020-03-09,314.59834308360996
2020-03-10,316.56422709126286
2020-03-11,310.16888980477586
2020-03-12,315.0172955455662
2020-03-13,310.88346524291893
2020-03-16,298.8230298388643
2020-03-17,300.2491373520473
2020-03-18,290.85110820330914
2020-03-19,285.4255796387016
2020-03-20,281.6724087876081
2020-03-23,282.7950410450135
2020-03-24,288.25988124364005
2020-03-25,289.2970391667342
2020-03-26,288.9502082025229
2020-03-27,287.2599338960223
2020-03-30,280.51509067541133
2020-03-31,278.2412451896004
2020-04-01,281.9984398654641
2020-04-02,285.27497041601794
2020-04-03,292.76610937653214
2020-04-06,288.424487881419
2020-04-07,286.3842751139002
2020-04-08,292.97330805347633
2020-04-09,295.33224806957196
2020-04-10,291.8250840716728
2020-04-13,303.60924219995394
2020-04-14,300.683479196044
2020-04-15,298.02998941089345
2020-04-16,302.73385502414675
2020-04-17,302.7983292512594
2020-04-20,298.2687494798462
2020-04-21,305.17873861004654
2020-04-22,308.2279036169553
2020-04-23,305.8224921018861
2020-04-24,301.6787492736287
2020-04-27,305.21662968317963
2020-04-28,300.0152422060271
2020-04-29,300.2773525123001
2020-04-30,293.7761389178328
2020-05-01,296.379547903606
2020-05-04,291.37566589183507
2020-05-05,296.3301117824793
2020-05-06,301.6093635562821
2020-05-07,297.2935222750747
2020-05-08,305.5869075068528
2020-05-11,310.0333254526718
2020-05-12,307.8090794364943
2020-05-13,308.16395586708103
2020-05-14,313.42089938027317
2020-05-15,300.26716183710596
2020-05-18,292.93104149909067
2020-05-19,288.11796839547776
2020-05-20,295.81946878170265
2020-05-21,299.1116996904045
2020-05-22,305.22281789732483
2020-05-25,297.62496776415804
2020-05-26,300.2459230974301
2020-05-27,296.13708825134756
2020-05-28,291.11741789338186
2020-05-29,283.75664477850785
2020-06-01,281.9063696580275
2020-06-02,280.5174476787137
2020-06-03,279.87287502741634
2020-06-04,273.38730588823574
2020-06-05,278.05147682642075
2020-06-08,288.3867740171469
2020-06-09,287.81113041375704
2020-06-10,281.3925820776375
2020-06-11,286.6103887547844
2020-06-12,287.23985317726107
2020-06-15,288.62321551427345
2020-06-16,287.09463032459803
2020-06-17,289.14503533755226
2020-06-18,291.93530427437133
2020-06-19,282.5243382009248
2020-06-22,284.3690307665043
2020-06-23,283.9065240433073
2020-06-24,278.7533488885969
2020-06-25,274.5803244494947
2020-06-26,273.41297363575893
2020-06-29,276.69557516495854
2020-06-30,270.2717573722326
2020-07-01,266.8413095430591
2020-07-02,262.9524299633172
2020-07-03,256.92169781597147
2020-07-06,261.6710723910998
2020-07-07,261.93997807079774
2020-07-08,260.1453636150943
2020-07-09,266.0907708043838
2020-07-10,273.09956754907415
2020-07-13,271.3312265492381
2020-07-14,272.96317454600273
2020-07-15,277.64923801024815
2020-07-16,281.08442729341454
2020-07-17,277.24053766534
2020-07-20,275.3406269416737
2020-07-21,279.66407713611216
2020-07-22,277.45746264748067
2020-07-23,284.4324401525473
2020-07-24,277.1586256624938
2020-07-27,277.37662317207514
2020-07-28,273.63340898470597
2020-07-29,271.61803789266355
2020-07-30,275.4567858640113
2020-07-31,267.76471011125716
2020-08-03,268.89032831074655
2020-08-04,268.05524321857035
2020-08-05,269.91962862160176
2020-08-06,265.1978209477399
2020-08-07,268.05978377202723
2020-08-10,267.9670733045783
2020-08-11,270.070447379464
2020-08-12,260.8340016241796
2020-08-13,262.3140648071903
2020-08-14,254.600393640827
2020-08-17,249.4195104783087
2020-08-18,254.3595010992926
2020-08-19,251.88315450340306
2020-08-20,254.02021167861972
2020-08-21,248.99653449900666
2020-08-24,250.37906975278142
2020-08-25,252.5595186647776
2020-08-26,250.78529397805946
2020-08-27,249.9838276538083
2020-08-28,247.84323939167618
2020-08-31,244.29701669682208
2020-09-01,244.6792007566537
2020-09-02,247.5647859310645
2020-09-03,243.5918118475783
2020-09-04,235.39565273947917
2020-09-07,236.1810723475707
2020-09-08,235.0496397920971
2020-09-09,224.13173582514494
2020-09-10,233.0469419210478
2020-09-11,234.89325369219077
2020-09-14,238.41365620703618
2020-09-15,238.06772221275202
2020-09-16,236.36323967820587
2020-09-17,232.45558278163992
2020-09-18,224.6546962386325
2020-09-21,225.94660321456385
2020-09-22,225.38596749748493
2020-09-23,226.28914078855482
2020-09-24,230.25628262717743
2020-09-25,232.06371549697803
2020-09-28,236.05120054816084
2020-09-29,242.20313071972478
2020-09-30,239.66247473735598
2020-10-01,233.56556980471922
2020-10-02,239.2646322604293
2020-10-05,237.9574725529446
2020-10-06,246.8093007374129
2020-10-07,245.60708811511324
2020-10-08,249.7560095221492
2020-10-09,254.14148825811307
2020-10-12,249.8917384303996
2020-10-13,252.12907230489225
2020-10-14,249.4489416549754
2020-10-15,250.67741164195053
2020-10-16,246.81692226386767
2020-10-19,252.31466158005392
2020-10-20,251.15826828981
2020-10-21,248.39356117449037
2020-10-22,245.54835810697531
2020-10-23,246.4531617671446
2020-10-26,243.19978180191515
2020-10-27,249.09858483137637
2020-10-28,240.82275355105602
2020-10-29,245.51674646878197
2020-10-30,247.0508499068962
2020-11-02,235.6122556866472
2020-11-03,238.37395655191654
2020-11-04,239.1385523191669
2020-11-05,240.53588268523018
2020-11-06,240.97346392578842
2020-11-09,241.7754770826901
2020-11-10,238.02833798744913
2020-11-11,243.11054980636078
2020-11-12,247.93626424423655
2020-11-13,239.7093709115872
2020-11-16,238.9770391481937
2020-11-17,240.4061129629517
2020-11-18,245.43776350959448
2020-11-19,242.94983481255062
2020-11-20,243.0661089217854
2020-11-23,245.85640068313197
2020-11-24,240.50098821704898
2020-11-25,242.20344104387308
2020-11-26,243.2116015183382
2020-11-27,239.91293428038205
2020-11-30,243.55252091057494
2020-12-01,242.00580203696313
2020-12-02,240.61593405685727
2020-12-03,246.4791136449352
2020-12-04,251.86923029875857
2020-12-07,246.4475809026711
2020-12-08,247.64607566390933
2020-12-09,247.26767618310802
2020-12-10,244.45683027533656
2020-12-11,247.43462769348739
2020-12-14,251.535294655302
2020-12-15,252.50239352504727
2020-12-16,250.04993343417823
2020-12-17,250.32485118999426
2020-12-18,253.44856285725103
2020-12-21,262.1520671875323
2020-12-22,273.49522834070973
2020-12-23,269.05675911913636
2020-12-24,265.22585855438183
2020-12-25,268.06207205886807
2020-12-28,262.31520734323703
2020-12-29,266.2681119071568
2020-12-30,262.20033591112764
2020-12-31,249.81246044078085
2021-01-01,250.86275281876772
2021-01-04,250.3245305803052
2021-01-05,253.01205926167418
2021-01-06,264.89085394409506
2021-01-07,269.22965396746304
2021-01-08,266.89161707800264
2021-01-11,267.781673510381
2021-01-12,261.2536409085145
2021-01-13,259.0196517564774
2021-01-14,264.1869453273453
2021-01-15,273.80569715985547
2021-01-18,269.7852395254992
2021-01-19,274.9151282644365
2021-01-20,280.15372055370017
2021-01-21,276.3567481850518
2021-01-22,272.3048310564365
2021-01-25,269.14661096909947
2021-01-26,275.566088126231
2021-01-27,280.3406474073115
2021-01-28,279.90173093493223
2021-01-29,277.85648074403156
2021-02-01,279.01340282350543
2021-02-02,272.5563452143335
2021-02-03,263.81859543586955
2021-02-04,266.9834594449066
2021-02-05,259.5543696003449
2021-02-08,254.61255478066153
2021-02-09,257.6361465662671
2021-02-10,254.36823163540635
2021-02-11,252.00593219649332
2021-02-12,250.51358184963567
2021-02-15,255.38327122251746
2021-02-16,260.59013777872264
2021-02-17,261.6744841373315
2021-02-18,261.55301488849847
2021-02-19,271.4230776241446
2021-02-22,262.1336073527613
2021-02-23,253.45059666340674
2021-02-24,257.65168795684315
2021-02-25,249.87754610189864
2021-02-26,246.6307745367235
2021-03-01,246.41965007873566
2021-03-02,246.18897961684786
2021-03-03,242.84576617482438
2021-03-04,238.43476134526776
2021-03-05,238.6684955475536
2021-03-08,243.96704267110164
2021-03-09,243.8237225195611
2021-03-10,243.64747927620442
2021-03-11,245.10914452736546
2021-03-12,251.5339681979673
2021-03-15,248.08998223234207
2021-03-16,248.7883913012491
2021-03-17,252.72603772947636
2021-03-18,260.2311004176392
2021-03-19,255.36847683066878
2021-03-22,254.85271418844994
2021-03-23,246.724287281679
2021-03-24,252.01363246835828
2021-03-25,252.03514583063
2021-03-26,253.7773568698968
2021-03-29,259.126895000064
2021-03-30,251.86432580931313
2021-03-31,248.42398491652432
2021-04-01,253.35218423362355
2021-04-02,258.188467419791
2021-04-05,256.547996192093
2021-04-06,261.50105454584605
2021-04-07,262.8862966211328
2021-04-08,268.8493540940955
2021-04-09,278.6671716854772
2021-04-12,280.57669327550934
2021-04-13,289.9337932566683
2021-04-14,296.9096818769392
2021-04-15,299.59934387888006
2021-04-16,301.372104853101
2021-04-19,307.39953133446767
2021-04-20,303.5809557078637
2021-04-21,300.17790644027696
2021-04-22,303.1745563417708
2021-04-23,295.6367727848131
2021-04-26,294.3840715112144
2021-04-27,286.68239475396547
2021-04-28,287.1167855191902
2021-04-29,284.82195499053154
2021-04-30,294.6523258174153
2021-05-03,299.66931421564016
2021-05-04,298.6439636456987
2021-05-05,302.9723077972684
2021-05-06,305.3676936998998
2021-05-07,308.1144401717518
2021-05-10,310.11237368249044
2021-05-11,301.720108515472
2021-05-12,307.3685967169516
2021-05-13,300.4204550901523
2021-05-14,298.88076350467577
2021-05-17,298.6414175888885
2021-05-18,302.9990647529331
2021-05-19,306.26868817195924
2021-05-20,304.58438718354904
2021-05-21,304.386544351638
2021-05-24,312.4549747027411
2021-05-25,320.36056266240064
2021-05-26,327.98700316926755
2021-05-27,313.9388197277386
2021-05-28,320.34711783568815
2021-05-31,326.6560677553935
2021-06-01,319.6425624440785
2021-06-02,310.5164961533971
2021-06-03,317.5810333231103
2021-06-04,320.8520814440852
2021-06-07,322.18564460353963
2021-06-08,318.69091987071556
2021-06-09,314.71645013805676
2021-06-10,312.41046245761106
2021-06-11,316.5127046169807
2021-06-14,327.0265259455712
2021-06-15,323.27318423741525
2021-06-16,322.1688149592653
2021-06-17,317.1976039694932
2021-06-18,324.8221626293236
2021-06-21,323.91406758705267
2021-06-22,322.4884757826436
2021-06-23,327.6424571022994
2021-06-24,326.3840453435296
2021-06-25,334.70321220355635
2021-06-28,340.54173163146817
2021-06-29,333.7608465882379
2021-06-30,328.7786411413454
2021-07-01,326.6041687836104
2021-07-02,333.6666254037743
2021-07-05,325.44297378514557
2021-07-06,319.1511162329988
2021-07-07,324.71452525736186
2021-07-08,334.0447663220604
2021-07-09,322.9303645424803
2021-07-12,317.56327260257075
2021-07-13,316.47801175935626
2021-07-14,312.90512518305167
2021-07-15,309.69031113882585
2021-07-16,307.1950472892031
2021-07-19,315.881948820477
2021-07-20,319.62187244503747
2021-07-21,319.7280193137408
2021-07-22,323.32825909023546
2021-07-23,322.1282780947158
2021-07-26,322.651856137718
2021-07-27,337.2487011175254
2021-07-28,339.53118198290537
2021-07-29,344.3576508703127
2021-07-30,342.9195520545948
2021-08-02,339.3466892135656
2021-08-03,332.2765426874199
2021-08-04,327.07826215214914
2021-08-05,323.36018789452453
2021-08-06,318.6305287035366
2021-08-09,322.6559395063118
2021-08-10,323.4420328142062
2021-08-11,317.3703791068927
2021-08-12,316.3985269381353
2021-08-13,318.72562131311673
2021-08-16,317.9824767147359
2021-08-17,313.4202812787968
2021-08-18,315.3078572600711
2021-08-19,309.2870501634863
2021-08-20,302.3017007376915
2021-08-23,310.3710187310147
2021-08-24,315.0709595167737
2021-08-25,305.6434449644988
2021-08-26,297.9179951795235
2021-08-27,291.69675163698133
2021-08-30,288.5679475784094
2021-08-31,283.90136615334035
2021-09-01,278.450258957541
2021-09-02,277.258927015061
2021-09-03,279.1214219714907
2021-09-06,284.5431845592453
2021-09-07,285.5995875689965
2021-09-08,283.43162474534284
2021-09-09,275.0047247822819
2021-09-10,267.82549843505893
2021-09-13,270.4999824715047
2021-09-14,269.9687063302324
2021-09-15,263.56151123370194
2021-09-16,264.3407643679314
2021-09-17,263.38828590172284
2021-09-20,256.3403658531928
2021-09-21,260.3672351302835
2021-09-22,263.4993884905447
2021-09-23,263.69988001713284
2021-09-24,264.13883836589054
2021-09-27,261.5548474499209
2021-09-28,268.5416874632082
2021-09-29,279.1240589106908
2021-09-30,270.3502676861592
2021-10-01,261.4638237185045
2021-10-04,254.16821038807333
2021-10-05,249.8880564443194
2021-10-06,255.09409127895506
2021-10-07,253.54988518334324
2021-10-08,265.57974853446893
2021-10-11,267.0481632643298
2021-10-12,266.82754109307893
2021-10-13,261.82376127994735
2021-10-14,265.0843548826823
2021-10-15,265.36684532315127
2021-10-18,263.26645160958674
2021-10-19,265.34759791816
2021-10-20,259.58557358633084
2021-10-21,262.80716024797835
2021-10-22,259.1379491846754
2021-10-25,259.734640401655
2021-10-26,253.9526817522435
2021-10-27,252.80177107068204
2021-10-28,257.59904325177064
2021-10-29,257.1534108393373
2021-11-01,262.6374908479745
2021-11-02,269.5739932170534
2021-11-03,275.6730678019967
2021-11-04,278.6120131925527
2021-11-05,289.5070435529692
2021-11-08,290.2949775685864
2021-11-09,284.7796130191403
2021-11-10,286.0571069117841
2021-11-11,287.7537403066875
2021-11-12,286.3513674338558
2021-11-15,291.835958280819
2021-11-16,302.40644715532306
2021-11-17,298.029459781043
2021-11-18,301.41445581781306
2021-11-19,311.67948268506774
2021-11-22,306.5468017469324
2021-11-23,306.22799943476514
2021-11-24,302.7587087172937
2021-11-25,291.908874358723
2021-11-26,284.43826206293625
2021-11-29,276.3037545766464
2021-11-30,275.20932609241976
2021-12-01,273.9888011336894
2021-12-02,271.3764811569481
2021-12-03,266.42102247464936
2021-12-06,270.85223609137296
2021-12-07,272.7664143328605
2021-12-08,276.281919902009
2021-12-09,284.2030263391031
2021-12-10,284.05606580414064
2021-12-13,290.3772629167435
2021-12-14,289.5610931162979
2021-12-15,284.3183174193538
2021-12-16,279.87295307731586
2021-12-17,280.3625970134143
2021-12-20,279.8687162757616
2021-12-21,273.7339775629062
2021-12-22,274.8059946960086
2021-12-23,275.6794077269857
2021-12-24,278.73678861504834
2021-12-27,276.8047611396305
2021-12-28,278.910244238316
2021-12-29,281.4095614319919
2021-12-30,281.1931879964861
2021-12-31,280.3429069098642
2022-01-03,280.2239027762882
2022-01-04,277.05970221431704
2022-01-05,280.7256260130296
2022-01-06,271.8345100217226
2022-01-07,271.6789150160947
2022-01-10,261.7163234676741
2022-01-11,258.5475950718775
2022-01-12,270.56924181334085
2022-01-13,265.4121380923946
2022-01-14,272.2391161230327
2022-01-17,272.6461395829557
2022-01-18,271.405032193712
2022-01-19,270.7092707400252
2022-01-20,261.93927347511476
2022-01-21,258.26186014377726
2022-01-24,255.22571314647186
2022-01-25,249.4743352635424
2022-01-26,247.06361890642737
2022-01-27,241.2978480993516
2022-01-28,242.38726584062374
2022-01-31,241.79933860888494
2022-02-01,238.9728313834013
2022-02-02,239.17729070196546
2022-02-03,249.8109234663395
2022-02-04,249.44816869246156
2022-02-07,247.98356649343557
2022-02-08,251.62294915309744
2022-02-09,239.24752437473077
2022-02-10,246.5206490307161
2022-02-11,234.9034927113277
2022-02-14,231.41099300415382
2022-02-15,235.3699333918654
2022-02-16,236.60750737460395
2022-02-17,244.03134104238876
2022-02-18,243.15232289403292
2022-02-21,245.97366850335754
2022-02-22,249.41719552645657
2022-02-23,252.3674754308242
2022-02-24,251.12766146473462
2022-02-25,251.2197621972986
2022-02-28,242.70792942407454
2022-03-01,252.82358419878258
2022-03-02,243.88606140121146
2022-03-03,231.89326198600037
2022-03-04,231.02293895949214
2022-03-07,229.31088064632542
2022-03-08,231.65993503504475
2022-03-09,227.64516915387017
2022-03-10,226.22954057496707
2022-03-11,225.02747683355497
2022-03-14,233.3318052263193
2022-03-15,237.9404521894421
2022-03-16,231.87233707781817
2022-03-17,224.99857641420033
2022-03-18,224.09699051321837
2022-03-21,227.6444784422304
2022-03-22,231.73362797273555
2022-03-23,235.76879744306407
2022-03-24,233.51005141210342
2022-03-25,235.1848909379951
2022-03-28,233.7496357686136
2022-03-29,229.61285530281847
2022-03-30,226.53053457256598
2022-03-31,226.157065630451
2022-04-01,222.23393175617863
2022-04-04,224.09449353517627
2022-04-05,226.1330250746703
2022-04-06,227.05469335136647
2022-04-07,227.8147719031141
2022-04-08,231.04288284575918
2022-04-11,224.63138561322825
2022-04-12,223.93346876114006
2022-04-13,223.87393583891392
2022-04-14,219.62535043811067
2022-04-15,216.61499875857504
2022-04-18,212.96050214105352
2022-04-19,212.09433746694845
2022-04-20,212.95289445317226
2022-04-21,210.88769772680317
2022-04-22,207.8397947312418
2022-04-25,209.93861389389417
2022-04-26,211.07292052445467
2022-04-27,207.5119530299339
2022-04-28,207.8269632491641
2022-04-29,212.12153910391717
2022-05-02,209.34160574564024
2022-05-03,213.70308467460922
2022-05-04,219.05600170232248
2022-05-05,214.43112378526052
2022-05-06,217.7997592683417
2022-05-09,216.22993917170132
2022-05-10,220.76333604580554
2022-05-11,217.22948567403756
2022-05-12,220.31226993614007
2022-05-13,215.4025859481963
2022-05-16,216.61286446280215
2022-05-17,216.81274211422698
2022-05-18,220.19637942068252
2022-05-19,213.5457127647407
2022-05-20,211.3584833578742
2022-05-23,208.52534455119826
2022-05-24,213.26846034840378
2022-05-25,206.9341947968605
2022-05-26,202.17440542007967
2022-05-27,201.53820090917046
2022-05-30,198.76681573615966
2022-05-31,198.97749743329067
2022-06-01,198.46755055569895
2022-06-02,205.29972417288317
2022-06-03,203.134403474786
2022-06-06,210.0472190722046
2022-06-07,209.28079971766974
2022-06-08,200.45531237470502
2022-06-09,198.2790185717913
2022-06-10,199.3925415205829
2022-06-13,200.2448268772662
2022-06-14,207.92092514227343
2022-06-15,207.16882106538458
2022-06-16,211.71555170405892
2022-06-17,207.27319850125772
2022-06-20,206.28520154157093
2022-06-21,208.79106557465082
2022-06-22,210.9833483725886
2022-06-23,212.46756905474976
2022-06-24,204.7557225837733
2022-06-27,206.932027659141
2022-06-28,210.61571166655784
2022-06-29,205.8031154608906
2022-06-30,209.98345021849852
2022-07-01,214.93295999904322
2022-07-04,208.9699938682868
2022-07-05,216.56921046524647
2022-07-06,219.34682614036336
2022-07-07,212.4667778490447
2022-07-08,223.0012732252216
2022-07-11,221.56366316545476
2022-07-12,220.52874640867967
2022-07-13,228.50661660746027
2022-07-14,224.89025459038982
2022-07-15,228.2210556603672
2022-07-18,226.38521902742386
2022-07-19,232.2303602972785
2022-07-20,237.2317074491072
2022-07-21,235.73057860756535
2022-07-22,235.47084876524593
2022-07-25,230.60936008721632
2022-07-26,231.17756076473435
2022-07-27,238.09180481310258
2022-07-28,241.7167009921903
2022-07-29,240.89511527880623
2022-08-01,243.18919040245282
2022-08-02,244.70828148693482
2022-08-03,250.49407929111737
2022-08-04,256.066835447117
2022-08-05,251.13350924584614
2022-08-08,251.77507781429213
2022-08-09,251.88148056600025
2022-08-10,248.74726838935152
2022-08-11,241.65561071083144
2022-08-12,243.25040916232078
2022-08-15,245.75035220525035
2022-08-16,252.86481459303587
2022-08-17,253.37665066710449
2022-08-18,256.3407998490867
2022-08-19,257.2507163918692
2022-08-22,250.64526117217036
2022-08-23,252.54350322841836
2022-08-24,243.9049499665339
2022-08-25,244.11094497508716
2022-08-26,243.62717983231207
2022-08-29,240.1800372200243
2022-08-30,234.4718333266223
2022-08-31,229.67754921972912
2022-09-01,230.8428462784644
2022-09-02,226.29988607337975
2022-09-05,232.6532182628951
2022-09-06,240.06869770827583
2022-09-07,236.09586673883203
2022-09-08,227.99106079167268
2022-09-09,235.840949626112
2022-09-12,238.52293540496487
2022-09-13,246.1085686963877
2022-09-14,245.36602376276204
2022-09-15,247.87710699065528
2022-09-16,247.05759340197065
2022-09-19,246.98927210115613
2022-09-20,251.93065464929657
2022-09-21,246.11210385194877
2022-09-22,241.12757479440327
2022-09-23,250.6063317178587
2022-09-26,252.4364993814117
2022-09-27,256.40773773505066
2022-09-28,263.56418292556384
2022-09-29,265.582501913881
2022-09-30,265.7886188165399
2022-10-03,263.0893571335273
2022-10-04,263.0121509721388
2022-10-05,256.87117412077697
2022-10-06,254.58086016863732
2022-10-07,262.1000053941472
2022-10-10,257.5552123298728
2022-10-11,260.00230740272485
2022-10-12,263.4711235757492
2022-10-13,260.3743831117002
2022-10-14,262.9940823217622
2022-10-17,259.68396392353117
2022-10-18,255.46472282030203
2022-10-19,266.2214033086789
2022-10-20,268.194458650899
2022-10-21,268.77835192279673
2022-10-24,259.64491819336854
2022-10-25,257.69612618630657
2022-10-26,253.69584733468477
2022-10-27,250.86621335207332
2022-10-28,251.81893788777376
2022-10-31,250.63087634894254
2022-11-01,251.52919242035838
2022-11-02,243.67257038590145
2022-11-03,238.6613867363536
2022-11-04,231.42983854258264
2022-11-07,236.36342453156226
2022-11-08,234.4250061451814
2022-11-09,228.28484311787906
2022-11-10,228.03390205055368
2022-11-11,222.91410196531282
2022-11-14,223.00952085331144
2022-11-15,221.62077735195072
2022-11-16,225.30612434908673
2022-11-17,216.19890284324853
2022-11-18,214.48571200199027
2022-11-21,209.04847747061152
2022-11-22,208.9922646534102
2022-11-23,199.99827965606346
2022-11-24,198.13710269589538
2022-11-25,196.58323466395677
2022-11-28,187.2662139603287
2022-11-29,181.42304101163174
2022-11-30,181.11818272903383
2022-12-01,183.6832613379076
2022-12-02,181.27231582225474
2022-12-05,186.80235191040722
2022-12-06,188.81935189566943
2022-12-07,196.78840222139314
2022-12-08,188.81786377305508
2022-12-09,188.74388190780476
2022-12-12,187.82420632327006
2022-12-13,185.31056357112138
2022-12-14,183.72699792489558
2022-12-15,184.79217534596626
2022-12-16,187.96847099196754
2022-12-19,194.00459186692592
2022-12-20,189.22689996435673
2022-12-21,188.07827963016297
2022-12-22,187.97661277766994
2022-12-23,188.2850348935653
2022-12-26,182.17535769899578
2022-12-27,183.16995583035194
2022-12-28,182.98757311983766
2022-12-29,185.52264906410807
2022-12-30,183.63838628796518
2023-01-02,184.24247101230276
2023-01-03,185.49116462925275
2023-01-04,178.86009050266483
2023-01-05,174.4064340282862
2023-01-06,172.0360459627088
2023-01-09,171.8992749347612
2023-01-10,167.71939315399953
2023-01-11,166.98626740753744
2023-01-12,170.64959125864013
2023-01-13,169.99448831741367
2023-01-16,168.70367365455172
2023-01-17,170.62569015095858
2023-01-18,174.03086489311917
2023-01-19,177.68988431409855
2023-01-20,181.7328057228928
2023-01-23,183.43297607707743
2023-01-24,184.90487563579978
2023-01-25,185.57656980015724
2023-01-26,187.61928503843941
2023-01-27,179.6245690708505
2023-01-30,184.223486078225
2023-01-31,186.27713893397768
2023-02-01,183.83857108626017
2023-02-02,184.6850894150491
2023-02-03,188.71144083565665
2023-02-06,188.14563901666932
2023-02-07,186.40588539225882
2023-02-08,185.9533409824279
2023-02-09,186.42694937745208
2023-02-10,185.8820851009894
2023-02-13,185.85739392823547
2023-02-14,184.64728839389184
2023-02-15,181.16865926750123
2023-02-16,181.74995440068835
2023-02-17,188.1194501783478
2023-02-20,190.09571853379256
2023-02-21,194.9209470716605
2023-02-22,197.88577306398074
2023-02-23,196.6227889725725
2023-02-24,192.26191921185628
2023-02-27,195.20223496197977
2023-02-28,197.39295536669212
2023-03-01,195.30742231374637
2023-03-02,194.19379952929842
2023-03-03,199.14637459392335
2023-03-06,189.54117782272604
