Date,HUM
2020-01-01,188.4513781023918
2020-01-02,190.74892635024702
2020-01-03,189.05559844045203
2020-01-06,183.57605019087177
2020-01-07,185.26705465768478
2020-01-08,183.910680744684
2020-01-09,186.15597181482764
2020-01-10,193.79591049514715
2020-01-13,188.8310427047692
2020-01-14,186.07243651028998
2020-01-15,184.31969670916607
2020-01-16,182.63664470939375
2020-01-17,179.46405944767554
2020-01-20,182.0357854265915
2020-01-21,178.20471103014933
2020-01-22,177.4878615182961
2020-01-23,178.82693271136947
2020-01-24,176.11804669719714
2020-01-27,174.53180714345203
2020-01-28,174.3281573614904
2020-01-29,177.31944467758234
2020-01-30,175.07947802678493
2020-01-31,176.7217797624161
2020-02-03,179.2277186887063
2020-02-04,174.09611096529957
2020-02-05,176.40947439263843
2020-02-06,173.94065676458723
2020-02-07,175.22707074000144
2020-02-10,174.18406095848118
2020-02-11,171.37809347032373
2020-02-12,171.9982584501768
2020-02-13,176.2195989916209
2020-02-14,170.41130639017703
2020-02-17,170.41604035715338
2020-02-18,168.9069740518586
2020-02-19,168.05987128214653
2020-02-20,166.8931568469906
2020-02-21,165.16591816170657
2020-02-24,163.19879849984224
2020-02-25,164.54611356808456
2020-02-26,166.90477115841153
2020-02-27,165.2411521308421
2020-02-28,168.87963158499142
2020-03-02,168.83355588206012
2020-03-03,167.5454357926339
2020-03-04,168.08209341901502
2020-03-05,172.20642843656273
2020-03-06,169.75553109073905
2020-03-09,169.76714952967956
2020-03-10,172.4513348889562
2020-03-11,172.28285660165574
2020-03-12,171.6575127774932
2020-03-13,167.98422270180922
2020-03-16,167.701733305247
2020-03-17,162.24599477875378
2020-03-18,160.95046984559784
2020-03-19,160.21106867666808
2020-03-20,162.5981833409089
2020-03-23,165.2472396403154
2020-03-24,165.0843743889924
2020-03-25,165.62659728950885
2020-03-26,166.12970167481777
2020-03-27,161.14067736742365
2020-03-30,159.22428184080403
2020-03-31,153.5013709290686
2020-04-01,149.91174489576673
2020-04-02,147.80589992167432
2020-04-03,142.96664411608594
2020-04-06,145.79335187503844
2020-04-07,145.88295508163048
2020-04-08,144.73437866786142
2020-04-09,144.72877019777616
2020-04-10,144.5100583859939
2020-04-13,143.64681885604767
2020-04-14,141.71951037616262
2020-04-15,143.48262035652056
2020-04-16,140.52297266262693
2020-04-17,143.22791661737767
2020-04-20,141.4519207976354
2020-04-21,143.46498890912784
2020-04-22,142.13078402320397
2020-04-23,142.23236876500516
2020-04-24,145.8347024574569
2020-04-27,141.76778557472463
2020-04-28,140.1364899865981
2020-04-29,142.7056951893932
2020-04-30,141.90152568846455
2020-05-01,145.4010264042005
2020-05-04,146.1611831869752
2020-05-05,147.21897150330088
2020-05-06,145.61679850760493
2020-05-07,147.1194304887281
2020-05-08,146.01931617682578
2020-05-11,141.36409586914712
2020-05-12,141.23993887672896
2020-05-13,141.25192014925744
2020-05-14,137.61836663677974
2020-05-15,141.3296068796875
2020-05-18,137.33945667109953
2020-05-19,134.27160098760154
2020-05-20,135.33264677866163
2020-05-21,134.09975295772608
2020-05-22,134.20840642668742
2020-05-25,134.06003313005405
2020-05-26,136.8846222748943
2020-05-27,133.16567026308502
2020-05-28,132.73357855364728
2020-05-29,132.2204748139127
2020-06-01,133.5294850438759
2020-06-02,134.09179411792346
2020-06-03,137.14082889911836
2020-06-04,132.10272602720843
2020-06-05,132.4480041579233
2020-06-08,129.50704746849235
2020-06-09,133.94049973753732
2020-06-10,135.68161539754132
2020-06-11,135.44713048117404
2020-06-12,135.17864543877036
2020-06-15,135.63087104478035
2020-06-16,136.2080668842664
2020-06-17,138.6251615033978
2020-06-18,137.52272543994542
2020-06-19,137.471564585013
2020-06-22,138.4588106276366
2020-06-23,140.0956569074497
2020-06-24,142.71148002888307
2020-06-25,141.82762794112682
2020-06-26,139.80402273572813
2020-06-29,142.51486363560082
2020-06-30,138.735749095658
2020-07-01,137.96210245833308
2020-07-02,140.8434654287523
2020-07-03,140.92442171216715
2020-07-06,136.6028533997168
2020-07-07,133.293902360294
2020-07-08,134.1611195417894
2020-07-09,137.73928732361202
2020-07-10,138.5060584737208
2020-07-13,138.34923106977143
2020-07-14,135.42837022975317
2020-07-15,135.7778550176439
2020-07-16,133.9484529042791
2020-07-17,137.1406447875342
2020-07-20,137.3425067410432
2020-07-21,136.63223730341142
2020-07-22,132.16136482677825
2020-07-23,134.47893625030025
2020-07-24,135.2115415456361
2020-07-27,136.4299708432218
2020-07-28,139.499018505226
2020-07-29,140.24587636866244
2020-07-30,140.75924517200846
2020-07-31,142.66093146332332
2020-08-03,141.3651897923737
2020-08-04,140.43775301465723
2020-08-05,139.18713120145583
2020-08-06,138.56300099281432
2020-08-07,138.53615099969582
2020-08-10,135.34630026012508
2020-08-11,135.0346637047235
2020-08-12,134.79640679051292
2020-08-13,132.7186002244426
2020-08-14,130.50468537868915
2020-08-17,129.39991913365554
2020-08-18,127.5570063065442
2020-08-19,127.96643292603888
2020-08-20,131.57698253276916
2020-08-21,131.39983326199788
2020-08-24,133.94695163154884
2020-08-25,132.19021774525956
2020-08-26,134.90360415510966
2020-08-27,135.72662969086466
2020-08-28,136.6353160481424
2020-08-31,136.15389804996866
2020-09-01,135.30408907199526
2020-09-02,135.2762529249189
2020-09-03,133.22210093047522
2020-09-04,131.28711561400297
2020-09-07,129.73539169537972
2020-09-08,129.62044146190186
2020-09-09,132.85817622324245
2020-09-10,133.21838420494353
2020-09-11,133.86709603141358
2020-09-14,131.62334077312508
2020-09-15,130.72418546005844
2020-09-16,131.6375785885936
2020-09-17,133.09286902624078
2020-09-18,133.79490376799922
2020-09-21,135.43502948278467
2020-09-22,134.39831869222462
2020-09-23,132.85138316551362
2020-09-24,130.41768074404095
2020-09-25,130.2580274083155
2020-09-28,129.30391812762483
2020-09-29,132.01670169366488
2020-09-30,134.63667241000672
2020-10-01,134.94197268343785
2020-10-02,133.69600648343967
2020-10-05,133.46762552903
2020-10-06,131.02968685898244
2020-10-07,127.13428916344036
2020-10-08,128.49110466854452
2020-10-09,127.49832203299954
2020-10-12,124.94113985733587
2020-10-13,122.02439931141103
2020-10-14,126.09963577308412
2020-10-15,121.25155290801483
2020-10-16,123.94772924659523
2020-10-19,123.97289094656153
2020-10-20,125.03722421371937
2020-10-21,123.08727454387333
2020-10-22,126.01162199881465
2020-10-23,122.76760103209755
2020-10-26,119.1356310756365
2020-10-27,118.13589785856196
2020-10-28,117.0737767945508
2020-10-29,113.01385966264469
2020-10-30,111.31267313386138
2020-11-02,110.8039711612538
2020-11-03,112.97803884515906
2020-11-04,112.77059663840359
2020-11-05,112.90688254316125
2020-11-06,112.69966179130012
2020-11-09,112.04027675768928
2020-11-10,112.67566741111558
2020-11-11,114.46114310860108
2020-11-12,111.4874809897376
2020-11-13,111.12864864121954
2020-11-16,112.94011361976459
2020-11-17,112.71630306249233
2020-11-18,115.803180930276
2020-11-19,118.13891456095166
2020-11-20,121.59932774246207
2020-11-23,121.04810831469105
2020-11-24,121.44916232909156
2020-11-25,121.14623692180153
2020-11-26,122.49193812646268
2020-11-27,121.79480107319115
2020-11-30,123.284018983392
2020-12-01,123.7300170762351
2020-12-02,122.01198575088894
2020-12-03,120.8531075430871
2020-12-04,119.83193394176485
2020-12-07,121.41448930773565
2020-12-08,121.92333032657591
2020-12-09,120.99918108016148
2020-12-10,121.32266860377516
2020-12-11,122.25104817942919
2020-12-14,124.2268489050148
2020-12-15,122.94759079335319
2020-12-16,121.04787307154967
2020-12-17,125.73832504110378
2020-12-18,125.95891528759192
2020-12-21,125.60019064502195
2020-12-22,125.07500588093251
2020-12-23,125.88070578500316
2020-12-24,123.94456273199754
2020-12-25,125.69156282204922
2020-12-28,127.17609293168066
2020-12-29,122.88349805688414
2020-12-30,120.18451936505302
2020-12-31,116.98324005510229
2021-01-01,116.16293894147026
2021-01-04,117.78139560417303
2021-01-05,116.1700200820486
2021-01-06,115.20319630743732
2021-01-07,115.0903414172792
2021-01-08,114.37661643567806
2021-01-11,115.08549961009815
2021-01-12,113.30214693055001
2021-01-13,112.16175067582887
2021-01-14,110.4383052957194
2021-01-15,108.8313879483527
2021-01-18,109.07307276020168
2021-01-19,107.48818564390218
2021-01-20,108.37350125133298
2021-01-21,105.74863046477627
2021-01-22,105.56870607937302
2021-01-25,104.62689961901899
2021-01-26,104.09461423463517
2021-01-27,106.40652639077332
2021-01-28,105.07248365244823
2021-01-29,106.07710185214778
2021-02-01,106.43320449758114
2021-02-02,105.3068924502363
2021-02-03,103.79400426799118
2021-02-04,101.12885227908545
2021-02-05,99.54175499780199
2021-02-08,97.67127810968867
2021-02-09,99.04813503838777
2021-02-10,101.5341766536715
2021-02-11,99.38133609402675
2021-02-12,100.72059942584593
2021-02-15,102.36846154624963
2021-02-16,103.90226499771788
2021-02-17,102.20358324358834
2021-02-18,100.75768015645988
2021-02-19,101.73075812007379
2021-02-22,101.26230209459729
2021-02-23,100.4216766510861
2021-02-24,99.20010115989932
2021-02-25,99.36105825318894
2021-02-26,97.22462768327267
2021-03-01,99.33978873921467
2021-03-02,98.34311976999766
2021-03-03,98.02420029291733
2021-03-04,100.24514114421959
2021-03-05,97.53539546018932
2021-03-08,98.46100298232201
2021-03-09,101.17304020573222
2021-03-10,102.16356247826029
2021-03-11,104.19701699768756
2021-03-12,106.04674510738545
2021-03-15,103.16138851756772
2021-03-16,102.64176661994118
2021-03-17,104.97296473707922
2021-03-18,104.99982934528136
2021-03-19,104.50222119702359
2021-03-22,104.57852050895919
2021-03-23,102.0115739374239
2021-03-24,102.28260075271808
2021-03-25,101.41967090176692
2021-03-26,99.8630870054095
2021-03-29,100.74452926975579
2021-03-30,98.79667905655323
2021-03-31,98.06185331278546
2021-04-01,96.34406958961799
2021-04-02,94.02562566124197
2021-04-05,93.96121060666698
2021-04-06,91.67032857976776
2021-04-07,91.32523712430832
2021-04-08,91.54837713291363
2021-04-09,89.12890760969115
2021-04-12,92.07907079332354
2021-04-13,91.7061203280277
2021-04-14,91.19144170604855
2021-04-15,91.59309919604684
2021-04-16,90.79469222996849
2021-04-19,87.74007160708798
2021-04-20,86.99745959561153
2021-04-21,88.23189015438953
2021-04-22,88.88842190996576
2021-04-23,90.10849874490641
2021-04-26,91.15157766292428
2021-04-27,93.72093212575346
2021-04-28,92.01633517694104
2021-04-29,94.02269095349759
2021-04-30,92.75000881596847
2021-05-03,93.52278858133786
2021-05-04,93.14982164968968
2021-05-05,93.80664666785894
2021-05-06,94.91417255800182
2021-05-07,95.79721882475333
2021-05-10,96.88707672539263
2021-05-11,97.08433270053304
2021-05-12,95.85929528965457
2021-05-13,94.52299842918691
2021-05-14,91.48699899866457
2021-05-17,90.23193379021552
2021-05-18,89.737830924349
2021-05-19,90.09325840298723
2021-05-20,89.07857553595625
2021-05-21,89.47651278778852
2021-05-24,89.67899263451727
2021-05-25,88.45802794557048
2021-05-26,86.09400352798323
2021-05-27,85.50775474082246
2021-05-28,87.73866381130634
2021-05-31,89.63108142191815
2021-06-01,88.46437956821529
2021-06-02,88.39640304323868
2021-06-03,86.46215045358758
2021-06-04,89.29107276404736
2021-06-07,89.314346767554
2021-06-08,88.97668374219624
2021-06-09,90.76601016368109
2021-06-10,91.29222423720819
2021-06-11,92.10723001156661
2021-06-14,91.64108857334448
2021-06-15,89.77580129311086
2021-06-16,90.94419590296691
2021-06-17,89.79941076338878
2021-06-18,90.86198975952972
2021-06-21,91.03348952442283
2021-06-22,91.18183654625011
2021-06-23,88.89420797168218
2021-06-24,88.64567162393811
2021-06-25,88.25228952066472
2021-06-28,87.79195089645644
2021-06-29,86.17527538335978
2021-06-30,85.39876034267613
2021-07-01,86.77298042505701
2021-07-02,84.88325767657554
2021-07-05,85.2550090309435
2021-07-06,84.6180931404248
2021-07-07,84.92226194843705
2021-07-08,85.24547611025191
2021-07-09,85.98008811548749
2021-07-12,85.96338571074968
2021-07-13,85.403729847219
2021-07-14,87.16556274425886
2021-07-15,87.62622529143108
2021-07-16,86.22299866551202
2021-07-19,85.36401053007542
2021-07-20,87.0829476450092
2021-07-21,87.20208502524156
2021-07-22,87.5746159430145
2021-07-23,88.27185773257104
2021-07-26,86.18129869171666
2021-07-27,87.71890975017892
2021-07-28,88.9256737097723
2021-07-29,89.78062187702734
2021-07-30,89.40320314277349
2021-08-02,91.55774614094115
2021-08-03,91.54107572826403
2021-08-04,93.22403222889861
2021-08-05,93.4815088630657
2021-08-06,94.04248177231597
2021-08-09,94.60536633735532
2021-08-10,94.25238439054094
2021-08-11,94.21912627818513
2021-08-12,95.86596354070686
2021-08-13,96.91084012828237
2021-08-16,94.97028493751375
2021-08-17,94.13876702979924
2021-08-18,93.59530560328334
2021-08-19,92.46097626691363
2021-08-20,92.8313651199298
2021-08-23,95.93266164604313
2021-08-24,95.14225315754183
2021-08-25,96.57866834698574
2021-08-26,96.96086172249241
2021-08-27,94.1390795433824
2021-08-30,91.24949185551117
2021-08-31,88.60805048383178
2021-09-01,85.66430561654293
2021-09-02,84.59409831944919
2021-09-03,86.14201823804733
2021-09-06,87.26471076167972
2021-09-07,85.70932388278476
2021-09-08,87.33039942164206
2021-09-09,88.07663391129262
2021-09-10,85.36975278376124
2021-09-13,81.8273828727995
2021-09-14,83.65354317016588
2021-09-15,83.41278894352776
2021-09-16,82.904400018848
2021-09-17,82.69176123312533
2021-09-20,82.91565990658981
2021-09-21,85.17137400258706
2021-09-22,84.6404235754668
2021-09-23,85.62953966285653
2021-09-24,85.19324540237702
2021-09-27,86.05298179053787
2021-09-28,86.19884393050154
2021-09-29,87.82662209173857
2021-09-30,86.40866440903926
2021-10-01,83.9234247002746
2021-10-04,81.58689171843974
2021-10-05,80.42623292911927
2021-10-06,80.63337517351827
2021-10-07,78.95928406610598
2021-10-08,79.49240076893365
2021-10-11,79.58307248981995
2021-10-12,79.59803277333569
2021-10-13,80.05626148669943
2021-10-14,79.83428625843821
2021-10-15,80.03948654068314
2021-10-18,77.76508878203796
2021-10-19,76.58274411846173
2021-10-20,75.50599860611736
2021-10-21,75.11205242205088
2021-10-22,73.09771719643372
2021-10-25,72.94586080272846
2021-10-26,72.07141732969721
2021-10-27,72.63653385341097
2021-10-28,72.76868102226099
2021-10-29,72.64879685404884
2021-11-01,72.39520918538186
2021-11-02,71.6427178837
2021-11-03,69.77007168999147
2021-11-04,70.3037963863273
2021-11-05,70.80356240467923
2021-11-08,68.86405896170218
2021-11-09,68.7920140733675
2021-11-10,69.38012056777299
2021-11-11,69.19767531699623
2021-11-12,69.01357381961314
2021-11-15,69.89821074070258
2021-11-16,68.58459226864814
2021-11-17,66.81918325724968
2021-11-18,65.30675875851125
2021-11-19,65.4605290194053
2021-11-22,65.01030209879501
2021-11-23,65.15844590517604
2021-11-24,64.82831396542493
2021-11-25,64.20848226280812
2021-11-26,63.41713922177643
2021-11-29,63.16561274514311
2021-11-30,64.29171030909139
2021-12-01,65.29038272543792
2021-12-02,65.31971118480229
2021-12-03,64.81780059120399
2021-12-06,65.88635600104968
2021-12-07,66.08543692579593
2021-12-08,68.40273931259784
2021-12-09,68.67408530279634
2021-12-10,69.65951526939796
2021-12-13,68.60670791181114
2021-12-14,69.09615086675664
2021-12-15,69.63935820809307
2021-12-16,69.62363955320343
2021-12-17,68.22438691038967
2021-12-20,69.03932399261961
2021-12-21,70.36070917746477
2021-12-22,70.25851518454162
2021-12-23,69.8856813627426
2021-12-24,70.25129142667359
2021-12-27,71.55049494360387
2021-12-28,71.20870244273759
2021-12-29,72.87730647104277
2021-12-30,71.74452345939297
2021-12-31,71.95059352800263
2022-01-03,72.81923104624056
2022-01-04,73.32619293683263
2022-01-05,73.23729280945534
2022-01-06,72.5762905863286
2022-01-07,73.02078093860305
2022-01-10,71.46537013083994
2022-01-11,72.78611397921257
2022-01-12,72.52141775839137
2022-01-13,72.47210725404786
2022-01-14,73.26273912389011
2022-01-17,72.48213291980396
2022-01-18,73.11093021252711
2022-01-19,73.86433508980386
2022-01-20,73.9132201140103
2022-01-21,71.57560336789847
2022-01-24,73.01204003547748
2022-01-25,72.39563449348175
2022-01-26,73.85422878685728
2022-01-27,73.8322838291623
2022-01-28,71.04368455174053
2022-01-31,71.62604810973114
2022-02-01,70.18495365222054
2022-02-02,72.03952098767289
2022-02-03,71.97571567231464
2022-02-04,73.5100694905664
2022-02-07,71.26794088955114
2022-02-08,72.76108776569173
2022-02-09,73.03989229028161
2022-02-10,71.31444499122736
2022-02-11,72.17171272834189
2022-02-14,72.9792342661905
2022-02-15,73.8771915856616
2022-02-16,74.37800051011887
2022-02-17,77.32978472757553
2022-02-18,76.88254113651409
2022-02-21,77.12629765229714
2022-02-22,77.30925269395816
2022-02-23,78.77330973487567
2022-02-24,77.89599869342591
2022-02-25,76.71602486015794
2022-02-28,75.32503507082708
2022-03-01,75.23088466447275
2022-03-02,75.68910099202903
2022-03-03,75.43102382790741
2022-03-04,74.55325871795233
2022-03-07,74.56959084952292
2022-03-08,76.4860259493502
2022-03-09,76.88455658474214
2022-03-10,76.61611627323352
2022-03-11,75.8240174220839
2022-03-14,74.3917703789036
2022-03-15,73.87867516857855
2022-03-16,72.23395006633584
2022-03-17,72.02911627986026
2022-03-18,74.24697569800811
2022-03-21,76.90943247023426
2022-03-22,76.3371815518642
2022-03-23,76.97477037759543
2022-03-24,76.03647964569322
2022-03-25,75.79071836462612
2022-03-28,75.35267451562056
2022-03-29,77.78856023912815
2022-03-30,75.97846524773601
2022-03-31,75.77021705089294
2022-04-01,75.24500487415911
2022-04-04,75.11647594031204
2022-04-05,76.84802096238886
2022-04-06,76.12067679678967
2022-04-07,75.50973046048763
2022-04-08,74.53607138448866
2022-04-11,75.23186578866783
2022-04-12,73.34580115451395
2022-04-13,72.54266652432366
2022-04-14,73.54542724695388
2022-04-15,74.17204093465419
