Date,GIS
2020-01-01,78.48610479399075
2020-01-02,80.31821391803417
2020-01-03,79.00328575527408
2020-01-06,77.81449024668864
2020-01-07,78.25668216374802
2020-01-08,77.79058449228319
2020-01-09,80.58926665844983
2020-01-10,80.03451847814361
2020-01-13,80.04442771332383
2020-01-14,79.73099214067825
2020-01-15,82.15370523103286
2020-01-16,80.72690305425424
2020-01-17,82.06613819969635
2020-01-20,80.1509424520497
2020-01-21,80.43668262490488
2020-01-22,76.72613345445545
2020-01-23,75.61386110437097
2020-01-24,76.86811960532751
2020-01-27,74.87427884028983
2020-01-28,72.88401676536346
2020-01-29,73.3542794785235
2020-01-30,73.89850095333907
2020-01-31,76.10388908980397
2020-02-03,77.50369157624039
2020-02-04,79.6689368368298
2020-02-05,77.96132788398553
2020-02-06,79.05369876654348
2020-02-07,79.10009151355376
2020-02-10,79.67907913663824
2020-02-11,81.3976301562758
2020-02-12,80.98149112083742
2020-02-13,81.59079493523379
2020-02-14,81.83514295647393
2020-02-17,82.45127418125757
2020-02-18,89.4167828984045
2020-02-19,86.95245063673386
2020-02-20,86.10864313378745
2020-02-21,86.14190767528575
2020-02-24,86.96041819619543
2020-02-25,84.76066995097321
2020-02-26,83.96374898930615
2020-02-27,82.4222772500447
2020-02-28,82.67624047028613
2020-03-02,82.32398052254942
2020-03-03,84.83760239372921
2020-03-04,88.57751086143499
2020-03-05,85.81050738426538
2020-03-06,80.45746750905535
2020-03-09,82.64083349845805
2020-03-10,78.02751377570608
2020-03-11,77.96006070587065
2020-03-12,76.92030062216273
2020-03-13,73.10338048231182
2020-03-16,71.42064165816058
2020-03-17,69.22613951216657
2020-03-18,69.71862254787186
2020-03-19,71.29664927257114
2020-03-20,73.53203943914721
2020-03-23,72.76826660688029
2020-03-24,73.6156395958533
2020-03-25,73.21265223057154
2020-03-26,73.74490632284328
2020-03-27,73.57182666350718
2020-03-30,71.68695580255991
2020-03-31,69.83487196008836
2020-04-01,69.3248347426845
2020-04-02,70.68569857450682
2020-04-03,72.41937960052978
2020-04-06,74.72771074088574
2020-04-07,71.85235170147236
2020-04-08,72.25892202211482
2020-04-09,70.64309128134813
2020-04-10,69.88204192458133
2020-04-13,70.63143934192264
2020-04-14,68.78534191051726
2020-04-15,68.99416364280667
2020-04-16,69.3369099886492
2020-04-17,69.85311851483492
2020-04-20,68.362318537369
2020-04-21,67.1708276101072
2020-04-22,68.68428290366344
2020-04-23,70.25058758738341
2020-04-24,71.84051195507476
2020-04-27,73.3365493347198
2020-04-28,73.18053977160018
2020-04-29,74.84582476002821
2020-04-30,72.59149917821716
2020-05-01,72.0695566409044
2020-05-04,72.30907397353707
2020-05-05,73.94161549503086
2020-05-06,72.69001902119419
2020-05-07,70.79905332169012
2020-05-08,71.74252243627875
2020-05-11,70.55054945236695
2020-05-12,69.67287882203863
2020-05-13,69.34900970767434
2020-05-14,71.0108267097901
2020-05-15,72.37546630001704
2020-05-18,71.75603335683526
2020-05-19,72.71644057052949
2020-05-20,71.78890370337837
2020-05-21,69.79552552581065
2020-05-22,69.08484611950762
2020-05-25,68.59665989276277
2020-05-26,70.20129776740715
2020-05-27,67.70938696713301
2020-05-28,66.84539314550624
2020-05-29,65.38616793962004
2020-06-01,65.75182682612467
2020-06-02,66.38641374580845
2020-06-03,65.94085827666143
2020-06-04,67.64461747648198
2020-06-05,66.29774784415089
2020-06-08,66.1956029401926
2020-06-09,67.13788090991454
2020-06-10,67.8829913772932
2020-06-11,70.04066870362135
2020-06-12,68.08289071517645
2020-06-15,67.09820334681291
2020-06-16,66.56154804456278
2020-06-17,65.67774673028187
2020-06-18,67.17500417371421
2020-06-19,65.37743586417814
2020-06-22,64.4351875995622
2020-06-23,62.133210170160105
2020-06-24,63.67350993872768
2020-06-25,63.47308617244257
2020-06-26,64.39455254859263
2020-06-29,64.99585308273826
2020-06-30,66.35483267572134
2020-07-01,66.6847878939634
2020-07-02,64.8486732984375
2020-07-03,68.34330540162732
2020-07-06,68.17521246117182
2020-07-07,68.33199245500298
2020-07-08,69.00044817706267
2020-07-09,69.54127379706401
2020-07-10,66.52666172278752
2020-07-13,66.2547330623522
2020-07-14,66.00976716150937
2020-07-15,66.49588923848255
2020-07-16,65.16486653110672
2020-07-17,64.72194879818376
2020-07-20,65.81585157369774
2020-07-21,65.36560470775413
2020-07-22,65.67792740800436
2020-07-23,65.75288965716888
2020-07-24,64.26062730520007
2020-07-27,64.13056049916561
2020-07-28,65.23655425312107
2020-07-29,64.75961422307157
2020-07-30,65.88793129705897
2020-07-31,66.02522294100643
2020-08-03,65.87266330168791
2020-08-04,66.81960229014008
2020-08-05,64.40638692405375
2020-08-06,63.47986318638353
2020-08-07,64.19931037807507
2020-08-10,65.07369535183273
2020-08-11,64.6932828187184
2020-08-12,65.78940844089666
2020-08-13,65.22965148129772
2020-08-14,64.9027816543307
2020-08-17,64.21223345463196
2020-08-18,63.330030628393544
2020-08-19,63.62356594362251
2020-08-20,64.03854521412613
2020-08-21,66.0563657887619
2020-08-24,67.28300243050506
2020-08-25,68.10726551418648
2020-08-26,67.3558664020177
2020-08-27,65.26454476428273
2020-08-28,67.32416107281443
2020-08-31,65.00529696110064
2020-09-01,65.62887352805406
2020-09-02,64.90421272692957
2020-09-03,65.58440239230558
2020-09-04,62.658493732631094
2020-09-07,62.80851787763374
2020-09-08,61.56989530252912
2020-09-09,61.55743985972733
2020-09-10,62.60916266687571
2020-09-11,61.23057345199118
2020-09-14,61.21847885964457
2020-09-15,60.74405392790964
2020-09-16,60.49079670921729
2020-09-17,60.775127878131904
2020-09-18,60.882068664209534
2020-09-21,62.10888325284753
2020-09-22,61.666645546530305
2020-09-23,64.16730499106637
2020-09-24,64.18542479894403
2020-09-25,64.17350925721729
2020-09-28,63.6279766765772
2020-09-29,64.48232416990477
2020-09-30,65.9712623308784
2020-10-01,66.96117787462919
2020-10-02,66.07661020514327
2020-10-05,65.38857116414424
2020-10-06,68.07865326296024
2020-10-07,68.19398278999468
2020-10-08,69.99063368994345
2020-10-09,70.53574993090423
2020-10-12,72.4842580874469
2020-10-13,72.40127712472679
2020-10-14,73.21965914065083
2020-10-15,72.91694397087227
2020-10-16,75.34093435414502
2020-10-19,74.6769614740117
2020-10-20,74.816722441483
2020-10-21,76.08837744008608
2020-10-22,76.50581881132665
2020-10-23,75.14652222734694
2020-10-26,71.96723936845291
2020-10-27,71.6636908675531
2020-10-28,70.22518785971126
2020-10-29,68.29397547753426
2020-10-30,69.04876997134726
2020-11-02,68.88345969101337
2020-11-03,70.17282812326617
2020-11-04,69.79403222109153
2020-11-05,71.64332006041353
2020-11-06,72.55059925217644
2020-11-09,71.9785289596162
2020-11-10,70.71436566015953
2020-11-11,68.86730239486305
2020-11-12,71.02401870514474
2020-11-13,70.61890639864428
2020-11-16,70.12676761122734
2020-11-17,70.49520174402
2020-11-18,73.73224920032351
2020-11-19,75.10100530963508
2020-11-20,78.50474596527252
2020-11-23,81.48895696995594
2020-11-24,84.0846373291293
2020-11-25,82.3291333361474
2020-11-26,79.52439546085247
2020-11-27,81.738848407784
2020-11-30,79.61789490622682
2020-12-01,78.17251930605937
2020-12-02,78.11823095919053
2020-12-03,77.15007743115196
2020-12-04,77.96357486874534
2020-12-07,75.5937919531872
2020-12-08,75.73279581302776
2020-12-09,76.30790605283585
2020-12-10,76.62382744812129
2020-12-11,78.89303227007693
2020-12-14,77.20935562423742
2020-12-15,76.01797907155117
2020-12-16,78.36358476680938
2020-12-17,77.8448515969349
2020-12-18,77.49138044941999
2020-12-21,73.96297515467846
2020-12-22,74.24545905027865
2020-12-23,74.82626070040712
2020-12-24,76.39343091112062
2020-12-25,74.99190937269509
2020-12-28,75.71672818891398
2020-12-29,77.09991463282503
2020-12-30,78.25299263623302
2020-12-31,75.22898201743791
2021-01-01,74.02298460935302
2021-01-04,75.60498174996505
2021-01-05,74.24770234807809
2021-01-06,77.2054581292082
2021-01-07,74.41985014860306
2021-01-08,72.96497254936637
2021-01-11,74.51908586348125
2021-01-12,75.30695902113288
2021-01-13,75.5735212796872
2021-01-14,75.630185172399
2021-01-15,74.89443222675511
2021-01-18,75.03818133609523
2021-01-19,78.24058547465492
2021-01-20,76.09012392001574
2021-01-21,77.71094140091975
2021-01-22,76.11511221014707
2021-01-25,75.55595133555644
2021-01-26,76.79888966419544
2021-01-27,77.85216977041733
2021-01-28,75.16279938927099
2021-01-29,78.01292917115187
2021-02-01,77.78295828804073
2021-02-02,76.08644591837444
2021-02-03,77.3637098965736
2021-02-04,78.34785325061051
2021-02-05,80.0185907904325
2021-02-08,79.20844368274695
2021-02-09,79.57988210468281
2021-02-10,79.9127684994783
2021-02-11,82.4436102115969
2021-02-12,84.68382761864926
2021-02-15,85.10284691819388
2021-02-16,84.32775551915518
2021-02-17,83.19956939154392
2021-02-18,82.086234973031
2021-02-19,82.51851088449072
2021-02-22,82.39017328854928
2021-02-23,82.41767826537244
2021-02-24,83.56276601502076
2021-02-25,84.65240281222955
2021-02-26,84.28983173515027
2021-03-01,86.3893755370595
2021-03-02,87.09517136764035
2021-03-03,85.72034324152865
2021-03-04,85.09852318818673
2021-03-05,84.11882162822019
2021-03-08,85.8085989970212
2021-03-09,84.72802461133608
2021-03-10,81.3115593151002
2021-03-11,81.18792223068628
2021-03-12,80.9969581729224
2021-03-15,79.70774543825313
2021-03-16,80.73910036592603
2021-03-17,81.36483498276566
2021-03-18,82.27076258335586
2021-03-19,79.60572191526114
2021-03-22,77.51679096997131
2021-03-23,78.16961535727665
2021-03-24,78.23166017176587
2021-03-25,75.56426092573994
2021-03-26,76.30773403375171
2021-03-29,77.74139661080812
2021-03-30,79.59334464777524
2021-03-31,75.74679191589856
2021-04-01,75.08787960047228
2021-04-02,72.34654001841066
2021-04-05,71.42369172420341
2021-04-06,71.4553028603543
2021-04-07,73.81018922588392
2021-04-08,74.17379072327721
2021-04-09,75.14053303687477
2021-04-12,75.41396359842771
2021-04-13,76.3465618660279
2021-04-14,72.57670583712873
2021-04-15,74.14223481358974
2021-04-16,73.26609482035491
2021-04-19,75.24879433328228
2021-04-20,76.40005240541547
2021-04-21,74.09641151205942
2021-04-22,76.71566741137597
2021-04-23,76.42029622089676
2021-04-26,78.88171655825558
2021-04-27,77.53065769518452
2021-04-28,78.52331842951524
2021-04-29,78.02317301198133
2021-04-30,79.63165032813656
2021-05-03,79.99286682235545
2021-05-04,83.27061775758756
2021-05-05,86.87687243784073
2021-05-06,83.51824420080027
2021-05-07,79.8620592225941
2021-05-10,79.86121622267797
2021-05-11,80.50207965655505
2021-05-12,78.92091507010147
2021-05-13,78.64819647889784
2021-05-14,77.71619130876702
2021-05-17,79.46297130832012
2021-05-18,78.99627313740332
2021-05-19,77.22570593604101
2021-05-20,78.56492024352262
2021-05-21,75.47865730221326
2021-05-24,76.33783838845731
2021-05-25,76.27473743131824
2021-05-26,77.15144535107444
2021-05-27,76.79032667481177
2021-05-28,78.62076840869771
2021-05-31,80.78802102743178
2021-06-01,80.20070892180722
2021-06-02,79.25644213300524
2021-06-03,81.90721060325305
2021-06-04,80.58421714198813
2021-06-07,81.1067496493139
2021-06-08,80.65022991763152
2021-06-09,78.86708351175922
2021-06-10,79.536871867619
2021-06-11,78.4865532755221
2021-06-14,78.21979979332147
2021-06-15,77.99585253161118
2021-06-16,78.91624073278174
2021-06-17,78.26230741225308
2021-06-18,79.01233514256559
2021-06-21,78.00890410842506
2021-06-22,79.88596492729597
2021-06-23,81.34353315086015
2021-06-24,83.27659383519249
2021-06-25,82.79887408308673
2021-06-28,84.18234611641164
2021-06-29,85.72283736896699
2021-06-30,85.7465940997161
2021-07-01,85.863947661171
2021-07-02,85.43236211269263
2021-07-05,83.2749546740025
2021-07-06,85.41392723246229
2021-07-07,84.66287263091921
2021-07-08,83.92578611484807
2021-07-09,82.07250963197612
2021-07-12,83.44066154671377
2021-07-13,84.01603725209762
2021-07-14,85.65564248862017
2021-07-15,86.27284025132961
2021-07-16,85.07672326239565
2021-07-19,84.09419956064774
2021-07-20,83.48000836597626
2021-07-21,87.47124891797249
2021-07-22,88.83418364029733
2021-07-23,88.43406062340178
2021-07-26,89.90603099893643
2021-07-27,88.4619814746682
2021-07-28,88.76813971633779
2021-07-29,88.6250408286269
2021-07-30,89.14159563384032
2021-08-02,88.21754412448102
2021-08-03,90.69916494671031
2021-08-04,88.27250742690364
2021-08-05,92.17534051665686
2021-08-06,91.3367287649403
2021-08-09,92.97035534286745
2021-08-10,90.6388098367009
2021-08-11,91.43211650595197
2021-08-12,93.98822741396496
2021-08-13,92.99919826598702
2021-08-16,93.3116457786804
2021-08-17,93.3521828480868
2021-08-18,93.81484568646883
2021-08-19,95.60803839689011
2021-08-20,97.21777511758332
2021-08-23,100.36767389716803
2021-08-24,98.52953004788404
2021-08-25,100.09061563704884
2021-08-26,101.06603993210814
2021-08-27,100.67122873743452
2021-08-30,101.42261474945128
2021-08-31,101.6086918606051
2021-09-01,102.04762815962093
2021-09-02,102.3551858466857
2021-09-03,105.23942891051574
2021-09-06,109.24542022975169
2021-09-07,105.75715978377967
2021-09-08,107.75143545160351
2021-09-09,106.68629018690535
2021-09-10,107.77306422873369
2021-09-13,105.11049818978954
2021-09-14,106.91413420278212
2021-09-15,106.84463287043604
2021-09-16,107.87845233134985
2021-09-17,112.2679072483393
2021-09-20,117.99818794558917
2021-09-21,115.25323044208649
2021-09-22,118.23232441957526
2021-09-23,117.49447031521272
2021-09-24,115.31205104306596
2021-09-27,115.53698078231757
2021-09-28,119.07500954358025
2021-09-29,122.24567882360478
2021-09-30,122.3320000654324
2021-10-01,121.76537087623804
2021-10-04,119.6898901974562
2021-10-05,116.8225546997557
2021-10-06,119.2768387538609
2021-10-07,122.8541521473629
2021-10-08,121.68735624842522
2021-10-11,120.09483478548763
2021-10-12,119.9662748947504
2021-10-13,119.405597064314
2021-10-14,119.63687536144681
2021-10-15,121.1312624293569
2021-10-18,119.89640693186409
2021-10-19,119.49401158827855
2021-10-20,123.41760719267185
2021-10-21,123.69106143204189
2021-10-22,123.20046088347327
2021-10-25,122.39798679505165
2021-10-26,122.50584923300472
2021-10-27,121.05775589079084
2021-10-28,120.22052835216452
2021-10-29,123.94962928309482
2021-11-01,121.95977464793857
2021-11-02,124.44996666248215
2021-11-03,123.00700674449716
2021-11-04,120.83093608139382
2021-11-05,123.20218191625509
2021-11-08,122.23224315356642
2021-11-09,126.73099227713456
2021-11-10,127.49292455672428
2021-11-11,127.28435026394031
2021-11-12,129.28966761884737
2021-11-15,129.56689753314976
2021-11-16,125.59934727674354
2021-11-17,123.6372358046018
2021-11-18,126.62433946077932
2021-11-19,126.72763550226098
2021-11-22,124.3473840016525
2021-11-23,121.51744945872356
2021-11-24,118.95643563492577
2021-11-25,117.46410000392386
2021-11-26,117.64731093053393
2021-11-29,119.58837230685073
2021-11-30,120.33542084317128
2021-12-01,120.54976837313288
2021-12-02,115.89466833019206
2021-12-03,112.45930060774648
2021-12-06,114.40341666997702
2021-12-07,116.27118933813976
2021-12-08,114.73558810115729
2021-12-09,110.38802774208871
2021-12-10,109.23900346434938
2021-12-13,106.98490071009509
2021-12-14,100.33048275486193
2021-12-15,99.76550126190776
2021-12-16,99.49894266495416
2021-12-17,98.05277189134219
2021-12-20,99.81061566797234
2021-12-21,97.09515042728245
2021-12-22,96.06267891393588
2021-12-23,95.03254702619758
2021-12-24,97.35590149651624
2021-12-27,99.42692503812064
2021-12-28,99.7557388551764
2021-12-29,98.24680557759048
2021-12-30,98.95812028943327
2021-12-31,100.36861341882667
2022-01-03,102.34671182668842
2022-01-04,103.31214695315359
2022-01-05,102.09878295923455
2022-01-06,100.21362089858388
2022-01-07,99.62435144042053
2022-01-10,97.73897706245052
2022-01-11,100.33978411327733
2022-01-12,100.60208813989497
2022-01-13,96.44870392013601
2022-01-14,98.02124820116751
2022-01-17,99.10672669698774
2022-01-18,100.91373781240803
2022-01-19,101.38538394692243
2022-01-20,102.45741125691255
2022-01-21,105.88217938781128
2022-01-24,109.30826682953074
2022-01-25,109.93764278486525
2022-01-26,111.59090795145988
2022-01-27,112.6237784835722
2022-01-28,109.59952036104022
2022-01-31,108.28402342306768
2022-02-01,109.07742710352579
2022-02-02,112.03576530567278
2022-02-03,113.60196480310825
2022-02-04,116.89374996415341
2022-02-07,114.62445820081241
2022-02-08,116.01415437789491
2022-02-09,113.50178623060913
2022-02-10,113.93580678883909
2022-02-11,118.92263161450309
2022-02-14,115.12244478512282
2022-02-15,116.54575572082413
2022-02-16,118.07749922510264
2022-02-17,118.80074478913248
2022-02-18,113.77582020242747
2022-02-21,113.47197722646244
2022-02-22,117.52171097270721
2022-02-23,117.55868395873105
2022-02-24,118.7101542155661
2022-02-25,115.98118166355113
2022-02-28,117.42039208531737
2022-03-01,113.96174898645342
2022-03-02,112.58684918722975
2022-03-03,111.01467830404256
2022-03-04,109.99296258056273
2022-03-07,111.24020630221027
2022-03-08,111.6952249102093
2022-03-09,111.7437098404392
2022-03-10,114.63399647235799
2022-03-11,114.2586190813219
2022-03-14,111.14791939930824
2022-03-15,110.79937724106645
2022-03-16,110.49070844055616
2022-03-17,111.17046869205507
2022-03-18,108.28314504328131
2022-03-21,109.76806903953074
2022-03-22,108.53796597634192
2022-03-23,108.91934017469524
2022-03-24,108.30476922755403
2022-03-25,111.52414220263702
2022-03-28,106.36486924525336
2022-03-29,106.65932355446373
2022-03-30,109.18540199666873
2022-03-31,109.43399244774255
2022-04-01,109.58152085283602
2022-04-04,106.73142429788531
2022-04-05,108.32139624327054
2022-04-06,106.71683255705504
2022-04-07,108.94979729436571
2022-04-08,110.35032576420302
2022-04-11,107.76404672561853
2022-04-12,108.7092293898985
2022-04-13,110.25828499861802
2022-04-14,110.32172925349138
2022-04-15,114.52437588013511
2022-04-18,113.66961518455442
2022-04-19,111.99264662108473
2022-04-20,115.50479329905285
2022-04-21,113.05088421766293
2022-04-22,110.97730850346338
2022-04-25,111.05748929860455
2022-04-26,114.67319605468568
2022-04-27,118.13032144924729
2022-04-28,117.42990127385426
2022-04-29,118.26257488088049
2022-05-02,119.11533517908846
2022-05-03,118.27487662543223
2022-05-04,121.7045859984458
2022-05-05,119.57976368937884
2022-05-06,120.95751330396214
2022-05-09,120.3773745265764
2022-05-10,121.0837674456061
2022-05-11,122.37386626999948
2022-05-12,116.31552178792161
2022-05-13,110.36836936253336
2022-05-16,112.32709144778363
2022-05-17,116.20625068690323
2022-05-18,112.54230268793906
2022-05-19,110.48003151063952
2022-05-20,108.70219632276874
2022-05-23,109.82395948740071
2022-05-24,109.73885385708019
2022-05-25,109.0997521860855
2022-05-26,108.91917009112031
2022-05-27,107.96731864645875
2022-05-30,107.66547936956047
2022-05-31,109.130204582081
