Date,ASML
2020-01-01,463.9356039330945
2020-01-02,461.61599099122054
2020-01-03,455.995113374377
2020-01-06,473.91702290810866
2020-01-07,467.28315427073045
2020-01-08,469.8554126772848
2020-01-09,473.91226727890285
2020-01-10,459.53409377342587
2020-01-13,449.68362643040956
2020-01-14,452.75755982958543
2020-01-15,456.09445663932956
2020-01-16,476.20677315328436
2020-01-17,502.707799932587
2020-01-20,490.4984647264004
2020-01-21,459.71933767763034
2020-01-22,441.5462526084119
2020-01-23,458.0529072332071
2020-01-24,449.97234426911655
2020-01-27,465.54865180874356
2020-01-28,471.0704932790092
2020-01-29,468.9923805889618
2020-01-30,469.86616100897635
2020-01-31,438.66655077166695
2020-02-03,450.79838787762776
2020-02-04,464.749560894079
2020-02-05,451.43438953982593
2020-02-06,450.33650984061006
2020-02-07,441.17138653390214
2020-02-10,457.59623216235315
2020-02-11,469.1946334854678
2020-02-12,453.3519149575418
2020-02-13,460.26393405775883
2020-02-14,466.4263407553798
2020-02-17,449.8254656938357
2020-02-18,454.7826714212814
2020-02-19,454.344999797299
2020-02-20,463.2345516468964
2020-02-21,459.91322588046506
2020-02-24,463.69928650572706
2020-02-25,481.51403241276597
2020-02-26,478.91591253661824
2020-02-27,471.1542688228899
2020-02-28,491.17737533929
2020-03-02,474.4930540703903
2020-03-03,463.84648048317
2020-03-04,455.0295969769074
2020-03-05,449.61079830003246
2020-03-06,435.5024196514972
2020-03-09,417.7787749928075
2020-03-10,421.86085400603406
2020-03-11,404.7559601687213
2020-03-12,401.0836809013176
2020-03-13,381.0805729761611
2020-03-16,394.85503983320166
2020-03-17,389.7957908735027
2020-03-18,376.7267869458747
2020-03-19,391.88283886193494
2020-03-20,404.4404415392164
2020-03-23,393.0517917912712
2020-03-24,384.0036992289779
2020-03-25,382.56558692756414
2020-03-26,367.1163323542701
2020-03-27,379.63402436371183
2020-03-30,379.64973318274656
2020-03-31,372.58170769180884
2020-04-01,392.05583584701407
2020-04-02,389.234045240838
2020-04-03,382.6983440181192
2020-04-06,387.2555036213781
2020-04-07,385.6715230561991
2020-04-08,402.0380684463274
2020-04-09,406.53764095753854
2020-04-10,414.8167011368709
2020-04-13,425.6811870115248
2020-04-14,428.3737807639322
2020-04-15,429.3695377731371
2020-04-16,432.50628484289393
2020-04-17,448.4469575558363
2020-04-20,447.1150158209179
2020-04-21,455.8992982396279
2020-04-22,465.2343519590393
2020-04-23,467.64643121530446
2020-04-24,461.8088726135548
2020-04-27,455.800100895721
2020-04-28,452.1437102512106
2020-04-29,474.3498447371851
2020-04-30,466.0842808662983
2020-05-01,441.24343833698146
2020-05-04,436.45505356487115
2020-05-05,437.49003579513754
2020-05-06,414.77056116001063
2020-05-07,411.5867482289567
2020-05-08,421.7386123963434
2020-05-11,406.71089596088456
2020-05-12,409.72938687384305
2020-05-13,425.3330892924215
2020-05-14,439.3890230771263
2020-05-15,428.40045589718585
2020-05-18,438.44914023601973
2020-05-19,430.89182952936295
2020-05-20,433.15482619877554
2020-05-21,428.4739458412105
2020-05-22,433.4996662931794
2020-05-25,432.18027301056213
2020-05-26,434.7997561821109
2020-05-27,433.35951687976063
2020-05-28,436.54960947608953
2020-05-29,421.7230706383371
2020-06-01,430.6870497640892
2020-06-02,439.99989327147233
2020-06-03,437.7818937125304
2020-06-04,429.2848575801601
2020-06-05,407.7300797642652
2020-06-08,397.79797537963526
2020-06-09,402.0619805207215
2020-06-10,396.9407111598764
2020-06-11,378.87103357363924
2020-06-12,385.6274880116587
2020-06-15,386.04865896816614
2020-06-16,372.34922477150803
2020-06-17,389.98005720011713
2020-06-18,400.82960136644385
2020-06-19,415.50068117773435
2020-06-22,408.0050267282043
2020-06-23,415.24577319599683
2020-06-24,430.3422776787942
2020-06-25,420.6033965898414
2020-06-26,421.2727066545629
2020-06-29,430.2591432230304
2020-06-30,432.8494937363166
2020-07-01,447.9299492302537
2020-07-02,442.4181392830824
2020-07-03,443.2089279362485
2020-07-06,443.06973610344045
2020-07-07,447.5328119113582
2020-07-08,464.3603918016217
2020-07-09,466.38465568678856
2020-07-10,452.73370692299244
2020-07-13,447.91675555210014
2020-07-14,461.62131705107873
2020-07-15,476.6963436697999
2020-07-16,450.61506855461727
2020-07-17,458.7687752949615
2020-07-20,486.3215122850996
2020-07-21,491.45080449687055
2020-07-22,490.7615906287651
2020-07-23,487.22701130725346
2020-07-24,481.7474142065038
2020-07-27,486.6157290272483
2020-07-28,475.5045947057752
2020-07-29,460.84013926204864
2020-07-30,457.9861344952369
2020-07-31,445.68600089707223
2020-08-03,440.3501828740282
2020-08-04,429.006072490985
2020-08-05,426.63549285502256
2020-08-06,407.8446603581914
2020-08-07,394.0912093490293
2020-08-10,405.2873654860922
2020-08-11,401.7531400147893
2020-08-12,410.23345227261836
2020-08-13,422.2167728282658
2020-08-14,430.99874207531036
2020-08-17,428.4751052452189
2020-08-18,431.7657160043373
2020-08-19,429.1207616335744
2020-08-20,426.1962367910157
2020-08-21,436.3484831687498
2020-08-24,412.2984556378321
2020-08-25,427.3152445565849
2020-08-26,437.08424248242915
2020-08-27,425.1295909260003
2020-08-28,415.1225826724078
2020-08-31,411.30618345423176
2020-09-01,408.26326995492724
2020-09-02,409.13032909781396
2020-09-03,406.37127325475524
2020-09-04,411.09470809918605
2020-09-07,429.97792067027456
2020-09-08,426.4334285925268
2020-09-09,419.450484955803
2020-09-10,418.81191665528706
2020-09-11,418.86375299711705
2020-09-14,425.6852919292204
2020-09-15,423.7519778844764
2020-09-16,407.6102975508933
2020-09-17,404.7679430317117
2020-09-18,400.805151581578
2020-09-21,411.45780361021843
2020-09-22,402.59178526416383
2020-09-23,401.56050154592793
2020-09-24,399.1330130060702
2020-09-25,412.3324806433282
2020-09-28,417.2761551274812
2020-09-29,424.3989910456872
2020-09-30,430.6994114630605
2020-10-01,436.0576225349589
2020-10-02,430.12345803840356
2020-10-05,432.52273590152345
2020-10-06,418.76730191095186
2020-10-07,406.96521193378527
2020-10-08,412.4859571999997
2020-10-09,413.9867444231279
2020-10-12,411.84265716661974
2020-10-13,406.5474601408422
2020-10-14,402.0436444430399
2020-10-15,384.51665183403605
2020-10-16,388.73011103379395
2020-10-19,383.1229417010129
2020-10-20,377.7848265650843
2020-10-21,381.81216559340044
2020-10-22,380.2688690362888
2020-10-23,381.1145674547346
2020-10-26,370.9399445898736
2020-10-27,364.45415221406125
2020-10-28,360.6560389441245
2020-10-29,363.75579248462435
2020-10-30,364.5498814444205
2020-11-02,355.64020281161993
2020-11-03,361.5011389196888
2020-11-04,370.8080690003328
2020-11-05,379.0887834609684
2020-11-06,378.3273991319307
2020-11-09,402.6092197074489
2020-11-10,390.98135562463267
2020-11-11,385.6421314616361
2020-11-12,385.71201674869604
2020-11-13,373.7208334341895
2020-11-16,384.0555535189291
2020-11-17,390.2947973945786
2020-11-18,383.09981402085765
2020-11-19,380.0229943679648
2020-11-20,372.4472980695511
2020-11-23,372.91991147980315
2020-11-24,370.2009909140628
2020-11-25,359.31030876817226
2020-11-26,369.2550770579753
2020-11-27,359.4264396276173
2020-11-30,353.89107572871654
2020-12-01,355.758904792551
2020-12-02,362.1346694424826
2020-12-03,354.05816708999816
2020-12-04,336.93982922844236
2020-12-07,339.51531276653634
2020-12-08,348.10050411434315
2020-12-09,348.3016396759986
2020-12-10,339.54518856985896
2020-12-11,324.2630158043852
2020-12-14,319.04989264361905
2020-12-15,310.35137440210593
2020-12-16,309.0415156394821
2020-12-17,306.7298048210521
2020-12-18,307.74834149571603
2020-12-21,310.7186455520973
2020-12-22,320.6197176218866
2020-12-23,313.08498868542574
2020-12-24,322.79285009397245
2020-12-25,321.7066975173465
2020-12-28,309.9919802985248
2020-12-29,305.642909915798
2020-12-30,308.94605101116434
2020-12-31,310.88156883583355
2021-01-01,330.7644751439391
2021-01-04,323.4281651598513
2021-01-05,313.37493799720465
2021-01-06,316.69192983039125
2021-01-07,309.85011761332896
2021-01-08,299.7336859116765
2021-01-11,306.69009068136995
2021-01-12,304.7310484260739
2021-01-13,297.9311137625319
2021-01-14,297.24475178483283
2021-01-15,281.45355258240704
2021-01-18,291.02247082722397
2021-01-19,277.43221576346656
2021-01-20,274.4163959360271
2021-01-21,282.06470423616696
2021-01-22,288.0188440403358
2021-01-25,287.8148010995415
2021-01-26,286.2939391549634
2021-01-27,283.3531357314553
2021-01-28,304.41147713048474
2021-01-29,298.4098374124186
2021-02-01,303.0295508154771
2021-02-02,304.5651332875419
2021-02-03,293.1882916069988
2021-02-04,294.660820344432
2021-02-05,305.43736213724645
2021-02-08,292.0870156256813
2021-02-09,295.07770370160034
2021-02-10,288.10770336885696
2021-02-11,279.1891517151925
2021-02-12,288.7840982992979
2021-02-15,289.1808519338095
2021-02-16,271.3068780369674
2021-02-17,272.32599093420174
2021-02-18,266.46519671846585
2021-02-19,266.0316672844932
2021-02-22,268.4826248138959
2021-02-23,266.30200405841504
2021-02-24,267.7448064020533
2021-02-25,267.8972009889526
2021-02-26,258.09173284862186
2021-03-01,265.99065113522295
2021-03-02,264.4201075454747
2021-03-03,259.4868777972703
2021-03-04,254.978327203245
2021-03-05,248.61608064487154
2021-03-08,246.5613068187273
2021-03-09,240.33010479857577
2021-03-10,242.6042303590503
2021-03-11,235.81266590517504
2021-03-12,228.26744661360982
2021-03-15,211.84705548951797
2021-03-16,207.26682085271554
2021-03-17,210.71824646290614
2021-03-18,215.5380423361445
2021-03-19,210.94365608109405
2021-03-22,217.722221491766
2021-03-23,219.7163222870193
2021-03-24,212.8595013470605
2021-03-25,208.4454260186288
2021-03-26,211.20339695078118
2021-03-29,210.95088112635895
2021-03-30,205.94507814744844
2021-03-31,202.95607183001442
2021-04-01,208.27964155108452
2021-04-02,204.2829012058389
2021-04-05,194.24472086091947
2021-04-06,196.25721162959744
2021-04-07,195.12156222023188
2021-04-08,195.4317169883664
2021-04-09,191.73005743570798
2021-04-12,184.60549563855463
2021-04-13,181.43083078529028
2021-04-14,179.2796304951199
2021-04-15,169.9651204273733
2021-04-16,166.42868772959744
2021-04-19,154.8674106998776
2021-04-20,151.62646488891102
2021-04-21,152.6997082490491
2021-04-22,150.4134648698007
2021-04-23,145.43844531110213
2021-04-26,149.70871241293196
2021-04-27,150.32918942196068
2021-04-28,150.82322905376162
2021-04-29,150.45104100120966
2021-04-30,145.0272232922841
2021-05-03,146.866163067469
2021-05-04,147.83357428914994
2021-05-05,149.75872529710506
2021-05-06,140.9793518139005
2021-05-07,140.4518980126901
2021-05-10,141.4851458100844
2021-05-11,141.09507600333234
2021-05-12,141.71441456752564
2021-05-13,149.8859485823196
2021-05-14,149.15530067994285
2021-05-17,155.71448197309948
2021-05-18,155.71549697656127
2021-05-19,151.2024748102621
2021-05-20,150.25768905484117
2021-05-21,152.40436062856
2021-05-24,155.2058711547834
2021-05-25,159.33952612342398
2021-05-26,160.83379831153493
2021-05-27,156.41912515072318
2021-05-28,158.0740842788135
2021-05-31,159.95040715975838
2021-06-01,157.13275395224025
2021-06-02,155.1274227417605
2021-06-03,151.3589978857528
2021-06-04,150.56837348445177
2021-06-07,149.94286214343765
2021-06-08,150.70593485257808
2021-06-09,149.5908220686832
2021-06-10,148.00540884587537
2021-06-11,146.50721041920013
2021-06-14,143.48621888819403
2021-06-15,135.72635540624245
2021-06-16,136.2093457850822
2021-06-17,141.84314053217904
2021-06-18,145.70525435455485
2021-06-21,153.05236230678085
2021-06-22,156.8941045376822
2021-06-23,156.11903429298664
2021-06-24,152.4834543883069
2021-06-25,152.58831273782963
2021-06-28,149.44591881388868
2021-06-29,141.9239756656537
