Date,KMB
2020-01-01,313.30945052026493
2020-01-02,313.46207023602295
2020-01-03,316.1134238786285
2020-01-06,310.76013710518424
2020-01-07,308.47475293297055
2020-01-08,314.0276435300851
2020-01-09,312.2537679136729
2020-01-10,323.7017656628425
2020-01-13,325.13664630721007
2020-01-14,313.9112388275874
2020-01-15,315.898537558867
2020-01-16,307.51728517669784
2020-01-17,305.26450039421655
2020-01-20,306.03022850253427
2020-01-21,310.91110091874367
2020-01-22,311.54885661692265
2020-01-23,317.42883943626794
2020-01-24,323.235838353134
2020-01-27,327.90429927322083
2020-01-28,325.4842304860111
2020-01-29,331.8952539907467
2020-01-30,331.8372974817872
2020-01-31,341.0305181480536
2020-02-03,340.7278237445249
2020-02-04,350.443429329923
2020-02-05,353.54040721782917
2020-02-06,353.66308954355225
2020-02-07,353.8243617373002
2020-02-10,353.8076607945053
2020-02-11,366.4377433773654
2020-02-12,367.7838197617182
2020-02-13,371.9567299283661
2020-02-14,367.1142985291682
2020-02-17,363.24814608181214
2020-02-18,365.5653472273694
2020-02-19,365.6396371577907
2020-02-20,376.72336842221574
2020-02-21,376.8230724282442
2020-02-24,381.0956765976648
2020-02-25,387.22032464311985
2020-02-26,380.13515422368084
2020-02-27,384.3663857741832
2020-02-28,384.93917983352014
2020-03-02,387.3790640109721
2020-03-03,399.64120290339645
2020-03-04,401.50569875203075
2020-03-05,406.59568892762815
2020-03-06,398.752448559043
2020-03-09,402.72518841231994
2020-03-10,403.0561145207639
2020-03-11,417.4622221911631
2020-03-12,418.96638018090084
2020-03-13,410.345165061904
2020-03-16,409.5271910678047
2020-03-17,411.27161683596734
2020-03-18,399.3414714393645
2020-03-19,402.2769828894174
2020-03-20,400.9054854478944
2020-03-23,415.5774061839822
2020-03-24,413.1051373078005
2020-03-25,410.9758165701755
2020-03-26,408.0628630629963
2020-03-27,397.44701764964594
2020-03-30,401.2184089019713
2020-03-31,391.4154549861552
2020-04-01,385.2948158629515
2020-04-02,386.23129335022594
2020-04-03,384.2383710000882
2020-04-06,384.4620975429756
2020-04-07,395.0331731466322
2020-04-08,390.21589616632934
2020-04-09,375.3993249266102
2020-04-10,381.67097328958516
2020-04-13,379.16583639413665
2020-04-14,371.00065659839305
2020-04-15,372.14806759909254
2020-04-16,374.3288860374713
2020-04-17,371.97298487445295
2020-04-20,370.12343454567537
2020-04-21,369.8655639519897
2020-04-22,362.5966639413285
2020-04-23,373.00679742437705
2020-04-24,371.62405006460085
2020-04-27,382.1848053095935
2020-04-28,388.60793607817925
2020-04-29,388.6100934753559
2020-04-30,387.8405570550094
2020-05-01,383.7048723047345
2020-05-04,369.901549977068
2020-05-05,375.85755367462707
2020-05-06,389.9160206739741
2020-05-07,386.4002514713022
2020-05-08,387.1727919661569
2020-05-11,384.23727725587196
2020-05-12,377.8948830975364
2020-05-13,384.707839943881
2020-05-14,372.1277388002195
2020-05-15,373.1519796220779
2020-05-18,369.8095363596312
2020-05-19,372.12419351034265
2020-05-20,359.7152109492275
2020-05-21,351.963773477895
2020-05-22,351.28760116401
2020-05-25,352.5943328949613
2020-05-26,353.3063554259771
2020-05-27,349.65455132737026
2020-05-28,343.4594065968701
2020-05-29,346.47656019282044
2020-06-01,347.8794348329313
2020-06-02,347.6026026351623
2020-06-03,339.1481403568338
2020-06-04,341.1174853049101
2020-06-05,354.1765347483835
2020-06-08,337.4065264777783
2020-06-09,327.5332402310448
2020-06-10,334.52592793207424
2020-06-11,330.832489120449
2020-06-12,320.49203121938945
2020-06-15,323.9480485177425
2020-06-16,317.20986937352717
2020-06-17,317.3029053261877
2020-06-18,317.6732093878895
2020-06-19,322.1494032719419
2020-06-22,338.46070060061487
2020-06-23,343.19420221112483
2020-06-24,347.85796306465335
2020-06-25,346.77699520129426
2020-06-26,350.67407199525735
2020-06-29,355.41401943545253
2020-06-30,360.5621430776911
2020-07-01,356.0309439617015
2020-07-02,363.9898199946769
2020-07-03,370.7323154238643
2020-07-06,358.2892858788738
2020-07-07,357.03669508642696
2020-07-08,364.20304592401055
2020-07-09,361.289299947219
2020-07-10,345.07087972034174
2020-07-13,352.0291010343192
2020-07-14,350.1357030177675
2020-07-15,352.24397165713873
2020-07-16,351.3309509921871
2020-07-17,351.24225752486205
2020-07-20,353.6511990033845
2020-07-21,355.89373552600654
2020-07-22,351.14792137394545
2020-07-23,369.23585384664875
2020-07-24,358.15335386217765
2020-07-27,356.87752909592797
2020-07-28,358.3998709799572
2020-07-29,360.0489354605883
2020-07-30,349.18928516327514
2020-07-31,349.0170558517397
2020-08-03,342.11737422941167
2020-08-04,338.526766317165
2020-08-05,334.59361403104975
2020-08-06,334.53729441935025
2020-08-07,333.7811558967107
2020-08-10,342.58588669807745
2020-08-11,340.88832389273864
2020-08-12,348.00849023441754
2020-08-13,342.6859768298805
2020-08-14,333.0792557240058
2020-08-17,325.53296113821517
2020-08-18,325.580139170748
2020-08-19,329.34012971358186
2020-08-20,330.07767278743114
2020-08-21,330.1042200802181
2020-08-24,337.15807476108864
2020-08-25,330.94349783534386
2020-08-26,330.14420447100264
2020-08-27,330.16678658258616
2020-08-28,341.8794432071881
2020-08-31,324.6929009733177
2020-09-01,324.6322829571701
2020-09-02,322.73221218489493
2020-09-03,325.9706115099936
2020-09-04,322.8625925476332
2020-09-07,309.13851672607143
2020-09-08,304.154326245639
2020-09-09,306.3897082455147
2020-09-10,304.0235148970109
2020-09-11,290.11845740419864
2020-09-14,275.9414580771376
2020-09-15,278.0171555016318
2020-09-16,272.21598043109447
2020-09-17,270.7299063532678
2020-09-18,280.03326216519906
2020-09-21,279.69711901959147
2020-09-22,275.0732027336305
2020-09-23,274.6294467616049
2020-09-24,278.5678807086328
2020-09-25,278.1078370605625
2020-09-28,273.2726120457463
2020-09-29,265.8442337700686
2020-09-30,261.0401589289062
2020-10-01,266.83700353205353
2020-10-02,265.2117129330786
2020-10-05,264.207675055566
2020-10-06,272.3782536088013
2020-10-07,268.4691532557176
2020-10-08,269.7917637832581
2020-10-09,266.2089333853455
2020-10-12,263.74743255351564
2020-10-13,261.8244968914955
2020-10-14,262.09080921528243
2020-10-15,260.5310784467409
2020-10-16,263.90619361055036
2020-10-19,255.50798536675012
2020-10-20,251.08984428783722
2020-10-21,246.68810463882434
2020-10-22,241.85007106478344
2020-10-23,240.10757920579522
2020-10-26,241.3179273577641
2020-10-27,248.61653321895218
2020-10-28,242.5369620342496
2020-10-29,243.0162355869825
2020-10-30,244.53568898983696
2020-11-02,247.448901760348
2020-11-03,252.52499342901498
2020-11-04,251.66966433186792
2020-11-05,253.26758413027042
2020-11-06,246.20670181462404
2020-11-09,243.26456084135322
2020-11-10,245.30687369350642
2020-11-11,239.518251623283
2020-11-12,232.3331274833535
2020-11-13,229.36959084419763
2020-11-16,232.0577787540983
2020-11-17,235.96231044615482
2020-11-18,239.59180186455558
2020-11-19,239.81242990969062
2020-11-20,244.781590148581
2020-11-23,248.24661808338908
2020-11-24,255.39199259304635
2020-11-25,261.4283993096103
2020-11-26,260.6468467738391
2020-11-27,267.7967475938236
2020-11-30,268.0316518446851
2020-12-01,263.68285700223163
2020-12-02,274.1367479942365
2020-12-03,265.3143375308252
2020-12-04,258.1336211753687
2020-12-07,256.1041997018208
2020-12-08,262.7672600912004
2020-12-09,257.45274785034974
2020-12-10,259.8527819342019
2020-12-11,257.4450107105159
2020-12-14,256.6455662372647
2020-12-15,254.70887178281075
2020-12-16,263.32660727832985
2020-12-17,261.7363540013393
2020-12-18,262.84860705522476
2020-12-21,263.33584606363684
2020-12-22,257.59129315017105
2020-12-23,255.43039657729773
2020-12-24,256.67497789018444
2020-12-25,261.644559541139
2020-12-28,255.70782480391037
2020-12-29,256.7475900545811
2020-12-30,258.419207038049
2020-12-31,255.21792946844522
2021-01-01,259.2327512207949
2021-01-04,261.32288723500875
2021-01-05,265.5507495415951
2021-01-06,269.1207132065517
2021-01-07,272.22659219969347
2021-01-08,269.5002187496977
2021-01-11,273.64021270549017
2021-01-12,264.35592399641956
2021-01-13,260.4998330356288
2021-01-14,259.38745597881706
2021-01-15,254.23085027787943
2021-01-18,255.01566733643446
2021-01-19,254.2096299025855
2021-01-20,257.99698686884125
2021-01-21,257.9838670903082
2021-01-22,253.78340118243932
2021-01-25,249.18779319747648
2021-01-26,245.76832465963997
2021-01-27,248.40718357554928
2021-01-28,253.06786023074363
2021-01-29,254.1499108599532
2021-02-01,248.74392462643138
2021-02-02,245.0327914235704
2021-02-03,250.37982326194813
2021-02-04,251.81557426808757
2021-02-05,256.0161102633293
2021-02-08,261.15516159671336
2021-02-09,265.27281845743767
2021-02-10,257.0021076331419
2021-02-11,260.29702370774777
2021-02-12,264.8698371024087
2021-02-15,271.32465317658557
2021-02-16,270.4909682933122
2021-02-17,268.9774371546045
2021-02-18,263.8008566800073
2021-02-19,268.6342916030351
2021-02-22,271.1277730292815
2021-02-23,273.46792863380625
2021-02-24,263.985690115148
2021-02-25,261.61067094947185
2021-02-26,271.24800027016977
2021-03-01,266.0473016132567
2021-03-02,262.9965560904766
2021-03-03,254.55867418547786
2021-03-04,257.27289711450834
2021-03-05,258.535129011263
2021-03-08,256.2203203893687
2021-03-09,255.47886505150188
2021-03-10,256.78683268017346
2021-03-11,261.7651995444854
2021-03-12,265.0526623903442
2021-03-15,258.1566778202582
2021-03-16,255.51416942109464
2021-03-17,254.74436419440082
2021-03-18,255.85242995502455
2021-03-19,245.88204874905213
2021-03-22,243.28522771387836
2021-03-23,235.29859823738883
2021-03-24,237.74682712486978
2021-03-25,231.9508669786307
2021-03-26,230.75593014768737
2021-03-29,236.01209844998775
2021-03-30,239.92701599248787
2021-03-31,238.27808866982338
2021-04-01,238.51273019230115
2021-04-02,240.57712586975626
2021-04-05,243.284220102844
2021-04-06,248.09052280091964
2021-04-07,246.0257504812478
2021-04-08,247.5900751993323
2021-04-09,254.20514340541416
2021-04-12,258.77777387325557
2021-04-13,260.5560953163421
2021-04-14,260.2054485993155
2021-04-15,255.52502938582418
2021-04-16,254.2039559266472
2021-04-19,257.35416386993603
2021-04-20,254.2561922736977
2021-04-21,256.00885301099663
2021-04-22,257.90451606173593
2021-04-23,263.8257065210748
2021-04-26,253.76875963292122
2021-04-27,256.86207144319314
2021-04-28,254.45251197264218
2021-04-29,256.5630368379022
2021-04-30,255.94547142786357
2021-05-03,258.46389398523326
2021-05-04,254.58489984213898
2021-05-05,247.79786920330636
2021-05-06,246.90155309368294
2021-05-07,245.71920224496802
2021-05-10,248.06612835295306
2021-05-11,236.77758474669568
