Date,PANW
2020-01-01,375.4381602267825
2020-01-02,370.1032347735339
2020-01-03,364.46587786262023
2020-01-06,360.5129161260039
2020-01-07,366.92086026364586
2020-01-08,349.69284305817996
2020-01-09,334.95341850843073
2020-01-10,332.51642063970746
2020-01-13,339.6021632288796
2020-01-14,327.9119447170925
2020-01-15,332.43250620051805
2020-01-16,332.96067302841215
2020-01-17,339.77645067051185
2020-01-20,338.24379242472435
2020-01-21,327.46761135733493
2020-01-22,331.84512561750773
2020-01-23,334.71660593554196
2020-01-24,353.31544936293005
2020-01-27,361.5729516902417
2020-01-28,358.8911824242678
2020-01-29,382.891073540965
2020-01-30,382.32399447591405
2020-01-31,380.29078657870474
2020-02-03,377.77731437035305
2020-02-04,371.47577809904493
2020-02-05,373.36967460889656
2020-02-06,371.7469653296995
2020-02-07,360.19757084255565
2020-02-10,351.04556726979223
2020-02-11,349.5531064708207
2020-02-12,357.7060992815499
2020-02-13,358.51555277451916
2020-02-14,372.4768144781272
2020-02-17,364.9133973209258
2020-02-18,359.74738721573243
2020-02-19,365.0315759059611
2020-02-20,355.3011257382465
2020-02-21,348.4502350513309
2020-02-24,336.5483428333697
2020-02-25,328.6508669591283
2020-02-26,319.7142622230511
2020-02-27,324.083346566811
2020-02-28,322.4179488031829
2020-03-02,326.5499704170251
2020-03-03,324.45841347532075
2020-03-04,326.8732574073696
2020-03-05,330.1574161910758
2020-03-06,324.2415496166464
2020-03-09,336.3746134012909
2020-03-10,346.2180265838013
2020-03-11,354.76827865492186
2020-03-12,369.87737390780865
2020-03-13,363.29158108019305
2020-03-16,362.575459614287
2020-03-17,352.58564498791014
2020-03-18,354.5569273019544
2020-03-19,365.5069660582466
2020-03-20,373.7322811366629
2020-03-23,375.26159573600563
2020-03-24,374.8092085169753
2020-03-25,374.71980361664845
2020-03-26,384.5636517729224
2020-03-27,401.7742918615139
2020-03-30,389.9546333913115
2020-03-31,404.46718453638596
2020-04-01,404.09782711845946
2020-04-02,382.64617825380856
2020-04-03,373.35702296893135
2020-04-06,367.83690228358057
2020-04-07,368.8478458084141
2020-04-08,378.53875947137556
2020-04-09,362.785143118247
2020-04-10,363.38778616045397
2020-04-13,388.0066884421674
2020-04-14,396.8991134694385
2020-04-15,410.99138310070884
2020-04-16,422.5896906688057
2020-04-17,418.31654633789844
2020-04-20,416.55336269463544
2020-04-21,416.2724013276942
2020-04-22,425.7104666061672
2020-04-23,422.21582680813094
2020-04-24,411.1365782839811
2020-04-27,404.4082296717026
2020-04-28,406.647819586979
2020-04-29,415.6523107552549
2020-04-30,411.27730756751896
2020-05-01,401.459511200871
2020-05-04,396.4021290510792
2020-05-05,396.66681166747895
2020-05-06,424.5705755123744
2020-05-07,434.4196879979572
2020-05-08,418.4043873415649
2020-05-11,421.5372945721684
2020-05-12,414.99977411214724
2020-05-13,428.19247015855166
2020-05-14,438.54640807805845
2020-05-15,436.7799820035651
2020-05-18,459.9740591449205
2020-05-19,460.5658300980437
2020-05-20,444.3690958916645
2020-05-21,414.26558511280456
2020-05-22,408.9594765243046
2020-05-25,421.21838672027957
2020-05-26,415.75007174332353
2020-05-27,409.7255118278211
2020-05-28,408.8847628953846
2020-05-29,411.91888754695105
2020-06-01,418.7522381759235
2020-06-02,405.1505740091271
2020-06-03,406.6252338836735
2020-06-04,427.8338074200473
2020-06-05,428.741716696509
2020-06-08,421.89883037209614
2020-06-09,431.57033550896006
2020-06-10,426.7857063226305
2020-06-11,413.5367914618706
2020-06-12,407.7311956736232
2020-06-15,423.28766829128017
2020-06-16,426.7485254053554
2020-06-17,429.1761455022624
2020-06-18,416.13465691638413
2020-06-19,430.0428595336323
2020-06-22,432.0638727819676
2020-06-23,407.814115499777
2020-06-24,409.8015863163017
2020-06-25,402.8578586291952
2020-06-26,398.88379230380866
2020-06-29,413.56651173743074
2020-06-30,432.9561279664395
2020-07-01,428.4931635308693
2020-07-02,412.0149584549229
2020-07-03,404.22395288518527
2020-07-06,397.8560596659906
2020-07-07,400.36105259596366
2020-07-08,390.0925009064341
2020-07-09,398.4686204840569
2020-07-10,391.71240801926467
2020-07-13,405.0778769070659
2020-07-14,391.91592045834614
2020-07-15,390.00086116872734
2020-07-16,391.1034950285322
2020-07-17,389.58944871079467
2020-07-20,392.1836468966291
2020-07-21,401.5856237664123
2020-07-22,401.332547210783
2020-07-23,394.94361223172876
2020-07-24,387.9819536550037
2020-07-27,379.49186193219526
2020-07-28,382.0275404266557
2020-07-29,382.4963669461097
2020-07-30,378.1964924207914
2020-07-31,380.69763789771883
2020-08-03,370.54121721152063
2020-08-04,370.1102682339508
2020-08-05,371.04403662944026
2020-08-06,369.31877175219984
2020-08-07,388.75861507600183
2020-08-10,397.91603796302195
2020-08-11,412.87760350000696
2020-08-12,411.1869458872945
2020-08-13,388.4738581113845
2020-08-14,386.45671638097684
2020-08-17,377.5958317959339
2020-08-18,378.2591877243001
2020-08-19,356.7563776934294
2020-08-20,369.6634678002522
2020-08-21,367.2072687165367
2020-08-24,355.7902379944839
2020-08-25,370.1750627141528
2020-08-26,365.0105161998186
2020-08-27,353.3017712795773
2020-08-28,341.99796475138754
2020-08-31,344.43482947127177
2020-09-01,334.5922438570523
2020-09-02,336.5906375007547
2020-09-03,315.50116614895
2020-09-04,332.23299293071267
2020-09-07,336.7562321210348
2020-09-08,343.63532621020914
2020-09-09,345.92034592418116
2020-09-10,351.7253054787708
2020-09-11,356.8038644868684
2020-09-14,354.55106917500706
2020-09-15,362.90288170225256
2020-09-16,377.2664294441013
2020-09-17,391.46885083823634
2020-09-18,397.23624118447987
2020-09-21,398.6018468718923
2020-09-22,398.3388664168843
2020-09-23,406.3147076459265
2020-09-24,423.06649360684736
2020-09-25,430.14768978310127
2020-09-28,425.37921750001306
2020-09-29,426.3499730632647
2020-09-30,457.3731099935755
2020-10-01,457.83578390602275
2020-10-02,461.9121950393141
2020-10-05,477.1593878879765
2020-10-06,465.4194853501732
2020-10-07,456.0788727892425
2020-10-08,460.0962625499374
2020-10-09,443.88888051030307
2020-10-12,441.7801668348684
2020-10-13,468.75965035364345
2020-10-14,495.19430660662107
2020-10-15,502.80641773861043
2020-10-16,489.859147621327
2020-10-19,509.8538933260116
2020-10-20,509.4924409857116
2020-10-21,498.584794734814
2020-10-22,464.05658394587726
2020-10-23,460.97795392916976
2020-10-26,451.0235152851926
2020-10-27,455.2755598124971
2020-10-28,449.9436516828636
2020-10-29,454.0627063117011
2020-10-30,450.19880776801097
2020-11-02,452.78605421571535
2020-11-03,468.44252040117095
2020-11-04,459.7378757684297
2020-11-05,465.9228742141992
2020-11-06,472.7989488915271
2020-11-09,475.0999901156369
2020-11-10,477.76750953082376
2020-11-11,501.2801883016506
2020-11-12,491.1070020485898
2020-11-13,489.5883076295677
2020-11-16,496.12110487343585
2020-11-17,519.6509616335308
2020-11-18,522.4354384293356
2020-11-19,548.756407402609
2020-11-20,543.4099978687259
2020-11-23,526.4910000124787
2020-11-24,540.3546572953635
2020-11-25,530.3854221901131
2020-11-26,527.001499045488
2020-11-27,529.517398530494
2020-11-30,536.7436444787683
2020-12-01,537.091327701138
2020-12-02,544.6490376265579
2020-12-03,548.2418438666397
2020-12-04,528.6383092015179
2020-12-07,527.6419791134532
2020-12-08,520.65159956403
2020-12-09,523.445322657395
2020-12-10,517.0380820958287
2020-12-11,505.79220618507
2020-12-14,514.327501287442
2020-12-15,514.8569474037338
2020-12-16,521.7388891790116
2020-12-17,539.9242165197234
2020-12-18,537.2246004113897
2020-12-21,544.5407678039522
2020-12-22,544.651491210969
2020-12-23,535.312107196301
2020-12-24,544.8015411702618
2020-12-25,534.28992110992
2020-12-28,528.4293321103514
2020-12-29,541.1808945665066
2020-12-30,532.6366423432448
2020-12-31,529.2364559802033
2021-01-01,537.6067042857019
2021-01-04,548.3132387522911
2021-01-05,556.0484747382419
2021-01-06,561.8738899266735
2021-01-07,564.5962069674389
2021-01-08,538.9467473807546
2021-01-11,538.7755088620759
2021-01-12,554.153230099271
2021-01-13,547.705478060869
2021-01-14,539.3669143247536
2021-01-15,551.0197355982481
2021-01-18,530.5495098390946
2021-01-19,537.1857882694526
2021-01-20,529.5631901454851
2021-01-21,524.5981959747991
2021-01-22,523.7715240685977
2021-01-25,531.3376948311262
2021-01-26,537.4958310469451
2021-01-27,562.0376107105508
2021-01-28,554.2864849507083
2021-01-29,587.7796917440983
2021-02-01,598.9250325320783
2021-02-02,615.8103044295235
2021-02-03,626.7151203028527
2021-02-04,614.8097817263646
2021-02-05,599.2144939852849
2021-02-08,578.1636857460154
2021-02-09,586.4538611123509
2021-02-10,608.1106287919188
2021-02-11,601.7152431585179
2021-02-12,606.1922509215644
2021-02-15,583.864734649621
2021-02-16,581.7940634565139
2021-02-17,570.5808806007246
2021-02-18,591.1912093209909
2021-02-19,575.551595546799
2021-02-22,584.3542460340002
2021-02-23,596.65943596233
2021-02-24,601.9396303955535
2021-02-25,598.5354216907613
2021-02-26,603.4770569341784
2021-03-01,580.9056120148987
2021-03-02,579.6669281625178
2021-03-03,582.9768494208256
2021-03-04,575.4913936833443
2021-03-05,570.7963647526531
2021-03-08,572.658222181324
2021-03-09,597.976077692471
2021-03-10,631.8040434610157
2021-03-11,606.8043451809353
2021-03-12,620.9159302982422
2021-03-15,626.2628028464244
2021-03-16,602.7357372928525
2021-03-17,619.7346028043925
2021-03-18,614.9541310525111
2021-03-19,615.1309304354403
2021-03-22,623.2369142999876
2021-03-23,591.8268921389762
2021-03-24,585.3357520910052
2021-03-25,572.5005605878797
2021-03-26,562.7789527585198
2021-03-29,571.8004902759108
2021-03-30,540.0495431038563
2021-03-31,535.5667738368477
2021-04-01,534.5645030442267
2021-04-02,540.4985338109749
2021-04-05,528.2086688092647
2021-04-06,525.7736072673838
2021-04-07,515.3216876715602
2021-04-08,517.470063116536
2021-04-09,526.8664916434209
2021-04-12,549.5829544850155
2021-04-13,549.3832041673229
2021-04-14,554.8121798687118
2021-04-15,544.1072996261314
2021-04-16,571.9419699853197
2021-04-19,540.0125922762963
2021-04-20,575.5243689883197
2021-04-21,580.1186070261523
2021-04-22,568.1632323038765
2021-04-23,577.605318033932
2021-04-26,585.1223852480927
2021-04-27,583.6551145859761
2021-04-28,609.8302799840208
2021-04-29,598.414216106175
2021-04-30,610.5190633105557
2021-05-03,613.0909688856425
2021-05-04,598.0521613178222
2021-05-05,617.1446460662033
2021-05-06,617.3965573602297
2021-05-07,635.4398951659766
2021-05-10,640.4217172084541
2021-05-11,643.6634362595663
2021-05-12,650.909771882168
2021-05-13,643.5741023634795
2021-05-14,619.8328457754326
2021-05-17,615.6913963135614
2021-05-18,614.2323279780352
2021-05-19,634.4631905849438
2021-05-20,621.9345831174702
2021-05-21,623.6723049596496
2021-05-24,620.9035139241815
2021-05-25,625.1343694828757
2021-05-26,622.0900518099093
2021-05-27,617.3553191496824
2021-05-28,621.5664552686204
2021-05-31,616.0214961850572
2021-06-01,632.8562270744932
2021-06-02,641.8330300565754
2021-06-03,679.4773551576639
2021-06-04,695.0140869715065
2021-06-07,707.0438178726462
2021-06-08,700.9906963375115
2021-06-09,691.7809153124629
2021-06-10,701.2206939865977
2021-06-11,731.7948657211527
2021-06-14,730.2756076531276
2021-06-15,731.7855601475321
2021-06-16,725.654646028591
2021-06-17,696.9180154453385
2021-06-18,720.0608158753562
2021-06-21,709.5687897821526
2021-06-22,692.2747848854441
2021-06-23,714.952507948756
2021-06-24,707.7962899887149
2021-06-25,742.4101599824488
2021-06-28,735.1761205162798
2021-06-29,718.9014949356356
2021-06-30,721.5260016790166
2021-07-01,709.5005557151112
2021-07-02,737.9593479828743
2021-07-05,737.1872375510695
2021-07-06,721.3078800181949
2021-07-07,736.2151183809658
2021-07-08,727.4650260533068
2021-07-09,698.2921402413216
2021-07-12,709.9031577957924
2021-07-13,711.3732523083717
2021-07-14,727.1250068429304
2021-07-15,709.7283020495271
2021-07-16,660.4772996259201
2021-07-19,651.522657330615
2021-07-20,645.6337569921562
2021-07-21,642.587174384245
2021-07-22,638.3678482934772
2021-07-23,646.0771962432502
2021-07-26,661.7366381580696
2021-07-27,676.2229608191757
2021-07-28,681.8522810567113
2021-07-29,680.8778303591162
2021-07-30,661.8217141141984
2021-08-02,677.7061264261931
2021-08-03,680.8775242705708
2021-08-04,646.3582612394318
2021-08-05,632.5297413696309
2021-08-06,681.86776607096
2021-08-09,697.3978432911466
2021-08-10,684.1770712308983
2021-08-11,652.9479308092604
2021-08-12,657.8486122769692
2021-08-13,653.8226480129484
2021-08-16,634.1190789090319
2021-08-17,611.3186539840092
2021-08-18,607.8929641469531
2021-08-19,614.5333086479719
2021-08-20,614.1376844204376
2021-08-23,628.2859249880021
2021-08-24,615.8092317102365
2021-08-25,612.5272759430311
2021-08-26,613.4179117392675
2021-08-27,603.5441350180594
2021-08-30,606.5667295409233
2021-08-31,625.6196868382898
2021-09-01,655.3350045789567
2021-09-02,697.4937067455419
2021-09-03,717.6093177982073
2021-09-06,712.0230926665284
2021-09-07,704.3855486150118
2021-09-08,681.461583660823
2021-09-09,675.6199735523592
2021-09-10,679.6539860264279
2021-09-13,702.3521154492921
2021-09-14,682.8187501305026
2021-09-15,683.3602191888798
2021-09-16,660.9789539772681
2021-09-17,663.1978731268445
2021-09-20,650.1280910817267
2021-09-21,643.9610758807422
2021-09-22,654.3473307123808
2021-09-23,643.1338420422919
2021-09-24,657.4700691976295
2021-09-27,668.3518319605246
2021-09-28,674.9642523586303
2021-09-29,690.2376805524208
2021-09-30,676.9615264894218
2021-10-01,648.7576345240437
2021-10-04,676.8596459421074
2021-10-05,671.2958106217261
2021-10-06,652.1798702123522
2021-10-07,641.4031376701708
2021-10-08,664.0253508453436
2021-10-11,663.5862928794959
2021-10-12,653.3989755557791
2021-10-13,661.6155130931696
2021-10-14,668.1401871361805
2021-10-15,664.4246742172527
2021-10-18,658.5309013217794
2021-10-19,691.3559298879621
2021-10-20,675.9221057238842
2021-10-21,657.9764624024684
2021-10-22,634.9199149744911
2021-10-25,622.2847626963649
2021-10-26,628.8354514569137
2021-10-27,617.2468159540456
2021-10-28,606.7191418780474
2021-10-29,622.0265390316273
2021-11-01,595.8755296070036
2021-11-02,593.4397588396678
2021-11-03,585.9308847152956
2021-11-04,595.9820894926241
2021-11-05,576.4374593324146
2021-11-08,571.8097524322831
2021-11-09,569.3125557898945
2021-11-10,572.7635557550389
2021-11-11,577.2930400524897
2021-11-12,565.7533827857114
2021-11-15,542.8038440251528
2021-11-16,520.3570402247489
2021-11-17,511.6330786580564
2021-11-18,538.2882178838773
2021-11-19,536.1617618343266
2021-11-22,550.5223066299648
2021-11-23,546.6502305889477
2021-11-24,545.4514711010592
2021-11-25,550.9579022219481
2021-11-26,576.7650264144984
2021-11-29,550.9954158683033
2021-11-30,566.1997028894802
2021-12-01,606.0179950983356
2021-12-02,627.4872232890422
2021-12-03,612.0561213808692
2021-12-06,601.0628351130807
2021-12-07,604.2519775520792
2021-12-08,599.3715483805946
2021-12-09,610.9105409096046
2021-12-10,617.6798155602914
2021-12-13,614.6220361063486
2021-12-14,614.5821027397559
2021-12-15,642.122821580601
2021-12-16,653.6171016593607
2021-12-17,630.682348860478
2021-12-20,647.9343627867793
2021-12-21,621.3768235838895
2021-12-22,620.5147762233661
2021-12-23,642.1616464414817
2021-12-24,633.5608088855001
2021-12-27,629.1518863356557
2021-12-28,616.0625751498395
2021-12-29,616.4036698575096
2021-12-30,647.0143944793673
2021-12-31,662.9873499557293
2022-01-03,682.0716555125399
2022-01-04,712.7462074676065
2022-01-05,749.5481564127493
2022-01-06,762.2696302707467
2022-01-07,766.8558416535701
2022-01-10,753.8764882247012
2022-01-11,732.9230976288299
2022-01-12,729.2705243265531
2022-01-13,715.7673430755838
2022-01-14,705.4891558604661
2022-01-17,716.778645509324
2022-01-18,716.6596374608008
2022-01-19,755.442968932687
2022-01-20,774.1293894635048
2022-01-21,775.4403754437003
2022-01-24,799.4635558634149
2022-01-25,770.1047333716657
2022-01-26,778.8893618442348
2022-01-27,782.466084824438
2022-01-28,772.1869663602072
2022-01-31,824.1344946211433
2022-02-01,795.7112478466587
2022-02-02,783.1757779855241
2022-02-03,775.3712006239504
2022-02-04,774.1781070482774
2022-02-07,765.032266486663
2022-02-08,740.845623203504
2022-02-09,718.5929114465116
2022-02-10,730.1953749022739
2022-02-11,726.8816039516195
2022-02-14,711.5216606835305
2022-02-15,703.445025287738
2022-02-16,693.6984726735254
2022-02-17,709.4301931740179
2022-02-18,688.400055203461
2022-02-21,686.0553264948015
2022-02-22,686.8039565848791
2022-02-23,702.8293015758251
2022-02-24,720.5185919807154
2022-02-25,751.3043189587853
2022-02-28,749.8458531495312
2022-03-01,767.3558790152309
2022-03-02,772.4327674029907
2022-03-03,788.2804791769767
2022-03-04,791.8777050014984
2022-03-07,789.08182301899
2022-03-08,765.089281519906
2022-03-09,760.7779734389512
2022-03-10,730.9973374795007
2022-03-11,711.0059577466761
2022-03-14,714.947845530923
2022-03-15,692.0424847725734
2022-03-16,660.3746499088124
2022-03-17,654.7976074647536
2022-03-18,664.3997622420054
2022-03-21,669.5469307645661
2022-03-22,661.9745202660423
2022-03-23,659.198422115512
2022-03-24,654.6102776470698
2022-03-25,639.1738250061608
2022-03-28,613.2145224970096
2022-03-29,613.5722723082051
2022-03-30,603.2918647045334
2022-03-31,598.5578218064605
2022-04-01,600.6610830360821
2022-04-04,583.2426549499394
2022-04-05,563.9209589035911
2022-04-06,584.1654281411645
2022-04-07,585.1961376288299
2022-04-08,597.5909777390708
2022-04-11,606.990977833903
2022-04-12,617.4665498859603
2022-04-13,596.8216062100615
2022-04-14,588.4231074508742
2022-04-15,602.7381583868421
2022-04-18,596.9773344601019
2022-04-19,592.1956219476821
2022-04-20,590.1320198023703
2022-04-21,596.8650066951201
2022-04-22,593.7390269998335
2022-04-25,580.6047005238324
2022-04-26,575.0837338835115
2022-04-27,574.1066233475148
2022-04-28,578.1105692521083
2022-04-29,583.4545245420439
2022-05-02,556.7494079371181
2022-05-03,555.7812824616483
2022-05-04,532.8072968075232
2022-05-05,511.11403585503587
2022-05-06,532.9643316147744
2022-05-09,547.415991041676
2022-05-10,552.2652829425214
2022-05-11,544.9068619614612
2022-05-12,552.1219500348305
2022-05-13,576.1814849129968
2022-05-16,567.9901740444915
2022-05-17,589.3642407229322
2022-05-18,575.7078717871242
2022-05-19,552.1656189194126
2022-05-20,545.0407653203205
2022-05-23,552.0084408246883
2022-05-24,548.4351257846138
2022-05-25,520.6232434012651
2022-05-26,527.5221416294432
2022-05-27,532.5949392654195
2022-05-30,524.5089951707562
2022-05-31,556.243793486458
2022-06-01,537.4706878727828
2022-06-02,514.3945132421997
2022-06-03,494.4982048438717
2022-06-06,478.4199785749003
2022-06-07,488.014848615639
2022-06-08,465.1915197756421
2022-06-09,454.0063148518062
2022-06-10,455.10079925643953
2022-06-13,465.90569083396696
2022-06-14,443.3986704599353
2022-06-15,432.23078384362833
2022-06-16,408.87624526550377
2022-06-17,417.44888850035136
2022-06-20,413.8574754909275
2022-06-21,422.4363526416268
2022-06-22,407.61954635760725
2022-06-23,423.010536924251
