Date,FCX
2020-01-01,268.7522394769252
2020-01-02,272.3081327080888
2020-01-03,270.50181270965317
2020-01-06,271.5719805130034
2020-01-07,266.1705086530977
2020-01-08,263.2087031703077
2020-01-09,265.45823573778966
2020-01-10,272.1052900196948
2020-01-13,270.00156880868167
2020-01-14,279.09667305888905
2020-01-15,262.3125886000239
2020-01-16,264.2608710220044
2020-01-17,267.89928622865517
2020-01-20,271.9902003976202
2020-01-21,276.68263152716065
2020-01-22,288.73277752120725
2020-01-23,288.2610126186094
2020-01-24,282.9325628035358
2020-01-27,287.6514089003659
2020-01-28,290.32988094938435
2020-01-29,286.3830240699591
2020-01-30,287.65160863535203
2020-01-31,286.99775247814534
2020-02-03,285.7374516134121
2020-02-04,285.255073542727
2020-02-05,280.54521000572873
2020-02-06,276.6646820798586
2020-02-07,284.8323090401482
2020-02-10,294.80944868885564
2020-02-11,299.5982271361354
2020-02-12,300.11424362240115
2020-02-13,309.2178748815288
2020-02-14,309.7357545120559
2020-02-17,305.09060343918816
2020-02-18,299.64063989641744
2020-02-19,298.6415291221139
2020-02-20,291.98292939797676
2020-02-21,293.5488023929563
2020-02-24,284.2316227402127
2020-02-25,276.5121658342076
2020-02-26,270.41570249286553
2020-02-27,268.76217671871154
2020-02-28,270.3169909675129
2020-03-02,271.79781584523477
2020-03-03,277.4076080236334
2020-03-04,278.066799520118
2020-03-05,277.45210549963736
2020-03-06,278.3282848788818
2020-03-09,277.095471873035
2020-03-10,281.1799744648997
2020-03-11,287.6533433129455
2020-03-12,290.50869482688046
2020-03-13,285.2993896705489
2020-03-16,285.39538407452596
2020-03-17,294.77993410191795
2020-03-18,310.3730685981481
2020-03-19,305.32306455393285
2020-03-20,305.22846466544496
2020-03-23,307.2033189460897
2020-03-24,293.30600692139126
2020-03-25,285.4862010157184
2020-03-26,273.89492437319234
2020-03-27,279.13278218128204
2020-03-30,284.7806025263939
2020-03-31,281.996109414816
2020-04-01,279.6809005348742
2020-04-02,277.7672007049413
2020-04-03,273.3322696632847
2020-04-06,277.420700229159
2020-04-07,271.2212623044781
2020-04-08,274.89688455665697
2020-04-09,279.4528273331484
2020-04-10,277.1108108909084
2020-04-13,281.47204923849284
2020-04-14,290.4107443615101
2020-04-15,296.60533419160413
2020-04-16,286.6291769378954
2020-04-17,289.8708673007873
2020-04-20,280.0977946276683
2020-04-21,284.4262774548181
2020-04-22,291.15870013221905
2020-04-23,285.99318559549926
2020-04-24,269.8024658541241
2020-04-27,269.67881247529397
2020-04-28,267.05616642829057
2020-04-29,265.9303588121399
2020-04-30,273.3273377648603
2020-05-01,270.20050028503346
2020-05-04,270.93363217120896
2020-05-05,273.27111463340174
2020-05-06,277.67604870310913
2020-05-07,274.894429772967
2020-05-08,274.31233971195564
2020-05-11,272.83599320115843
2020-05-12,276.6581880243983
2020-05-13,270.39250373319675
2020-05-14,274.49351154025067
2020-05-15,265.71371153824333
2020-05-18,267.5135976482354
2020-05-19,252.57868273691977
2020-05-20,258.1967353492685
2020-05-21,256.21157692522456
2020-05-22,260.1772432958656
2020-05-25,259.4530609194443
2020-05-26,258.50500994134063
2020-05-27,257.61349141541655
2020-05-28,260.3439662091892
2020-05-29,257.11745292388406
2020-06-01,254.57361037782417
2020-06-02,256.230718741484
2020-06-03,264.9302716182998
2020-06-04,269.723655635633
2020-06-05,267.5236832073049
2020-06-08,256.99361599743025
2020-06-09,252.16749963749598
2020-06-10,254.2895920384384
2020-06-11,265.29049203162026
2020-06-12,263.0554276683327
2020-06-15,262.5291359213131
2020-06-16,258.0185247868018
2020-06-17,251.1849589955569
2020-06-18,252.72177611732573
2020-06-19,262.3777829216615
2020-06-22,264.25816653065374
2020-06-23,258.3922759753787
2020-06-24,255.45812052984073
2020-06-25,258.9841118682955
2020-06-26,264.2002579354119
2020-06-29,264.4561900120626
2020-06-30,275.07739777375696
2020-07-01,276.91224354280996
2020-07-02,285.88658626580724
2020-07-03,284.20944459347953
2020-07-06,280.5746678610549
2020-07-07,270.7229238902325
2020-07-08,270.47895270719124
2020-07-09,263.45610853441235
2020-07-10,257.39828620863193
2020-07-13,257.8053722771522
2020-07-14,257.32972068679135
2020-07-15,256.3513032850448
2020-07-16,250.5777663239966
2020-07-17,253.46544912751256
2020-07-20,248.97895091917164
2020-07-21,254.48434441175314
2020-07-22,246.74712228432446
2020-07-23,258.58773020944
2020-07-24,265.916422052832
2020-07-27,263.3624163494876
2020-07-28,261.97837062800596
2020-07-29,260.5990419161594
2020-07-30,253.657126296785
2020-07-31,252.72876109618363
2020-08-03,250.90086149296692
2020-08-04,246.46334116134827
2020-08-05,241.37743652335314
2020-08-06,248.30909976552198
2020-08-07,262.2064998722085
2020-08-10,266.0227344361282
2020-08-11,265.3994695029466
2020-08-12,273.8876336019916
2020-08-13,278.6867849880536
2020-08-14,279.8974466061319
2020-08-17,285.6964830427252
2020-08-18,291.44734072964707
2020-08-19,290.087285915309
2020-08-20,286.6528006451445
2020-08-21,286.80162097968906
2020-08-24,289.6065690991325
2020-08-25,293.8498885433453
2020-08-26,276.5240451807833
2020-08-27,274.17033567830003
2020-08-28,281.26736777221174
2020-08-31,276.10565668106653
2020-09-01,280.6783176440899
2020-09-02,288.5758844829643
2020-09-03,287.47329746404444
2020-09-04,276.6588389697548
2020-09-07,278.61614712488984
2020-09-08,281.4734156272622
2020-09-09,291.11171601220883
2020-09-10,293.00757380360665
2020-09-11,283.8125364931073
2020-09-14,294.4654665151336
2020-09-15,300.133819019131
2020-09-16,305.6441276628254
2020-09-17,297.17628030517324
2020-09-18,289.1254251900279
2020-09-21,283.172455156916
2020-09-22,273.722082452655
2020-09-23,272.69504435935795
2020-09-24,267.1149336198119
2020-09-25,261.2094047224766
2020-09-28,261.32946828138165
2020-09-29,252.8974328679734
2020-09-30,249.2163938771405
2020-10-01,252.88840412356387
2020-10-02,260.61368040151143
2020-10-05,261.86269638303656
2020-10-06,267.836525938047
2020-10-07,265.69655272578507
2020-10-08,265.94833094027877
2020-10-09,266.5732267318388
2020-10-12,258.7454456390478
2020-10-13,257.199275865316
2020-10-14,268.516872102168
2020-10-15,275.1314845520272
2020-10-16,274.98196437313646
2020-10-19,274.7020493435781
2020-10-20,269.10493403342525
2020-10-21,263.563293891229
2020-10-22,262.52900260436513
2020-10-23,261.5399976468983
2020-10-26,260.5603682644949
2020-10-27,264.94084040317153
2020-10-28,265.50061333996985
2020-10-29,277.4147109035023
2020-10-30,286.2154365178923
2020-11-02,286.5519228695859
2020-11-03,280.0221201291279
2020-11-04,274.9798878641428
2020-11-05,264.4081553673097
2020-11-06,277.5508465152535
2020-11-09,273.83600031276114
2020-11-10,279.6103406713576
2020-11-11,282.9560179787748
2020-11-12,284.6720419828494
2020-11-13,283.81965429831104
2020-11-16,279.448603702187
2020-11-17,294.22208997495073
2020-11-18,291.86880407614234
2020-11-19,295.9140076363321
2020-11-20,306.60824533674327
2020-11-23,311.7108464477683
2020-11-24,312.64710097866066
2020-11-25,309.36367210684745
2020-11-26,323.6899214511453
2020-11-27,321.90923616660456
2020-11-30,312.56903590033716
2020-12-01,316.8009372816602
2020-12-02,314.9633213821298
2020-12-03,311.2034661511501
2020-12-04,331.7182675686873
2020-12-07,329.9769315232969
2020-12-08,319.5496604315582
2020-12-09,308.4353366019005
2020-12-10,303.271881085319
2020-12-11,301.11250671343123
2020-12-14,290.2974136107924
2020-12-15,277.1403901126777
2020-12-16,274.89407075191815
2020-12-17,270.96361399729335
2020-12-18,277.3879794199599
2020-12-21,279.9006100358595
2020-12-22,284.8971731414222
2020-12-23,282.6353090325814
2020-12-24,271.27513487463847
2020-12-25,276.05489540225466
2020-12-28,285.6963231070656
2020-12-29,288.36403373210067
2020-12-30,286.80437674427753
2020-12-31,277.6137868972361
2021-01-01,274.9346213167687
2021-01-04,275.8165502671874
2021-01-05,269.3765810278804
2021-01-06,275.7891676669149
2021-01-07,270.4295959196203
2021-01-08,273.35735495514035
2021-01-11,287.67118889657263
2021-01-12,295.3211162648385
2021-01-13,290.6245791709376
2021-01-14,286.9869418596153
2021-01-15,285.8947083077226
2021-01-18,287.1070666728994
2021-01-19,284.28960801380344
2021-01-20,296.64397108665196
2021-01-21,288.7567989395916
2021-01-22,286.39968742211715
2021-01-25,302.7111597218404
2021-01-26,298.1058152224848
2021-01-27,285.87349057513404
2021-01-28,285.5829772597617
2021-01-29,289.9619500808792
2021-02-01,295.02565122154635
2021-02-02,303.53385159996753
2021-02-03,313.3886315178539
2021-02-04,306.4265099156432
2021-02-05,309.13264784043633
2021-02-08,307.75905433664667
2021-02-09,317.048166762234
2021-02-10,317.9026592182414
2021-02-11,327.6141622737832
2021-02-12,317.91541857439285
2021-02-15,322.04335120758606
2021-02-16,315.29695278791024
2021-02-17,316.6374995869374
2021-02-18,322.5774652636437
2021-02-19,320.44960237913335
2021-02-22,317.4891406797852
2021-02-23,331.35067702295675
2021-02-24,318.8828368510028
2021-02-25,307.97846843526986
2021-02-26,318.53785891041696
2021-03-01,325.069921605717
2021-03-02,331.42268068623844
2021-03-03,327.57163873387947
2021-03-04,330.13760891981264
2021-03-05,330.9019032615206
2021-03-08,338.565675896672
2021-03-09,337.4301307092886
2021-03-10,339.21972003912884
2021-03-11,337.355406670342
2021-03-12,345.2700491893481
2021-03-15,351.80576455795165
2021-03-16,346.3700376723075
2021-03-17,350.7935127222155
2021-03-18,332.29351205700465
2021-03-19,330.49007173848696
2021-03-22,329.38603321765817
2021-03-23,325.0914270578532
2021-03-24,336.36607558968876
2021-03-25,328.04079059329933
2021-03-26,317.26305485861997
2021-03-29,323.0252975228632
2021-03-30,310.6797520069481
2021-03-31,315.49163551264337
2021-04-01,306.47910240032223
2021-04-02,295.8257903333698
2021-04-05,292.7237635542788
2021-04-06,295.08251625682686
2021-04-07,291.6671550658867
2021-04-08,298.5805090999704
2021-04-09,294.22347610200137
2021-04-12,299.3787207491836
2021-04-13,299.93438117576903
2021-04-14,300.3947464953726
2021-04-15,305.08518616311824
2021-04-16,303.76775110951183
2021-04-19,308.8919377767053
2021-04-20,314.92432267348045
2021-04-21,306.259479610089
2021-04-22,309.48936157460906
2021-04-23,312.8117452305825
2021-04-26,320.29193982740384
2021-04-27,334.7912769204851
2021-04-28,331.2513128901166
2021-04-29,327.3356730341123
2021-04-30,328.31353799714844
2021-05-03,342.7441033083144
2021-05-04,352.08856750630287
2021-05-05,342.96036014678464
2021-05-06,342.57331442280076
2021-05-07,346.4398055004481
2021-05-10,351.8506213344644
2021-05-11,344.9317147738212
2021-05-12,350.9682706589458
2021-05-13,387.57485873742854
2021-05-14,394.50459342721877
2021-05-17,391.92650760594046
2021-05-18,380.6217331939447
2021-05-19,385.0895232954811
2021-05-20,360.69313580080274
2021-05-21,361.89630974248155
2021-05-24,356.6256671163955
2021-05-25,345.13361530611564
2021-05-26,357.02238655502464
2021-05-27,349.2182506987698
2021-05-28,354.3424602399535
2021-05-31,350.1037510713784
2021-06-01,353.09263252743534
2021-06-02,345.18438002090375
2021-06-03,349.64776562609467
2021-06-04,339.5036359450011
2021-06-07,336.2836701734848
2021-06-08,337.1157162720171
2021-06-09,347.5691455021686
2021-06-10,341.81800017796803
2021-06-11,341.3827314971751
2021-06-14,342.88934056391827
2021-06-15,351.65240378962056
2021-06-16,339.42436073193636
2021-06-17,346.7954022070943
2021-06-18,354.5364357874273
2021-06-21,346.6853868321777
2021-06-22,347.2502659464948
2021-06-23,342.71418568996563
2021-06-24,350.439150644683
2021-06-25,346.88828451570043
2021-06-28,345.41320777807215
2021-06-29,337.82879023361016
2021-06-30,336.31439745619076
2021-07-01,349.0682367141019
2021-07-02,351.827666156032
2021-07-05,355.6035669136371
2021-07-06,363.6423040881689
2021-07-07,360.44457409565706
2021-07-08,370.9156876736278
2021-07-09,375.7171641416113
2021-07-12,375.7794274715476
2021-07-13,366.6903603960753
2021-07-14,370.3180537846606
2021-07-15,382.11221251397546
2021-07-16,397.6515618439701
2021-07-19,404.6591815886521
2021-07-20,413.6666130715693
2021-07-21,421.66634124214573
2021-07-22,422.8947825784165
2021-07-23,430.3721826805355
2021-07-26,453.6021166883483
2021-07-27,454.85486891978786
2021-07-28,454.4282645098985
2021-07-29,437.087018570437
2021-07-30,430.3010743004265
2021-08-02,440.2211009983494
2021-08-03,440.4036364038252
2021-08-04,439.69859953832986
2021-08-05,444.8502061518567
2021-08-06,451.2949420610796
2021-08-09,452.0577556634162
2021-08-10,448.66406350270194
2021-08-11,452.1635415851918
2021-08-12,450.899863011522
2021-08-13,447.8867088847705
2021-08-16,445.25989533723015
2021-08-17,460.4248117683871
2021-08-18,452.7506694153265
2021-08-19,444.1834820004112
2021-08-20,453.98006426767097
2021-08-23,456.6232524054269
2021-08-24,446.9267324846049
2021-08-25,432.38114066889125
2021-08-26,428.67023142620735
2021-08-27,425.8861585146664
2021-08-30,437.678520824339
2021-08-31,436.72346037807546
2021-09-01,453.51688852014195
2021-09-02,470.41819683897745
2021-09-03,469.3308029819634
2021-09-06,477.0592399025106
2021-09-07,477.43772801569196
2021-09-08,481.58075904063736
2021-09-09,470.574005739179
2021-09-10,471.1564981310448
2021-09-13,455.9830331553335
2021-09-14,459.1918730736589
2021-09-15,440.7127131503758
2021-09-16,437.69145401999214
2021-09-17,428.2442558048508
2021-09-20,427.1840531470378
2021-09-21,422.7458636805664
2021-09-22,411.5426798196242
2021-09-23,407.496183764191
2021-09-24,406.9180165383668
2021-09-27,411.27075761426374
2021-09-28,401.0827614364054
2021-09-29,390.5745251628833
2021-09-30,393.929038260586
2021-10-01,389.26117809101197
2021-10-04,403.8693865328947
2021-10-05,404.90760335342355
2021-10-06,414.76752928683635
2021-10-07,417.0361342547656
2021-10-08,428.0502275922642
2021-10-11,425.6145700576608
2021-10-12,410.47931683372786
2021-10-13,409.53356240020486
2021-10-14,396.07012926640886
2021-10-15,403.3943245829997
2021-10-18,410.697795628397
2021-10-19,425.04324623318394
2021-10-20,413.74856986823085
2021-10-21,418.57206487754314
2021-10-22,416.1534440989022
2021-10-25,412.03480939132646
2021-10-26,414.93622371275023
2021-10-27,416.6792566075742
2021-10-28,425.25440323248375
2021-10-29,420.01080163907886
2021-11-01,403.3052378316114
2021-11-02,398.4207597290357
2021-11-03,393.504429337094
2021-11-04,389.89786722815705
2021-11-05,383.1795156963932
2021-11-08,387.9841585363454
2021-11-09,393.19799105308385
2021-11-10,402.95806240210345
2021-11-11,399.918579490119
2021-11-12,396.5622622098657
2021-11-15,375.17697138349473
2021-11-16,381.9502203032146
2021-11-17,378.62703163140355
2021-11-18,365.5490200766773
2021-11-19,364.4378747928125
2021-11-22,361.07761764482944
2021-11-23,350.9350176183342
2021-11-24,333.8995699800056
2021-11-25,340.0449196962175
2021-11-26,337.530854437674
2021-11-29,318.9490028839107
2021-11-30,309.5445052744109
2021-12-01,312.58514772738135
2021-12-02,318.5258659849798
2021-12-03,328.42790415117656
2021-12-06,328.311828200074
2021-12-07,329.8618150806569
2021-12-08,339.16795361603226
2021-12-09,337.556782312386
2021-12-10,324.1711318425894
2021-12-13,317.30687144420835
2021-12-14,321.62786258451126
2021-12-15,331.231768147723
2021-12-16,329.28145819410065
2021-12-17,340.1929777441681
2021-12-20,344.1571807567235
2021-12-21,358.1793202148102
2021-12-22,354.48812914583885
2021-12-23,355.2591470971526
2021-12-24,350.4473680479172
2021-12-27,352.3654101871696
2021-12-28,340.0212788166344
2021-12-29,329.436120861151
2021-12-30,315.24055051535146
2021-12-31,316.1999228136535
2022-01-03,317.232261336715
2022-01-04,311.1801777009
2022-01-05,305.4548301789554
2022-01-06,319.75540928829815
2022-01-07,326.8537445791266
2022-01-10,332.92757462521183
2022-01-11,328.15062012098787
2022-01-12,327.60497148431443
2022-01-13,327.7226797383137
2022-01-14,331.7890427099782
2022-01-17,347.07254436438905
2022-01-18,345.15071673084066
2022-01-19,334.83765087443186
2022-01-20,330.78947244115045
2022-01-21,322.2000060431394
2022-01-24,336.1991025574552
2022-01-25,345.4078993898896
2022-01-26,332.6104369302516
2022-01-27,329.02333729191736
2022-01-28,325.83156111113124
2022-01-31,325.2153040520735
2022-02-01,320.23122338385133
2022-02-02,308.05167008878414
2022-02-03,315.29887506539177
2022-02-04,320.0462304593692
2022-02-07,320.8603555131239
2022-02-08,318.2773327938044
2022-02-09,318.18057575816454
