Date,MGM
2020-01-01,172.01224340245884
2020-01-02,176.91563462337615
2020-01-03,185.54115767363302
2020-01-06,184.51874416233127
2020-01-07,180.97629134111224
2020-01-08,183.85025503306946
2020-01-09,185.0924364906779
2020-01-10,184.67825691091812
2020-01-13,185.88203261896555
2020-01-14,178.21186101589217
2020-01-15,174.50824341182522
2020-01-16,167.20631146347168
2020-01-17,173.24303787226032
2020-01-20,169.33670479212637
2020-01-21,169.97896472985406
2020-01-22,165.5219478302723
2020-01-23,167.92573207605295
2020-01-24,171.8163317804847
2020-01-27,170.0935410283255
2020-01-28,168.33905781319334
2020-01-29,169.25391678411142
2020-01-30,164.26901398919873
2020-01-31,160.9577167134158
2020-02-03,159.86986139412085
2020-02-04,159.85462290735342
2020-02-05,156.66232818370673
2020-02-06,161.36447334231377
2020-02-07,161.73220674042875
2020-02-10,163.9534549437029
2020-02-11,159.32503836843165
2020-02-12,159.96059970255772
2020-02-13,160.81872889100725
2020-02-14,162.89706842077493
2020-02-17,157.36429540122785
2020-02-18,154.93714848342637
2020-02-19,161.97016523443648
2020-02-20,159.85363290160774
2020-02-21,155.1908695317029
2020-02-24,151.7536353846557
2020-02-25,148.7896286220517
2020-02-26,145.48360541110884
2020-02-27,143.52055340570672
2020-02-28,141.40888472933048
2020-03-02,144.19923566668606
2020-03-03,153.89919183005193
2020-03-04,154.7024337272024
2020-03-05,148.2361562349726
2020-03-06,151.99830858799604
2020-03-09,154.3340519686068
2020-03-10,156.33255623078816
2020-03-11,156.39850954699824
2020-03-12,160.34529205237686
2020-03-13,163.4078104444845
2020-03-16,164.85400433243674
2020-03-17,161.25044805373085
2020-03-18,162.30387756949568
2020-03-19,164.38880952732356
2020-03-20,162.57656356860022
2020-03-23,161.35137157912897
2020-03-24,162.79812573405505
2020-03-25,159.7989311613808
2020-03-26,153.32418364449012
2020-03-27,150.60440668511862
2020-03-30,154.27149374201252
2020-03-31,151.421586476387
2020-04-01,152.68858065979973
2020-04-02,156.20923428337213
2020-04-03,158.93744934671426
2020-04-06,159.66644479047804
2020-04-07,160.83253255684974
2020-04-08,162.9277533946008
2020-04-09,164.11706843779567
2020-04-10,169.6272388297764
2020-04-13,169.8384958223523
2020-04-14,172.34137193587495
2020-04-15,173.811892710094
2020-04-16,168.2346949550443
2020-04-17,166.87092066685724
2020-04-20,173.13055299310003
2020-04-21,168.72258736030224
2020-04-22,167.6093569942885
2020-04-23,158.99351330431315
2020-04-24,164.74856526755326
2020-04-27,160.28844298664916
2020-04-28,164.2097847857578
2020-04-29,163.5394834479732
2020-04-30,157.1772397726594
2020-05-01,157.12356355593565
2020-05-04,161.55095889828323
2020-05-05,156.0490455432135
2020-05-06,154.05993700820642
2020-05-07,156.13095117226368
2020-05-08,158.7369021070932
2020-05-11,161.60934180422822
2020-05-12,162.58317071743315
2020-05-13,161.26541796144326
2020-05-14,169.48896379695017
2020-05-15,173.31903077586173
2020-05-18,171.03715065688763
2020-05-19,168.23351445062804
2020-05-20,162.55469321435322
2020-05-21,156.9394799673213
2020-05-22,156.99282004745507
2020-05-25,157.6242003395509
2020-05-26,157.61862472997507
2020-05-27,151.54538504777634
2020-05-28,151.59345090912893
2020-05-29,148.52026706368062
2020-06-01,149.9737508695021
2020-06-02,150.0033449449142
2020-06-03,148.06402332158916
2020-06-04,148.41587896229248
2020-06-05,147.37577109693365
2020-06-08,150.10510967878784
2020-06-09,146.21331999782106
2020-06-10,140.091444897722
2020-06-11,142.05576556682078
2020-06-12,146.32998677346188
2020-06-15,145.6425777644486
2020-06-16,139.06550050107538
2020-06-17,137.18626978218418
2020-06-18,133.76018753425
2020-06-19,137.9030513808535
2020-06-22,135.39310461664954
2020-06-23,132.74312101260546
2020-06-24,132.074124300827
2020-06-25,131.47409901691037
2020-06-26,129.45723652231462
2020-06-29,132.31924672542826
2020-06-30,137.38682635526854
2020-07-01,134.16629321202683
2020-07-02,131.52119891283175
2020-07-03,134.14604559657326
2020-07-06,136.64885479705396
2020-07-07,133.3417691563558
2020-07-08,135.3587920169504
2020-07-09,133.65141179488185
2020-07-10,138.27492841360433
2020-07-13,139.99082899897263
2020-07-14,142.12105271679545
2020-07-15,142.44726877185542
2020-07-16,143.83664566782014
2020-07-17,140.9342812616778
2020-07-20,144.05057289424002
2020-07-21,139.81216824251914
2020-07-22,144.9256065569749
2020-07-23,144.18775981970364
2020-07-24,145.30458899554495
2020-07-27,143.18618297505088
2020-07-28,140.6613550000169
2020-07-29,138.13906062086508
2020-07-30,136.63056016313664
2020-07-31,138.68410453426807
2020-08-03,135.11672423300186
2020-08-04,136.14075145518342
2020-08-05,135.83711756061493
2020-08-06,138.42653932775323
2020-08-07,136.58764479043634
2020-08-10,136.58146633322053
2020-08-11,132.2015870298294
2020-08-12,134.60814656300008
2020-08-13,137.9983497317989
2020-08-14,139.57189615436033
2020-08-17,144.9767971060746
2020-08-18,146.8469097765071
2020-08-19,143.28784013245635
2020-08-20,142.27604233898288
2020-08-21,141.8005596113956
2020-08-24,141.94419603800512
2020-08-25,139.33698734977668
2020-08-26,139.5743100847933
2020-08-27,141.99136384955665
2020-08-28,141.29819449482127
2020-08-31,141.44977481849466
2020-09-01,144.1830905073595
2020-09-02,143.89754074735782
2020-09-03,145.79523108266412
2020-09-04,149.763698269739
2020-09-07,148.02434870817854
2020-09-08,152.1241649768216
2020-09-09,152.71882047624257
2020-09-10,149.46333079596405
2020-09-11,152.0327385880361
2020-09-14,149.8789549978582
2020-09-15,149.08667379799812
2020-09-16,154.3818066427906
2020-09-17,145.69473515906873
2020-09-18,145.76059516352254
2020-09-21,146.17135076877304
2020-09-22,142.85869741003944
2020-09-23,138.62161435279316
2020-09-24,134.64449664602955
2020-09-25,135.90430794322126
2020-09-28,137.20191844009398
2020-09-29,136.25499413791033
2020-09-30,134.15393325184448
2020-10-01,128.01385141558927
2020-10-02,129.13305333587593
2020-10-05,125.94008715432643
2020-10-06,128.1241361808591
2020-10-07,128.60727223592164
2020-10-08,123.20580747258315
2020-10-09,124.5692361899876
2020-10-12,124.28606658881013
2020-10-13,130.09444534658476
2020-10-14,127.51714551168025
2020-10-15,124.63624131682953
2020-10-16,119.30195378223303
2020-10-19,120.3697018143495
2020-10-20,125.54701824520228
2020-10-21,123.81166514679809
2020-10-22,121.13887172554344
2020-10-23,123.02696805162304
2020-10-26,123.51464646582025
2020-10-27,124.77576565249545
2020-10-28,123.53330541852341
2020-10-29,127.33761531838685
2020-10-30,126.8106929689354
2020-11-02,125.29790580436769
2020-11-03,130.6546091841082
2020-11-04,132.34620944342373
2020-11-05,134.25907961326186
2020-11-06,135.76750556629779
2020-11-09,133.61717140558832
2020-11-10,133.3152550759046
2020-11-11,130.95372826036285
2020-11-12,132.175119595088
2020-11-13,132.7934644323272
2020-11-16,134.8313682834795
2020-11-17,134.65226703101115
2020-11-18,130.0413298109779
2020-11-19,129.9163036955219
2020-11-20,129.66692660883538
2020-11-23,133.59955128087176
2020-11-24,130.5306665132823
2020-11-25,136.3838575573448
2020-11-26,136.4743873339011
2020-11-27,136.8727110713149
2020-11-30,133.80029446958008
2020-12-01,131.33345212056656
2020-12-02,128.21202010903824
2020-12-03,125.94942994231272
2020-12-04,123.16318994045069
2020-12-07,123.24180446948284
2020-12-08,125.1115497440048
2020-12-09,120.81794847189401
2020-12-10,124.04779475722657
2020-12-11,126.8961532898095
2020-12-14,129.88374132034306
2020-12-15,130.65194109774293
2020-12-16,128.38090918190602
2020-12-17,124.26656175349656
2020-12-18,128.3792500019867
2020-12-21,129.48156578865692
2020-12-22,127.89790691334042
2020-12-23,127.72584403659063
2020-12-24,130.9498389460036
2020-12-25,134.55420756232854
2020-12-28,132.2218308863572
2020-12-29,130.55920814982073
2020-12-30,127.39718758156505
2020-12-31,125.63976624286494
2021-01-01,126.40690141769342
2021-01-04,126.70649823739906
2021-01-05,134.66208317516077
2021-01-06,142.29112847575325
2021-01-07,147.867609484911
2021-01-08,147.14786186400232
2021-01-11,152.14195073331842
2021-01-12,151.11826898055565
2021-01-13,155.9455696658067
2021-01-14,156.8426899477772
2021-01-15,159.75631886432998
2021-01-18,162.80803559904317
2021-01-19,167.20520583011978
2021-01-20,163.8633341216555
2021-01-21,163.90968117837392
2021-01-22,165.68179742219533
2021-01-25,158.71081688473996
2021-01-26,156.84011035198097
2021-01-27,151.88375636851165
2021-01-28,154.3520357368276
2021-01-29,153.60682773769216
2021-02-01,157.23701387329027
2021-02-02,155.0736527054263
2021-02-03,163.34050159074351
2021-02-04,159.41877712876376
2021-02-05,157.85492576071857
2021-02-08,164.66048459443311
2021-02-09,166.2541339037177
2021-02-10,168.220273182118
2021-02-11,169.81245663877
2021-02-12,173.94692517633302
2021-02-15,182.2855766903197
2021-02-16,181.58291651893862
2021-02-17,183.83501962624914
2021-02-18,181.62883591589204
2021-02-19,181.75094166272035
2021-02-22,185.39871197524434
2021-02-23,184.5401352600816
2021-02-24,185.87893909679917
2021-02-25,185.81449850449656
2021-02-26,189.02668013086296
2021-03-01,188.27070149350735
2021-03-02,188.28825818466206
2021-03-03,184.51703108362557
2021-03-04,182.3593688003293
2021-03-05,179.22151209858808
2021-03-08,172.819947497665
2021-03-09,175.70221377553455
2021-03-10,170.42802246815216
2021-03-11,172.39212033589243
2021-03-12,173.15625809759493
2021-03-15,179.01009849571366
2021-03-16,183.07081508711815
2021-03-17,183.50381882734814
2021-03-18,179.38350719865934
2021-03-19,177.19197634355342
2021-03-22,184.40614618584263
2021-03-23,185.76212399566055
2021-03-24,185.13112263835538
2021-03-25,185.8579926648583
2021-03-26,184.95445741251407
2021-03-29,186.23384802951455
2021-03-30,191.7105268662373
2021-03-31,192.38109678422427
2021-04-01,190.48762334127406
2021-04-02,190.04024066119229
2021-04-05,195.0719171774567
2021-04-06,190.2050234348724
2021-04-07,186.39862701625984
2021-04-08,182.14876722915352
2021-04-09,188.47555934890215
2021-04-12,190.81404382086555
2021-04-13,197.97910069104316
2021-04-14,196.8881898701101
2021-04-15,193.6828862942681
2021-04-16,191.63611502523847
2021-04-19,190.08746847813794
2021-04-20,195.67219957417512
2021-04-21,192.14159118605508
2021-04-22,195.78363350224333
2021-04-23,186.39233447202434
2021-04-26,179.78749319623063
2021-04-27,179.98049899142487
2021-04-28,178.0504381506981
2021-04-29,177.61333324187538
2021-04-30,173.12377919130236
2021-05-03,175.95393139785946
2021-05-04,172.67056657494172
2021-05-05,169.18984383810349
2021-05-06,168.33862557259823
2021-05-07,169.6957391244539
2021-05-10,161.9151946631706
2021-05-11,162.65404117746527
2021-05-12,156.88226332836203
2021-05-13,156.74310662691033
2021-05-14,155.88181412856304
2021-05-17,146.89618358046437
2021-05-18,148.9683665604936
2021-05-19,143.25400710812747
2021-05-20,139.6354213948637
2021-05-21,138.87967574856668
2021-05-24,138.20802105932069
2021-05-25,140.4509256420786
2021-05-26,139.57807849074783
2021-05-27,143.54943155453236
2021-05-28,143.4189725685721
2021-05-31,141.21414694015928
2021-06-01,141.76713474031214
2021-06-02,144.92699580943307
2021-06-03,139.9333816079528
2021-06-04,137.96138888245596
2021-06-07,138.98310492273296
2021-06-08,136.68217071238942
2021-06-09,135.47268604113603
2021-06-10,133.67440228457426
2021-06-11,133.29054804201323
2021-06-14,135.50710467122175
2021-06-15,134.68023132526068
2021-06-16,133.32019889001714
2021-06-17,130.87354399936703
2021-06-18,133.08832581647852
2021-06-21,133.75184143131244
2021-06-22,127.25509203482798
2021-06-23,128.24366935191048
2021-06-24,131.83263978932885
2021-06-25,131.85409756792848
2021-06-28,137.1959498400029
2021-06-29,140.40994752274793
2021-06-30,140.082051653437
2021-07-01,141.953597144224
2021-07-02,150.852315699185
2021-07-05,156.71089633171985
2021-07-06,156.46618450020216
2021-07-07,158.62015339383208
2021-07-08,161.68129026811633
2021-07-09,161.68140736262566
2021-07-12,168.00514716703194
2021-07-13,170.39764190239333
2021-07-14,160.7273662905293
2021-07-15,163.04418421247692
2021-07-16,164.91248507530528
2021-07-19,165.02840438433705
2021-07-20,167.12547391880997
2021-07-21,167.41631325542573
2021-07-22,169.97952690531662
2021-07-23,160.95839432003737
2021-07-26,159.83853922044793
2021-07-27,161.0112259655118
2021-07-28,165.92741358985774
2021-07-29,168.26732832404247
2021-07-30,163.3922335645909
2021-08-02,162.60637383964465
2021-08-03,165.61726917573435
2021-08-04,158.7980475738568
2021-08-05,157.3532589913565
2021-08-06,153.52434418218644
2021-08-09,161.98120693412167
2021-08-10,158.39043093691473
2021-08-11,156.77947209723675
2021-08-12,153.47527133090878
2021-08-13,154.6225518813874
2021-08-16,161.35241572216762
2021-08-17,157.982828412843
2021-08-18,154.55135295196996
2021-08-19,153.9154637306399
2021-08-20,155.76830018262066
2021-08-23,152.93404759911402
2021-08-24,149.4903062209843
2021-08-25,147.62287927849798
2021-08-26,144.2241742168704
2021-08-27,140.6690184366837
2021-08-30,141.3688931540948
2021-08-31,147.29055679928805
2021-09-01,145.2628239651164
2021-09-02,148.81442082203165
2021-09-03,154.43419846870532
2021-09-06,150.4829693024238
2021-09-07,153.7578867000979
2021-09-08,158.61141374073918
2021-09-09,159.9389479784197
2021-09-10,159.69589397860327
2021-09-13,155.734376456368
2021-09-14,159.4543080838767
2021-09-15,153.4638982872886
2021-09-16,154.60838168200104
2021-09-17,154.8044062351388
2021-09-20,149.6169094983981
2021-09-21,146.93770440494387
2021-09-22,142.62315718967332
2021-09-23,142.12611653505013
2021-09-24,138.59327995520542
2021-09-27,138.9791318381951
2021-09-28,138.27997361868563
2021-09-29,139.11325073367428
2021-09-30,139.8914371671601
2021-10-01,140.99845650123254
2021-10-04,134.1040376479167
2021-10-05,135.0418573424253
2021-10-06,133.68127536712484
2021-10-07,129.32695260393663
2021-10-08,130.156768279241
2021-10-11,128.65228192627038
2021-10-12,121.42750252108151
2021-10-13,115.45699030961042
2021-10-14,113.91204384301255
2021-10-15,107.10074246460626
2021-10-18,106.40443943567952
2021-10-19,108.10573365170667
2021-10-20,109.22719261801582
2021-10-21,111.51878858888833
2021-10-22,109.81110054937555
2021-10-25,106.40454828758031
2021-10-26,105.04792993095805
2021-10-27,104.69761061265295
2021-10-28,102.75002514366342
2021-10-29,102.46875302100365
2021-11-01,101.88218992986964
2021-11-02,98.98199608675604
2021-11-03,101.64416448859288
2021-11-04,100.11798261015747
2021-11-05,98.01339875384286
2021-11-08,93.89065414741526
2021-11-09,95.51486556491221
2021-11-10,93.26239918663079
2021-11-11,93.94174648799563
2021-11-12,92.42476494135103
2021-11-15,93.71784201422821
2021-11-16,94.76569292967562
2021-11-17,97.40881547411712
2021-11-18,98.47872692687017
2021-11-19,95.96015460892991
2021-11-22,96.12382066098655
2021-11-23,101.22390375157401
2021-11-24,99.4902586655174
2021-11-25,102.4837745408581
2021-11-26,104.56946045620937
2021-11-29,104.17969707126434
2021-11-30,105.24260161902674
2021-12-01,106.71754429860461
