Date,MTB
2020-01-01,82.10366521128954
2020-01-02,82.13812511009905
2020-01-03,81.30603542206671
2020-01-06,80.76063659049677
2020-01-07,81.08339696892146
2020-01-08,82.07836466104513
2020-01-09,81.37528576859111
2020-01-10,81.03811489188116
2020-01-13,80.91983425598804
2020-01-14,80.60381893677095
2020-01-15,79.37444606052811
2020-01-16,79.987885487957
2020-01-17,80.07474318185548
2020-01-20,79.91781085717466
2020-01-21,78.22781093632368
2020-01-22,78.11785041987324
2020-01-23,79.60021669704454
2020-01-24,79.3803983273194
2020-01-27,79.02452992347855
2020-01-28,77.41477440170681
2020-01-29,78.33184661700413
2020-01-30,78.82511759618319
2020-01-31,78.76418670097677
2020-02-03,77.46840623214987
2020-02-04,77.76962410307814
2020-02-05,76.82504875635702
2020-02-06,76.10778816712464
2020-02-07,75.09745369539965
2020-02-10,75.17809796790371
2020-02-11,74.01645896976983
2020-02-12,74.61810937282011
2020-02-13,74.08765780738698
2020-02-14,74.34867410571819
2020-02-17,74.4158382351723
2020-02-18,73.48746612928593
2020-02-19,74.21885033692564
2020-02-20,73.42298982695783
2020-02-21,73.65213231293508
2020-02-24,73.22430682290629
2020-02-25,72.93835060951054
2020-02-26,73.6481405815469
2020-02-27,74.3840134928406
2020-02-28,74.87644874250765
2020-03-02,75.92978117901349
2020-03-03,76.39010539127531
2020-03-04,75.65237962355292
2020-03-05,75.77783477150224
2020-03-06,75.21640017659013
2020-03-09,73.95943354255179
2020-03-10,73.40230770371555
2020-03-11,73.38137640176255
2020-03-12,73.67689766983966
2020-03-13,74.69183534269763
2020-03-16,74.65044545660668
2020-03-17,75.46747572563916
2020-03-18,75.16592832296718
2020-03-19,74.88670209124007
2020-03-20,75.28962142009951
2020-03-23,76.21687143726123
2020-03-24,75.54304378518746
2020-03-25,76.10143906606613
2020-03-26,76.1969126711022
2020-03-27,74.5724397951439
2020-03-30,73.30050944559046
2020-03-31,73.60446361753436
2020-04-01,71.87787549460309
2020-04-02,72.04807503161808
2020-04-03,71.86270356032033
2020-04-06,71.79560714432711
2020-04-07,72.06927088979036
2020-04-08,71.29287331957039
2020-04-09,72.39247999368104
2020-04-10,73.08850806371741
2020-04-13,71.32136689949196
2020-04-14,70.36251489519945
2020-04-15,70.35788403447704
2020-04-16,69.77628191625053
2020-04-17,69.75574783917025
2020-04-20,70.0941994589823
2020-04-21,70.43666674813431
2020-04-22,68.45145698603102
2020-04-23,67.91255126355118
2020-04-24,68.82204325258678
2020-04-27,69.57124229012001
2020-04-28,70.38137521394283
2020-04-29,69.6747947967625
2020-04-30,70.21239152114173
2020-05-01,70.99238093801867
2020-05-04,69.99831554846752
2020-05-05,70.54636240901162
2020-05-06,70.88863063854127
2020-05-07,70.92585228983695
2020-05-08,72.10960573018765
2020-05-11,72.14084259853357
2020-05-12,71.83257522389331
2020-05-13,72.11546405473372
2020-05-14,72.10399017815968
2020-05-15,70.56809615486897
2020-05-18,71.87613904300605
2020-05-19,72.64951668033385
2020-05-20,73.91081925847128
2020-05-21,74.46128896705628
2020-05-22,74.9322465052226
2020-05-25,76.55656819778713
2020-05-26,75.07948228197883
2020-05-27,73.80515967905106
2020-05-28,73.51240385334819
2020-05-29,73.27134917234457
2020-06-01,72.95220689459302
2020-06-02,72.85201615466126
2020-06-03,73.8088164578287
2020-06-04,74.11731705740254
2020-06-05,73.24649950645903
2020-06-08,72.37966344143292
2020-06-09,72.48364698568626
2020-06-10,72.84941527124131
2020-06-11,71.41047858139753
2020-06-12,71.19695290280761
2020-06-15,71.30353747849232
2020-06-16,71.77075358640633
2020-06-17,72.49476403570013
2020-06-18,73.05260429332884
2020-06-19,73.48179134036666
2020-06-22,73.14850177422417
2020-06-23,73.29601106008462
2020-06-24,73.6560935650258
2020-06-25,73.83326929274907
2020-06-26,74.19029488623151
2020-06-29,72.75120135542706
2020-06-30,73.380601598117
2020-07-01,73.02237313922387
2020-07-02,72.06000795540052
2020-07-03,72.48028796894116
2020-07-06,72.46860866699936
2020-07-07,73.55828240659527
2020-07-08,74.12236506343599
2020-07-09,73.96879274224285
2020-07-10,74.93660842679387
2020-07-13,76.16814034563849
2020-07-14,76.01933143638537
2020-07-15,76.7848977301079
2020-07-16,76.92789561213229
2020-07-17,75.65012043485102
2020-07-20,76.63800364342279
2020-07-21,76.84539479360512
2020-07-22,77.1650186068138
2020-07-23,76.46848189401095
2020-07-24,76.97856372705648
2020-07-27,77.20906651841464
2020-07-28,78.25994169699621
2020-07-29,78.24682343415608
2020-07-30,77.43801691700853
2020-07-31,77.26683304510134
2020-08-03,76.6509708734076
2020-08-04,75.72715075834472
2020-08-05,74.93258550632163
2020-08-06,74.57134787711553
2020-08-07,73.46534526547458
2020-08-10,75.69946554304943
2020-08-11,74.11880020837765
2020-08-12,75.26697619528568
2020-08-13,75.64193316023824
2020-08-14,77.02433148993514
2020-08-17,76.92327097613304
2020-08-18,76.8286950042109
2020-08-19,76.74558667317389
2020-08-20,74.71107852930847
2020-08-21,74.17448955572094
2020-08-24,72.77116459558205
2020-08-25,73.07650854315969
2020-08-26,73.30257283093599
2020-08-27,72.47666615827357
2020-08-28,72.84611756712971
2020-08-31,73.64643517130483
2020-09-01,72.49212717045228
2020-09-02,72.49034326608765
2020-09-03,71.36296742626185
2020-09-04,71.63839987466014
2020-09-07,72.6753084533439
2020-09-08,72.79647509370649
2020-09-09,71.47712925422273
2020-09-10,72.37038722437639
2020-09-11,70.86969717359156
2020-09-14,71.18705123191417
2020-09-15,71.32966608191073
2020-09-16,71.14562399295599
2020-09-17,71.24141711413048
2020-09-18,70.21459262326103
2020-09-21,70.49753924784568
2020-09-22,69.89715279186642
2020-09-23,68.51267014859303
2020-09-24,68.09825771655782
2020-09-25,67.56425672897977
2020-09-28,68.73019457701609
2020-09-29,69.1374027113695
2020-09-30,69.06749897935912
2020-10-01,69.14957560255327
2020-10-02,71.10705454867043
2020-10-05,70.66335935829167
2020-10-06,71.40865167980498
2020-10-07,72.44016329647675
2020-10-08,72.62759399213145
2020-10-09,72.79188029082978
2020-10-12,72.66489984963592
2020-10-13,71.35493909555314
2020-10-14,72.5949361844328
2020-10-15,72.46706557504068
2020-10-16,71.84472804343379
2020-10-19,71.9357827377904
2020-10-20,71.32942791095383
2020-10-21,71.30968859110767
2020-10-22,70.9109997224169
2020-10-23,70.84160834699216
2020-10-26,70.3161154890612
2020-10-27,70.19636640243667
2020-10-28,69.86161580974854
2020-10-29,68.97975960703316
2020-10-30,68.85835092121515
2020-11-02,68.28663460543511
2020-11-03,68.78931712033885
2020-11-04,68.22835283430375
2020-11-05,67.40952479674424
2020-11-06,67.14247976964201
2020-11-09,66.34069634087493
2020-11-10,65.24380378214862
2020-11-11,65.27263872953786
2020-11-12,66.03901157741126
2020-11-13,66.4327838547969
2020-11-16,65.17375292979955
2020-11-17,64.92110357515439
2020-11-18,65.06117596094353
2020-11-19,66.07379718962933
2020-11-20,67.0268073707024
2020-11-23,66.44358536470646
2020-11-24,65.50947433580687
2020-11-25,65.6815446879448
2020-11-26,64.7759947945328
2020-11-27,64.80844633533717
2020-11-30,65.29395047873523
2020-12-01,65.76654879756896
2020-12-02,67.10501564329088
2020-12-03,66.50935381062686
2020-12-04,67.926039890194
2020-12-07,68.36561291654212
2020-12-08,68.76203782373966
2020-12-09,67.72330290706606
2020-12-10,67.95707679835824
2020-12-11,66.90465562158128
2020-12-14,67.47757810213797
2020-12-15,66.96775238918377
2020-12-16,66.40559375961986
2020-12-17,65.86871610800048
2020-12-18,66.26317996285887
2020-12-21,66.76741517535172
2020-12-22,66.86639023259075
2020-12-23,67.35297009632573
2020-12-24,66.30374587069096
2020-12-25,66.27253546456043
2020-12-28,66.98750230978139
2020-12-29,66.10061538527052
2020-12-30,66.55913577401401
2020-12-31,67.41142198211615
2021-01-01,67.13985488944653
2021-01-04,67.91451677486785
2021-01-05,68.25645966070353
2021-01-06,68.23933483883054
2021-01-07,68.08102045409322
2021-01-08,70.00297064851698
2021-01-11,71.55161563877529
2021-01-12,72.47453591293211
2021-01-13,73.1875534888161
2021-01-14,73.39291457696356
2021-01-15,73.31955534044175
2021-01-18,73.58614907877286
2021-01-19,73.15660159459445
2021-01-20,72.76804490091261
2021-01-21,73.8682349551504
2021-01-22,74.10183076193067
2021-01-25,74.59301367484716
2021-01-26,74.39668786599941
2021-01-27,74.79340565829959
2021-01-28,73.46027290736886
2021-01-29,73.32148865696794
2021-02-01,71.67782630813602
2021-02-02,71.56451727918761
2021-02-03,71.25940438527276
2021-02-04,72.49580102864567
2021-02-05,71.73422474329041
2021-02-08,71.08017528383725
2021-02-09,71.04056814904176
2021-02-10,72.40241432315584
2021-02-11,71.65349125660555
2021-02-12,72.04097010380524
2021-02-15,71.4157476391031
2021-02-16,73.2659296836687
2021-02-17,74.61887875337419
2021-02-18,75.79734416016962
2021-02-19,75.41298541391915
2021-02-22,75.65948455057377
2021-02-23,74.95063575506416
2021-02-24,74.62637355046185
2021-02-25,74.116877047284
2021-02-26,73.74246980689712
2021-03-01,74.1441916335686
2021-03-02,75.14937509235818
2021-03-03,75.49533532411955
2021-03-04,76.38407824684536
2021-03-05,76.75649227907806
2021-03-08,78.62022246608707
2021-03-09,79.04207549490495
2021-03-10,80.83185920519755
2021-03-11,81.96211416622711
2021-03-12,81.81754444404456
2021-03-15,80.29222173483167
2021-03-16,79.93488848444852
2021-03-17,79.6534662755178
2021-03-18,79.54528438752709
2021-03-19,78.75768788450499
2021-03-22,78.71672946635289
2021-03-23,79.67534381422233
2021-03-24,78.61122746964993
2021-03-25,79.78245567898334
2021-03-26,78.94109912780603
2021-03-29,80.37194978033352
2021-03-30,79.3899148259402
2021-03-31,79.96391802256237
2021-04-01,79.8875779991851
2021-04-02,78.36310454848243
2021-04-05,78.11383245594655
2021-04-06,77.3313411511271
2021-04-07,78.07400482107141
2021-04-08,78.24047550721711
2021-04-09,78.40369819070706
2021-04-12,78.88384913040865
2021-04-13,79.32886080457276
2021-04-14,79.7678075538025
2021-04-15,79.79547471100378
2021-04-16,80.32054668544853
2021-04-19,79.90828768975025
2021-04-20,78.9435131279178
2021-04-21,79.22925393469426
2021-04-22,78.1320102929028
2021-04-23,78.52219243814574
2021-04-26,78.94607851373081
2021-04-27,78.95914262639516
2021-04-28,79.03815739881739
2021-04-29,79.16260221746437
2021-04-30,79.20815576385127
2021-05-03,80.36608167675547
2021-05-04,79.26669489468951
2021-05-05,78.98997197339823
2021-05-06,79.61845016243485
2021-05-07,78.71781547463148
2021-05-10,78.92473321766369
2021-05-11,79.87567063771277
2021-05-12,81.07536033110934
2021-05-13,80.61388109479678
2021-05-14,79.89450504710602
2021-05-17,80.90477836413028
2021-05-18,80.19652252303882
2021-05-19,80.35006339150503
2021-05-20,79.22599401545227
2021-05-21,79.67986652937348
2021-05-24,79.83280323210951
2021-05-25,79.6828373298823
2021-05-26,80.50522519587825
2021-05-27,81.31616670977688
2021-05-28,80.40478362817424
2021-05-31,79.20482273220149
2021-06-01,78.45505975615625
2021-06-02,77.31376617472863
2021-06-03,77.55618126827758
2021-06-04,77.09716609445992
2021-06-07,77.74844698289671
2021-06-08,77.53589105590872
2021-06-09,76.67382896115822
2021-06-10,76.04830245974571
2021-06-11,75.26270875813397
2021-06-14,77.7948617199058
2021-06-15,78.11975674915556
2021-06-16,77.66875883686482
2021-06-17,77.69425292805526
2021-06-18,77.85856897299448
2021-06-21,78.00611589536963
2021-06-22,78.59910025542148
2021-06-23,75.6686706617805
2021-06-24,75.33699059392912
2021-06-25,75.42551736748385
2021-06-28,74.9076158000738
2021-06-29,74.09944576241986
2021-06-30,75.10012071370257
2021-07-01,76.00706228365593
2021-07-02,76.6035171428561
2021-07-05,77.16892893075452
2021-07-06,77.06574624328813
2021-07-07,76.93382936260068
2021-07-08,77.05019064636492
2021-07-09,77.98875371045762
2021-07-12,79.84412833018271
2021-07-13,79.75449628148903
2021-07-14,78.95125012653473
2021-07-15,77.07877772330735
2021-07-16,76.83542142810792
2021-07-19,75.88104474367515
2021-07-20,75.05575988611146
2021-07-21,74.94486836613552
2021-07-22,75.0605526236147
2021-07-23,76.48463990707727
2021-07-26,76.04561451405293
2021-07-27,76.15058416044256
2021-07-28,76.29340928884662
2021-07-29,74.94037566390858
2021-07-30,75.08090931326385
2021-08-02,76.25698393031563
2021-08-03,76.08325165122623
2021-08-04,76.78034640125507
2021-08-05,75.77488063787818
2021-08-06,76.60755305612517
2021-08-09,77.5552808014896
2021-08-10,77.0247376009192
2021-08-11,77.24099947929028
2021-08-12,76.5844818325697
2021-08-13,76.14473825598417
2021-08-16,76.78275974867135
2021-08-17,76.19884243387139
2021-08-18,76.46632764070888
2021-08-19,76.51047700079471
2021-08-20,76.27529914255808
2021-08-23,74.64666081172949
2021-08-24,75.81630900158501
2021-08-25,76.23476656310643
2021-08-26,77.25005017294443
2021-08-27,77.37005101542456
2021-08-30,78.41618895560683
2021-08-31,79.41097713265
2021-09-01,78.22900140480732
2021-09-02,77.95999752648142
2021-09-03,78.45929152085921
2021-09-06,77.94055450088355
2021-09-07,78.57349386500056
2021-09-08,79.33188939002811
2021-09-09,79.06376046568826
2021-09-10,80.9632411253976
2021-09-13,81.50737022624216
2021-09-14,82.5644171249317
2021-09-15,83.54544629067719
2021-09-16,83.39570143174458
2021-09-17,84.01744088406157
2021-09-20,82.71380080282405
2021-09-21,83.08547579613915
2021-09-22,82.9519831853659
2021-09-23,82.2825510175302
2021-09-24,82.59200052447342
2021-09-27,82.17684591718734
2021-09-28,82.98528101587777
2021-09-29,82.42178753333046
2021-09-30,81.64271261330614
2021-10-01,81.33283353008146
2021-10-04,81.84556217092991
2021-10-05,80.87211436920809
2021-10-06,80.28961326976473
