Date,PVH
2020-01-01,451.09499201170553
2020-01-02,447.9143032971871
2020-01-03,444.5544679543113
2020-01-06,440.1111924308899
2020-01-07,447.3822431478912
2020-01-08,447.33302161824247
2020-01-09,442.2647537506257
2020-01-10,443.1542353093374
2020-01-13,442.9261880784119
2020-01-14,433.6335309044959
2020-01-15,434.6860751253537
2020-01-16,440.6014865038726
2020-01-17,441.1559163248816
2020-01-20,441.8888111588504
2020-01-21,437.2976288170662
2020-01-22,444.8470398186534
2020-01-23,443.29138256427404
2020-01-24,455.46803967653125
2020-01-27,463.6717279067015
2020-01-28,455.9465235274652
2020-01-29,450.89091189528784
2020-01-30,452.0735010248936
2020-01-31,462.8489411077304
2020-02-03,463.83975753234245
2020-02-04,475.8318291079533
2020-02-05,480.1141255865753
2020-02-06,479.6366891778704
2020-02-07,480.31571125407174
2020-02-10,486.3397085756484
2020-02-11,479.71525674830656
2020-02-12,485.31595782519383
2020-02-13,493.4915522747512
2020-02-14,488.29637774286556
2020-02-17,487.8449833315266
2020-02-18,497.5267142322788
2020-02-19,495.58754615392513
2020-02-20,494.9843640194328
2020-02-21,491.4427331013097
2020-02-24,495.43482321529507
2020-02-25,493.5953827583917
2020-02-26,497.1072496339148
2020-02-27,491.57596731756064
2020-02-28,489.7766899211867
2020-03-02,494.7915513573162
2020-03-03,505.1962901868727
2020-03-04,503.79215551115
2020-03-05,506.3993042795278
2020-03-06,503.3943726350508
2020-03-09,495.2239968183026
2020-03-10,496.5375324745127
2020-03-11,503.4487314137732
2020-03-12,495.7896249625132
2020-03-13,489.43210057779436
2020-03-16,485.53660005925076
2020-03-17,483.50583633197374
2020-03-18,488.34988703361705
2020-03-19,481.23596275035686
2020-03-20,483.5267053754483
2020-03-23,477.0248197445277
2020-03-24,469.3348823127614
2020-03-25,458.227849678256
2020-03-26,458.7817283669252
2020-03-27,449.9925898029816
2020-03-30,440.2902459995259
2020-03-31,436.75490473726535
2020-04-01,436.6350233268606
2020-04-02,432.7365462032242
2020-04-03,442.04434113934377
2020-04-06,437.57314852088734
2020-04-07,431.14205694803735
2020-04-08,424.80398456080275
2020-04-09,413.30855685034805
2020-04-10,417.1414165902242
2020-04-13,406.9862555602396
2020-04-14,402.93058818745425
2020-04-15,401.3630010452604
2020-04-16,399.1922925301108
2020-04-17,401.8681153977025
2020-04-20,399.8695930487811
2020-04-21,399.6515561032016
2020-04-22,400.5165380336029
2020-04-23,396.93765072253217
2020-04-24,391.25658516571895
2020-04-27,387.51760367543216
2020-04-28,388.3201003653103
2020-04-29,393.4078837214601
2020-04-30,406.2488094787386
2020-05-01,411.1273294257118
2020-05-04,415.3708938340893
2020-05-05,415.15952512667235
2020-05-06,422.66269953788066
2020-05-07,426.52457578929557
2020-05-08,425.2335292326
2020-05-11,413.15653100801427
2020-05-12,409.16591050003797
2020-05-13,410.6891850196404
2020-05-14,431.50980483509665
2020-05-15,442.07078322747685
2020-05-18,438.23676597770867
2020-05-19,438.5273856209111
2020-05-20,443.009481343616
2020-05-21,446.8669954999132
2020-05-22,450.37031273926385
2020-05-25,456.50317885748603
2020-05-26,450.18232654991436
2020-05-27,459.43567984435043
2020-05-28,458.07999583269174
2020-05-29,460.3534548497081
2020-06-01,461.07116484140937
2020-06-02,451.1975878057803
2020-06-03,453.1402635404017
2020-06-04,460.65365376700385
2020-06-05,456.5751762280217
2020-06-08,453.41222477516556
2020-06-09,460.83206755118897
2020-06-10,461.40516913877093
2020-06-11,463.7750518675123
2020-06-12,468.44167283275084
2020-06-15,468.9614190853259
2020-06-16,458.64630913274266
2020-06-17,459.7646716806071
2020-06-18,464.9551722370394
2020-06-19,452.23077004272915
2020-06-22,449.2662914939955
2020-06-23,444.0924411770872
2020-06-24,435.28109256683143
2020-06-25,440.7048234623508
2020-06-26,444.3535560760228
2020-06-29,438.2157346807631
2020-06-30,452.04136273789516
2020-07-01,449.01058196874106
2020-07-02,450.30152219080117
2020-07-03,457.1843779145285
2020-07-06,450.2460086004003
2020-07-07,442.59622906003403
2020-07-08,433.1507383625051
2020-07-09,441.1138796231554
2020-07-10,440.9700923212788
2020-07-13,440.31554652293653
2020-07-14,434.81404911354707
2020-07-15,443.2928388696865
2020-07-16,449.7313285822777
2020-07-17,454.6971365456597
2020-07-20,449.5718296961595
2020-07-21,456.36988047541854
2020-07-22,450.4157127171792
2020-07-23,452.19073120133936
2020-07-24,456.48866104397257
2020-07-27,464.0450495216687
2020-07-28,462.50596579112823
2020-07-29,455.87919059158367
2020-07-30,454.7810292828564
2020-07-31,466.87999525323465
2020-08-03,479.5613693007635
2020-08-04,474.61594588830314
2020-08-05,468.6228890961097
2020-08-06,463.55162045494984
2020-08-07,461.31317705156164
2020-08-10,448.8346048072368
2020-08-11,462.9490789183611
2020-08-12,454.62954012265754
2020-08-13,450.97286471880483
2020-08-14,457.81588147448576
2020-08-17,446.9336244895851
2020-08-18,445.1484304575585
2020-08-19,437.6552485272638
2020-08-20,447.6544308882363
2020-08-21,446.9655115109304
2020-08-24,442.86652076339095
2020-08-25,450.615929944315
2020-08-26,444.2053149687568
2020-08-27,438.1381071569492
2020-08-28,453.9587412083514
2020-08-31,456.7872255256814
2020-09-01,454.2166014037101
2020-09-02,448.6513879884623
2020-09-03,455.08759423994337
2020-09-04,456.3300561202005
2020-09-07,463.2369850543695
2020-09-08,466.53154466560414
2020-09-09,470.8092887122485
2020-09-10,471.2779867266513
2020-09-11,469.1052095934919
2020-09-14,473.75813314447646
2020-09-15,470.5948266532937
2020-09-16,461.80659343024666
2020-09-17,458.0454854167705
2020-09-18,450.77112285969207
2020-09-21,451.52243121043074
2020-09-22,448.8036059237964
2020-09-23,445.78077453942547
2020-09-24,442.8761428186205
2020-09-25,434.03655659581165
2020-09-28,436.90070587781105
2020-09-29,443.7072063134276
2020-09-30,437.7858164605001
2020-10-01,450.13641956047155
2020-10-02,461.82790430049846
2020-10-05,460.8685483109265
2020-10-06,449.74671343428383
2020-10-07,458.61383232761386
2020-10-08,458.707777564363
2020-10-09,468.0771546502326
2020-10-12,470.8796030939282
2020-10-13,469.0651793952637
2020-10-14,465.75341690535066
2020-10-15,474.23910034537835
2020-10-16,465.52514578377566
2020-10-19,461.2843827590435
2020-10-20,464.9543355598104
2020-10-21,456.28193138169917
2020-10-22,465.5066443687704
2020-10-23,470.7050023804335
2020-10-26,479.79413390589406
2020-10-27,487.09848535916143
2020-10-28,488.6879197659634
2020-10-29,495.37247272929875
2020-10-30,492.585611001968
2020-11-02,506.1079396232308
2020-11-03,512.1191896316732
2020-11-04,499.541278336352
2020-11-05,527.3632922308193
2020-11-06,540.9471853457886
2020-11-09,541.7439492161124
2020-11-10,525.3799172616654
2020-11-11,528.2288284831886
2020-11-12,521.9136987650205
2020-11-13,541.2914759640852
2020-11-16,537.7537547822524
2020-11-17,538.6858619314523
2020-11-18,535.1758973505694
2020-11-19,534.0604015572608
2020-11-20,522.9771801002709
2020-11-23,521.1594599836982
2020-11-24,512.1276320898025
2020-11-25,502.4655656325665
2020-11-26,509.456042228243
2020-11-27,511.16805769772884
2020-11-30,506.7131868944267
2020-12-01,503.53752800604303
2020-12-02,493.86404693261636
2020-12-03,491.08389620055135
2020-12-04,492.0143861970826
2020-12-07,490.25987430052066
2020-12-08,498.89910843977134
2020-12-09,494.64532084823094
2020-12-10,501.80748781993327
2020-12-11,494.1886834639314
2020-12-14,495.7720803246097
2020-12-15,501.2388795997549
2020-12-16,493.65792574160207
2020-12-17,487.5513206074097
2020-12-18,484.0001132993528
2020-12-21,480.47440496053775
2020-12-22,483.53154787670445
2020-12-23,473.73276357860055
2020-12-24,475.5777139593336
2020-12-25,468.28105742514344
2020-12-28,474.7868608625218
2020-12-29,471.10130528194
2020-12-30,469.1287613207539
2020-12-31,469.0464934853738
2021-01-01,466.2212513638445
2021-01-04,478.0856521278802
2021-01-05,488.15061100026935
2021-01-06,470.1041874555755
2021-01-07,466.64163050887976
2021-01-08,464.2841250904282
2021-01-11,455.13313559143086
2021-01-12,460.5890903899707
2021-01-13,464.45710726024043
2021-01-14,466.77476791397277
2021-01-15,456.4695031915195
2021-01-18,444.01835901602124
2021-01-19,439.10815457308286
2021-01-20,441.5032906932084
2021-01-21,448.2079493718655
2021-01-22,431.6000810931885
2021-01-25,426.82691858714844
2021-01-26,428.89622988395297
2021-01-27,426.7401635113809
2021-01-28,428.95904487089814
2021-01-29,428.6871926426034
2021-02-01,430.6660827116974
2021-02-02,426.6051505523235
2021-02-03,428.3551888573085
2021-02-04,424.43022757047225
2021-02-05,435.39212081532673
2021-02-08,441.49319623471393
2021-02-09,431.1752792321199
2021-02-10,425.7100906916523
2021-02-11,419.95141792217214
2021-02-12,424.39744625448657
2021-02-15,423.764980622233
2021-02-16,430.80574814611896
2021-02-17,429.1307954516501
2021-02-18,432.88910863583976
2021-02-19,437.3164947227124
2021-02-22,431.7245481255637
2021-02-23,432.58779274655774
2021-02-24,435.10369924325954
2021-02-25,426.2284890928517
2021-02-26,419.9720228137413
2021-03-01,424.51404125271176
2021-03-02,425.8420013447329
2021-03-03,414.59462448630205
2021-03-04,415.27331643497
2021-03-05,414.2843647537974
2021-03-08,405.600043290915
2021-03-09,407.5151621485465
2021-03-10,409.2581050899846
2021-03-11,408.3338408455041
2021-03-12,403.8708977051127
2021-03-15,405.8165360820799
2021-03-16,393.53276582997177
2021-03-17,394.3533931394318
2021-03-18,388.50833949837596
2021-03-19,383.1870142808675
2021-03-22,383.0401224729334
2021-03-23,386.73141221492705
2021-03-24,385.10872833304035
2021-03-25,363.62415867417866
2021-03-26,365.12999851483977
2021-03-29,370.96666650331906
2021-03-30,369.5701535753539
2021-03-31,368.45513806754406
2021-04-01,367.73316977700136
2021-04-02,368.09933726396355
2021-04-05,361.0246611953632
2021-04-06,360.5543286278804
2021-04-07,360.3020211898935
2021-04-08,362.27273730324725
2021-04-09,358.36834795055415
2021-04-12,357.76359915894676
2021-04-13,352.0951220035791
2021-04-14,345.9698836739482
2021-04-15,344.4577265895395
2021-04-16,342.1457018962579
2021-04-19,338.803914347177
2021-04-20,334.301589939872
2021-04-21,331.8888358970998
2021-04-22,328.31397407217617
2021-04-23,331.006145907223
2021-04-26,336.6128312085244
2021-04-27,340.0487846032726
2021-04-28,333.6343508281622
2021-04-29,336.1950423357825
2021-04-30,334.4518290612695
2021-05-03,338.4587660297828
2021-05-04,347.6472230677563
2021-05-05,346.52694594665405
2021-05-06,343.35352885844793
2021-05-07,348.0936777646745
2021-05-10,351.1776666412581
2021-05-11,353.2984546065478
2021-05-12,343.342494818924
2021-05-13,334.28198641108537
2021-05-14,328.73136486934044
2021-05-17,334.55638183314807
2021-05-18,337.32878141605005
2021-05-19,341.5978948913336
2021-05-20,335.9766584183327
2021-05-21,333.4257224214308
2021-05-24,336.450231407006
2021-05-25,336.8002779256149
2021-05-26,349.00857143044925
2021-05-27,350.93856484143964
2021-05-28,351.98667520212655
2021-05-31,342.53650497122874
2021-06-01,342.75192419161704
2021-06-02,349.58962736331614
2021-06-03,349.5342523559602
2021-06-04,350.66125432923764
2021-06-07,357.1556150860634
2021-06-08,347.68841741183905
2021-06-09,349.8990906115161
2021-06-10,344.970731165271
2021-06-11,340.68831220104397
2021-06-14,343.36089387863376
2021-06-15,340.8860501639779
2021-06-16,334.7425858908515
2021-06-17,327.1634822758522
2021-06-18,332.38647625175565
2021-06-21,322.4559835454808
2021-06-22,325.11561095158356
2021-06-23,334.3901593240441
2021-06-24,338.2018354155695
2021-06-25,336.823188698443
2021-06-28,337.9741662443096
2021-06-29,333.8901081778959
2021-06-30,335.66619608757617
2021-07-01,342.0757699908927
2021-07-02,340.1062428446161
2021-07-05,329.9579895722049
2021-07-06,329.04897633227745
2021-07-07,324.53645409802436
2021-07-08,323.46379817939555
2021-07-09,324.6718153816672
2021-07-12,333.18133450752583
2021-07-13,343.5489440438631
2021-07-14,357.4190311276474
2021-07-15,352.78270356645066
2021-07-16,351.48731339496806
2021-07-19,344.4228829190838
2021-07-20,337.9385054721537
2021-07-21,339.0586366013429
2021-07-22,345.9772851115144
2021-07-23,348.3585840004388
2021-07-26,342.7262834068613
2021-07-27,339.91648989574355
2021-07-28,337.4295617402942
2021-07-29,330.95420825752234
2021-07-30,329.07406833281027
2021-08-02,333.46008167396553
2021-08-03,332.19328430011967
2021-08-04,343.17331375643903
2021-08-05,342.81768483822003
2021-08-06,342.489814314446
2021-08-09,349.34022744009127
2021-08-10,351.2726572983328
2021-08-11,346.8031004868547
2021-08-12,348.7103191784355
2021-08-13,357.8010394906559
2021-08-16,358.456389135301
2021-08-17,363.5517920054497
2021-08-18,365.6852569674416
2021-08-19,370.84774214546127
2021-08-20,376.55058289038783
2021-08-23,371.5190658537452
2021-08-24,376.9084687093563
2021-08-25,374.8748967106509
2021-08-26,370.8546441457857
2021-08-27,374.8334086847275
2021-08-30,380.77061744292007
2021-08-31,371.74146411342144
2021-09-01,367.94408941540854
2021-09-02,369.4546753813264
2021-09-03,372.01615296980424
2021-09-06,359.2242089739537
2021-09-07,352.16701407093933
2021-09-08,344.34708762230866
2021-09-09,341.4983400141731
2021-09-10,335.6880674535667
2021-09-13,338.42196999017324
2021-09-14,338.0869339046397
2021-09-15,340.9398780841452
2021-09-16,348.8611873476181
2021-09-17,340.443066765991
2021-09-20,343.33048031294067
2021-09-21,339.0077251917003
2021-09-22,332.1769262963522
2021-09-23,325.40763991876565
2021-09-24,332.38888553672507
2021-09-27,328.26639618754814
2021-09-28,329.7895168882859
2021-09-29,329.6635610831474
2021-09-30,327.1678620218047
2021-10-01,336.09969787719507
2021-10-04,332.1139677707136
2021-10-05,328.35874552290505
2021-10-06,320.98583374468666
2021-10-07,322.2055187251747
2021-10-08,326.7394690820439
2021-10-11,323.1702090701091
2021-10-12,322.62897919478064
2021-10-13,323.05695555614466
2021-10-14,325.73614564741257
2021-10-15,329.18938348650266
2021-10-18,329.67011804667277
2021-10-19,331.188874605012
2021-10-20,336.81876073002996
2021-10-21,334.6929825712839
2021-10-22,328.2322142312108
2021-10-25,327.45097350247175
2021-10-26,323.01574619188233
2021-10-27,322.5395084533033
2021-10-28,323.48173025152124
2021-10-29,323.30501577320257
2021-11-01,326.5410929673851
2021-11-02,329.53621929136494
2021-11-03,336.15622062355163
2021-11-04,327.1107943846924
2021-11-05,332.1385010857911
2021-11-08,332.8379439360273
2021-11-09,317.9864495015795
2021-11-10,314.4565183038559
2021-11-11,310.4099101820078
2021-11-12,308.75155456767544
2021-11-15,304.47249566379276
2021-11-16,304.4267542134589
2021-11-17,311.62859254038335
2021-11-18,317.36666956600857
2021-11-19,320.2611213042696
2021-11-22,322.00810626925795
2021-11-23,321.8627425302714
2021-11-24,318.27458682896764
2021-11-25,313.9362802607689
2021-11-26,310.8041386274734
2021-11-29,318.37964946755227
2021-11-30,319.9877759554337
2021-12-01,320.03190666119445
2021-12-02,324.01284959375363
2021-12-03,325.2296224830847
2021-12-06,333.17031216897834
2021-12-07,329.2882829223977
2021-12-08,329.48331621846376
2021-12-09,335.9214812333283
2021-12-10,345.272234709618
2021-12-13,337.13556143045827
2021-12-14,336.83690767689075
2021-12-15,328.6138792396578
2021-12-16,337.30775107555576
2021-12-17,337.0198731936465
2021-12-20,339.6286526370636
2021-12-21,342.71108502890655
2021-12-22,345.48752479244234
2021-12-23,349.56930372417037
2021-12-24,356.52467989434865
2021-12-27,348.0947348147967
2021-12-28,348.3659955592479
2021-12-29,343.1503483189597
2021-12-30,340.64157793784983
2021-12-31,348.1786986072601
2022-01-03,343.6734493319789
2022-01-04,360.42905682985275
2022-01-05,355.2243604928047
2022-01-06,362.7865467429024
2022-01-07,351.82894639721025
2022-01-10,356.5741342613298
2022-01-11,360.0703073024067
2022-01-12,368.6353640310199
2022-01-13,362.6428140563327
2022-01-14,352.9111348656698
2022-01-17,351.45477839728966
2022-01-18,344.1831797548779
2022-01-19,354.0605583618652
2022-01-20,355.0512217573338
2022-01-21,349.17000532321737
2022-01-24,358.5384865882804
2022-01-25,363.00117525622545
2022-01-26,366.6939200393375
2022-01-27,372.88360456076805
2022-01-28,385.5426809361787
2022-01-31,394.09770904659365
2022-02-01,392.9906064351288
2022-02-02,389.972228375165
2022-02-03,390.42325908379115
2022-02-04,385.64824757484666
2022-02-07,387.86269930296004
2022-02-08,398.8817471427152
2022-02-09,395.5426185362426
2022-02-10,406.66248915430197
2022-02-11,406.11576049366477
2022-02-14,407.1418462088178
2022-02-15,412.04629381293114
2022-02-16,414.1023579248169
2022-02-17,427.34072887552463
2022-02-18,424.85531924452823
2022-02-21,428.6257223784422
2022-02-22,417.5096584646159
2022-02-23,420.96694223273516
2022-02-24,414.1298527035753
2022-02-25,408.85925696515835
2022-02-28,408.9196557832351
2022-03-01,406.25432041643273
2022-03-02,402.70386445740826
2022-03-03,403.0685521017333
2022-03-04,399.6517311328136
2022-03-07,401.6610133813282
2022-03-08,392.87893749826566
2022-03-09,391.6748956089381
2022-03-10,383.02524604059715
2022-03-11,372.5592156372339
2022-03-14,368.5628303598637
2022-03-15,366.50746822463776
2022-03-16,374.153431519529
2022-03-17,371.81670978309626
2022-03-18,373.1187336281597
2022-03-21,374.6003420715341
2022-03-22,377.020446325635
2022-03-23,375.00199832274905
2022-03-24,373.7180790431263
2022-03-25,371.72452978358336
2022-03-28,371.226253725951
2022-03-29,362.000825537338
2022-03-30,362.07449281485077
2022-03-31,355.305521253396
2022-04-01,351.670067773608
2022-04-04,351.3523640878486
2022-04-05,351.74764819946137
2022-04-06,352.3493363386235
2022-04-07,360.94253860142527
2022-04-08,366.1585125507212
2022-04-11,361.8765926908032
2022-04-12,368.1084704376399
2022-04-13,365.6775154423536
2022-04-14,366.41459933298546
2022-04-15,360.36742067643297
2022-04-18,354.6782722345718
2022-04-19,356.2488228103812
2022-04-20,353.29211263670686
2022-04-21,362.096744698133
2022-04-22,361.9834590124605
2022-04-25,359.18013955434486
2022-04-26,354.87475536382277
2022-04-27,351.9312245515854
2022-04-28,350.34708831506487
2022-04-29,344.4869534114976
2022-05-02,344.96042130655417
2022-05-03,354.0434249116708
2022-05-04,353.532328397238
2022-05-05,358.2885462608942
2022-05-06,362.56148681258793
2022-05-09,364.2387347227534
2022-05-10,376.282264659709
2022-05-11,382.13654128566344
2022-05-12,378.96215712191866
2022-05-13,387.3576944665861
2022-05-16,380.062314587188
2022-05-17,379.27575617251546
2022-05-18,381.0574704486752
2022-05-19,373.52641446131435
2022-05-20,381.54203082473015
2022-05-23,374.5014235837071
2022-05-24,371.677128495371
2022-05-25,358.1229642772535
2022-05-26,353.46804682785637
2022-05-27,350.8443403735262
2022-05-30,351.8054355398826
2022-05-31,354.6123311074263
2022-06-01,350.4756277528129
2022-06-02,344.7540105611994
2022-06-03,343.557178496322
2022-06-06,351.735093949508
2022-06-07,347.4343596350453
2022-06-08,342.82424255587483
2022-06-09,345.5120046381313
2022-06-10,353.8663847458675
2022-06-13,350.3847427931526
2022-06-14,348.15594242279366
2022-06-15,342.7411965446775
2022-06-16,352.01252528416154
2022-06-17,358.43861584942107
2022-06-20,367.99468082976415
2022-06-21,368.15647458713636
2022-06-22,367.14432280790544
2022-06-23,367.6178387414379
2022-06-24,370.0825186687319
2022-06-27,363.7381081016851
2022-06-28,364.9472952924895
2022-06-29,365.66823476612564
2022-06-30,365.55247108557404
2022-07-01,371.126790834786
2022-07-04,376.3548598213002
2022-07-05,381.5692630146494
2022-07-06,385.0486239797447
2022-07-07,379.18964535169727
2022-07-08,380.38199106952794
2022-07-11,376.8201769646454
2022-07-12,387.0385460597496
2022-07-13,385.72951456426676
2022-07-14,385.88733151203536
2022-07-15,385.462594928396
2022-07-18,391.3430679612696
2022-07-19,390.9958633784989
2022-07-20,394.7784128309141
2022-07-21,389.92222629365625
2022-07-22,393.97682208179305
2022-07-25,394.4193106766843
2022-07-26,389.5402931023807
2022-07-27,377.7717011152609
2022-07-28,372.665020782118
2022-07-29,367.3916610127335
2022-08-01,356.8461405645184
2022-08-02,357.6495750010781
2022-08-03,354.6679645525315
2022-08-04,348.60776667485504
2022-08-05,349.1543658011531
2022-08-08,344.9186565414605
2022-08-09,340.4025348055053
2022-08-10,330.97830754629985
2022-08-11,331.510115581606
2022-08-12,325.00902496327706
2022-08-15,324.62548188074965
2022-08-16,329.51800534938997
2022-08-17,329.8844545053334
2022-08-18,330.69960651566447
2022-08-19,323.7558795627324
2022-08-22,326.4742667625593
2022-08-23,324.81490604394037
2022-08-24,324.0021950996636
2022-08-25,320.98467684569187
2022-08-26,317.0707237473392
2022-08-29,323.3562396766094
2022-08-30,325.9058795904184
2022-08-31,329.57592934206247
2022-09-01,330.26882539925316
2022-09-02,335.8168852909375
2022-09-05,339.5957721254924
2022-09-06,328.0150863927444
2022-09-07,324.79310258262575
2022-09-08,327.8433664344572
2022-09-09,320.5355609267129
2022-09-12,320.0261328951238
2022-09-13,334.69329263202445
2022-09-14,337.317355667425
2022-09-15,336.34492441371066
2022-09-16,327.5708043545495
2022-09-19,330.6441320260828
2022-09-20,322.2292623317532
2022-09-21,323.1315058155729
2022-09-22,318.84447036692103
2022-09-23,312.07463862075025
2022-09-26,310.5734192890247
2022-09-27,322.939941472664
2022-09-28,322.73944055075657
2022-09-29,319.5986652159214
2022-09-30,331.54700035485604
2022-10-03,335.70593001546195
2022-10-04,334.76397300934
2022-10-05,348.67335779341454
2022-10-06,357.59476107532066
2022-10-07,351.97827779611396
2022-10-10,357.33748494610586
2022-10-11,360.18718124986884
2022-10-12,361.9580223120458
2022-10-13,355.1841745725245
2022-10-14,349.6966271865665
2022-10-17,347.67338921178873
2022-10-18,349.5139877552418
2022-10-19,340.29108790454444
2022-10-20,343.54089425347115
2022-10-21,334.06455182526526
2022-10-24,328.22196262687896
2022-10-25,331.97363990944234
2022-10-26,326.26037496959043
2022-10-27,322.9300814331841
2022-10-28,323.1476960637889
