Date,ZBH
2020-01-01,72.28561081022076
2020-01-02,73.35069895586366
2020-01-03,74.5647588871288
2020-01-06,75.49993463766111
2020-01-07,76.12563500426239
2020-01-08,76.38639527737664
2020-01-09,78.55204274845839
2020-01-10,77.91805782741162
2020-01-13,78.31991600758562
2020-01-14,78.80821596590634
2020-01-15,78.61142113062135
2020-01-16,79.24821813014032
2020-01-17,78.10139627567986
2020-01-20,77.04753424389713
2020-01-21,78.00644371182176
2020-01-22,78.51775037752226
2020-01-23,79.63113525535357
2020-01-24,80.47411806961225
2020-01-27,80.69705325715026
2020-01-28,79.62990534316793
2020-01-29,80.44524979871485
2020-01-30,79.6489268810116
2020-01-31,79.2718589614799
2020-02-03,79.04111881424302
2020-02-04,79.05976498277109
2020-02-05,78.7844128537021
2020-02-06,78.90902718799121
2020-02-07,78.22551892967914
2020-02-10,78.36772979975856
2020-02-11,77.4565686363537
2020-02-12,76.51042328176831
2020-02-13,76.23430546748384
2020-02-14,76.73224785928677
2020-02-17,76.7541185859781
2020-02-18,74.23632051464229
2020-02-19,74.4146767938144
2020-02-20,74.323836690697
2020-02-21,73.77080209371279
2020-02-24,73.94428131366028
2020-02-25,73.18233068450165
2020-02-26,74.49278040786527
2020-02-27,74.6740369556735
2020-02-28,74.98027868124913
2020-03-02,74.69142251577995
2020-03-03,74.61102454158734
2020-03-04,74.19473697063901
2020-03-05,74.19899576458108
2020-03-06,72.35324402668294
2020-03-09,72.86538771988864
2020-03-10,73.09329270195259
2020-03-11,73.67311428284597
2020-03-12,75.28754460931859
2020-03-13,76.73782742059099
2020-03-16,75.30508825877226
2020-03-17,75.02360193416773
2020-03-18,75.74125278942067
2020-03-19,74.70284361548661
2020-03-20,74.31697134753736
2020-03-23,75.22900953632853
2020-03-24,74.81175268121874
2020-03-25,74.89062407075382
2020-03-26,73.74081134588452
2020-03-27,74.45929335141854
2020-03-30,72.83905996219453
2020-03-31,72.5584583389829
2020-04-01,70.89567359522302
2020-04-02,70.22455241086656
2020-04-03,70.71739261792729
2020-04-06,70.78640876540227
2020-04-07,71.84725154600517
2020-04-08,73.08650458822191
2020-04-09,74.26411806312747
2020-04-10,73.2196281019403
2020-04-13,72.3354606874579
2020-04-14,71.53928490639605
2020-04-15,71.63779919648236
2020-04-16,71.77430352652429
2020-04-17,73.77849807422673
2020-04-20,73.79975694348761
2020-04-21,75.13266574734786
2020-04-22,74.03453718513224
2020-04-23,74.68116726791418
2020-04-24,73.60251065173972
2020-04-27,73.33995009445937
2020-04-28,72.77891872625409
2020-04-29,74.72898495544392
2020-04-30,74.75876165705398
2020-05-01,75.0974533513229
2020-05-04,76.20817820162465
2020-05-05,76.54778943786019
2020-05-06,77.2613891280015
2020-05-07,78.05769612788987
2020-05-08,78.65788629572114
2020-05-11,77.94610012626107
2020-05-12,78.68710238116937
2020-05-13,76.37492807862412
2020-05-14,76.27567866878508
2020-05-15,76.53437113719856
2020-05-18,75.929203969076
2020-05-19,77.23010335091023
2020-05-20,75.4536457124972
2020-05-21,74.15191350517574
2020-05-22,75.07421961642076
2020-05-25,75.63952102734764
2020-05-26,76.2518294166635
2020-05-27,76.25142810874793
2020-05-28,78.25867600696014
2020-05-29,77.9303076689942
2020-06-01,78.10367779351999
2020-06-02,78.37263968416136
2020-06-03,79.33243080731222
2020-06-04,79.22940641660757
2020-06-05,78.76766439453426
2020-06-08,77.08177785041907
2020-06-09,76.4207846556501
2020-06-10,76.19317130321275
2020-06-11,76.40091247261405
2020-06-12,77.4493925686191
2020-06-15,78.8289394547812
2020-06-16,78.71968703726786
2020-06-17,78.70641372075002
2020-06-18,79.20751384798378
2020-06-19,79.487904156232
2020-06-22,80.45305190897221
2020-06-23,78.51422353140777
2020-06-24,80.08424643740616
2020-06-25,79.0944039348259
2020-06-26,77.9149922945487
2020-06-29,76.63681013904157
2020-06-30,75.41198876517544
2020-07-01,76.77426008413575
2020-07-02,78.21418077286323
2020-07-03,78.21394038373514
2020-07-06,77.97285596614729
2020-07-07,78.16119618765038
2020-07-08,78.05277519187524
2020-07-09,77.31248789308762
2020-07-10,77.30503481555542
2020-07-13,76.70136864256492
2020-07-14,76.74148528114992
2020-07-15,74.86407244114221
2020-07-16,76.9561363215532
2020-07-17,74.17387146779733
2020-07-20,74.00450408747824
2020-07-21,72.84426878899092
2020-07-22,72.18655387260382
2020-07-23,71.1927193561817
2020-07-24,72.15442482038226
2020-07-27,73.21201177325474
2020-07-28,74.72964245702973
2020-07-29,74.67330990672885
2020-07-30,75.83201015801026
2020-07-31,76.28988212902452
2020-08-03,76.69733577113122
2020-08-04,77.49843142064087
2020-08-05,77.80444136516809
2020-08-06,77.76197270712571
2020-08-07,75.94901373287684
2020-08-10,74.52351579481676
2020-08-11,77.17294534548454
2020-08-12,76.12875845310487
2020-08-13,77.7953960571566
2020-08-14,78.68327687421196
2020-08-17,79.47310895607633
2020-08-18,80.67410286276672
2020-08-19,79.29574364313059
2020-08-20,80.10282567385526
2020-08-21,81.56643532819508
2020-08-24,82.07029539088026
2020-08-25,82.45906230900582
2020-08-26,83.67277378825312
2020-08-27,83.78387812470795
2020-08-28,84.25407241998134
2020-08-31,84.87081173398842
2020-09-01,83.9720837801774
2020-09-02,82.9883822939689
2020-09-03,84.02303419168368
2020-09-04,85.9306188650967
2020-09-07,85.92037708837582
2020-09-08,84.10583953308358
2020-09-09,83.96387766144434
2020-09-10,83.50380735028904
2020-09-11,84.19526969707368
2020-09-14,84.788369336032
2020-09-15,84.9460431552294
2020-09-16,85.41657696146504
2020-09-17,86.60701714136644
2020-09-18,86.7465348176407
2020-09-21,88.15257964885728
2020-09-22,87.61860373842661
2020-09-23,85.98652369240767
2020-09-24,86.01262412892714
2020-09-25,86.01368415648994
2020-09-28,85.04254824567815
2020-09-29,86.11290097064985
2020-09-30,86.15179425458135
2020-10-01,87.88302497728586
2020-10-02,87.43886493361599
2020-10-05,87.10315668834966
2020-10-06,86.74980978460992
2020-10-07,87.2133530443173
2020-10-08,87.48688723171583
2020-10-09,87.6406465964923
2020-10-12,89.23258511632076
2020-10-13,91.16685587773279
2020-10-14,90.93999123724795
2020-10-15,92.19643858070918
2020-10-16,93.36058256860494
2020-10-19,91.94275101893794
2020-10-20,91.56567834497817
2020-10-21,92.1331586596248
2020-10-22,94.60617072908009
2020-10-23,97.07130637163269
2020-10-26,97.62619651945019
2020-10-27,99.79032027198372
2020-10-28,100.25724047331148
2020-10-29,100.24917794087513
2020-10-30,99.80539856984527
2020-11-02,99.35714243618436
2020-11-03,97.45327116317408
2020-11-04,95.96842513654977
2020-11-05,98.74464520258513
2020-11-06,97.5388286784891
2020-11-09,98.0898808231903
2020-11-10,95.7523623450105
2020-11-11,93.86463069214192
2020-11-12,93.66640018988056
2020-11-13,94.46172955320179
2020-11-16,96.76960048481884
2020-11-17,96.11009049718415
2020-11-18,97.79488279884862
2020-11-19,100.55382416006489
2020-11-20,99.19508823931868
2020-11-23,97.81783261115544
2020-11-24,96.21266472513099
2020-11-25,96.10545153487107
2020-11-26,95.2299380201595
2020-11-27,97.28543892610452
2020-11-30,98.4010077593572
2020-12-01,98.07445999363125
2020-12-02,99.60576258266573
2020-12-03,98.21533774523371
2020-12-04,101.56858141701878
2020-12-07,101.04773556382948
2020-12-08,99.63829967601497
2020-12-09,100.94922224253308
2020-12-10,100.11622267486892
2020-12-11,100.16529007246656
2020-12-14,100.41049719837937
2020-12-15,100.16830127283437
2020-12-16,101.3257057017451
2020-12-17,103.28030230658175
2020-12-18,100.46893709811765
2020-12-21,98.95998617939551
2020-12-22,96.80139282597959
2020-12-23,96.06746393126033
2020-12-24,96.40779468990475
2020-12-25,96.97581460124627
2020-12-28,97.087124587832
2020-12-29,99.17519036373956
2020-12-30,101.58125283694994
2020-12-31,100.32242427552248
2021-01-01,103.10983788076183
2021-01-04,101.54053836713126
2021-01-05,100.49070676603954
2021-01-06,99.36798190071966
2021-01-07,100.79306236697654
2021-01-08,101.32209772577397
2021-01-11,100.67063837429632
2021-01-12,102.20080774377843
2021-01-13,104.37572664592182
2021-01-14,105.17710252820685
2021-01-15,105.17862745653963
2021-01-18,106.5265878337243
2021-01-19,106.6999756193481
2021-01-20,105.67037079334277
2021-01-21,102.30680906357578
2021-01-22,102.48555933677896
2021-01-25,104.15662509984594
2021-01-26,105.37053303492864
2021-01-27,104.78688515731787
2021-01-28,106.95759098315078
2021-01-29,106.51500223159957
2021-02-01,105.86228294235076
2021-02-02,105.76513975006351
2021-02-03,102.85315418687269
2021-02-04,103.94364375562846
2021-02-05,103.56031157502058
2021-02-08,105.4690001826394
2021-02-09,108.37403572094088
2021-02-10,108.17111710763042
2021-02-11,107.24385521452943
2021-02-12,108.33802627462383
2021-02-15,108.08272870552692
2021-02-16,107.99354999534
2021-02-17,108.0974960832582
2021-02-18,105.53243056484663
2021-02-19,102.58568188758605
2021-02-22,101.04674090951957
2021-02-23,102.79026119621024
2021-02-24,101.19876051439094
2021-02-25,102.7481879997438
2021-02-26,100.38374298630117
2021-03-01,102.41723230414314
2021-03-02,101.81671432442316
2021-03-03,100.58775935712448
2021-03-04,102.8853833037769
2021-03-05,98.77207515481108
2021-03-08,99.17763511022845
2021-03-09,99.52420568484231
2021-03-10,100.60286463976614
2021-03-11,96.23036809986375
2021-03-12,98.32844772852636
2021-03-15,97.96707208877514
2021-03-16,96.97051666487711
2021-03-17,97.81031432003424
2021-03-18,99.57161912850295
2021-03-19,101.40095527035497
2021-03-22,100.20355965146122
2021-03-23,100.0786286943478
2021-03-24,99.7129098205544
2021-03-25,99.77225201489506
2021-03-26,99.7029522018882
2021-03-29,103.39582306126884
2021-03-30,99.96828058929432
2021-03-31,99.59048245040083
2021-04-01,99.50748532582078
2021-04-02,97.90188801318587
2021-04-05,99.5117454104481
2021-04-06,99.83964496455103
2021-04-07,100.95912784441674
2021-04-08,100.29590767797434
2021-04-09,100.50720677906624
2021-04-12,103.83982198402356
2021-04-13,103.49720866366324
2021-04-14,105.811693770268
2021-04-15,104.69000616238311
2021-04-16,106.27244255855267
2021-04-19,107.05379162648204
2021-04-20,108.66646002965525
2021-04-21,110.30150896854877
2021-04-22,113.00712144919649
2021-04-23,113.97080082306327
2021-04-26,112.1231558493722
2021-04-27,108.90296366143052
2021-04-28,108.82688249523058
2021-04-29,108.27812383372158
2021-04-30,107.3376959271749
2021-05-03,108.54962158793428
2021-05-04,108.43123184539817
2021-05-05,106.63353550838072
2021-05-06,107.75278582726052
2021-05-07,106.37153754150775
2021-05-10,106.91884610035663
2021-05-11,107.50887453334303
2021-05-12,105.22818157845244
2021-05-13,104.7651128974189
2021-05-14,104.22638547851889
2021-05-17,103.1879108010238
2021-05-18,105.67112922208268
