Date,MS
2020-01-01,368.44312035722476
2020-01-02,393.1432457455066
2020-01-03,389.0462133996059
2020-01-06,396.04033987981086
2020-01-07,404.6253727695696
2020-01-08,395.5800850286536
2020-01-09,408.38824160714137
2020-01-10,369.3632271395833
2020-01-13,366.46174488586405
2020-01-14,355.58490657694546
2020-01-15,341.6804963869973
2020-01-16,344.33941299213194
2020-01-17,332.79703644627995
2020-01-20,320.86847186904373
2020-01-21,325.6303149664813
2020-01-22,320.52946392664535
2020-01-23,322.9710798704122
2020-01-24,319.4840246942886
2020-01-27,337.4011769589112
2020-01-28,338.6705052675321
2020-01-29,338.3830558286644
2020-01-30,335.34519425882667
2020-01-31,335.35815379630344
2020-02-03,350.44154562182405
2020-02-04,352.80694236343555
2020-02-05,336.23212252121203
2020-02-06,357.1389160141975
2020-02-07,352.57886530778086
2020-02-10,356.4135639703643
2020-02-11,346.27240688678694
2020-02-12,348.61262185691174
2020-02-13,347.3692926123406
2020-02-14,337.38220590151775
2020-02-17,316.2111399955471
2020-02-18,312.94074589177694
2020-02-19,306.0592187535298
2020-02-20,305.37092495928295
2020-02-21,292.9205356907086
2020-02-24,309.4429476492331
2020-02-25,296.1297704015115
2020-02-26,285.895665913725
2020-02-27,296.41736947306555
2020-02-28,290.4969811276918
2020-03-02,292.16546722057217
2020-03-03,290.5995793646462
2020-03-04,283.51940966142416
2020-03-05,267.69070840043054
2020-03-06,276.66691080339075
2020-03-09,272.2846503219566
2020-03-10,270.38611965416214
2020-03-11,270.9561988592075
2020-03-12,273.76280073717487
2020-03-13,280.44146478769136
2020-03-16,285.95762611000663
2020-03-17,285.3956903544574
2020-03-18,276.0098968739381
2020-03-19,283.48512402232814
2020-03-20,287.1394118290716
2020-03-23,281.05586328130624
2020-03-24,277.6652280997661
2020-03-25,276.88590067028497
2020-03-26,277.4831054946269
2020-03-27,260.57098536551473
2020-03-30,270.44432524441794
2020-03-31,273.15187084395524
2020-04-01,289.8885354646257
2020-04-02,278.175402892244
2020-04-03,293.3755427570217
2020-04-06,287.4103762767607
2020-04-07,300.0564300053021
2020-04-08,307.2543859464706
2020-04-09,299.92491263761843
2020-04-10,299.0379096248139
2020-04-13,301.7295539220486
2020-04-14,306.77424239900785
2020-04-15,306.62198302684277
2020-04-16,304.75470928047844
2020-04-17,301.6223036447001
2020-04-20,297.6879345688502
2020-04-21,300.4203789384109
2020-04-22,304.2798849767911
2020-04-23,328.225359492258
2020-04-24,313.2421477186239
2020-04-27,322.2380831915251
2020-04-28,327.6422929187682
2020-04-29,329.5023801025292
2020-04-30,341.019450201727
2020-05-01,335.4222641142888
2020-05-04,349.9727920631177
2020-05-05,344.1418971181349
2020-05-06,355.32602874778865
2020-05-07,357.5799941620756
2020-05-08,351.6714250416436
2020-05-11,356.32182779073514
2020-05-12,355.99527825614257
2020-05-13,349.2892263269971
2020-05-14,343.4288716547929
2020-05-15,337.1588145190161
2020-05-18,328.6445823155853
2020-05-19,318.8529854751163
2020-05-20,308.9565324709028
2020-05-21,303.2129310464786
2020-05-22,301.6404200236896
2020-05-25,294.47184209583133
2020-05-26,291.20736148132147
2020-05-27,278.8088913771419
2020-05-28,271.335750479444
2020-05-29,272.2213684203034
2020-06-01,284.35439359377574
2020-06-02,274.6499571762508
2020-06-03,276.528173923645
2020-06-04,282.9549477084907
2020-06-05,285.2042592966609
2020-06-08,287.5171659862308
2020-06-09,287.12974033441395
2020-06-10,292.95256639170464
2020-06-11,291.37224956877736
2020-06-12,282.1381764732395
2020-06-15,275.49112422055947
2020-06-16,257.70496617404217
2020-06-17,257.29152050640386
2020-06-18,259.2246844529229
2020-06-19,258.7844214076935
2020-06-22,249.45067655440056
2020-06-23,239.17994737588086
2020-06-24,234.16421447012962
2020-06-25,229.2252504368472
2020-06-26,237.7318029268051
2020-06-29,245.56479154167735
2020-06-30,243.49788229647896
2020-07-01,234.63400440024748
2020-07-02,230.5656426557293
2020-07-03,235.55576737240403
2020-07-06,232.96392241832848
2020-07-07,224.8824665517138
2020-07-08,233.21577849624694
2020-07-09,230.05434354585563
2020-07-10,226.31953278134853
2020-07-13,214.57185200456215
2020-07-14,221.74657048290194
2020-07-15,218.37979442829024
2020-07-16,209.26318167467534
2020-07-17,207.64668809970289
2020-07-20,210.5262940665558
2020-07-21,215.70981251918184
2020-07-22,210.75049531287544
2020-07-23,208.09917340374818
2020-07-24,216.28229507979984
2020-07-27,210.3270151788254
2020-07-28,209.80483613292844
2020-07-29,209.62521657291728
2020-07-30,221.1636684383093
2020-07-31,222.0881780117644
2020-08-03,220.52552265819355
2020-08-04,223.1241207305241
2020-08-05,230.3600666561022
2020-08-06,233.0797844490566
2020-08-07,221.49535091819175
2020-08-10,228.76837544387638
2020-08-11,222.12581095097536
2020-08-12,212.8255240067634
2020-08-13,209.03642919532575
2020-08-14,209.3726240501951
2020-08-17,218.44479020085785
2020-08-18,214.58554416324336
2020-08-19,217.14643055156554
2020-08-20,213.08162553592015
2020-08-21,203.74019852412363
2020-08-24,208.48417890215723
2020-08-25,201.8683065030216
2020-08-26,196.95124321625534
2020-08-27,202.4100489731337
2020-08-28,192.1120071083709
2020-08-31,189.97900626526192
2020-09-01,192.25164436373234
2020-09-02,194.9854015433927
2020-09-03,204.19191704224437
2020-09-04,197.0300117663752
2020-09-07,202.30817603381354
2020-09-08,205.09208269327345
2020-09-09,198.53293235902225
2020-09-10,194.8559478308114
2020-09-11,190.44270878157138
2020-09-14,198.05657644267205
2020-09-15,194.82913976059498
2020-09-16,191.19841505674677
2020-09-17,199.52651933544598
2020-09-18,197.1500364396864
2020-09-21,188.67961118671641
2020-09-22,189.11211062913767
2020-09-23,196.6102667835251
2020-09-24,195.89168016676302
2020-09-25,195.74204705596654
2020-09-28,199.6143102046486
2020-09-29,198.27173675667854
2020-09-30,198.402230875187
2020-10-01,194.70143655775556
2020-10-02,183.73138711902314
2020-10-05,179.97094245331255
2020-10-06,172.89657381429262
2020-10-07,171.73835460502553
2020-10-08,178.29656347271077
2020-10-09,176.26125685077724
2020-10-12,174.28845076567393
2020-10-13,181.23590116087595
2020-10-14,190.15718800799468
2020-10-15,195.29844371009932
2020-10-16,191.83671734536605
2020-10-19,193.0303360113782
2020-10-20,196.1579752486355
2020-10-21,200.10617465833957
2020-10-22,209.09533730428237
2020-10-23,215.7837115565569
2020-10-26,220.20423153925472
2020-10-27,220.88440614100583
2020-10-28,222.09940543619885
2020-10-29,232.04720990793044
2020-10-30,243.87487670858187
2020-11-02,241.05892284672333
2020-11-03,241.1736353129216
2020-11-04,246.2290853851676
2020-11-05,234.40397398749388
2020-11-06,239.90402118893275
2020-11-09,247.09985042521657
2020-11-10,237.08895902850838
2020-11-11,236.45759467845764
2020-11-12,235.4940972180999
2020-11-13,235.43505147154744
2020-11-16,235.31620142516735
2020-11-17,234.02083078456718
2020-11-18,232.53152443366136
2020-11-19,230.60350637575192
2020-11-20,238.2179967140704
2020-11-23,234.30120195286437
2020-11-24,243.40244545015986
2020-11-25,247.20063381395653
2020-11-26,254.795625897592
2020-11-27,254.452445011722
2020-11-30,239.91616033831713
2020-12-01,244.39140431061776
2020-12-02,244.1096955507243
2020-12-03,244.69795537749297
2020-12-04,243.31695802343242
2020-12-07,235.66475134560136
2020-12-08,227.91558579722417
2020-12-09,226.0064384595873
2020-12-10,220.84869347247545
2020-12-11,216.2480307390435
2020-12-14,210.91070526525684
2020-12-15,203.31137039609928
2020-12-16,200.8188162798838
2020-12-17,195.71494788735612
2020-12-18,203.58928102805913
2020-12-21,198.66656768599975
2020-12-22,192.1003835116453
2020-12-23,195.36553505254096
2020-12-24,196.41667907433018
2020-12-25,204.6965610400619
2020-12-28,195.85970378039227
2020-12-29,192.32486201551586
2020-12-30,186.19019248109768
2020-12-31,180.33697657584096
2021-01-01,184.32192182948862
2021-01-04,182.95491205853585
2021-01-05,178.65496920809642
2021-01-06,177.4477211378242
2021-01-07,171.78807467793038
2021-01-08,169.64886405107754
2021-01-11,168.21470400271542
2021-01-12,166.4069147950414
2021-01-13,168.34832614685922
2021-01-14,165.17058595071276
2021-01-15,165.03297030309355
2021-01-18,175.48961122448944
2021-01-19,162.7665014540911
2021-01-20,159.03332801111583
2021-01-21,165.80214939995992
2021-01-22,159.5416809716342
2021-01-25,153.51096833676428
2021-01-26,153.49784455312923
2021-01-27,156.7388434687789
2021-01-28,150.0440449126537
2021-01-29,159.31173499458427
2021-02-01,161.33446017814305
2021-02-02,161.04651080267078
2021-02-03,173.6453264405062
2021-02-04,169.21369600403636
2021-02-05,176.05654094818712
2021-02-08,181.84316190150048
2021-02-09,173.55661074387342
2021-02-10,168.9529396622577
2021-02-11,175.61333768264186
2021-02-12,178.16897723752115
2021-02-15,180.5190292915027
2021-02-16,179.9962609576506
2021-02-17,175.25238508542594
2021-02-18,177.22380944662768
2021-02-19,172.82204747858006
2021-02-22,166.69102612428412
2021-02-23,156.63296498037172
2021-02-24,162.70354959478794
2021-02-25,161.11739585328112
2021-02-26,155.66647464732338
2021-03-01,157.4010421715101
2021-03-02,153.67965338999903
2021-03-03,153.01644937701033
2021-03-04,156.43902043684943
2021-03-05,160.9465780076821
2021-03-08,158.00040120553362
2021-03-09,158.79043980051668
2021-03-10,162.9698362003099
