Date,DVN
2020-01-01,103.36194311721898
2020-01-02,100.85654834493226
2020-01-03,98.23645712812393
2020-01-06,97.56165105662829
2020-01-07,98.956890540963
2020-01-08,100.41560191863279
2020-01-09,99.69227223829664
2020-01-10,100.82071582019319
2020-01-13,101.59437707301586
2020-01-14,100.94698110376972
2020-01-15,100.40294469233939
2020-01-16,101.21414670333793
2020-01-17,99.42971826865242
2020-01-20,99.94463056999983
2020-01-21,100.92348246074927
2020-01-22,102.08150649870322
2020-01-23,100.72526967827183
2020-01-24,102.0229277637359
2020-01-27,101.00533846120305
2020-01-28,106.49193887691065
2020-01-29,107.95622399417049
2020-01-30,106.84374297351799
2020-01-31,108.20983918138428
2020-02-03,108.88199618061864
2020-02-04,108.74216068161628
2020-02-05,108.88373023344664
2020-02-06,107.76798715950542
2020-02-07,107.7863357589519
2020-02-10,107.78728902274317
2020-02-11,110.02675795129008
2020-02-12,109.05607223259996
2020-02-13,109.86375661185347
2020-02-14,109.64267796875124
2020-02-17,107.83661880642391
2020-02-18,106.21979900680715
2020-02-19,105.24933849977113
2020-02-20,103.41424655882122
2020-02-21,101.14399858239766
2020-02-24,102.57890162861834
2020-02-25,102.14283341642935
2020-02-26,103.03627436123354
2020-02-27,101.84977457722707
2020-02-28,100.44065458997365
2020-03-02,99.64565181513038
2020-03-03,100.18690628078092
2020-03-04,100.0300103377825
2020-03-05,98.93614642948347
2020-03-06,99.60931883030464
2020-03-09,98.46160570042154
2020-03-10,98.70316645337624
2020-03-11,99.64192087388561
2020-03-12,98.6243018987521
2020-03-13,99.35555133784433
2020-03-16,102.07101246505198
2020-03-17,102.62517224873478
2020-03-18,101.1631954200015
2020-03-19,103.3216733151953
2020-03-20,101.50392148994055
2020-03-23,100.04169644566238
2020-03-24,98.91755535726881
2020-03-25,101.16472520511671
2020-03-26,100.54259058467271
2020-03-27,103.50075620858051
2020-03-30,102.06137703256012
2020-03-31,102.01738014636001
2020-04-01,102.38256825855571
2020-04-02,101.54424840077188
2020-04-03,101.21243558462501
2020-04-06,103.45912763151034
2020-04-07,103.09366344600927
2020-04-08,102.29087783567124
2020-04-09,100.99416570742567
2020-04-10,101.63436304313831
2020-04-13,99.92004233075927
2020-04-14,98.5074638802688
2020-04-15,100.7529384919589
2020-04-16,98.88687079345347
2020-04-17,98.54309849361421
2020-04-20,99.68146402079137
2020-04-21,99.96317388222917
2020-04-22,100.79397096210133
2020-04-23,102.71786557174748
2020-04-24,102.93232362764999
2020-04-27,101.90253047936162
2020-04-28,100.14754263036858
2020-04-29,101.11734115946228
2020-04-30,101.98776889268284
2020-05-01,100.45937484166089
2020-05-04,99.09232939176884
2020-05-05,98.1153212681294
2020-05-06,97.86140115088304
2020-05-07,98.90042483161413
2020-05-08,97.48800708936027
2020-05-11,96.67552881014693
2020-05-12,94.2265968862159
2020-05-13,93.68765640733827
2020-05-14,93.51772551009437
2020-05-15,94.26019976361127
2020-05-18,94.36283404316859
2020-05-19,95.7940441100891
2020-05-20,94.6926361660354
2020-05-21,93.4644260169422
2020-05-22,94.92450271150518
2020-05-25,96.457430515717
2020-05-26,98.41558010003023
2020-05-27,99.47968066915635
2020-05-28,99.99658388221823
2020-05-29,100.32693041019407
2020-06-01,100.3114900315259
2020-06-02,101.47384274541827
2020-06-03,103.71828683334635
2020-06-04,104.5394910450041
2020-06-05,106.67899284873474
2020-06-08,106.54809596816392
2020-06-09,105.7053469024999
2020-06-10,105.89318634003693
2020-06-11,105.37503881493993
2020-06-12,104.49179000554456
2020-06-15,102.38288052787537
2020-06-16,102.76499448020482
2020-06-17,103.31822585219662
2020-06-18,101.34660418426326
2020-06-19,101.62480948056333
2020-06-22,100.87942637641142
2020-06-23,100.24020220817434
2020-06-24,100.0127076871896
2020-06-25,101.69045040249996
2020-06-26,100.52849862340429
2020-06-29,100.02543414765667
2020-06-30,103.76229850237041
2020-07-01,106.18431738094385
2020-07-02,109.63946258667316
2020-07-03,109.25945943585268
2020-07-06,111.95787306541774
2020-07-07,112.6419464136747
2020-07-08,110.24363896497292
2020-07-09,108.96934349427447
2020-07-10,111.05397480734334
2020-07-13,110.65749343341632
2020-07-14,111.89288717837253
2020-07-15,111.79671014119772
2020-07-16,111.58537261241918
2020-07-17,111.21109782788452
2020-07-20,109.61000711000159
2020-07-21,110.56770086903182
2020-07-22,110.16702461489311
2020-07-23,110.11073762704173
2020-07-24,106.83998233399868
2020-07-27,109.86427350761608
2020-07-28,111.87845780197223
2020-07-29,111.26555585266975
2020-07-30,109.56575664889104
2020-07-31,111.09029369238351
2020-08-03,111.36664958192286
2020-08-04,111.25172593103896
2020-08-05,111.84581709468476
2020-08-06,110.82245211174343
2020-08-07,112.03547870648698
2020-08-10,110.69348162209596
2020-08-11,106.80146516840823
2020-08-12,105.74680128462724
2020-08-13,104.66496845606387
2020-08-14,104.0782676587095
2020-08-17,104.34002528678468
2020-08-18,104.62026078433479
2020-08-19,104.73105916930359
2020-08-20,104.56041883672725
2020-08-21,105.10599670499735
2020-08-24,105.26646101235336
2020-08-25,103.61337870737212
2020-08-26,102.31573088127453
2020-08-27,101.97276314630459
2020-08-28,100.11819192017866
2020-08-31,99.8327117806956
2020-09-01,100.51115945873603
2020-09-02,99.97575366276486
2020-09-03,97.82314001325932
2020-09-04,95.88306878084597
2020-09-07,94.12719587874601
2020-09-08,94.75073174229375
2020-09-09,91.75264023195366
2020-09-10,94.0266811813661
2020-09-11,93.05524120670138
2020-09-14,93.6132179916936
2020-09-15,93.3372325287034
2020-09-16,93.75613202763246
2020-09-17,92.94862839599591
2020-09-18,93.26611826616612
2020-09-21,94.08913052252572
2020-09-22,95.05380134184497
2020-09-23,95.72527165706788
2020-09-24,93.97674076784787
2020-09-25,91.52004126002699
2020-09-28,88.89589038446091
2020-09-29,89.38131466723671
2020-09-30,90.84683038693527
2020-10-01,91.46413221969786
2020-10-02,94.23244099957998
2020-10-05,93.21079757626346
2020-10-06,91.11517093232017
2020-10-07,90.34101124164347
2020-10-08,88.24130106974506
2020-10-09,88.2707099010818
2020-10-12,88.93017894780243
2020-10-13,87.67920217379148
2020-10-14,88.20993273966185
2020-10-15,88.71871421902435
2020-10-16,89.41793382265055
2020-10-19,88.32559369396157
2020-10-20,87.93881538166744
2020-10-21,89.22385015486132
2020-10-22,90.86126884172054
2020-10-23,90.0217694792651
2020-10-26,90.51263691227179
2020-10-27,90.59379811680718
2020-10-28,90.72574693611328
2020-10-29,88.79899402708936
2020-10-30,91.12666873644437
2020-11-02,89.8123283088943
2020-11-03,89.04901131088715
2020-11-04,87.75422337602765
2020-11-05,87.12635621366269
2020-11-06,86.12552477949123
2020-11-09,85.43847291342783
2020-11-10,87.6566639835251
2020-11-11,86.83813286578217
2020-11-12,84.74944740151354
2020-11-13,84.40519666974097
2020-11-16,84.70627726298628
2020-11-17,84.4041198511959
2020-11-18,83.3198151896245
2020-11-19,84.60570533804335
2020-11-20,86.34212692750093
2020-11-23,88.13781600772064
2020-11-24,87.85967441358815
2020-11-25,87.37968295857341
2020-11-26,86.5667057277271
2020-11-27,86.53010818638309
2020-11-30,87.38795227371577
2020-12-01,85.8874696771183
2020-12-02,87.21643430796988
2020-12-03,88.08380453123229
2020-12-04,89.67109668349805
2020-12-07,90.1078074598403
2020-12-08,90.8008723343364
2020-12-09,90.63515977753397
2020-12-10,90.81736742934378
2020-12-11,88.01830538096307
2020-12-14,88.54758110190498
2020-12-15,89.36602362285458
2020-12-16,89.0534926874022
2020-12-17,87.07064873244109
2020-12-18,87.74268769520695
2020-12-21,86.51386416902214
2020-12-22,86.90944563316886
2020-12-23,86.60099038942869
2020-12-24,87.08625459731776
2020-12-25,87.44901141983514
2020-12-28,87.2837484917725
2020-12-29,88.02291100564841
2020-12-30,88.60414908926663
2020-12-31,89.3620881421975
2021-01-01,90.82313630418818
2021-01-04,91.1889343577899
2021-01-05,91.25447315593004
2021-01-06,93.10331110970539
2021-01-07,91.67627519678749
2021-01-08,94.77834616405438
2021-01-11,99.0056203076519
2021-01-12,99.29458778043998
2021-01-13,99.27419925915095
2021-01-14,99.32051551567838
2021-01-15,100.92303208718353
2021-01-18,101.51453079680137
2021-01-19,102.80357060039996
2021-01-20,104.89164613751855
2021-01-21,105.273352640527
2021-01-22,105.23041212527916
2021-01-25,106.60625319536828
2021-01-26,106.37944356123836
2021-01-27,105.62548969922693
2021-01-28,105.43235717580208
2021-01-29,102.4921223975146
2021-02-01,102.79855751958917
2021-02-02,103.45368034018071
2021-02-03,102.24245784778249
2021-02-04,102.35869455003304
2021-02-05,101.19606277894954
2021-02-08,100.35767468088773
2021-02-09,101.09552632055144
2021-02-10,98.88462517111019
2021-02-11,98.35100634949437
2021-02-12,100.19933215310589
2021-02-15,100.01017775877506
2021-02-16,99.34518001990655
2021-02-17,97.72660828766494
2021-02-18,94.36675635536155
2021-02-19,92.73310478610767
2021-02-22,91.54047935614885
2021-02-23,90.69625691130294
2021-02-24,89.85679211671224
2021-02-25,90.17384071359047
2021-02-26,89.46429446287601
2021-03-01,90.63767499250652
2021-03-02,91.34750821155015
2021-03-03,90.39070803239257
2021-03-04,91.02910122304554
2021-03-05,93.20553919062708
2021-03-08,94.59998358938938
2021-03-09,93.95407212898799
2021-03-10,93.78305224845678
2021-03-11,93.77761758792704
