Date,WELL
2020-01-01,83.79376656932519
2020-01-02,84.59517867672339
2020-01-03,83.56380007401313
2020-01-06,83.94170024608545
2020-01-07,82.25881918609534
2020-01-08,83.9646462362025
2020-01-09,82.96035203246085
2020-01-10,83.41314702049777
2020-01-13,83.42174759774139
2020-01-14,83.05570633279122
2020-01-15,83.01916501536758
2020-01-16,83.66448086440333
2020-01-17,86.7879542535081
2020-01-20,86.97467632915152
2020-01-21,85.51708580618232
2020-01-22,83.98537007934517
2020-01-23,84.2066895472238
2020-01-24,83.60878074646165
2020-01-27,86.76714231926428
2020-01-28,87.22865430619282
2020-01-29,87.28046475827333
2020-01-30,85.86103028598052
2020-01-31,84.84618599328643
2020-02-03,84.14930011926604
2020-02-04,84.84532589676807
2020-02-05,85.64732047107475
2020-02-06,86.39543392487766
2020-02-07,85.45737236243477
2020-02-10,86.55130569341034
2020-02-11,87.06075582103094
2020-02-12,85.83398376454333
2020-02-13,86.96942417285874
2020-02-14,87.64523071958469
2020-02-17,87.01591888588939
2020-02-18,86.30832831745603
2020-02-19,86.60322731372096
2020-02-20,88.15911202390386
2020-02-21,87.92067888370669
2020-02-24,90.38992647521765
2020-02-25,88.74051381120451
2020-02-26,90.35254295895795
2020-02-27,89.66840262193749
2020-02-28,89.39383123806442
2020-03-02,89.13755377955553
2020-03-03,86.5633608385471
2020-03-04,85.65313860511725
2020-03-05,82.37997041784298
2020-03-06,83.1070214086712
2020-03-09,84.60373716426871
2020-03-10,84.26518487044072
2020-03-11,83.71869699064608
2020-03-12,84.60385357295547
2020-03-13,84.21802570065519
2020-03-16,84.24362117297147
2020-03-17,85.63337405840683
2020-03-18,85.75266752080769
2020-03-19,85.85500727177916
2020-03-20,87.36266649207094
2020-03-23,87.88418464356756
2020-03-24,86.77198650841474
2020-03-25,87.09521749319504
2020-03-26,87.19581668617865
2020-03-27,86.26730930259757
2020-03-30,84.53559582024805
2020-03-31,85.03550891248011
2020-04-01,85.49742150671996
2020-04-02,84.81261952378746
2020-04-03,85.50666895785001
2020-04-06,85.03466714305384
2020-04-07,84.80920686351638
2020-04-08,86.11418485758594
2020-04-09,85.60515619799375
2020-04-10,85.89864754140741
2020-04-13,86.38580865428096
2020-04-14,85.64315218706433
2020-04-15,85.30428888631829
2020-04-16,85.44309198760699
2020-04-17,84.6883917084636
2020-04-20,85.62846749817184
2020-04-21,86.82892769414127
2020-04-22,86.85387630419582
2020-04-23,87.71887992646043
2020-04-24,87.79064155518424
2020-04-27,85.96863369726861
2020-04-28,85.83682559310891
2020-04-29,85.8050804212502
2020-04-30,84.5798865008921
2020-05-01,84.34387583102506
2020-05-04,83.46476862038465
2020-05-05,83.56746054332294
2020-05-06,84.47237382950333
2020-05-07,84.07996648927896
2020-05-08,84.0920561291397
2020-05-11,82.68347252546175
2020-05-12,81.85016567933584
2020-05-13,80.72457922139809
2020-05-14,80.74816963810916
2020-05-15,79.50538279928988
2020-05-18,79.60028108895449
2020-05-19,79.25495549229167
2020-05-20,80.14039882266633
2020-05-21,79.07429683334925
2020-05-22,78.86630876102431
2020-05-25,78.96812430431251
2020-05-26,79.63210573052068
2020-05-27,80.37789466128996
2020-05-28,80.85935345461115
2020-05-29,81.0469115440915
2020-06-01,81.08939779806072
2020-06-02,80.12181987842072
2020-06-03,77.90386729891493
2020-06-04,78.00998786894056
2020-06-05,77.28422634592766
2020-06-08,76.47568234909463
2020-06-09,77.87819836466825
2020-06-10,78.54877435928182
2020-06-11,76.57133937372333
2020-06-12,74.45839483910021
2020-06-15,73.71734256033311
2020-06-16,74.1020421093231
2020-06-17,72.0795858910263
2020-06-18,73.12148539178027
2020-06-19,72.46773669857119
2020-06-22,73.63838330575268
2020-06-23,73.47271781864457
2020-06-24,72.5938591560181
2020-06-25,73.33948732119798
2020-06-26,74.67154880247301
2020-06-29,75.41491784365442
2020-06-30,75.01896197896667
2020-07-01,75.3509094752266
2020-07-02,76.6413438106629
2020-07-03,77.90006500905935
2020-07-06,77.78874559123501
2020-07-07,78.27333737814072
2020-07-08,79.48259318086204
2020-07-09,80.18749268154889
2020-07-10,80.24110524892987
2020-07-13,79.89654388444953
2020-07-14,79.12235919779128
2020-07-15,78.36951702538776
2020-07-16,77.46844541765601
2020-07-17,75.28578645903943
2020-07-20,75.80803573534828
2020-07-21,74.7764136035861
2020-07-22,74.97169154564016
2020-07-23,75.52350412992229
2020-07-24,75.4937889601051
2020-07-27,74.72957008742341
2020-07-28,76.41511249596705
2020-07-29,76.5491844606521
2020-07-30,74.165882747318
2020-07-31,73.42878734397718
2020-08-03,75.02494034958956
2020-08-04,74.17323838909216
2020-08-05,73.14074157154465
2020-08-06,73.69297086731802
2020-08-07,75.10334551486658
2020-08-10,75.96643395592734
2020-08-11,76.4820201428021
2020-08-12,76.91642377054764
2020-08-13,77.18678632856867
2020-08-14,76.32715738540851
2020-08-17,75.76210070461653
2020-08-18,77.88356453077739
2020-08-19,79.54968917556339
2020-08-20,78.97882623974729
2020-08-21,79.65136129036867
2020-08-24,79.1436570155375
2020-08-25,81.84815455370902
2020-08-26,80.47262222037575
2020-08-27,80.69250373236491
2020-08-28,79.95432406122403
2020-08-31,78.30004321419511
2020-09-01,78.8550400322113
2020-09-02,78.22752599761907
2020-09-03,77.87436342107513
2020-09-04,77.4632091511911
2020-09-07,77.06716451429712
2020-09-08,76.75276785568427
2020-09-09,78.23754227149406
2020-09-10,76.57422764292708
2020-09-11,77.22638909361693
2020-09-14,75.91949018370187
2020-09-15,76.01695725327005
2020-09-16,76.88979575507382
2020-09-17,77.3261725958057
2020-09-18,76.44583257372587
2020-09-21,76.07289719682713
2020-09-22,74.8693861534027
2020-09-23,75.59567358021293
2020-09-24,76.31548461593654
2020-09-25,75.83620706270206
2020-09-28,76.39891826498273
2020-09-29,76.59253882495226
2020-09-30,77.01019419124569
2020-10-01,77.90297711391831
2020-10-02,76.89375140890829
2020-10-05,77.37727791917754
2020-10-06,78.93170627881447
2020-10-07,78.34146476858247
2020-10-08,77.55339911155117
2020-10-09,78.64744904232232
2020-10-12,80.93550594522365
2020-10-13,79.32192674374909
2020-10-14,79.53390765061778
2020-10-15,83.4308614018736
2020-10-16,82.87370673995034
2020-10-19,81.26281753429008
2020-10-20,81.47157127492524
2020-10-21,82.26904359103284
2020-10-22,80.91134906481506
2020-10-23,80.10799958608953
2020-10-26,79.93807613167719
2020-10-27,80.63494238965782
2020-10-28,80.91162619253544
2020-10-29,82.08471185559469
2020-10-30,82.39674660595225
2020-11-02,83.28859909982172
2020-11-03,83.3441940487458
2020-11-04,82.20058766050764
2020-11-05,83.67592843083666
2020-11-06,84.9645498986333
2020-11-09,83.52983685705033
2020-11-10,81.52953534805563
2020-11-11,80.9825833368745
2020-11-12,81.80157575673736
2020-11-13,81.72518541185012
2020-11-16,81.17631086485679
2020-11-17,80.62641462211577
2020-11-18,80.27932481159526
2020-11-19,78.76663973927371
2020-11-20,78.79064952904768
2020-11-23,77.09958842263445
2020-11-24,79.03468179227418
2020-11-25,80.93236135574209
2020-11-26,81.58215592651506
2020-11-27,80.48232330745277
2020-11-30,81.72068007706096
2020-12-01,82.18030713074255
2020-12-02,82.6508212067866
2020-12-03,84.8089151668118
2020-12-04,83.82814838723755
2020-12-07,83.71346697103853
2020-12-08,81.99642614669658
2020-12-09,82.05819502775694
2020-12-10,83.2308750127865
2020-12-11,82.13232444443975
2020-12-14,82.43207205117203
2020-12-15,81.09693059516077
2020-12-16,80.07486326944696
2020-12-17,80.3447524926189
2020-12-18,81.58861629138349
2020-12-21,83.35081669640181
2020-12-22,81.92813322993631
2020-12-23,81.1511907566971
2020-12-24,80.98081327234617
2020-12-25,82.92578275683152
2020-12-28,82.95797424835754
2020-12-29,85.60370067085222
2020-12-30,85.88527777618866
2020-12-31,87.07502775765965
2021-01-01,87.99193161310244
2021-01-04,88.4287055742783
2021-01-05,87.39946440996944
2021-01-06,86.11116909027312
2021-01-07,86.09084883845173
2021-01-08,86.69036733692944
2021-01-11,88.38276654873216
2021-01-12,87.47713729817633
2021-01-13,86.2768472306802
2021-01-14,86.32390821047007
2021-01-15,86.89162747914617
2021-01-18,87.71730510847327
2021-01-19,89.44314154723672
2021-01-20,89.86129642135519
2021-01-21,88.70592075912037
2021-01-22,90.13709502189732
2021-01-25,91.3228971180335
2021-01-26,92.64182853926255
2021-01-27,89.89448538253386
2021-01-28,89.95443712975413
2021-01-29,89.37321707148034
2021-02-01,88.41822025693014
2021-02-02,89.18310494299044
2021-02-03,90.12775175347382
2021-02-04,90.53867067865113
2021-02-05,92.20414627442601
2021-02-08,93.0419928019929
2021-02-09,92.91866062726226
2021-02-10,93.07007038552348
2021-02-11,93.15824992996083
2021-02-12,92.80602971258324
2021-02-15,93.66303404621921
2021-02-16,94.12868873602879
2021-02-17,96.86252032986765
2021-02-18,96.3256776435166
2021-02-19,96.23292173913846
2021-02-22,95.59935276014353
2021-02-23,96.71174928944788
2021-02-24,98.02897649020574
2021-02-25,98.24717206084229
2021-02-26,98.39705295263795
2021-03-01,97.53857780032595
2021-03-02,97.26390452574857
2021-03-03,99.0177654419275
2021-03-04,99.18190584406635
2021-03-05,100.4455890382885
2021-03-08,101.53605514413707
2021-03-09,101.2487194920488
2021-03-10,100.59380435687787
2021-03-11,100.88974090810903
2021-03-12,102.08133613500104
2021-03-15,102.63961407586508
2021-03-16,103.25917690814502
2021-03-17,103.27149257204354
2021-03-18,105.77094757997638
2021-03-19,106.71213342605019
2021-03-22,106.50918496981313
2021-03-23,105.69258307638
2021-03-24,104.43023940703894
2021-03-25,105.32450764717014
2021-03-26,106.4670424383735
2021-03-29,108.84415873764232
2021-03-30,106.71972776515146
2021-03-31,104.51815908326198
2021-04-01,102.91097246096322
2021-04-02,104.69139300228966
2021-04-05,103.9766688531844
2021-04-06,104.349313130664
2021-04-07,105.7070917415286
2021-04-08,105.86954587982008
2021-04-09,104.89136242929412
2021-04-12,105.48612608602649
2021-04-13,104.05554116983032
2021-04-14,105.3949460815623
2021-04-15,104.79512318099675
2021-04-16,106.5107578780579
2021-04-19,108.7774375610129
2021-04-20,111.62505645997841
2021-04-21,108.74546718860964
2021-04-22,108.8584799842749
2021-04-23,109.51753652350592
2021-04-26,109.23483518009576
2021-04-27,110.74632403464216
2021-04-28,108.69365266364437
2021-04-29,108.57282442239364
2021-04-30,107.345568143111
2021-05-03,107.54372400162049
2021-05-04,108.90275941193498
2021-05-05,109.1143557178134
2021-05-06,109.88229030570272
2021-05-07,111.1509476584474
2021-05-10,109.86097290225445
2021-05-11,108.94054309723528
2021-05-12,111.66818824641717
2021-05-13,110.91083643522668
2021-05-14,110.81503920079092
2021-05-17,109.52535930204685
2021-05-18,108.85943352595146
2021-05-19,109.73036338990173
2021-05-20,109.2239822166645
2021-05-21,106.15534032139885
2021-05-24,106.0405550493597
2021-05-25,106.14627816653598
2021-05-26,106.00140059437575
2021-05-27,104.47449661564896
2021-05-28,104.3774014238884
2021-05-31,105.35929083388461
2021-06-01,105.22212000364401
2021-06-02,105.28381570281513
2021-06-03,104.77173476091018
2021-06-04,101.6734534919584
2021-06-07,101.2863522112389
2021-06-08,101.81691548969279
2021-06-09,101.49306913318607
2021-06-10,102.35262834090553
2021-06-11,99.61734350124217
2021-06-14,101.25243417919472
2021-06-15,100.38272534326522
2021-06-16,99.57880223505633
2021-06-17,97.77799277651512
2021-06-18,98.22295423757191
2021-06-21,98.83353029906509
2021-06-22,98.53217681494728
2021-06-23,98.46807335427211
2021-06-24,97.77013464292622
2021-06-25,95.13597949941305
2021-06-28,95.6936688298768
2021-06-29,96.06218367540731
2021-06-30,94.64921661728496
2021-07-01,94.7917370924667
2021-07-02,92.658906361143
2021-07-05,91.63413282038776
2021-07-06,92.07064960665792
2021-07-07,93.16619520625436
2021-07-08,93.88493068209593
2021-07-09,94.11019197535155
2021-07-12,95.32807719175175
2021-07-13,96.49941766532932
2021-07-14,93.23218767697604
2021-07-15,92.67529718209184
2021-07-16,93.81370492497871
2021-07-19,95.00411762554181
2021-07-20,97.0014701533473
2021-07-21,97.6201020198975
2021-07-22,99.24150593834706
2021-07-23,100.30465506915343
2021-07-26,100.22833566847973
2021-07-27,101.72979140200019
2021-07-28,101.8246892962651
2021-07-29,100.8982299200754
2021-07-30,101.5223174645701
2021-08-02,101.87087549790527
2021-08-03,102.81316382934745
2021-08-04,101.61015761476328
2021-08-05,101.67790988381871
2021-08-06,102.8810774231706
2021-08-09,103.13052453527806
2021-08-10,102.78040122504026
2021-08-11,102.56904447467598
2021-08-12,100.7730093936279
2021-08-13,99.9306683331335
2021-08-16,101.5566525423742
2021-08-17,103.01827893063623
2021-08-18,99.70600601975545
2021-08-19,98.72724822344337
2021-08-20,99.44293117489258
2021-08-23,98.83619267696437
2021-08-24,100.06455731480817
2021-08-25,98.17166146921511
2021-08-26,99.6110904052948
2021-08-27,99.56870889088823
2021-08-30,98.66214310953202
2021-08-31,98.00584594609451
2021-09-01,98.42009083448502
2021-09-02,96.34026094439244
2021-09-03,96.75288721123317
2021-09-06,94.98855904949963
2021-09-07,93.22062533226963
2021-09-08,91.422910760536
2021-09-09,89.84396133434882
2021-09-10,89.53313410119252
2021-09-13,90.16732210289477
2021-09-14,91.44758168714557
2021-09-15,91.92111030849804
2021-09-16,93.76834463701398
2021-09-17,96.1231563098977
2021-09-20,96.68273420852574
2021-09-21,95.9670549532247
2021-09-22,95.51093843278468
2021-09-23,95.08609773159638
2021-09-24,95.48732749258265
2021-09-27,93.77621426984176
2021-09-28,92.3334616724416
2021-09-29,92.82966247875271
2021-09-30,90.1354742951236
2021-10-01,88.36974700196873
2021-10-04,88.65207672329467
2021-10-05,88.14622085784123
2021-10-06,88.7508044657087
2021-10-07,89.12987936891102
2021-10-08,91.36178005477264
2021-10-11,91.14025078426354
2021-10-12,90.20276489426418
2021-10-13,89.87825495769619
2021-10-14,88.57914984139128
2021-10-15,90.5489355863441
2021-10-18,91.81046758928935
2021-10-19,91.3663914776681
2021-10-20,91.74527925080355
2021-10-21,91.76185116193975
2021-10-22,89.52135710606066
2021-10-25,87.55693705268742
2021-10-26,87.92197428165991
