Date,EQT
2020-01-01,65.77711598503393
2020-01-02,67.3426541305954
2020-01-03,69.44002458136283
2020-01-06,70.58844074258565
2020-01-07,70.51483906028815
2020-01-08,72.60877400454468
2020-01-09,71.85903001003916
2020-01-10,73.25594937118528
2020-01-13,72.32476040173597
2020-01-14,71.87403730351194
2020-01-15,73.48260836370748
2020-01-16,72.2197017924196
2020-01-17,70.64840288261688
2020-01-20,74.38599840505992
2020-01-21,75.46670201187085
2020-01-22,74.21526887467516
2020-01-23,72.54229298286407
2020-01-24,74.64581361182705
2020-01-27,74.43627488304541
2020-01-28,75.6644282171212
2020-01-29,76.11533170498721
2020-01-30,76.12552658718734
2020-01-31,73.88988211154809
2020-02-03,70.51680253385479
2020-02-04,71.24846741854547
2020-02-05,70.9971110329794
2020-02-06,71.34173395011355
2020-02-07,69.83899633219646
2020-02-10,67.40721983885946
2020-02-11,67.7887324088451
2020-02-12,68.72810604037669
2020-02-13,67.01738045162803
2020-02-14,67.22636231320267
2020-02-17,67.70453273883119
2020-02-18,66.98552576258365
2020-02-19,68.6460241430592
2020-02-20,68.85949215642415
2020-02-21,71.07116278802008
2020-02-24,69.11992323108839
2020-02-25,70.34935048774992
2020-02-26,69.92813297849933
2020-02-27,69.66339324917188
2020-02-28,70.24009390714855
2020-03-02,70.6213040569695
2020-03-03,69.58092815953964
2020-03-04,70.61845696705642
2020-03-05,70.7988081113803
2020-03-06,71.86096246889387
2020-03-09,71.14279912771164
2020-03-10,71.2261619771479
2020-03-11,73.92967805265204
2020-03-12,73.28159843345377
2020-03-13,70.12293735041058
2020-03-16,71.72628466258386
2020-03-17,74.2804227260671
2020-03-18,74.02985886900396
2020-03-19,73.60365386575457
2020-03-20,72.59424428149367
2020-03-23,73.4838687466678
2020-03-24,74.18866174495987
2020-03-25,77.27647925511559
2020-03-26,75.1653336991949
2020-03-27,75.28641778438845
2020-03-30,75.58090150991893
2020-03-31,74.12809783617635
2020-04-01,76.00031460306259
2020-04-02,75.27257540930964
2020-04-03,76.11475631645983
2020-04-06,77.40497858156603
2020-04-07,74.42453446452444
2020-04-08,74.00991894539747
2020-04-09,74.42746439376235
2020-04-10,72.8655557226981
2020-04-13,70.82136431109718
2020-04-14,69.5541028136312
2020-04-15,68.91503985237527
2020-04-16,69.48708492498187
2020-04-17,67.9220433167569
2020-04-20,69.11332746454288
2020-04-21,67.8974035817525
2020-04-22,66.63308062149757
2020-04-23,65.11420523913084
2020-04-24,66.79216214632963
2020-04-27,66.76031271129966
2020-04-28,67.82550638473022
2020-04-29,67.36428727053064
2020-04-30,69.21210170151305
2020-05-01,68.5805936367548
2020-05-04,71.36073144904206
2020-05-05,68.83289804834305
2020-05-06,69.49550822378023
2020-05-07,70.71749170917086
2020-05-08,71.45053133302461
2020-05-11,72.5480329769532
2020-05-12,73.69418970374782
2020-05-13,72.61588289053888
2020-05-14,74.00680923085042
2020-05-15,73.20081125522685
2020-05-18,72.94774220191142
2020-05-19,75.77788328016877
2020-05-20,73.86264020450712
2020-05-21,74.93895874672714
2020-05-22,74.82152120907757
2020-05-25,73.8220750141127
2020-05-26,73.84775552655337
2020-05-27,74.27757984343842
2020-05-28,73.42187459433134
2020-05-29,73.82913171358481
2020-06-01,75.73316454388565
2020-06-02,76.28605718869915
2020-06-03,78.49927180244553
2020-06-04,79.65061885664736
2020-06-05,77.42981200878796
2020-06-08,82.5263519848135
2020-06-09,80.7185267910467
2020-06-10,80.66619331970611
2020-06-11,82.50849590586024
2020-06-12,81.18826606418179
2020-06-15,84.85220909734757
2020-06-16,87.75277468434176
2020-06-17,86.5573820969366
2020-06-18,84.87444856681232
2020-06-19,86.81678132460225
2020-06-22,87.17235044253667
2020-06-23,82.94153586165534
2020-06-24,82.01092601227246
2020-06-25,85.4379469243243
2020-06-26,87.26521263004612
2020-06-29,85.10220745129538
2020-06-30,87.08343928014857
2020-07-01,89.31905504132568
2020-07-02,87.09260785541976
2020-07-03,87.20037989390322
2020-07-06,90.53813827531665
2020-07-07,91.52866818053178
2020-07-08,92.82970608711307
2020-07-09,91.65569694356523
2020-07-10,93.59451023452547
2020-07-13,93.30956573740173
2020-07-14,90.98557390125285
2020-07-15,90.93965824785154
2020-07-16,90.88245115594628
2020-07-17,91.27630901218099
2020-07-20,92.23868371639699
2020-07-21,88.8528033965466
2020-07-22,87.57056282955486
2020-07-23,86.91010749276354
2020-07-24,86.86089451896683
2020-07-27,83.91592825839064
2020-07-28,83.65176365193717
2020-07-29,79.77899625271532
2020-07-30,79.25988556965214
2020-07-31,80.21450370585721
2020-08-03,76.4360453524475
2020-08-04,77.74433042706453
2020-08-05,77.37465215809323
2020-08-06,76.63271599359898
2020-08-07,74.0821311256146
2020-08-10,72.79337385376218
2020-08-11,73.46065469656844
2020-08-12,74.14150993190577
2020-08-13,72.53548839502318
2020-08-14,72.34411030587081
2020-08-17,72.69475882352032
2020-08-18,75.48169471698861
2020-08-19,75.46209727304355
2020-08-20,76.96219310498107
2020-08-21,76.21384692906291
2020-08-24,73.39152691449169
2020-08-25,71.71844355394246
2020-08-26,73.55363563414903
2020-08-27,72.99794158115351
2020-08-28,72.55617218098757
2020-08-31,73.16196918052924
2020-09-01,74.91398661010214
2020-09-02,76.13428156246037
2020-09-03,77.69455474567496
2020-09-04,75.74316420024311
2020-09-07,76.29383583832633
2020-09-08,74.7452480800104
2020-09-09,74.40698406309691
2020-09-10,73.16805214830394
2020-09-11,75.71164365679162
2020-09-14,75.01447976067186
2020-09-15,75.46413611994402
2020-09-16,74.23678572776151
2020-09-17,73.89040368082236
2020-09-18,72.3509728982194
2020-09-21,71.9135030342187
2020-09-22,70.52429464030577
2020-09-23,71.04710443920807
2020-09-24,68.42635874830006
2020-09-25,66.55293830582379
2020-09-28,65.51990156481101
2020-09-29,64.64366297404482
2020-09-30,65.4032673784523
2020-10-01,66.05754951876284
2020-10-02,70.3514195599526
2020-10-05,70.17391073069537
2020-10-06,69.49450657523955
2020-10-07,69.73916128157013
2020-10-08,67.62213338526473
2020-10-09,68.27888124967879
2020-10-12,69.59331037488562
2020-10-13,68.11428440760643
2020-10-14,67.25498644846655
2020-10-15,65.17973622292486
2020-10-16,64.89912240998113
2020-10-19,64.64816944559442
2020-10-20,67.35488467760149
2020-10-21,68.15523634885506
2020-10-22,66.91189650412191
2020-10-23,65.73279660503748
2020-10-26,64.88365346488776
2020-10-27,64.29877454430373
2020-10-28,67.77684739404887
2020-10-29,66.05646380048078
2020-10-30,67.07447174400326
2020-11-02,67.48308721986581
2020-11-03,65.6603337477851
2020-11-04,65.27991346900241
2020-11-05,63.06558570101508
2020-11-06,64.23650463391228
2020-11-09,66.21597374995854
2020-11-10,66.53279676934272
2020-11-11,67.50357617331476
2020-11-12,66.58272929312645
2020-11-13,68.9820937340356
2020-11-16,66.88900604673752
2020-11-17,67.11304139085907
2020-11-18,66.56478273099697
2020-11-19,67.46950393429739
2020-11-20,66.2381875469642
2020-11-23,70.74985996874355
2020-11-24,69.14905750246999
2020-11-25,70.88356785013607
2020-11-26,71.57628890055993
2020-11-27,70.60408448357511
2020-11-30,71.95645808351384
2020-12-01,72.18958490856168
2020-12-02,73.77108662613936
2020-12-03,74.44665845403657
2020-12-04,72.41704772587381
