Date,CMA
2020-01-01,65.07948947728565
2020-01-02,64.47661708835267
2020-01-03,63.96952071632078
2020-01-06,64.03354451462225
2020-01-07,63.4572787675893
2020-01-08,62.11833596771307
2020-01-09,63.007310450325456
2020-01-10,63.70729928505078
2020-01-13,64.24293019388521
2020-01-14,63.164091637363796
2020-01-15,62.55000120320861
2020-01-16,61.78077624506087
2020-01-17,60.96740149948878
2020-01-20,61.07301907693089
2020-01-21,60.492246323321794
2020-01-22,59.49007765734064
2020-01-23,60.431798138381815
2020-01-24,59.56064355556769
2020-01-27,58.860223797591516
2020-01-28,58.94749224304388
2020-01-29,59.114443333967316
2020-01-30,58.49502324394493
2020-01-31,59.31540167281171
2020-02-03,60.43652499424568
2020-02-04,60.055731003397014
2020-02-05,60.6966193183484
2020-02-06,60.10179749353137
2020-02-07,59.07176163979566
2020-02-10,58.90749404281137
2020-02-11,58.83670522619623
2020-02-12,59.83633549077518
2020-02-13,60.80142108894912
2020-02-14,59.845942583274294
2020-02-17,60.72505696301819
2020-02-18,60.370061603148955
2020-02-19,59.57831322807334
2020-02-20,59.335889652196805
2020-02-21,59.43134483523627
2020-02-24,59.68093887371721
2020-02-25,59.38048306286693
2020-02-26,60.51816257650512
2020-02-27,60.21384532765322
2020-02-28,59.74982706549482
2020-03-02,58.79937690088293
2020-03-03,57.49648593180868
2020-03-04,57.18681525571889
2020-03-05,57.07848404514166
2020-03-06,57.87585535677735
2020-03-09,59.80142012371511
2020-03-10,59.282212477703034
2020-03-11,60.222575943751494
2020-03-12,60.65933517006875
2020-03-13,61.368638609556776
2020-03-16,62.619673089136846
2020-03-17,62.16078305441797
2020-03-18,62.51160209430819
2020-03-19,63.08035646073904
2020-03-20,62.714754176578225
2020-03-23,62.81097979120635
2020-03-24,61.19155887389375
2020-03-25,61.81627025709134
2020-03-26,61.81848263175006
2020-03-27,63.27836163793652
2020-03-30,63.2605898800786
2020-03-31,62.885575466013556
2020-04-01,63.51343402030431
2020-04-02,63.778936132213275
2020-04-03,63.88056353255279
2020-04-06,64.78313805853357
2020-04-07,65.75813678568647
2020-04-08,64.48129532994695
2020-04-09,65.16659330499795
2020-04-10,65.97740219281107
2020-04-13,67.64042597781857
2020-04-14,67.92563011680865
2020-04-15,67.19293763114143
2020-04-16,66.82976878926732
2020-04-17,66.52378324103117
2020-04-20,67.25706666162529
2020-04-21,68.07350581293196
2020-04-22,66.68598623956446
2020-04-23,66.73888356367972
2020-04-24,66.04801683792715
2020-04-27,65.43044031458967
2020-04-28,65.1564222830314
2020-04-29,64.6614559961999
2020-04-30,63.69783623871941
2020-05-01,63.75679076312685
2020-05-04,62.06841247971862
2020-05-05,62.91393354341849
2020-05-06,62.441493434487924
2020-05-07,60.7349438929526
2020-05-08,60.10568599796325
2020-05-11,60.325142235656315
2020-05-12,59.94626397412813
2020-05-13,60.1128839114116
2020-05-14,59.60955790572131
2020-05-15,59.67480157037156
2020-05-18,60.47582726974217
2020-05-19,60.27456730035754
2020-05-20,60.912450878162275
2020-05-21,60.8832518422646
2020-05-22,61.27412699290068
2020-05-25,62.267110359995996
2020-05-26,63.17669490880617
2020-05-27,63.18434013643214
2020-05-28,63.09275807533531
2020-05-29,62.25991115819814
2020-06-01,61.83723435199116
2020-06-02,60.80084152715887
2020-06-03,61.164512589898564
2020-06-04,62.06100130314761
2020-06-05,60.456469766272406
2020-06-08,59.39241602482511
2020-06-09,57.77550022673173
2020-06-10,57.86853223525847
2020-06-11,58.67845887107295
2020-06-12,59.44077150496131
2020-06-15,60.08341572805904
2020-06-16,59.62205377323573
2020-06-17,59.635783562225896
2020-06-18,59.968580044384694
2020-06-19,58.322015983507654
2020-06-22,58.124950594989
2020-06-23,58.07348942214563
2020-06-24,59.140623001654234
2020-06-25,59.42670344967163
2020-06-26,59.867444028133505
2020-06-29,59.864972378648964
2020-06-30,59.5069054534692
2020-07-01,59.51678012187587
2020-07-02,60.75829711380679
2020-07-03,59.64521486045314
2020-07-06,58.96971049097733
2020-07-07,60.156270928459385
2020-07-08,59.86403326219474
2020-07-09,59.77498056617418
2020-07-10,60.00214852482153
2020-07-13,60.22041525540184
2020-07-14,59.773252127804284
2020-07-15,59.107229705033035
2020-07-16,57.07837113591783
2020-07-17,57.86143051286279
2020-07-20,57.42049822235203
2020-07-21,56.06784339526608
2020-07-22,55.96353916210536
2020-07-23,56.37717145539516
2020-07-24,56.50304456544359
2020-07-27,56.33952084805054
2020-07-28,56.13710696962847
2020-07-29,55.56555055499551
2020-07-30,56.95623364822718
2020-07-31,56.924202410343526
2020-08-03,54.82672452962562
2020-08-04,56.38220725824539
2020-08-05,57.898479846026895
2020-08-06,57.53378862407374
2020-08-07,58.034792736899036
2020-08-10,58.79132551953598
2020-08-11,59.21403648214331
2020-08-12,58.760840365833765
2020-08-13,59.75374987556602
2020-08-14,60.14539450608694
2020-08-17,61.13087911817261
2020-08-18,62.20744006399784
2020-08-19,63.048799716621005
2020-08-20,61.212382537507544
2020-08-21,60.96387049875369
2020-08-24,61.107592691375686
2020-08-25,62.1240098374424
2020-08-26,63.458989265143614
2020-08-27,63.81910495097146
2020-08-28,65.58254402306183
2020-08-31,64.91574387783002
2020-09-01,63.66937890198809
2020-09-02,64.05402507116531
2020-09-03,63.01367513948736
2020-09-04,62.48987943959352
2020-09-07,62.305999791090606
2020-09-08,64.17573652304165
2020-09-09,63.21987971917116
2020-09-10,64.07791800011255
2020-09-11,63.542124250502084
2020-09-14,62.75201828117093
2020-09-15,63.29877680650267
2020-09-16,62.37028868094468
2020-09-17,62.04358036177049
2020-09-18,63.11157623883385
2020-09-21,62.56339938682556
2020-09-22,61.885912627914195
2020-09-23,61.34341647291465
2020-09-24,61.187820423603874
2020-09-25,61.00305085263705
