Date,BKNG
2020-01-01,178.15356890194977
2020-01-02,178.92801490351633
2020-01-03,176.25664694113797
2020-01-06,176.23342708147223
2020-01-07,186.8951116524048
2020-01-08,186.35348998188545
2020-01-09,197.76405560157642
2020-01-10,194.79947497805165
2020-01-13,195.26176378210997
2020-01-14,187.54755903228198
2020-01-15,186.92865570074324
2020-01-16,187.44118057584456
2020-01-17,193.60827059222302
2020-01-20,190.93132170494928
2020-01-21,188.6597558641349
2020-01-22,201.52451740595131
2020-01-23,210.63333742550452
2020-01-24,220.29291557339795
2020-01-27,224.97650965234337
2020-01-28,218.4054346322785
2020-01-29,219.1740217515134
2020-01-30,222.8231207415897
2020-01-31,226.653742462708
2020-02-03,223.69629457524525
2020-02-04,230.08256105786214
2020-02-05,233.93738293332115
2020-02-06,235.90399857930598
2020-02-07,244.83045782003967
2020-02-10,241.07205532458235
2020-02-11,233.73495880006462
2020-02-12,227.51308244941353
2020-02-13,232.0462485314148
2020-02-14,220.47375974598447
2020-02-17,228.2528188779184
2020-02-18,228.5640628338341
2020-02-19,216.9093383375554
2020-02-20,214.64490881583794
2020-02-21,212.0189150935323
2020-02-24,208.7788093835953
2020-02-25,199.218568630778
2020-02-26,191.9824322508016
2020-02-27,195.79324517138798
2020-02-28,202.3303513044568
2020-03-02,206.36274852729753
2020-03-03,204.62864404613987
2020-03-04,206.4931813514062
2020-03-05,216.05358715252189
2020-03-06,219.15992248621862
2020-03-09,213.48820609264214
2020-03-10,213.44226353432234
2020-03-11,219.83065241587767
2020-03-12,224.1517323429534
2020-03-13,219.39263282326735
2020-03-16,227.9022862878171
2020-03-17,229.1521909537894
2020-03-18,233.90717721481892
2020-03-19,231.49734205559207
2020-03-20,225.32519638757552
2020-03-23,224.42118644506772
2020-03-24,229.3756215769825
2020-03-25,242.9762596602198
2020-03-26,239.0083700746037
2020-03-27,229.28090749254315
2020-03-30,216.55176875640873
2020-03-31,214.88223707966233
2020-04-01,203.74844982051113
2020-04-02,202.34250808696854
2020-04-03,196.9494844424636
2020-04-06,192.24787392322125
2020-04-07,193.5073074486105
2020-04-08,197.80677740847375
2020-04-09,192.74274797964748
2020-04-10,189.39310371880066
2020-04-13,178.7186041150647
2020-04-14,174.0211770975242
2020-04-15,177.04989279829923
2020-04-16,177.5813586960696
2020-04-17,167.22421056468863
2020-04-20,166.54963423888958
2020-04-21,161.9210174485973
2020-04-22,160.03218358753426
2020-04-23,155.17894762319784
2020-04-24,153.32774943012677
2020-04-27,152.0347290724166
2020-04-28,150.47385745586215
2020-04-29,155.98316178111676
2020-04-30,149.4542759120844
2020-05-01,149.41784243023068
2020-05-04,154.25182352965177
2020-05-05,159.37093834556256
2020-05-06,169.05969445878205
2020-05-07,173.32191997790076
2020-05-08,184.26793903753236
2020-05-11,187.03665271204952
2020-05-12,180.6140908711917
2020-05-13,172.34950180251388
2020-05-14,171.62496276182372
2020-05-15,176.41519710201115
2020-05-18,180.07768359006272
2020-05-19,175.74880798975587
2020-05-20,180.50661712250795
2020-05-21,185.44438236477944
2020-05-22,180.30546139150488
2020-05-25,169.79536653568786
2020-05-26,172.69213334965244
2020-05-27,172.1819611006952
2020-05-28,178.39755879899295
2020-05-29,170.33944053603872
2020-06-01,170.68123321154374
2020-06-02,176.62698419631965
2020-06-03,186.57322409399737
2020-06-04,184.93770664441854
2020-06-05,184.4120817102426
2020-06-08,176.47190543821145
2020-06-09,180.4299049081795
2020-06-10,179.04229860955752
2020-06-11,177.39151705837352
2020-06-12,176.06444806273808
2020-06-15,173.92897245364838
2020-06-16,173.22257673770136
2020-06-17,157.6710769606106
2020-06-18,146.56158541004436
2020-06-19,152.19106195298096
2020-06-22,152.5042282994419
2020-06-23,158.1581522978461
2020-06-24,159.8913608935524
2020-06-25,163.45581667823328
2020-06-26,157.22521057865308
2020-06-29,155.45989990443337
2020-06-30,147.01916194994484
2020-07-01,147.58494387435113
2020-07-02,144.59442173144848
2020-07-03,138.20804719547127
2020-07-06,136.3326356044424
2020-07-07,134.01779394979215
2020-07-08,132.02026980357405
2020-07-09,139.89376291248686
2020-07-10,141.554673425605
2020-07-13,139.22038703316156
2020-07-14,132.63337803149886
2020-07-15,129.47681550104775
2020-07-16,123.23744903047587
2020-07-17,121.08912600919666
2020-07-20,124.95753861705307
2020-07-21,128.80915705502397
2020-07-22,129.85941714631713
2020-07-23,120.75845619912353
2020-07-24,114.4690124263232
2020-07-27,115.73123300814652
2020-07-28,116.92995171070174
2020-07-29,120.1113006472339
2020-07-30,126.54361729691028
2020-07-31,126.46027297644227
2020-08-03,125.38588403817207
2020-08-04,120.06180247262293
2020-08-05,123.19278841603477
2020-08-06,118.71738497067034
2020-08-07,122.29438725062806
2020-08-10,119.12436469938203
2020-08-11,113.0139079224544
2020-08-12,113.89268150720848
2020-08-13,115.18105254152613
2020-08-14,116.23859734657835
2020-08-17,111.74104540791882
2020-08-18,109.68631331962594
2020-08-19,110.54264957417197
2020-08-20,108.2097049245161
2020-08-21,111.32539286321082
2020-08-24,107.62964131702016
2020-08-25,109.80746950772152
2020-08-26,110.92570750935585
2020-08-27,112.599347283761
2020-08-28,112.15780112282553
2020-08-31,111.86390818050916
2020-09-01,119.05459525757338
2020-09-02,117.7457564187199
2020-09-03,119.8593662292338
2020-09-04,120.02739008709173
2020-09-07,124.95737053970342
2020-09-08,124.61768667752507
2020-09-09,120.28621694675644
2020-09-10,118.59360060982551
2020-09-11,118.13719061871254
2020-09-14,115.24989998669008
2020-09-15,115.6462312584136
2020-09-16,109.44272632287316
2020-09-17,114.08338680764683
2020-09-18,116.75861999393895
2020-09-21,114.0573592675093
2020-09-22,114.76017347700711
2020-09-23,118.54073070442618
2020-09-24,119.8137187436981
2020-09-25,119.1763048688167
2020-09-28,119.83494056835367
2020-09-29,119.10973626727855
2020-09-30,114.56133465882986
2020-10-01,118.01552676405059
2020-10-02,115.75438340161264
2020-10-05,116.5799291407812
2020-10-06,116.27660361034566
2020-10-07,119.42757463294603
2020-10-08,118.49993296472019
2020-10-09,117.98198519867265
2020-10-12,118.62580226674064
2020-10-13,123.366748597666
2020-10-14,126.83257371825329
2020-10-15,130.81521117056118
2020-10-16,129.46043171187577
2020-10-19,129.9001415691024
2020-10-20,127.4189444006012
2020-10-21,130.06728500087453
2020-10-22,138.91335698782515
2020-10-23,142.07418006748898
2020-10-26,147.00842863840757
2020-10-27,148.68799332520777
2020-10-28,157.82480415966583
2020-10-29,159.72474451653744
2020-10-30,153.0756501278885
2020-11-02,144.77855036343357
2020-11-03,141.6517833611657
2020-11-04,146.6678211197568
2020-11-05,146.0423223291162
2020-11-06,146.28937718737333
2020-11-09,152.593275354958
2020-11-10,165.78760531851114
2020-11-11,162.47394775411473
2020-11-12,164.64726835849606
2020-11-13,166.03561446764886
2020-11-16,167.61528647969584
2020-11-17,168.45431272849834
2020-11-18,160.92884737094138
2020-11-19,160.16096575158736
2020-11-20,167.8311890420428
2020-11-23,162.39503353610203
2020-11-24,164.37549101893887
2020-11-25,157.6605563067737
2020-11-26,151.79064706566535
2020-11-27,148.15834092705379
2020-11-30,146.1618009169935
2020-12-01,153.9068097384256
2020-12-02,153.74067328254515
2020-12-03,145.66628290530113
2020-12-04,146.7679907765552
2020-12-07,148.71093066033245
2020-12-08,156.37536097907983
2020-12-09,157.53217182664375
2020-12-10,160.39052381957097
2020-12-11,160.79523119211123
2020-12-14,164.0384246372767
2020-12-15,157.3506229292051
2020-12-16,158.50610528671902
2020-12-17,159.33627158677012
2020-12-18,158.9546914494655
2020-12-21,161.2877587037797
2020-12-22,161.91726313736274
2020-12-23,161.16485291582063
2020-12-24,164.30850481702254
2020-12-25,164.7863193659963
2020-12-28,162.80878770035022
2020-12-29,169.96294368385745
2020-12-30,173.53319134096836
2020-12-31,168.3492816891344
2021-01-01,152.55026419369176
2021-01-04,147.3310781942679
2021-01-05,152.80614270932907
2021-01-06,155.58469404870584
2021-01-07,152.77607362370276
2021-01-08,147.2253233336508
2021-01-11,144.15500199214299
2021-01-12,145.599134310547
2021-01-13,146.3670239255938
2021-01-14,147.5562409516646
2021-01-15,149.45375170053202
2021-01-18,154.14974673303752
2021-01-19,151.10066168415113
2021-01-20,151.78577833105933
2021-01-21,151.83538106992427
2021-01-22,157.08891634313323
2021-01-25,161.9074274185904
2021-01-26,156.48478370454595
2021-01-27,154.71431300258874
2021-01-28,157.05440234423705
2021-01-29,153.870660182996
2021-02-01,155.7696322123549
2021-02-02,144.73021468718466
2021-02-03,141.62909148860768
2021-02-04,136.30797723266056
2021-02-05,133.35291031499975
2021-02-08,135.3521247638887
2021-02-09,130.91651901091714
2021-02-10,122.65975359689321
2021-02-11,123.47531183002695
2021-02-12,124.05451598773703
2021-02-15,126.52852276499893
2021-02-16,128.15226245679727
2021-02-17,125.94665303203062
2021-02-18,125.1671004807558
2021-02-19,126.93396189236
2021-02-22,121.49182976480101
2021-02-23,122.83524158157104
2021-02-24,123.81723240197725
2021-02-25,122.39379908628175
2021-02-26,117.7598778546933
2021-03-01,122.66786732384412
2021-03-02,124.03571311828019
2021-03-03,130.2922383452595
2021-03-04,126.5677995493448
2021-03-05,128.75383838584528
2021-03-08,130.31633987740267
2021-03-09,132.15914100634907
2021-03-10,129.7536700848274
2021-03-11,132.74875338158603
2021-03-12,138.8023906910009
2021-03-15,136.05645882319925
2021-03-16,130.3454008162125
2021-03-17,128.49210601438963
2021-03-18,122.57271761659347
2021-03-19,125.7668554036323
2021-03-22,126.20847036747332
2021-03-23,132.5614803296218
2021-03-24,128.68558327866117
2021-03-25,131.99126843513153
2021-03-26,132.99086849211173
2021-03-29,133.84600461034026
2021-03-30,131.5095324892254
2021-03-31,134.37716473004596
2021-04-01,135.47573071711372
2021-04-02,133.01375638138117
2021-04-05,141.36962452999714
2021-04-06,149.09369563771534
2021-04-07,153.23039167824817
2021-04-08,149.66461425282543
2021-04-09,151.68201891566525
2021-04-12,151.67751610187108
2021-04-13,147.6935992232154
2021-04-14,153.1205005090298
2021-04-15,150.31992702662075
2021-04-16,160.37688587861388
2021-04-19,161.05319662934673
2021-04-20,161.60543059286408
2021-04-21,153.6440866407989
2021-04-22,154.6509839026951
2021-04-23,153.91635386090155
2021-04-26,154.26267550318198
2021-04-27,156.2663121499489
2021-04-28,163.72188014931857
2021-04-29,163.10114988922615
2021-04-30,164.3051475234919
2021-05-03,161.82288929322664
2021-05-04,155.35027685595537
2021-05-05,165.27029368764863
2021-05-06,165.99101012170925
2021-05-07,163.62759204374973
2021-05-10,158.71333572306304
2021-05-11,145.47700089529724
2021-05-12,147.30990042530712
2021-05-13,144.2284563809004
2021-05-14,150.88534318699007
2021-05-17,140.0030958253214
2021-05-18,140.02037686128384
2021-05-19,138.32355593138718
2021-05-20,137.44080442230853
2021-05-21,136.19597621562377
2021-05-24,136.611016919268
2021-05-25,139.1742789222726
2021-05-26,132.60066796178234
2021-05-27,133.96682475087232
2021-05-28,141.7373180454848
2021-05-31,140.7574387823043
2021-06-01,137.63376043964163
2021-06-02,141.55027516826476
2021-06-03,136.890065092406
2021-06-04,136.16062042713568
2021-06-07,127.83244374130913
2021-06-08,127.85243322567084
2021-06-09,132.50635579400824
2021-06-10,136.33211903336996
2021-06-11,128.8567540218684
2021-06-14,125.40639430374016
2021-06-15,124.77698948796888
2021-06-16,125.22355418672636
2021-06-17,124.3280559839955
2021-06-18,129.3565760438112
2021-06-21,125.88983988983864
2021-06-22,120.00941469676835
2021-06-23,119.3183473583653
2021-06-24,121.55694994087739
2021-06-25,120.53451281253999
2021-06-28,121.10015693916358
2021-06-29,124.96929414847847
2021-06-30,128.8698718360792
2021-07-01,128.81771431029463
2021-07-02,128.5344236640634
2021-07-05,129.5600165814434
2021-07-06,129.8379162094469
2021-07-07,131.2146264710541
2021-07-08,130.21445184598505
2021-07-09,127.06856067717447
2021-07-12,128.73538327789907
2021-07-13,130.58807530729464
2021-07-14,132.0083838917814
2021-07-15,131.2478543762401
2021-07-16,130.96925504013484
2021-07-19,134.06237960990558
2021-07-20,136.82206953530593
2021-07-21,135.4386350590502
2021-07-22,131.15058086045872
2021-07-23,133.85716452781148
2021-07-26,136.0634544968189
2021-07-27,131.975403729848
2021-07-28,141.64920558257467
2021-07-29,142.98518736895417
2021-07-30,148.09926735036038
2021-08-02,153.19605357520493
2021-08-03,151.25598594746003
2021-08-04,161.03602823465755
2021-08-05,159.6512207786245
2021-08-06,157.669614928043
2021-08-09,150.25170757408918
2021-08-10,145.73245779372715
2021-08-11,142.73000737145207
2021-08-12,142.17469273953444
2021-08-13,145.03155969768096
2021-08-16,149.50822872446
2021-08-17,148.26505273403654
2021-08-18,148.12543907665176
2021-08-19,152.59600603369702
2021-08-20,151.73941655648977
