Date,EMR
2020-01-01,208.49921070914598
2020-01-02,211.4219167441672
2020-01-03,213.41063325571213
2020-01-06,215.45404075714353
2020-01-07,220.66143304410562
2020-01-08,224.19593430310425
2020-01-09,216.31819754676954
2020-01-10,211.8757833800698
2020-01-13,213.1263131899733
2020-01-14,214.15641106163642
2020-01-15,218.09664045636052
2020-01-16,218.45897620530783
2020-01-17,212.84536399797182
2020-01-20,212.62705551197786
2020-01-21,211.02870758421366
2020-01-22,213.47125614952583
2020-01-23,216.0702603957283
2020-01-24,220.787784830964
2020-01-27,218.46711564148913
2020-01-28,221.2402114810377
2020-01-29,219.504225078688
2020-01-30,218.67929732209697
2020-01-31,217.0111109961168
2020-02-03,219.26161782563776
2020-02-04,218.24890704614586
2020-02-05,216.5538656107375
2020-02-06,214.84644273971853
2020-02-07,217.13895982484885
2020-02-10,213.9713467849974
2020-02-11,207.14223225798392
2020-02-12,207.44971495586984
2020-02-13,209.43130427003285
2020-02-14,211.0708565922725
2020-02-17,207.50157607634924
2020-02-18,207.80045665785124
2020-02-19,211.33586302920145
2020-02-20,211.50869956112595
2020-02-21,210.9260310587919
2020-02-24,213.08819343043362
2020-02-25,213.5679606659172
2020-02-26,208.79758345616756
2020-02-27,208.9837184445275
2020-02-28,210.1711297548449
2020-03-02,211.5328005807176
2020-03-03,207.98293123290998
2020-03-04,207.08500263087006
2020-03-05,207.95322799380523
2020-03-06,203.0107063434398
2020-03-09,200.4624199739251
2020-03-10,203.8325334928369
2020-03-11,201.89437397115347
2020-03-12,202.06871162329415
2020-03-13,203.20812828096805
2020-03-16,204.99644179849415
2020-03-17,207.60842509167023
2020-03-18,211.60910811101897
2020-03-19,212.85818182414565
2020-03-20,210.39965120612354
2020-03-23,217.44705662118025
2020-03-24,222.64386766060716
2020-03-25,223.99895700426146
2020-03-26,219.6636762077522
2020-03-27,219.9497246210648
2020-03-30,221.5926739253449
2020-03-31,219.67870279581558
2020-04-01,215.13216541547848
2020-04-02,216.7801674167977
2020-04-03,217.27781889225278
2020-04-06,211.1245614765311
2020-04-07,212.7791087971376
2020-04-08,210.2646869921185
2020-04-09,209.57337769531838
2020-04-10,214.27216315563047
2020-04-13,211.3285280828265
2020-04-14,216.39989925476644
2020-04-15,213.45047811176525
2020-04-16,210.88313651259608
2020-04-17,210.2277954315426
2020-04-20,213.66887621509122
2020-04-21,210.55024069155326
2020-04-22,214.95589308877564
2020-04-23,215.5797963474862
2020-04-24,219.01748354623612
2020-04-27,220.95943380261804
2020-04-28,220.12305593538778
2020-04-29,225.32254607058923
2020-04-30,221.49269621634835
2020-05-01,224.6692624394002
2020-05-04,228.19327716357373
2020-05-05,226.21809847596202
2020-05-06,221.74933574520492
2020-05-07,223.08439450132698
2020-05-08,219.55373509989965
2020-05-11,220.11888105780125
2020-05-12,221.1604605661535
2020-05-13,211.3501187600373
2020-05-14,211.06759708809514
2020-05-15,212.68897519970594
2020-05-18,212.54151500454003
2020-05-19,212.25347581184477
2020-05-20,214.30561764212652
2020-05-21,214.1087359678027
2020-05-22,213.58154139541992
2020-05-25,213.04346232523537
2020-05-26,214.58450755705636
2020-05-27,211.8218129120346
2020-05-28,216.2522246262304
2020-05-29,220.9910293976592
2020-06-01,220.926907010175
2020-06-02,220.79460226893312
2020-06-03,220.27773439113636
2020-06-04,217.0597560305802
2020-06-05,214.74489092398903
2020-06-08,214.6748784857385
2020-06-09,213.97775744949607
2020-06-10,214.4705876618625
2020-06-11,216.8334332575887
2020-06-12,215.8872314574192
2020-06-15,219.93535312483166
2020-06-16,218.14259250649854
2020-06-17,221.04797978575334
2020-06-18,219.87696183704102
2020-06-19,216.35514260604037
2020-06-22,218.30666357974226
2020-06-23,214.70863812831072
2020-06-24,211.83971318748988
2020-06-25,210.72494945191443
2020-06-26,214.6635700872563
2020-06-29,214.02374584639372
2020-06-30,211.55437976600476
2020-07-01,209.035110254545
2020-07-02,206.7456047164607
2020-07-03,205.63743233851417
2020-07-06,206.27398136336424
2020-07-07,210.8213217938024
2020-07-08,212.94389035424493
2020-07-09,214.17958272185993
2020-07-10,216.25114007688475
2020-07-13,214.8662765170434
2020-07-14,211.7563475418444
2020-07-15,214.57651137419404
2020-07-16,210.16283177610265
2020-07-17,208.692318582089
2020-07-20,203.66931375517655
2020-07-21,204.74521011427385
2020-07-22,205.0724196031052
2020-07-23,197.11237796583328
2020-07-24,198.59970580735492
2020-07-27,194.91462525971804
2020-07-28,196.09471797560164
2020-07-29,194.65730854849724
2020-07-30,196.04709821916356
2020-07-31,194.18622521621845
2020-08-03,198.4092152955178
2020-08-04,203.470574073913
2020-08-05,205.24826587850535
2020-08-06,202.91383505466695
2020-08-07,206.21011950244113
2020-08-10,205.07648011646032
2020-08-11,204.6863934063969
2020-08-12,199.75800781073727
2020-08-13,200.51148377779515
2020-08-14,203.3532711160153
2020-08-17,205.95769167766747
2020-08-18,205.4863649685568
2020-08-19,204.35791512336058
2020-08-20,205.3105005494878
2020-08-21,202.7226296173188
2020-08-24,204.5958835298698
2020-08-25,204.35122679469094
2020-08-26,207.32585879725838
2020-08-27,213.49062132634188
2020-08-28,215.5580443330589
2020-08-31,214.5764284600781
2020-09-01,220.5606074708291
2020-09-02,213.2386020464222
2020-09-03,210.89363782536614
2020-09-04,209.7770947868382
2020-09-07,207.91887054282185
2020-09-08,207.29759401491637
2020-09-09,207.53982975979577
2020-09-10,208.85846791668686
2020-09-11,207.48252519986113
2020-09-14,204.5586076523637
2020-09-15,204.85772389812647
2020-09-16,204.7829711115282
2020-09-17,204.62817066187768
2020-09-18,201.24470938023532
2020-09-21,203.6982003422473
2020-09-22,200.4030038066287
2020-09-23,201.93568475810497
2020-09-24,203.58476026543713
2020-09-25,206.7893885440234
2020-09-28,204.43909610001617
2020-09-29,203.9970128167817
2020-09-30,207.12329844363475
2020-10-01,207.06403521292063
2020-10-02,204.07828684216508
2020-10-05,204.46397547663344
2020-10-06,209.52025782133538
2020-10-07,209.98775660810904
2020-10-08,214.75749509957737
2020-10-09,219.6565413632234
2020-10-12,217.90289864021457
2020-10-13,220.82401990291456
2020-10-14,217.68334006710228
2020-10-15,216.86707033037334
2020-10-16,218.11778980533407
2020-10-19,215.28959356460282
2020-10-20,215.90425963155724
2020-10-21,218.26461860922012
2020-10-22,221.2051838970211
2020-10-23,226.5879525071773
2020-10-26,227.71442028283306
2020-10-27,228.30840306859918
2020-10-28,229.82743463462455
2020-10-29,224.7881476219653
2020-10-30,224.39742811105495
2020-11-02,228.2733414021102
2020-11-03,226.03566941599192
2020-11-04,227.68511811126658
2020-11-05,223.62647476346334
2020-11-06,218.30845276589352
2020-11-09,221.82853385671226
2020-11-10,218.63242787702856
2020-11-11,220.77248366905175
2020-11-12,220.53295464731022
2020-11-13,228.66067795314402
2020-11-16,229.25628877352685
2020-11-17,231.3915052017084
2020-11-18,226.4418482795546
2020-11-19,220.2951288448466
2020-11-20,223.42553645792697
2020-11-23,226.2801068708606
2020-11-24,225.6006134201586
2020-11-25,220.53586334535046
2020-11-26,216.17498826012132
2020-11-27,213.89575385298355
2020-11-30,216.41473972834285
2020-12-01,211.90275337348237
2020-12-02,220.8505750284956
2020-12-03,222.19339525661087
2020-12-04,216.6827595878975
2020-12-07,216.7416420040136
2020-12-08,219.1909938436863
2020-12-09,217.93732912586387
2020-12-10,219.731708578289
2020-12-11,213.39556132931847
2020-12-14,215.08897889672815
2020-12-15,212.2769440138722
2020-12-16,213.7123167383106
2020-12-17,212.29610463181976
2020-12-18,215.77934727830257
2020-12-21,217.7278764026705
2020-12-22,221.12568373067177
2020-12-23,223.1303785906877
2020-12-24,222.78506122776312
2020-12-25,221.1694862813479
2020-12-28,220.3858659628741
2020-12-29,219.79801209005302
2020-12-30,219.3851180159066
2020-12-31,218.53073232081243
2021-01-01,220.283062516212
2021-01-04,215.22883881658902
2021-01-05,219.02628439428804
2021-01-06,215.99647003270323
2021-01-07,211.27414915510647
2021-01-08,216.19685814465979
2021-01-11,217.24475265326961
2021-01-12,220.31370503832886
2021-01-13,221.40305359568526
2021-01-14,221.83572685054793
2021-01-15,225.7521900212136
2021-01-18,223.87214160188387
2021-01-19,224.75426523163512
2021-01-20,218.9165749194431
2021-01-21,222.79002371555455
2021-01-22,224.87193180997156
2021-01-25,222.55573460561732
2021-01-26,222.60004725920768
2021-01-27,219.52674023754682
2021-01-28,222.1461323720194
2021-01-29,222.7510806973557
2021-02-01,221.37790163695252
2021-02-02,224.52714870021845
2021-02-03,222.58623195258895
2021-02-04,220.98411119827102
2021-02-05,227.72189440198295
2021-02-08,230.98056983940643
2021-02-09,225.7155207373162
2021-02-10,229.86603257121777
2021-02-11,237.11987263989974
2021-02-12,235.44462709848253
2021-02-15,235.01787063392658
2021-02-16,240.58929574611372
2021-02-17,244.2193813443458
2021-02-18,245.57499745705124
2021-02-19,241.00932965412142
2021-02-22,241.74347355404257
2021-02-23,238.95070504684747
2021-02-24,240.61290280160623
2021-02-25,244.02378736595145
2021-02-26,239.74228185299117
2021-03-01,239.97629299790205
2021-03-02,241.86028678909216
2021-03-03,239.41430065459207
2021-03-04,236.3268603904354
2021-03-05,235.77091226455963
2021-03-08,230.29178212175253
2021-03-09,224.05230159944446
2021-03-10,226.84621136545366
2021-03-11,227.04717166470982
2021-03-12,232.34142377966978
2021-03-15,232.43716164834024
2021-03-16,229.26366395256818
2021-03-17,226.04442855283978
2021-03-18,226.1957317203009
2021-03-19,228.12293769439202
2021-03-22,230.5148716878864
2021-03-23,230.75559063148344
2021-03-24,230.67663919446306
2021-03-25,229.4979284694297
2021-03-26,236.30822828960652
2021-03-29,239.37952919081633
2021-03-30,238.39955621504714
2021-03-31,244.16639972456574
2021-04-01,247.1542543409067
2021-04-02,238.63099798161767
2021-04-05,241.1342256054154
2021-04-06,235.2812435142972
2021-04-07,238.19710131975077
2021-04-08,240.70125303226553
2021-04-09,242.75527354079932
2021-04-12,245.25270190629124
2021-04-13,248.3283649883356
2021-04-14,241.125418523056
2021-04-15,237.51065194501837
2021-04-16,238.18968935098027
2021-04-19,243.95280251561078
2021-04-20,246.18906586041587
2021-04-21,249.22130805546726
2021-04-22,252.1788439438938
2021-04-23,251.5064947137833
2021-04-26,254.06803638294164
2021-04-27,252.28664882284983
2021-04-28,248.0052807225349
2021-04-29,247.4491294807347
2021-04-30,245.9711264856113
2021-05-03,244.90825887022325
2021-05-04,248.48435139690594
2021-05-05,248.46433344879645
2021-05-06,244.36807939723573
2021-05-07,244.02988691871022
2021-05-10,241.11298524444751
2021-05-11,240.39721410730905
2021-05-12,235.71789537359598
2021-05-13,236.0966295872662
2021-05-14,236.2995197728351
2021-05-17,242.21468471789848
2021-05-18,242.53054686505055
2021-05-19,242.1964648952548
2021-05-20,240.95688868872796
2021-05-21,236.8975602870414
2021-05-24,241.1361676891428
2021-05-25,241.01185181570898
2021-05-26,242.90850734094096
2021-05-27,243.3372647536691
2021-05-28,244.13145376810257
2021-05-31,245.0953055515917
2021-06-01,241.1395273678689
2021-06-02,238.07640478896337
2021-06-03,237.55881186268277
2021-06-04,235.79563025252708
2021-06-07,234.08005183139585
2021-06-08,234.64285190244487
2021-06-09,226.60042087078693
2021-06-10,228.47895393516913
2021-06-11,227.8260502471477
2021-06-14,225.63264664300627
2021-06-15,223.66550568489325
2021-06-16,222.6503091497296
2021-06-17,225.4737557246365
2021-06-18,227.4994220308801
2021-06-21,229.85090253633456
2021-06-22,230.31149779877614
2021-06-23,232.82857037237622
2021-06-24,231.15937287656402
2021-06-25,231.07729003800117
2021-06-28,238.16649229869907
2021-06-29,236.21662416040877
2021-06-30,236.82277740389435
2021-07-01,234.08889591416474
2021-07-02,228.52369555938432
2021-07-05,229.65735665354333
2021-07-06,226.22416501474262
2021-07-07,225.20538895635394
2021-07-08,224.25668042599207
2021-07-09,222.02334782316154
2021-07-12,219.76903045849988
2021-07-13,214.60142862850665
2021-07-14,216.01006270912762
2021-07-15,214.51303876837684
