Date,NXPI
2020-01-01,73.06406997759902
2020-01-02,72.53416733126353
2020-01-03,72.83996370136256
2020-01-06,71.23550541517119
2020-01-07,69.23203263684816
2020-01-08,70.45825175726993
2020-01-09,70.70769006230896
2020-01-10,70.5632837130617
2020-01-13,70.35669021145856
2020-01-14,70.22531204680348
2020-01-15,70.47039071424346
2020-01-16,69.98746083663761
2020-01-17,70.74544587185557
2020-01-20,71.08356846320952
2020-01-21,70.93411097508611
2020-01-22,70.96036110549208
2020-01-23,70.52765391484802
2020-01-24,69.89440827499409
2020-01-27,69.47882909742232
2020-01-28,69.24950192132349
2020-01-29,69.29781644789976
2020-01-30,69.76826974481936
2020-01-31,69.80611615446635
2020-02-03,70.81946573415507
2020-02-04,70.04934566764116
2020-02-05,70.13329921102243
2020-02-06,71.67229031114302
2020-02-07,71.44647626098346
2020-02-10,72.08388605813433
2020-02-11,71.92589237128709
2020-02-12,70.92701313122028
2020-02-13,71.64118843414072
2020-02-14,71.68536013177
2020-02-17,72.46224079921124
2020-02-18,73.27005191373793
2020-02-19,74.21413116244233
2020-02-20,73.67633241167476
2020-02-21,72.912973184736
2020-02-24,72.42831590047874
2020-02-25,71.59450780804801
2020-02-26,71.00187751258811
2020-02-27,69.70809020494575
2020-02-28,70.11126271859632
2020-03-02,70.56731492168498
2020-03-03,70.31129434139892
2020-03-04,70.24998907457073
2020-03-05,70.15459262609572
2020-03-06,70.2626044172741
2020-03-09,70.81309316634692
2020-03-10,71.83465983602248
2020-03-11,71.7237078171784
2020-03-12,71.77247299400211
2020-03-13,72.42505773389802
2020-03-16,72.1966019918582
2020-03-17,71.69625456208573
2020-03-18,71.21105637457323
2020-03-19,70.93094147180175
2020-03-20,70.37357780153243
2020-03-23,69.44979591008375
2020-03-24,69.40895874381528
2020-03-25,69.39268078789499
2020-03-26,69.87811449308404
2020-03-27,70.6769616246185
2020-03-30,71.28898424944501
2020-03-31,70.61286352459328
2020-04-01,69.61820088541107
2020-04-02,70.50138826975825
2020-04-03,70.01605784988105
2020-04-06,70.82073719433481
2020-04-07,72.40767155380527
2020-04-08,73.09598922291585
2020-04-09,72.5804141253796
2020-04-10,73.9612195299108
2020-04-13,73.94235046236713
2020-04-14,73.70967169307367
2020-04-15,74.13517664724932
2020-04-16,75.2232078806788
2020-04-17,75.8754520008573
2020-04-20,76.90485676725937
2020-04-21,78.52002021184444
2020-04-22,77.70866603463229
2020-04-23,79.51550094054643
2020-04-24,80.61622359510184
2020-04-27,81.36263535219874
2020-04-28,81.79596994097348
2020-04-29,82.83853669051813
2020-04-30,83.52823303359253
2020-05-01,81.02753728557822
2020-05-04,80.81231496182988
2020-05-05,78.51149666088473
2020-05-06,77.34247500445116
2020-05-07,77.13193788429994
2020-05-08,77.20580543042817
2020-05-11,75.63687470055856
2020-05-12,76.82698983030033
2020-05-13,76.49039171216421
2020-05-14,76.52471037568151
2020-05-15,77.31975627933002
2020-05-18,77.13327815770572
2020-05-19,76.40570973786485
2020-05-20,75.2549543536913
2020-05-21,74.56561844054524
2020-05-22,75.3896824834259
2020-05-25,75.13535325627015
2020-05-26,74.99999050090035
2020-05-27,73.86769545695937
2020-05-28,74.53180357710652
2020-05-29,74.53018224824851
2020-06-01,73.94309302476579
2020-06-02,73.39272701162346
2020-06-03,73.26700536835172
2020-06-04,72.27398651063507
2020-06-05,71.52788345617536
2020-06-08,70.37044996922228
2020-06-09,69.59867541020945
2020-06-10,68.24492859701526
2020-06-11,70.06823052408124
2020-06-12,70.19427256577109
2020-06-15,70.79602994513154
2020-06-16,71.09314487090336
2020-06-17,71.5585133267506
2020-06-18,70.59763269750648
2020-06-19,71.2204166564194
2020-06-22,72.07094590820597
2020-06-23,72.67610823445884
2020-06-24,72.58198410306399
2020-06-25,71.54720898022936
2020-06-26,71.15765566810896
2020-06-29,70.71379595610945
2020-06-30,70.41065284463978
2020-07-01,71.62358389526729
2020-07-02,70.72144868423278
2020-07-03,71.55674006888268
2020-07-06,69.94662317876751
2020-07-07,69.26882232997141
2020-07-08,68.8335549269028
2020-07-09,69.39190972222812
2020-07-10,69.50261647791697
2020-07-13,69.4248329369136
2020-07-14,70.41765219675094
2020-07-15,71.01030375083927
2020-07-16,72.6253164221474
2020-07-17,73.65857012102153
2020-07-20,73.44573136820134
2020-07-21,72.04084556790534
2020-07-22,71.6849100580037
2020-07-23,70.85300996583855
2020-07-24,71.88854745926783
2020-07-27,72.64930755740656
2020-07-28,73.26717427630474
2020-07-29,73.94211131545197
2020-07-30,74.29868806376798
2020-07-31,73.82353271979298
2020-08-03,73.46310816436682
2020-08-04,74.19054685161504
2020-08-05,72.77545652394772
2020-08-06,72.12773976329397
2020-08-07,72.11118490705405
2020-08-10,71.96763421032773
2020-08-11,71.39377424904102
2020-08-12,70.04401749122088
2020-08-13,71.06139643159409
2020-08-14,69.87928418257427
2020-08-17,69.86396166813272
2020-08-18,70.09870954156143
2020-08-19,72.25267247200956
2020-08-20,73.45905245062579
2020-08-21,73.81694383085342
2020-08-24,73.4496769490194
2020-08-25,73.11231994850489
2020-08-26,72.09051010702544
2020-08-27,71.5479814736173
2020-08-28,72.18253868620762
2020-08-31,72.64433279995986
2020-09-01,71.07571722845012
2020-09-02,71.40656960850713
2020-09-03,70.08826308569925
2020-09-04,69.06607371432204
2020-09-07,67.93222689744684
2020-09-08,66.68182149852557
2020-09-09,67.27973593224874
2020-09-10,68.40276779305997
2020-09-11,68.67218024152035
2020-09-14,68.32298297634526
2020-09-15,67.50348612151959
2020-09-16,67.09416701533759
2020-09-17,67.79971286450801
2020-09-18,66.63646899534506
2020-09-21,67.75137946418656
2020-09-22,66.80355573435641
2020-09-23,66.42936448811098
2020-09-24,66.88742522156787
2020-09-25,66.79820654948972
2020-09-28,67.42714318939862
2020-09-29,67.29539940265212
2020-09-30,66.5213375099181
2020-10-01,67.90336691010091
2020-10-02,67.31704065653167
2020-10-05,68.4848014719489
2020-10-06,68.1643700415539
2020-10-07,67.50979563201327
2020-10-08,68.08237384164882
2020-10-09,69.23611933148098
2020-10-12,67.2641757030907
2020-10-13,66.81040406050022
2020-10-14,66.35765785355635
