Date,TROW
2020-01-01,478.9232083690229
2020-01-02,467.4124076658456
2020-01-03,455.56085654280577
2020-01-06,450.143298209968
2020-01-07,461.2002406470759
2020-01-08,475.8323292569735
2020-01-09,476.0561075629007
2020-01-10,467.87204471619873
2020-01-13,456.3627649422852
2020-01-14,455.2981279963044
2020-01-15,436.1271462817489
2020-01-16,442.2934488326228
2020-01-17,444.4474286838131
2020-01-20,449.740350518424
2020-01-21,441.3719782246252
2020-01-22,444.4936716960832
2020-01-23,460.40558663650165
2020-01-24,450.0341577217825
2020-01-27,464.2037402611163
2020-01-28,463.68682678073225
2020-01-29,451.7167205388616
2020-01-30,435.8915846475124
2020-01-31,449.6475661796935
2020-02-03,452.8510904219194
2020-02-04,445.2258650633858
2020-02-05,439.18436783480126
2020-02-06,444.8812383284494
2020-02-07,441.3723233012137
2020-02-10,435.8186257809448
2020-02-11,432.43725168297163
2020-02-12,449.0540798726036
2020-02-13,444.1180733004188
2020-02-14,431.07697462714015
2020-02-17,432.50672994662045
2020-02-18,449.4152355504714
2020-02-19,438.3124706713268
2020-02-20,439.63202907615425
2020-02-21,441.18379029927235
2020-02-24,435.823987340027
2020-02-25,448.71224505831555
2020-02-26,448.5212134761604
2020-02-27,456.9041797228388
2020-02-28,466.68989451607297
2020-03-02,465.7321027554016
2020-03-03,479.2827675349706
2020-03-04,485.2068933509378
2020-03-05,483.90117169398235
2020-03-06,497.86018757009816
2020-03-09,495.79317454990945
2020-03-10,488.1355978931824
2020-03-11,472.83400515522584
2020-03-12,477.68096312112795
2020-03-13,477.1820817786666
2020-03-16,502.3895165366013
2020-03-17,506.0747280763749
2020-03-18,501.02679514390445
2020-03-19,498.65273086407956
2020-03-20,503.74574143429044
2020-03-23,507.89806659220284
2020-03-24,505.4079669700347
2020-03-25,518.5037063239115
2020-03-26,517.8529083383672
2020-03-27,515.1794436502021
2020-03-30,544.4033274937022
2020-03-31,532.406041443632
2020-04-01,536.1629848796802
2020-04-02,539.4409576749458
2020-04-03,562.155958756838
2020-04-06,545.5109987668886
2020-04-07,548.9352653698654
2020-04-08,558.8947697896608
2020-04-09,576.8755834773661
2020-04-10,572.611960921249
2020-04-13,552.6918368206366
2020-04-14,546.3746453000122
2020-04-15,537.9093928888067
2020-04-16,534.5263482040749
2020-04-17,538.8711763535664
2020-04-20,539.9296867756
2020-04-21,543.4114400869073
2020-04-22,553.5899812051778
2020-04-23,549.567823829677
2020-04-24,553.215662161407
2020-04-27,536.7405658153768
2020-04-28,540.9685160995741
2020-04-29,549.0909400023837
2020-04-30,539.1716851937341
2020-05-01,520.351068252043
2020-05-04,541.4381611865456
2020-05-05,538.6509702440305
2020-05-06,531.8580377094751
2020-05-07,540.6689021607866
2020-05-08,535.7073131277656
2020-05-11,520.6071716368451
2020-05-12,528.60686880528
2020-05-13,529.897011290231
2020-05-14,539.5868847255936
2020-05-15,543.787795343455
2020-05-18,537.5952537134228
2020-05-19,546.7202094884152
2020-05-20,538.8614522370663
2020-05-21,552.9119057771574
2020-05-22,550.6411324929704
2020-05-25,547.7699626549756
2020-05-26,536.2265872172364
2020-05-27,548.7804139512413
2020-05-28,539.0662489466067
2020-05-29,511.86675050532585
2020-06-01,508.0619295304724
2020-06-02,530.3191430219476
2020-06-03,526.873289282244
2020-06-04,520.6877675611986
2020-06-05,532.1143414792859
2020-06-08,521.2057045295677
2020-06-09,525.7370932717924
2020-06-10,538.583529994016
2020-06-11,542.6356960261872
2020-06-12,538.608678040867
2020-06-15,537.6795433708477
2020-06-16,545.2362691459393
2020-06-17,523.1808385865247
2020-06-18,521.0362986625104
2020-06-19,527.1268818694855
2020-06-22,546.2815188076877
2020-06-23,540.7876720947143
2020-06-24,533.9215161080285
2020-06-25,528.4106947427516
2020-06-26,531.3469180469573
2020-06-29,526.4270526110736
2020-06-30,538.3496470233913
2020-07-01,546.8217308793575
2020-07-02,546.0044508646537
2020-07-03,543.7965534756615
2020-07-06,556.6880518098611
2020-07-07,551.861980229211
2020-07-08,561.8752752730594
2020-07-09,560.3819414419679
2020-07-10,545.6959035891816
2020-07-13,532.5842044696798
2020-07-14,526.3602576150485
2020-07-15,527.2022603000381
2020-07-16,519.0866376824923
2020-07-17,515.5288402901327
2020-07-20,518.2959585649642
2020-07-21,526.5676522123218
2020-07-22,517.9248367586409
2020-07-23,523.2689176085706
2020-07-24,527.4412600064899
2020-07-27,533.3534429780882
2020-07-28,518.7121555476402
2020-07-29,517.3979859710922
2020-07-30,520.9527462545853
2020-07-31,530.1058096682357
2020-08-03,542.055369251141
2020-08-04,542.2909882709184
2020-08-05,555.1780618574704
2020-08-06,562.491316864289
2020-08-07,580.9594688195738
2020-08-10,589.9670175918407
2020-08-11,595.5475746757297
2020-08-12,575.2249904763335
2020-08-13,589.695569933799
2020-08-14,620.1145086823637
2020-08-17,589.1361986631964
2020-08-18,603.485202639207
2020-08-19,597.6314352337934
2020-08-20,601.0389842010917
2020-08-21,601.2531369054916
2020-08-24,598.5293001511674
2020-08-25,602.018475593741
2020-08-26,606.2670568937239
2020-08-27,603.0342367229382
2020-08-28,597.578791948245
2020-08-31,602.8022737699258
2020-09-01,601.5408097990606
2020-09-02,626.2080175072922
2020-09-03,627.873275593331
2020-09-04,614.0531318410323
2020-09-07,602.8633511738567
2020-09-08,626.4894941575849
2020-09-09,639.7542036785611
2020-09-10,642.5667352978678
2020-09-11,653.6991099560702
2020-09-14,655.4378869993017
2020-09-15,640.534571167925
2020-09-16,629.0944293229413
2020-09-17,631.0000395338658
2020-09-18,639.6911334570866
2020-09-21,643.7384687562404
2020-09-22,647.8959483471527
2020-09-23,640.6149382200556
2020-09-24,657.1626124759329
2020-09-25,677.2680231134858
2020-09-28,674.0734708774158
2020-09-29,689.2918690128688
2020-09-30,694.2775361844107
2020-10-01,690.8466916601013
2020-10-02,690.8828793926294
2020-10-05,698.4575273252997
2020-10-06,679.3228782742858
2020-10-07,690.2922976260504
2020-10-08,683.2297769049494
2020-10-09,686.9638661881351
2020-10-12,702.0304460457342
2020-10-13,698.0999391404538
2020-10-14,708.9133967331751
2020-10-15,704.0626014280122
2020-10-16,701.2318980741737
2020-10-19,718.7294584581554
2020-10-20,719.0668099087126
2020-10-21,748.1364232163846
2020-10-22,718.8589309332931
2020-10-23,738.6532082149158
2020-10-26,751.9537168810239
2020-10-27,752.6873731186727
2020-10-28,773.6522745675043
2020-10-29,776.9859361819219
2020-10-30,795.4823869415993
2020-11-02,821.9893235214857
2020-11-03,782.2799054754762
2020-11-04,800.2129231950431
2020-11-05,807.4119718674716
2020-11-06,794.4132579392135
2020-11-09,812.3599146607069
2020-11-10,827.4305116293631
2020-11-11,792.7012816190302
2020-11-12,785.0927217616013
2020-11-13,790.8656835228296
2020-11-16,797.0982860872288
2020-11-17,817.8688525827351
2020-11-18,784.750039816514
2020-11-19,790.0869809869406
2020-11-20,809.1214905037547
2020-11-23,807.4356210750245
2020-11-24,790.8493729335572
2020-11-25,786.8199952283867
2020-11-26,786.5980939122027
2020-11-27,779.186358747552
2020-11-30,801.5471312348507
2020-12-01,793.3383597382862
2020-12-02,774.9438963036296
2020-12-03,741.1778157930404
2020-12-04,731.5894144629661
2020-12-07,747.6592732012972
2020-12-08,707.7485204070889
2020-12-09,709.5107057006413
2020-12-10,707.8577630680754
2020-12-11,677.3078249225899
2020-12-14,655.3453286662647
2020-12-15,652.2793686011179
2020-12-16,641.9504046532121
2020-12-17,655.646318292333
2020-12-18,688.1892634118426
2020-12-21,678.0875057730666
2020-12-22,664.593961235598
2020-12-23,638.601512032463
2020-12-24,619.41221642822
2020-12-25,631.9998242990625
2020-12-28,637.1098302285573
2020-12-29,620.6257609285526
2020-12-30,614.4693229380536
2020-12-31,607.301915310213
2021-01-01,617.7601682290197
2021-01-04,620.8960381242953
2021-01-05,624.3840397056102
2021-01-06,624.1931852611856
2021-01-07,612.5810747528902
2021-01-08,632.5812701841448
2021-01-11,614.925501826575
2021-01-12,621.9712916760282
2021-01-13,639.879463160737
2021-01-14,617.6703210887334
2021-01-15,599.4648506033213
2021-01-18,599.5184698893133
2021-01-19,612.3737605946584
2021-01-20,582.0209781005591
2021-01-21,578.036565432036
2021-01-22,576.203792755567
2021-01-25,576.377794332609
2021-01-26,584.6687249582819
2021-01-27,584.3915889153488
2021-01-28,564.2026355531464
2021-01-29,562.0192472781079
2021-02-01,570.3435471619478
2021-02-02,562.3545494588658
2021-02-03,565.5964011465655
2021-02-04,573.1076217942976
2021-02-05,556.9947895426617
2021-02-08,564.3332296929931
2021-02-09,558.2775612666803
2021-02-10,552.0533800383287
2021-02-11,560.0183624003101
2021-02-12,571.276828597539
2021-02-15,555.2191931939786
2021-02-16,559.5732487389968
2021-02-17,566.70048405513
2021-02-18,563.3188731711194
2021-02-19,574.6827668734134
2021-02-22,556.348933879288
2021-02-23,581.7356239633723
2021-02-24,574.2521879720334
2021-02-25,553.1180667892781
2021-02-26,556.2522380245508
2021-03-01,539.1603213057595
2021-03-02,531.911029475403
2021-03-03,537.3382722763483
2021-03-04,528.1765069038939
2021-03-05,525.7000988217121
2021-03-08,539.8361190738905
2021-03-09,530.2239109977729
2021-03-10,531.8191813584218
2021-03-11,535.0827480396264
2021-03-12,547.8669697515452
2021-03-15,532.5586848010573
2021-03-16,525.1778471062588
2021-03-17,520.087043519042
2021-03-18,533.4617855130681
2021-03-19,526.6019160201129
2021-03-22,513.1664898486109
2021-03-23,522.7760880781154
2021-03-24,507.76835592184597
2021-03-25,522.4260432852485
2021-03-26,513.8275373698707
2021-03-29,504.49483256108374
2021-03-30,518.190741729051
2021-03-31,526.3368337925722
2021-04-01,525.4611886428421
2021-04-02,523.2244751355271
2021-04-05,528.6199130059605
2021-04-06,539.4723975353115
2021-04-07,535.1214537966422
2021-04-08,542.2827848172898
2021-04-09,540.8945384014047
2021-04-12,542.0477566854549
2021-04-13,533.4126463963714
2021-04-14,540.4787274718856
2021-04-15,548.3162562161053
2021-04-16,537.4038877100735
2021-04-19,541.436177001846
2021-04-20,534.3223121250351
2021-04-21,553.4360552304742
2021-04-22,540.6387303969295
2021-04-23,532.6109321442832
2021-04-26,546.9632319297507
2021-04-27,552.949714485322
2021-04-28,563.3560167006851
2021-04-29,539.6247988935164
2021-04-30,535.1574840358584
2021-05-03,534.9029601797237
2021-05-04,527.7956675146463
2021-05-05,513.1244900503406
2021-05-06,501.2640670010022
2021-05-07,502.96290536293355
2021-05-10,493.49406945651583
2021-05-11,497.6835041369785
2021-05-12,496.76787551470954
2021-05-13,488.17192542903916
2021-05-14,480.61805126741314
2021-05-17,472.2221131672078
2021-05-18,468.015762769359
2021-05-19,469.7344522553612
2021-05-20,473.69810408711425
2021-05-21,476.8512835201899
2021-05-24,467.8409576964299
2021-05-25,487.40861978817264
2021-05-26,483.93864640598173
2021-05-27,477.80019767899563
2021-05-28,475.70335411719554
2021-05-31,477.10617379970444
2021-06-01,482.9985899393821
2021-06-02,492.04405754946595
2021-06-03,508.5915832803994
