Date,KMI
2020-01-01,173.61546304693314
2020-01-02,172.84791641403112
2020-01-03,174.70705605436015
2020-01-06,174.54665728160265
2020-01-07,171.22090395369577
2020-01-08,175.65226999300936
2020-01-09,176.20572412694239
2020-01-10,176.00129157776578
2020-01-13,176.42242438390545
2020-01-14,173.49824426331543
2020-01-15,175.5136558868813
2020-01-16,172.89664594760345
2020-01-17,181.32264255911628
2020-01-20,178.35843899313232
2020-01-21,175.96673499068885
2020-01-22,178.5875263437639
2020-01-23,180.79415021471297
2020-01-24,181.68250844847591
2020-01-27,171.08632699891302
2020-01-28,169.5872034771551
2020-01-29,174.1321889465113
2020-01-30,171.4497453194969
2020-01-31,169.9909089426189
2020-02-03,169.71455046649228
2020-02-04,171.6148601851676
2020-02-05,165.67569099588925
2020-02-06,171.07210447690247
2020-02-07,173.15755981770863
2020-02-10,176.46698911728683
2020-02-11,176.6628142134925
2020-02-12,174.83726043377234
2020-02-13,172.74202903520083
2020-02-14,164.47249886815123
2020-02-17,160.57352756108241
2020-02-18,160.70738726980952
2020-02-19,156.82968433144293
2020-02-20,155.8929600730972
2020-02-21,155.54178447901754
2020-02-24,157.59572034333667
2020-02-25,153.1671965909591
2020-02-26,147.7868312744991
2020-02-27,146.53616692231057
2020-02-28,149.95591813476784
2020-03-02,148.73113491791386
2020-03-03,143.9604083330504
2020-03-04,137.23667361431237
2020-03-05,135.2371091038573
2020-03-06,134.43418003138342
2020-03-09,128.61551227849407
2020-03-10,130.1417433728359
2020-03-11,126.66369460032801
2020-03-12,125.89452066214545
2020-03-13,122.57808803027794
2020-03-16,124.649154603591
2020-03-17,124.59001908268829
2020-03-18,124.77936012107895
2020-03-19,119.67441963239895
2020-03-20,120.42789776751906
2020-03-23,123.22344682616047
2020-03-24,121.88537347002512
2020-03-25,120.33842004136002
2020-03-26,122.80652412407109
2020-03-27,126.39329885180734
2020-03-30,125.35573683578662
2020-03-31,123.2502546501273
2020-04-01,125.70689138448247
2020-04-02,128.1621336571705
2020-04-03,127.9936733393295
2020-04-06,127.05341764341044
2020-04-07,124.6805596453354
2020-04-08,125.5286517005508
2020-04-09,128.52778156028322
2020-04-10,131.690199926188
2020-04-13,132.6370181783561
2020-04-14,135.55656499924717
2020-04-15,131.42536468108906
2020-04-16,132.19553694867847
2020-04-17,130.66074963342518
2020-04-20,128.7331917248137
2020-04-21,129.03105205235192
2020-04-22,128.99129153057956
2020-04-23,130.17643747523442
2020-04-24,130.05316888671865
2020-04-27,132.4818127622
2020-04-28,132.44545192242393
2020-04-29,136.17172487967406
2020-04-30,136.3943742144292
2020-05-01,136.60331901923584
2020-05-04,128.9130842352586
2020-05-05,131.4603637015179
2020-05-06,135.38138616343957
2020-05-07,133.85774779193335
2020-05-08,133.01635864422758
2020-05-11,130.31460784604866
2020-05-12,127.73634298665672
2020-05-13,125.86950018434729
2020-05-14,128.05063041546038
2020-05-15,131.17724460690124
2020-05-18,130.10083443647815
2020-05-19,129.2860182032223
2020-05-20,126.00375228467102
2020-05-21,127.050748324737
2020-05-22,124.3680186352942
2020-05-25,123.79632241985439
2020-05-26,125.11461690199248
2020-05-27,122.05893045466672
2020-05-28,124.65184133497903
2020-05-29,119.69063056902385
2020-06-01,121.18886719458595
2020-06-02,122.75125943650914
2020-06-03,121.31185773649972
2020-06-04,118.38234322376029
2020-06-05,117.6324796972664
2020-06-08,117.87760457983676
2020-06-09,114.53902168812765
2020-06-10,116.84413461496219
2020-06-11,117.59851210181758
2020-06-12,118.9654172768422
2020-06-15,118.16994345273115
2020-06-16,120.38962373898461
2020-06-17,117.8767411841893
2020-06-18,117.06048474999926
2020-06-19,118.14541505072144
2020-06-22,122.00351305068965
2020-06-23,125.90924862528762
2020-06-24,121.86335059096375
2020-06-25,123.21599386769618
2020-06-26,125.19449122687917
2020-06-29,124.10992224982863
2020-06-30,126.4629915498412
2020-07-01,125.30099126656496
2020-07-02,124.26759755408018
2020-07-03,127.60499703880762
2020-07-06,127.50956873308463
2020-07-07,125.74843718835182
2020-07-08,128.37773000707716
2020-07-09,127.48977555795281
2020-07-10,128.0878183781099
2020-07-13,126.86636641971609
2020-07-14,126.99436500364841
2020-07-15,128.27658180389474
2020-07-16,125.28214815960199
2020-07-17,125.39753398728517
2020-07-20,123.02140934214385
2020-07-21,122.37177367666088
2020-07-22,122.74290523030332
2020-07-23,119.44200598368593
2020-07-24,120.0348123384433
2020-07-27,119.65238845932755
2020-07-28,119.73067770283456
2020-07-29,121.09776533681233
2020-07-30,120.62343056139362
2020-07-31,122.27665283475663
2020-08-03,119.02633814302582
2020-08-04,116.2839524313671
2020-08-05,118.15841494072859
2020-08-06,115.1613401389506
2020-08-07,118.0563608985647
2020-08-10,120.36673489014028
2020-08-11,121.32529684007457
2020-08-12,122.51191425759168
2020-08-13,120.13985324926409
2020-08-14,123.61925882056153
2020-08-17,123.05885614919512
2020-08-18,125.92977212348072
2020-08-19,124.98194675082432
2020-08-20,123.02351813621777
2020-08-21,122.42586595794171
2020-08-24,125.45260928508377
2020-08-25,124.67316798457156
2020-08-26,121.4163891970323
2020-08-27,122.17467989716486
2020-08-28,120.52533419732313
2020-08-31,120.92844021443047
2020-09-01,120.67131687529155
2020-09-02,124.24667360359068
2020-09-03,124.28934908504351
2020-09-04,121.47463265205097
2020-09-07,126.68295867449696
2020-09-08,125.63955753341135
2020-09-09,120.71347930792786
2020-09-10,122.97703157348774
2020-09-11,123.32853646297964
2020-09-14,123.7015124255079
2020-09-15,121.03921786374038
2020-09-16,125.57287987781264
2020-09-17,123.85782858204217
2020-09-18,124.35995494056979
2020-09-21,122.84801459775129
2020-09-22,127.48009756985947
2020-09-23,125.21176995067212
2020-09-24,126.80890373351129
2020-09-25,131.62868470022536
2020-09-28,134.1045928122822
2020-09-29,134.34108457844846
2020-09-30,129.37204267708478
2020-10-01,128.19610920498084
2020-10-02,123.62501794766015
2020-10-05,121.14116428112611
2020-10-06,121.29144437127223
2020-10-07,121.93960094880534
2020-10-08,122.53580244988426
2020-10-09,121.8646969604762
2020-10-12,122.31083709837382
2020-10-13,125.25247994259992
2020-10-14,127.50975239095209
2020-10-15,123.98273403774351
2020-10-16,122.96434928394524
2020-10-19,125.06217799518303
2020-10-20,129.37247388338378
2020-10-21,129.64058693912125
2020-10-22,128.28034621153213
2020-10-23,134.79108850527152
2020-10-26,135.23085524701148
2020-10-27,135.70603393126635
2020-10-28,135.70692810563918
2020-10-29,135.1235807593577
2020-10-30,135.45395035623824
2020-11-02,136.15919000256778
2020-11-03,136.38077865772843
2020-11-04,140.41973964313004
2020-11-05,141.26749870961285
2020-11-06,140.90731060269965
2020-11-09,141.01444647768005
2020-11-10,141.2936362771835
2020-11-11,143.09662470936408
2020-11-12,144.58058340213393
2020-11-13,152.25751048932122
2020-11-16,152.02782718261028
2020-11-17,151.22704761092825
2020-11-18,157.89568644654503
2020-11-19,162.59037832435524
2020-11-20,158.90580664080852
2020-11-23,155.20779595854245
2020-11-24,153.95590813089566
2020-11-25,155.71327578851486
2020-11-26,156.34004348057178
2020-11-27,159.67174771057
2020-11-30,158.8778782801752
2020-12-01,154.14688992654655
2020-12-02,154.3893439457891
2020-12-03,157.27284673483138
2020-12-04,161.56867499021234
2020-12-07,162.01521738069067
2020-12-08,166.51316106724173
2020-12-09,168.41256836809166
2020-12-10,165.71361142633197
2020-12-11,161.75349708331265
2020-12-14,159.44031182175215
2020-12-15,164.36914337509313
2020-12-16,166.04804643030914
2020-12-17,164.15315782986727
2020-12-18,162.50146657669612
2020-12-21,164.54136973541426
2020-12-22,164.01701903971914
2020-12-23,168.85654699038892
2020-12-24,172.12518037257882
2020-12-25,171.62145126427671
2020-12-28,171.7758482555386
2020-12-29,167.04885523219474
2020-12-30,161.09615320967401
2020-12-31,159.46268547490368
2021-01-01,156.06003249690914
2021-01-04,145.63266913194195
2021-01-05,147.69261154358597
2021-01-06,147.09652685064094
2021-01-07,143.6309809466637
2021-01-08,146.87581237427443
2021-01-11,145.2946484296334
2021-01-12,145.00223795884204
2021-01-13,144.1842042164201
2021-01-14,145.0040051092336
2021-01-15,143.01522017823984
2021-01-18,141.79578914524123
2021-01-19,143.98443381810955
2021-01-20,146.04256644556378
2021-01-21,147.22908226444673
2021-01-22,144.76399110350852
2021-01-25,137.18649445561323
2021-01-26,134.5947088111769
2021-01-27,137.36743134228684
2021-01-28,140.65214036412092
2021-01-29,142.0611793386052
2021-02-01,137.2440190304142
2021-02-02,132.7430180249661
2021-02-03,134.18476188151195
2021-02-04,140.3282908825871
2021-02-05,138.74262069272143
2021-02-08,138.39774281246892
2021-02-09,139.5343864032841
2021-02-10,135.7355836169042
2021-02-11,138.35081673727706
2021-02-12,132.18610761352429
2021-02-15,130.7481330757461
2021-02-16,126.93696181666876
2021-02-17,129.0022060538251
2021-02-18,122.7777799443436
2021-02-19,121.73410852314412
2021-02-22,118.69660135132892
2021-02-23,118.64296034470082
2021-02-24,121.87685279381986
2021-02-25,124.0839448661497
2021-02-26,126.54941596032394
2021-03-01,125.48309357762923
2021-03-02,129.9156673998561
2021-03-03,132.59452997349618
2021-03-04,136.1480294337226
2021-03-05,132.89003107319303
2021-03-08,131.74693655211271
2021-03-09,134.37014162108636
2021-03-10,130.24191559855356
2021-03-11,128.27985142452687
2021-03-12,126.16099544582971
2021-03-15,121.79829796136185
2021-03-16,122.59820683893899
2021-03-17,118.85470156562074
2021-03-18,118.66188662994294
2021-03-19,116.96150526147953
2021-03-22,118.93226182420935
2021-03-23,119.9047999540746
2021-03-24,120.58905007270188
2021-03-25,123.63847143785458
2021-03-26,125.8686768089954
2021-03-29,123.23670801627286
2021-03-30,124.40302881221929
2021-03-31,122.36466319226669
2021-04-01,119.95056233163959
2021-04-02,124.02122672236327
2021-04-05,127.43803555499812
2021-04-06,127.30011597223236
2021-04-07,129.5341798102979
2021-04-08,126.72233185277746
2021-04-09,129.0426870749224
2021-04-12,131.8473801692466
2021-04-13,135.46129369952286
2021-04-14,137.8594724456401
2021-04-15,136.69340871081116
2021-04-16,141.55139647880412
2021-04-19,145.2056631597774
2021-04-20,141.16534098997317
2021-04-21,138.1777316677829
2021-04-22,138.070516603879
2021-04-23,141.15840115849025
2021-04-26,140.75860309828113
2021-04-27,143.073060426014
2021-04-28,144.29484999516873
2021-04-29,139.5855405078444
2021-04-30,139.7336863626178
2021-05-03,140.51166007810698
2021-05-04,136.58760522942003
2021-05-05,139.09451532485946
2021-05-06,136.31207521328946
2021-05-07,137.87693402532187
2021-05-10,139.29144048185458
2021-05-11,142.6952210441186
2021-05-12,143.748445255005
2021-05-13,145.4256391014987
2021-05-14,146.19667192322538
2021-05-17,143.44316982687275
2021-05-18,149.0629157187808
2021-05-19,146.42226521992217
2021-05-20,147.11352818483383
2021-05-21,147.16702644335135
2021-05-24,149.4190757543376
2021-05-25,152.1874483447472
2021-05-26,155.66089594863882
2021-05-27,157.85556988122028
2021-05-28,158.33394131175413
2021-05-31,156.45364477606213
2021-06-01,158.0102534318298
2021-06-02,161.33388747337472
2021-06-03,158.43249170184222
2021-06-04,164.27064283267524
2021-06-07,164.86876055239867
2021-06-08,168.74836303787052
2021-06-09,167.58919262332174
2021-06-10,167.81245622006207
2021-06-11,163.8791820592216
2021-06-14,163.77918972894145
2021-06-15,154.9264896806297
2021-06-16,160.54851827894336
2021-06-17,160.24578833483406
2021-06-18,162.65882349540607
2021-06-21,158.64659947296803
2021-06-22,158.06000464396564
2021-06-23,160.85263029005822
2021-06-24,157.7298012244306
2021-06-25,157.21143155389692
2021-06-28,154.28355678518918
2021-06-29,150.19660490093605
2021-06-30,150.11206384277395
2021-07-01,147.5084410257611
2021-07-02,147.9919612724577
2021-07-05,149.29221859846373
2021-07-06,143.8668074482543
2021-07-07,138.08967420120743
2021-07-08,135.29405521687855
2021-07-09,137.26230452602067
2021-07-12,140.69707301763185
2021-07-13,138.5440310910074
2021-07-14,141.11590722881107
2021-07-15,143.86928659244623
2021-07-16,147.8711512790371
2021-07-19,155.70715966028385
2021-07-20,157.18482651138686
2021-07-21,157.2829841854295
2021-07-22,159.34828646724068
2021-07-23,154.53373941536418
2021-07-26,160.69572254411287
2021-07-27,167.56183598377632
2021-07-28,166.66957121143128
2021-07-29,167.17719130598624
2021-07-30,172.5034499889496
2021-08-02,173.94456205629461
2021-08-03,176.56544303657603
2021-08-04,177.79856291844433
2021-08-05,175.6020404815589
2021-08-06,178.14170648574387
2021-08-09,176.32215056270246
2021-08-10,174.47004256057994
2021-08-11,178.37376411943575
2021-08-12,175.02260604087968
2021-08-13,178.82251762888782
2021-08-16,187.23174404962256
2021-08-17,187.6840016530802
2021-08-18,189.84064953822815
2021-08-19,189.3905720472019
2021-08-20,189.4210851385181
2021-08-23,191.6901978491246
2021-08-24,182.26758108352055
2021-08-25,177.74656861639804
2021-08-26,175.8697156234944
2021-08-27,177.10454273775903
2021-08-30,172.9683649210763
2021-08-31,173.51462351220147
2021-09-01,169.6426911214569
2021-09-02,169.08944375299475
2021-09-03,171.5278649482753
2021-09-06,172.87556464069613
2021-09-07,168.6687941342885
2021-09-08,167.2938898995685
2021-09-09,164.0807351851399
2021-09-10,165.6351448021038
2021-09-13,170.659166255554
2021-09-14,174.05652946607987
2021-09-15,175.9766721399688
2021-09-16,177.6319564015302
2021-09-17,178.918139477541
2021-09-20,182.21082698325577
2021-09-21,173.97935519499705
2021-09-22,174.4443847313478
2021-09-23,174.17932189274643
2021-09-24,175.18025209626796
2021-09-27,175.00068993308702
2021-09-28,173.51211439563323
2021-09-29,173.3959341272384
2021-09-30,170.83751006278496
2021-10-01,177.10225866950483
2021-10-04,177.08181492559643
2021-10-05,173.60480920932687
2021-10-06,173.57163778410404
2021-10-07,171.15225802386084
2021-10-08,168.11058934223968
2021-10-11,161.73873042240132
2021-10-12,161.6291311238804
2021-10-13,164.6393336818781
2021-10-14,168.66044399254434
2021-10-15,169.0320126423155
2021-10-18,164.06966894796042
2021-10-19,169.04986062422415
2021-10-20,169.64515070414416
2021-10-21,166.73645885740518
2021-10-22,168.78787275968787
2021-10-25,165.68615782613557
2021-10-26,164.57876481480034
2021-10-27,161.37616122049604
2021-10-28,157.18744050029497
2021-10-29,155.78233282620687
2021-11-01,154.78311843799912
2021-11-02,153.44180153553447
2021-11-03,156.87108286501706
2021-11-04,156.26259024447918
2021-11-05,159.6829437001768
2021-11-08,156.89293440362746
2021-11-09,159.29230569018733
2021-11-10,160.252722827315
2021-11-11,157.5667470177084
2021-11-12,148.44798371826502
2021-11-15,151.55093357229654
2021-11-16,152.01539829132872
2021-11-17,151.83424499234007
2021-11-18,151.8155726466156
2021-11-19,153.0638873247233
2021-11-22,156.26575311049376
2021-11-23,157.84464624751257
2021-11-24,156.19894055337497
2021-11-25,153.42229322020796
2021-11-26,162.33625337375676
2021-11-29,163.72504846758866
2021-11-30,162.08524844934757
2021-12-01,161.0779025814195
2021-12-02,160.46174070754097
2021-12-03,162.98985690068307
2021-12-06,160.60298966217144
2021-12-07,158.60810448951375
2021-12-08,155.3024481737263
2021-12-09,157.6271799683961
2021-12-10,161.75654422100587
2021-12-13,163.7743040284784
2021-12-14,166.44432786166612
2021-12-15,166.9632149308845
2021-12-16,171.75261179142294
2021-12-17,169.75490770296153
2021-12-20,162.67638033938536
2021-12-21,166.5011514375324
2021-12-22,171.649075733747
2021-12-23,169.38170469815304
2021-12-24,169.72001121090392
2021-12-27,166.0890208692233
2021-12-28,168.8600142853375
2021-12-29,167.1221126287386
2021-12-30,165.56332599878095
2021-12-31,168.7213635741238
2022-01-03,167.48096039255444
2022-01-04,168.62699337433415
2022-01-05,173.9939074043524
2022-01-06,173.11328765838465
2022-01-07,177.89423013078763
2022-01-10,169.0353405943695
2022-01-11,172.5309060559977
2022-01-12,168.34915948285126
2022-01-13,174.99287996679757
2022-01-14,177.92615193119005
2022-01-17,179.90234526400866
2022-01-18,179.00377315646173
2022-01-19,174.81446017070775
2022-01-20,171.608094144532
2022-01-21,177.16503682368872
2022-01-24,176.40723044914054
2022-01-25,177.22440949336053
2022-01-26,181.05559261220813
2022-01-27,184.14091053786166
2022-01-28,181.18810204659187
2022-01-31,185.02890700081267
2022-02-01,185.8794968622836
2022-02-02,187.9091204883454
2022-02-03,190.37711904442403
2022-02-04,183.61162732316808
2022-02-07,186.40006631623328
2022-02-08,191.43620381238975
2022-02-09,198.26417657775593
2022-02-10,194.12864903339903
2022-02-11,194.64573869564833
2022-02-14,196.89511214339868
2022-02-15,192.89022615696769
2022-02-16,189.8541762955026
2022-02-17,195.4435647667491
2022-02-18,195.03950027327156
2022-02-21,194.82773604746947
2022-02-22,191.9032715050062
2022-02-23,190.73709935264202
2022-02-24,190.2290892190419
2022-02-25,189.07145652448565
2022-02-28,188.93549440518208
2022-03-01,190.9058545253171
2022-03-02,185.32415151501726
2022-03-03,189.2860065778191
2022-03-04,182.8491303443127
2022-03-07,180.14860910448238
2022-03-08,176.0494326661953
2022-03-09,177.0857180104063
2022-03-10,173.4638450230296
2022-03-11,167.5695424703176
2022-03-14,172.27859133099923
2022-03-15,171.4634716058863
2022-03-16,172.76249511628066
2022-03-17,169.5577062037257
2022-03-18,167.9986427819536
2022-03-21,161.93708428250122
2022-03-22,161.46889011085798
2022-03-23,161.01251553433377
2022-03-24,159.6221627991595
2022-03-25,157.2014633362951
2022-03-28,153.09462959916502
2022-03-29,150.5262445185138
2022-03-30,148.14834715696782
2022-03-31,151.97245657380486
2022-04-01,150.7057359776627
2022-04-04,158.75067840483027
2022-04-05,165.51893971819024
2022-04-06,171.64509209065105
2022-04-07,169.23733499421198
2022-04-08,168.40396622687118
2022-04-11,172.99187559200803
2022-04-12,168.22348950498917
2022-04-13,170.4793140074075
2022-04-14,171.00658887022928
2022-04-15,176.2840230325071
2022-04-18,174.020058472596
2022-04-19,176.65918807330277
2022-04-20,179.6474354449479
2022-04-21,182.13955101023134
2022-04-22,178.7506441590928
2022-04-25,179.43005907989397
2022-04-26,178.45294733449356
2022-04-27,182.63690702757847
2022-04-28,179.8177761865461
2022-04-29,184.51208959110826
2022-05-02,184.5360764313038
2022-05-03,188.84396503372255
2022-05-04,185.79887302373368
2022-05-05,188.4824281368593
2022-05-06,190.22125458404093
2022-05-09,187.68732500377612
2022-05-10,185.14173223416864
2022-05-11,186.67908723944973
2022-05-12,185.78429014688626
2022-05-13,188.63985332730687
2022-05-16,183.22866418539067
2022-05-17,190.2824697794572
2022-05-18,192.08214299453408
2022-05-19,188.30315656936025
2022-05-20,187.22915844924407
2022-05-23,196.30100657996456
2022-05-24,202.09335731113046
2022-05-25,197.52412154396532
2022-05-26,197.90787900006603
2022-05-27,195.26472088512585
2022-05-30,197.42609136208597
2022-05-31,200.90616558956646
2022-06-01,205.2387913906752
2022-06-02,214.32306301861112
2022-06-03,214.36986231129544
2022-06-06,213.327953082156
2022-06-07,208.42374712381505
2022-06-08,210.60025911829567
2022-06-09,213.21749595578214
2022-06-10,214.28142401401607
2022-06-13,214.662867260822
2022-06-14,211.17925123064057
2022-06-15,212.15127653313732
2022-06-16,217.1839045040512
2022-06-17,213.2519126761175
2022-06-20,213.18284775603004
2022-06-21,213.01455130076434
2022-06-22,213.58083387757765
2022-06-23,211.5315717163254
2022-06-24,215.815243463868
2022-06-27,222.79077035366362
2022-06-28,222.25950206253964
2022-06-29,222.29858715132818
2022-06-30,229.13713086598352
2022-07-01,235.1290192535133
2022-07-04,234.12672346431086
2022-07-05,229.4373264907741
2022-07-06,229.96474274482543
2022-07-07,232.49747544959138
2022-07-08,238.37946765752196
2022-07-11,241.08548574837462
2022-07-12,241.84458547047677
2022-07-13,237.699246012497
2022-07-14,240.43893400246998
2022-07-15,247.9905878816579
2022-07-18,245.8115146103167
2022-07-19,237.8318180619877
2022-07-20,238.72455659399446
2022-07-21,237.11745768707942
2022-07-22,231.1809997141759
2022-07-25,237.40209448328784
2022-07-26,240.74417779177182
2022-07-27,245.04730670449416
2022-07-28,249.1457382626204
2022-07-29,244.3062642745112
2022-08-01,249.34413408010676
2022-08-02,246.39390013064994
2022-08-03,241.42593123264834
2022-08-04,243.97243985025582
2022-08-05,244.45547657577916
2022-08-08,246.4898946872824
2022-08-09,251.5378440182662
2022-08-10,258.34779234487394
2022-08-11,263.13269091283735
2022-08-12,258.75604904570054
2022-08-15,255.6768522758487
2022-08-16,255.91708483277975
2022-08-17,251.91730062750617
2022-08-18,254.14471211061306
2022-08-19,255.87834196720746
2022-08-22,262.61571220197135
2022-08-23,261.54079443736606
2022-08-24,253.75308661982433
2022-08-25,245.55199475081795
2022-08-26,243.08517257126124
2022-08-29,236.71484937223545
2022-08-30,235.7865934225222
2022-08-31,243.37552854749293
2022-09-01,241.5008770723634
2022-09-02,247.83064575131388
2022-09-05,244.97643923734782
2022-09-06,236.2391517992105
2022-09-07,238.84682391212257
2022-09-08,237.6772229130144
2022-09-09,229.14350436738573
2022-09-12,233.54503837158785
2022-09-13,236.3474193347589
2022-09-14,239.03005760823163
2022-09-15,239.46772253869162
2022-09-16,242.5320104754164
2022-09-19,240.87859334363273
2022-09-20,241.89703194827075
2022-09-21,246.2843147381798
2022-09-22,248.90065176178183
2022-09-23,245.8731918827902
2022-09-26,248.55409880321116
2022-09-27,249.9387733169268
2022-09-28,248.75922439305015
2022-09-29,257.67017196076296
2022-09-30,258.7494519973472
2022-10-03,257.3326600012177
2022-10-04,253.52247828279573
2022-10-05,259.1580118870775
2022-10-06,252.23744117933347
2022-10-07,243.76008664866262
2022-10-10,236.400210558887
2022-10-11,242.63614119116278
2022-10-12,235.01957485578046
2022-10-13,249.38274780056142
2022-10-14,238.8451806244225
2022-10-17,240.5066230947243
2022-10-18,240.3465535772761
2022-10-19,238.76469598690642
2022-10-20,236.6707109342352
2022-10-21,232.0189060448654
2022-10-24,239.65986362475803
2022-10-25,233.39975556810003
2022-10-26,242.9587010668507
2022-10-27,248.5589862757517
2022-10-28,257.8843584310042
2022-10-31,255.57964826758018
2022-11-01,255.53529684454563
2022-11-02,266.81809541641655
2022-11-03,269.5351395537932
2022-11-04,269.3658775300105
2022-11-07,268.2789363846778
2022-11-08,267.5563111383966
2022-11-09,272.9496479090745
2022-11-10,277.7765499136539
2022-11-11,277.68884132939957
2022-11-14,270.62902125269983
2022-11-15,267.03208853663887
2022-11-16,266.53074323899665
2022-11-17,266.32912055471866
2022-11-18,254.31511459126764
2022-11-21,252.97964900593158
2022-11-22,254.32791994231437
2022-11-23,245.8854439329676
2022-11-24,245.42091191161677
2022-11-25,246.26576598951723
2022-11-28,249.019250577963
2022-11-29,246.31615587926714
2022-11-30,253.52315778268198
2022-12-01,252.75550111817475
2022-12-02,258.54270236635
2022-12-05,263.3997081734285
2022-12-06,260.8130688224121
2022-12-07,261.66690411474946
2022-12-08,264.5278653888454
2022-12-09,270.49513390228014
2022-12-12,272.9269366313401
2022-12-13,263.57177749602545
2022-12-14,268.76509191329825
2022-12-15,265.4398640893484
2022-12-16,264.6987467038507
2022-12-19,269.5538215294758
2022-12-20,264.8721598050077
2022-12-21,261.30558628005855
2022-12-22,261.67721740731037
2022-12-23,268.5285688323734
2022-12-26,267.6184249317604
2022-12-27,268.02713547371667
2022-12-28,267.6638644175017
2022-12-29,263.93633056733006
2022-12-30,253.57354798059154
2023-01-02,260.1972362394162
2023-01-03,260.62819043728786
2023-01-04,257.447939693705
2023-01-05,258.47121844792804
2023-01-06,256.43697338692124
2023-01-09,246.87771289332142
2023-01-10,242.18227679921526
2023-01-11,243.7582653068506
2023-01-12,250.43682938250907
2023-01-13,245.52244624831218
2023-01-16,245.12082713362918
2023-01-17,242.14327878215718
2023-01-18,251.44415191054728
2023-01-19,250.25868676938717
2023-01-20,242.39390195704993
2023-01-23,245.3807264632525
2023-01-24,237.26503933423302
2023-01-25,238.84265898020666
2023-01-26,239.01974658900554
2023-01-27,229.09425125680383
2023-01-30,226.51038623917466
2023-01-31,230.00401001959528
2023-02-01,229.69813808380752
2023-02-02,232.65075067791568
2023-02-03,232.65886840611725
2023-02-06,240.16941226549292
2023-02-07,232.16882840503825
2023-02-08,230.48670896221566
2023-02-09,228.04770211086637
2023-02-10,235.86543725235254
2023-02-13,237.223010514795
2023-02-14,241.2847279303274
2023-02-15,247.1171707963969
2023-02-16,246.927926325098
2023-02-17,244.26541902575826
2023-02-20,240.9884332911695
2023-02-21,245.16890097778276
2023-02-22,256.43924434493084
2023-02-23,251.60206488423802
2023-02-24,256.41306097875827
2023-02-27,253.23659178207257
2023-02-28,263.37792127561903
2023-03-01,275.14523610913125
2023-03-02,267.0552973604596
2023-03-03,274.48406596524427
2023-03-06,276.71042298351307
2023-03-07,276.15648865084256
2023-03-08,259.8806646174655
2023-03-09,259.6712514914581
2023-03-10,264.9881885831779
2023-03-13,268.663195627698
2023-03-14,253.93592973382735
2023-03-15,253.22484550443207
2023-03-16,251.33296687432141
2023-03-17,249.0029759893718
2023-03-20,246.37050943452277
2023-03-21,248.38180206568657
2023-03-22,241.26928808864048
2023-03-23,239.07439673513193
2023-03-24,239.77660939441782
2023-03-27,232.5580186355608
2023-03-28,222.22103589609574
2023-03-29,225.54470186702926
2023-03-30,221.2745668615257
2023-03-31,216.82469225944513
2023-04-03,214.7009855615526
2023-04-04,211.06463987533002
2023-04-05,208.40727525547035
2023-04-06,211.92179141345918
2023-04-07,208.30716613149988
2023-04-10,215.8475106386768
2023-04-11,212.28265698177552
2023-04-12,218.58957839705312
2023-04-13,218.97662383485385
2023-04-14,214.85127090414807
2023-04-17,212.1313968613817
2023-04-18,214.2498367659124
2023-04-19,212.05164961810976
2023-04-20,205.23717491410613
2023-04-21,197.16518097307153
2023-04-24,199.3194227288721
2023-04-25,200.22523905814194
2023-04-26,206.28380908628736
2023-04-27,208.7862353615858
2023-04-28,206.4391533377661
2023-05-01,196.21243621084813
2023-05-02,197.40658968719137
2023-05-03,199.74246512920018
2023-05-04,198.36825484802046
2023-05-05,199.17597939770005
2023-05-08,200.85706538785948
2023-05-09,201.80696439880722
