Date,MAR
2020-01-01,96.48712046656485
2020-01-02,95.30892112270118
2020-01-03,92.45493896485783
2020-01-06,90.36935954727986
2020-01-07,88.45919771448929
2020-01-08,87.57619944329694
2020-01-09,88.9755057275953
2020-01-10,86.80850880628292
2020-01-13,86.3724072238082
2020-01-14,84.66100694863901
2020-01-15,86.44716599674967
2020-01-16,83.81435893987002
2020-01-17,84.94771682355248
2020-01-20,85.78994958597058
2020-01-21,85.86537530790697
2020-01-22,85.7473361962748
2020-01-23,81.61930938441144
2020-01-24,79.84732929919461
2020-01-27,80.86334211227056
2020-01-28,80.81593374332284
2020-01-29,82.48487519320275
2020-01-30,80.66530804780753
2020-01-31,80.7029078937818
2020-02-03,79.20043255358986
2020-02-04,79.44750240250228
2020-02-05,79.7452451518463
2020-02-06,77.49883883354006
2020-02-07,76.85460720180473
2020-02-10,75.77862699170292
2020-02-11,77.20321267787604
2020-02-12,77.76450425481963
2020-02-13,80.77343960573579
2020-02-14,79.23811667542753
2020-02-17,80.68427641766918
2020-02-18,77.6644154474135
2020-02-19,79.30212852530751
2020-02-20,80.0246325432094
2020-02-21,79.54765571275658
2020-02-24,79.11710704106892
2020-02-25,81.56711447317299
2020-02-26,82.9645983873871
2020-02-27,81.26828550300878
2020-02-28,80.85205417087013
2020-03-02,81.58809588956903
2020-03-03,84.47860756165602
2020-03-04,81.3025377438295
2020-03-05,81.8122825354527
2020-03-06,83.61390485236642
2020-03-09,82.6252836050497
2020-03-10,84.11909725121093
2020-03-11,83.91431173215122
2020-03-12,81.09341193124479
2020-03-13,82.86409324150061
2020-03-16,82.67510068463162
2020-03-17,80.05048091089492
2020-03-18,80.54929141941763
2020-03-19,81.58395119237152
2020-03-20,80.46331178953709
2020-03-23,82.82213482835873
2020-03-24,83.01018090413918
2020-03-25,80.38103395317212
2020-03-26,80.69759888401367
2020-03-27,79.72886283079289
2020-03-30,79.48898985704189
2020-03-31,78.34951113502153
2020-04-01,78.09730382532611
2020-04-02,76.98940808050718
2020-04-03,77.78594616801374
2020-04-06,76.99625910566186
2020-04-07,75.1612138655869
2020-04-08,74.78389807309887
2020-04-09,75.73726235920425
2020-04-10,75.9556392599921
2020-04-13,75.96468141748676
2020-04-14,76.34170400183768
2020-04-15,75.23042192512143
2020-04-16,72.65225002031092
2020-04-17,71.73177850521127
2020-04-20,72.40928757634319
2020-04-21,73.48938855167718
2020-04-22,74.53672468277752
2020-04-23,72.45308050244357
2020-04-24,70.66456535469078
2020-04-27,70.58079398395478
2020-04-28,70.74636862684548
2020-04-29,70.0842947326532
2020-04-30,70.2468583632299
2020-05-01,69.13538339514248
2020-05-04,68.5070106430263
2020-05-05,70.81201136394532
2020-05-06,73.30975400259062
2020-05-07,75.40161530105287
2020-05-08,75.68591644249918
2020-05-11,75.974328224935
2020-05-12,75.84338679144521
2020-05-13,77.71782162069363
2020-05-14,80.6219911693345
2020-05-15,80.65937670867092
2020-05-18,80.93176309632914
2020-05-19,82.25594865745296
2020-05-20,82.264750206722
2020-05-21,79.92331207750068
2020-05-22,78.64892668622907
2020-05-25,79.37381555458023
2020-05-26,80.84188999041366
2020-05-27,80.88586145136031
2020-05-28,82.63977673756831
2020-05-29,82.38831293133991
2020-06-01,84.31432630293068
2020-06-02,85.78062309333556
2020-06-03,87.26082143539631
2020-06-04,88.90961810036198
2020-06-05,89.68862769435562
2020-06-08,90.94011135198471
2020-06-09,88.5684130205936
2020-06-10,89.42603637149602
2020-06-11,89.34508277068872
2020-06-12,87.95725423288519
2020-06-15,88.465974288489
2020-06-16,86.15097816329605
2020-06-17,83.8615317260845
2020-06-18,84.16822299637425
2020-06-19,87.14815971816509
2020-06-22,85.92029195575391
2020-06-23,83.89373241476858
2020-06-24,82.0605661655994
2020-06-25,84.53361284195591
2020-06-26,81.91644608152923
2020-06-29,82.58359105258009
2020-06-30,81.96787766942687
2020-07-01,84.11567753125082
2020-07-02,82.59612460393147
2020-07-03,81.79815446270689
2020-07-06,82.56048604351489
2020-07-07,84.45398723110743
2020-07-08,83.64368551268814
2020-07-09,81.86106281805151
2020-07-10,81.02212725871894
2020-07-13,81.83392896792621
2020-07-14,81.48001846343658
2020-07-15,81.82548149501147
2020-07-16,83.29184794071256
2020-07-17,86.2473106292622
2020-07-20,83.99397979079437
2020-07-21,85.61031553900213
2020-07-22,88.24587854504269
2020-07-23,84.51125714646557
2020-07-24,84.73164559950298
2020-07-27,82.53861198291426
2020-07-28,82.1846149467618
2020-07-29,81.9137840531092
2020-07-30,83.50922525771448
2020-07-31,86.29346332729256
2020-08-03,83.76468218310748
2020-08-04,84.21451710072851
2020-08-05,85.43597378928341
2020-08-06,83.76489253509149
2020-08-07,84.3995548039057
2020-08-10,85.89973364363028
2020-08-11,84.23066683743795
2020-08-12,84.75071127204276
2020-08-13,84.7338399566155
2020-08-14,86.89957159260175
2020-08-17,88.764908837678
2020-08-18,86.72395062696806
2020-08-19,87.14789715959125
2020-08-20,88.8266208055498
2020-08-21,89.4563581839188
2020-08-24,90.22582828786203
2020-08-25,88.21796745164912
2020-08-26,87.6788672397424
2020-08-27,86.79572780481868
2020-08-28,87.80335557112612
2020-08-31,88.57801679870829
2020-09-01,89.69072525122199
2020-09-02,93.89794547860663
2020-09-03,96.35993057446477
2020-09-04,98.66162375108257
2020-09-07,100.7600138754467
2020-09-08,104.20876664653804
2020-09-09,104.47455754939938
2020-09-10,106.39776756372991
2020-09-11,105.77317210761485
2020-09-14,105.3833725826608
2020-09-15,106.49591405235205
2020-09-16,110.48127173022044
2020-09-17,111.16876681262069
2020-09-18,110.28217278912469
2020-09-21,115.00912542090421
2020-09-22,112.29783766778513
2020-09-23,110.55623963540506
2020-09-24,107.03332620022213
2020-09-25,106.8450218677989
2020-09-28,108.51591872083628
2020-09-29,108.95114030165145
2020-09-30,108.40972830272925
2020-10-01,107.24770099045558
2020-10-02,104.56778921367687
2020-10-05,107.25979569505562
2020-10-06,109.96917065681187
2020-10-07,110.11960208152742
2020-10-08,112.66253609974929
2020-10-09,114.27894711361316
2020-10-12,118.16609043739183
2020-10-13,116.52233800006486
2020-10-14,113.09637628500583
2020-10-15,117.0181831967159
2020-10-16,116.35451756068744
2020-10-19,117.39013195279519
2020-10-20,116.46358567004785
2020-10-21,118.49756308706901
2020-10-22,119.8792080532092
2020-10-23,122.9788962061892
2020-10-26,125.38397370041857
2020-10-27,125.390809207685
2020-10-28,126.87756762838364
2020-10-29,130.56293281897942
2020-10-30,133.37040515426165
2020-11-02,136.97232211013375
2020-11-03,131.59267270590846
2020-11-04,128.72779396638956
2020-11-05,129.03304528222424
2020-11-06,130.28862247798804
2020-11-09,129.52590727716787
2020-11-10,126.8854447108534
2020-11-11,124.20486978576636
2020-11-12,121.97148767559743
2020-11-13,122.46871453673208
2020-11-16,121.01019612960826
2020-11-17,120.50207091425554
2020-11-18,115.04583721108249
2020-11-19,115.3090636974862
2020-11-20,114.07618227628417
2020-11-23,113.83563363838488
2020-11-24,115.39798295752088
2020-11-25,115.54892455308666
2020-11-26,116.76510493519987
2020-11-27,118.6324579014927
2020-11-30,121.01684556396171
2020-12-01,122.53181794127704
2020-12-02,121.28238377414392
2020-12-03,126.05847167662276
2020-12-04,126.61420789319102
2020-12-07,124.78412289446304
2020-12-08,122.56293024275112
2020-12-09,128.3436307109115
2020-12-10,133.2276491797762
2020-12-11,131.81388595412625
2020-12-14,134.4064427676096
2020-12-15,134.60022764689506
2020-12-16,138.1839433732195
2020-12-17,139.26375541612848
2020-12-18,137.49914482448315
2020-12-21,136.17304147293115
2020-12-22,130.4061313639941
2020-12-23,131.30726374175532
2020-12-24,131.75753898143228
2020-12-25,130.98115263631732
2020-12-28,131.5216961525026
2020-12-29,133.0517547217362
2020-12-30,131.94704134511062
2020-12-31,130.70819292190424
2021-01-01,132.697732368068
2021-01-04,132.68367971000254
2021-01-05,129.64737014455446
2021-01-06,128.51516784600025
2021-01-07,129.9203638124778
2021-01-08,131.08814805838497
2021-01-11,129.2225175235815
2021-01-12,132.42326512888238
2021-01-13,132.62984561221518
2021-01-14,133.95648144212655
2021-01-15,132.5547290587338
2021-01-18,131.63359363246695
2021-01-19,128.97726874414397
2021-01-20,127.23457799301504
2021-01-21,131.52347522668086
2021-01-22,128.98764709607943
2021-01-25,129.79132493653233
2021-01-26,128.38336454379615
2021-01-27,125.85685502748237
2021-01-28,123.34416067162692
2021-01-29,122.681270255811
2021-02-01,122.07623223376723
2021-02-02,120.77351538051448
2021-02-03,119.02867018676633
2021-02-04,115.33740940452898
2021-02-05,116.70837297408481
2021-02-08,114.87053065918968
2021-02-09,117.7476894650288
2021-02-10,118.05659621871241
2021-02-11,118.32421397680591
2021-02-12,117.3968146968213
2021-02-15,114.60710001064089
2021-02-16,114.67751453047191
2021-02-17,117.36725971933839
2021-02-18,117.82582959713292
2021-02-19,119.2602498830859
2021-02-22,121.83011674441681
2021-02-23,120.38873009234418
2021-02-24,121.13168607854911
2021-02-25,122.48046854466047
2021-02-26,120.47619050061749
2021-03-01,120.4556591293789
2021-03-02,120.5035635472764
2021-03-03,118.38834744393395
2021-03-04,119.61770829494624
2021-03-05,119.60304561378302
2021-03-08,116.16255694959376
2021-03-09,116.21490070733216
2021-03-10,112.16539413994703
2021-03-11,115.02689236254645
2021-03-12,112.30021145192723
2021-03-15,114.45899272672756
2021-03-16,110.1644718484601
2021-03-17,109.46188529447906
2021-03-18,108.17263359411295
2021-03-19,107.73583547799754
2021-03-22,106.60504233631453
2021-03-23,106.24687447191752
2021-03-24,106.96560834053162
2021-03-25,108.42592876956226
2021-03-26,107.5446998302332
2021-03-29,104.86320542244704
2021-03-30,106.15271764725304
2021-03-31,104.8298334201009
2021-04-01,102.8951775607675
2021-04-02,100.17030131926084
2021-04-05,103.04191050104508
2021-04-06,107.10856858625094
2021-04-07,106.50875698917963
2021-04-08,108.4217587259219
2021-04-09,110.99658152114878
2021-04-12,112.2090099153757
2021-04-13,108.1584513988539
2021-04-14,105.63945364157195
2021-04-15,106.2436101861113
2021-04-16,104.74348812458216
2021-04-19,101.52846007009465
2021-04-20,100.49451144114097
2021-04-21,101.6993851098382
2021-04-22,100.68868049332175
2021-04-23,103.44284947525323
2021-04-26,104.3766805140797
2021-04-27,107.16954551897503
2021-04-28,102.88481576860212
2021-04-29,103.30510155187893
2021-04-30,102.85584010964435
2021-05-03,100.25422263310098
2021-05-04,102.4180079142169
2021-05-05,103.42772809731336
2021-05-06,104.38060174269195
2021-05-07,102.50789248639991
2021-05-10,101.98541375621237
2021-05-11,102.22981062201292
2021-05-12,100.85278431911476
2021-05-13,99.93427875626921
2021-05-14,97.93739309055604
2021-05-17,97.39453200729002
2021-05-18,97.82213784846873
2021-05-19,94.66477989168165
2021-05-20,94.67593352112203
2021-05-21,96.67057598507341
2021-05-24,97.92293890881118
2021-05-25,100.76996195799155
2021-05-26,99.73753482016032
2021-05-27,99.83985636672921
2021-05-28,99.73465296410731
2021-05-31,98.08609653734733
2021-06-01,103.08383931904086
2021-06-02,102.79405448520734
2021-06-03,105.7587773308186
2021-06-04,104.7889016955834
2021-06-07,105.28827527253051
2021-06-08,106.84541107732664
2021-06-09,107.3957304546476
2021-06-10,103.27131038108782
2021-06-11,101.90404420888005
2021-06-14,101.70946281430345
2021-06-15,100.75294549655119
2021-06-16,100.91657813591871
2021-06-17,100.34567863269076
2021-06-18,101.48273137046687
2021-06-21,101.0677269258358
2021-06-22,104.82445290410976
2021-06-23,100.91569674733324
2021-06-24,99.32317506860983
2021-06-25,98.12258744107737
2021-06-28,98.9102902509462
2021-06-29,101.02409466819282
2021-06-30,103.30243154725541
2021-07-01,100.07666804762414
2021-07-02,102.79335084402727
2021-07-05,105.91920306626913
2021-07-06,105.13807468366771
2021-07-07,105.1261194777361
2021-07-08,105.56963623291152
2021-07-09,106.97454360889611
2021-07-12,107.36246070772029
2021-07-13,107.2250341954254
2021-07-14,109.61658974899834
2021-07-15,109.19164319889234
2021-07-16,110.6892746909399
2021-07-19,114.43773280246805
2021-07-20,116.21494718064082
2021-07-21,115.59421027222935
2021-07-22,115.54443399687219
2021-07-23,119.46013209229926
2021-07-26,121.48055124253274
2021-07-27,119.95553239806371
2021-07-28,120.71215031461318
2021-07-29,121.47616646972037
2021-07-30,124.80019523770738
2021-08-02,123.64822805202678
2021-08-03,123.23242644795802
2021-08-04,126.83162136507605
2021-08-05,127.07486287661862
2021-08-06,120.08257972721744
2021-08-09,119.14787918790914
2021-08-10,121.15182438058412
2021-08-11,118.96615816106774
2021-08-12,117.38212217595161
2021-08-13,116.4294986138577
2021-08-16,115.64370783755624
2021-08-17,118.52112126810643
2021-08-18,114.92352321730603
2021-08-19,113.52658944910917
2021-08-20,114.89407679002352
2021-08-23,114.36858515404634
2021-08-24,114.86418604559121
2021-08-25,110.50453142899889
2021-08-26,110.6787202460944
2021-08-27,110.82675844131795
2021-08-30,112.5347110945237
2021-08-31,112.40014618369203
2021-09-01,112.00713502430419
2021-09-02,111.55172429474086
2021-09-03,108.02878960805346
2021-09-06,107.06331397269655
2021-09-07,108.68064595593528
2021-09-08,105.62832032998284
2021-09-09,109.51103321379905
2021-09-10,110.43416522903965
2021-09-13,111.50145871625072
2021-09-14,110.76444673778744
2021-09-15,111.98030350846842
2021-09-16,107.40649840014633
2021-09-17,106.31548959003062
2021-09-20,108.5646227093549
2021-09-21,108.564299445851
2021-09-22,106.88835260695792
2021-09-23,107.11147819881877
2021-09-24,106.81412830745565
2021-09-27,107.7055883272709
2021-09-28,107.4283229399903
2021-09-29,106.853027975647
2021-09-30,105.70403036394666
2021-10-01,104.50269123025932
2021-10-04,105.60980735345258
2021-10-05,104.5077363926277
2021-10-06,103.59658991603936
2021-10-07,100.32153478050468
2021-10-08,103.08704969199873
2021-10-11,102.57075317398991
2021-10-12,100.39425522154106
2021-10-13,101.50491324841177
2021-10-14,102.89227084704123
2021-10-15,103.94154460560694
2021-10-18,105.33937755676146
2021-10-19,103.17295093223923
2021-10-20,104.94968657446249
2021-10-21,106.18096679091066
2021-10-22,105.97242521316632
2021-10-25,105.89803328312462
2021-10-26,107.92991355811267
2021-10-27,109.98694919135565
2021-10-28,109.26942893449893
2021-10-29,108.09201445235908
2021-11-01,108.56935297239595
2021-11-02,110.40144245155713
2021-11-03,110.58873204093105
2021-11-04,109.62261548371951
2021-11-05,111.17914296979389
2021-11-08,112.86452094450465
2021-11-09,111.7748377757379
2021-11-10,114.29164703948902
2021-11-11,112.05722920244189
2021-11-12,112.74343492395431
2021-11-15,112.01256538964861
2021-11-16,111.57462373834944
2021-11-17,112.33373314318098
2021-11-18,112.8911764067018
2021-11-19,112.88843258981422
2021-11-22,111.85071367547339
2021-11-23,113.43113709787521
